tarih,f_ticari_tl,f_ticari_dar,f_ihtiyac,f_konut,f_tasit,f_tuketici,mev_tl,kat_ticari,kat_tuketici,politika,aofm,aofm_kaynak_gun,koridor_alt,koridor_ust,aofm_taban_mn_tl,aofm_gecerli,aofm_ham,makas_kredi_mevduat,spread_politika,spread_aofm,pka_12a,pka_yas_gun,reel_ticari,reel_ticari_yaklasik,reel_tuketici,reel_tuketici_yaklasik,reel_mevduat,reel_mevduat_yaklasik
2023-01-27,15.15,14.51,29.94,21.11,25.46,28.9,18.33,15.24,25.19,9.0,9.0,aynigun,7.5,10.5,189000.0,True,9.0,-3.179999999999998,6.15,6.15,30.44,26.0,-11.721864458754983,-15.290000000000001,-1.180619441888997,-1.5400000000000027,-9.283961974854337,-12.110000000000003
2023-02-03,13.71,12.81,30.05,21.07,25.44,28.8,18.96,14.94,24.89,9.0,9.0,aynigun,7.5,10.5,225000.0,True,9.0,-5.25,4.710000000000001,4.710000000000001,30.75,2.0,-13.032504780114728,-17.04,-1.4913957934990507,-1.9499999999999993,-9.01720841300192,-11.79
2023-02-10,14.66,14.22,30.62,21.27,25.29,28.99,19.03,15.27,23.95,9.0,9.0,aynigun,7.5,10.5,184000.0,True,9.0,-4.370000000000001,5.66,5.66,30.75,9.0,-12.305927342256219,-16.09,-1.346080305927344,-1.7600000000000016,-8.963671128107077,-11.719999999999999
2023-02-17,14.9,14.51,30.6,20.92,25.44,28.92,18.95,15.02,24.57,9.0,9.0,aynigun,7.5,10.5,116000.0,True,9.0,-4.049999999999999,5.9,5.9,30.75,16.0,-12.122370936902493,-15.85,-1.3996175908221775,-1.8299999999999983,-9.024856596558328,-11.8
2023-02-24,13.55,12.9,29.19,20.79,25.19,28.05,19.41,14.71,24.51,8.5,8.83,aynigun,7.0,10.0,205000.0,True,8.83,-5.859999999999999,5.050000000000001,4.720000000000001,30.75,23.0,-13.154875717017223,-17.2,-2.0650095602294583,-2.6999999999999993,-8.673040152963685,-11.34
2023-03-03,14.96,14.43,25.48,19.34,25.16,24.84,19.32,14.78,24.17,8.5,8.5,aynigun,7.0,10.0,167000.0,True,8.5,-4.359999999999999,6.460000000000001,6.460000000000001,31.63,2.0,-12.66428625693231,-16.669999999999998,-5.15839854136596,-6.789999999999999,-9.351971435083184,-12.309999999999999
2023-03-10,16.79,16.85,27.09,17.17,25.22,25.52,19.49,14.12,21.38,8.5,8.5,aynigun,7.0,10.0,208000.0,True,8.5,-2.6999999999999993,8.29,8.29,31.63,9.0,-11.274025678036924,-14.84,-4.641798981994993,-6.109999999999999,-9.222821545240445,-12.14
2023-03-17,14.68,14.28,30.35,16.5,25.17,27.07,19.51,15.04,20.07,8.5,8.5,aynigun,7.0,10.0,166000.0,True,8.5,-4.830000000000002,6.18,6.18,31.63,16.0,-12.877003722555646,-16.95,-3.464255868722943,-4.559999999999999,-9.207627440553068,-12.119999999999997
2023-03-24,14.87,14.57,31.49,17.23,24.64,27.56,19.97,15.12,19.23,8.5,8.5,aynigun,7.0,10.0,184000.0,True,8.5,-5.1,6.369999999999999,6.369999999999999,31.63,23.0,-12.732659728025519,-16.759999999999998,-3.092000303882092,-4.07,-8.858163032743294,-11.66
2023-03-31,14.8,14.51,32.26,17.79,24.56,28.37,20.44,15.15,19.18,8.5,8.56,aynigun,7.0,10.0,245188.0,True,8.56,-5.640000000000001,6.300000000000001,6.24,31.63,30.0,-12.785839094431351,-16.83,-2.4766390640431513,-3.259999999999998,-8.501101572589832,-11.189999999999998
2023-04-07,15.91,15.8,32.59,18.36,24.76,28.82,20.51,14.67,20.23,8.5,8.5,aynigun,7.0,10.0,258000.0,True,8.5,-4.600000000000001,7.41,7.41,31.02,6.0,-11.532590444206992,-15.11,-1.6791329568004887,-2.1999999999999993,-8.021676079987783,-10.509999999999998
2023-04-14,14.13,13.66,32.33,18.2,24.8,28.49,20.76,14.38,20.38,8.5,8.54,aynigun,7.0,10.0,295754.0,True,8.54,-6.630000000000001,5.630000000000001,5.590000000000002,31.02,13.0,-12.891161654709204,-16.89,-1.9310029003205664,-2.530000000000001,-7.8308655167150025,-10.259999999999998
2023-04-21,14.29,13.74,33.9,19.05,25.68,30.3,20.74,14.27,20.25,8.5,8.71,geri_tasima,7.0,10.0,392886.0,True,8.71,-6.449999999999999,5.789999999999999,5.579999999999998,31.02,20.0,-12.769042894214621,-16.73,-0.5495344222256171,-0.7199999999999989,-7.846130361776826,-10.280000000000001
2023-04-28,14.59,14.2,33.34,18.74,25.12,29.3,21.92,14.6,21.15,8.5,8.7,aynigun,7.0,10.0,410255.0,True,8.7,-7.330000000000002,6.09,5.890000000000001,31.02,27.0,-12.54007021828729,-16.43,-1.3127766753167514,-1.7199999999999989,-6.945504503129296,-9.099999999999998
2023-05-05,16.09,15.99,34.3,18.7,25.57,30.39,21.12,14.49,21.83,8.5,8.5,aynigun,7.0,10.0,347482.0,True,8.5,-5.030000000000001,7.59,7.59,29.84,4.0,-10.589956869993832,-13.75,0.42359827479976353,0.5500000000000007,-6.715958102279728,-8.719999999999999
2023-05-12,15.87,15.76,34.19,18.22,25.56,29.25,22.5,14.41,22.04,8.5,9.05,aynigun,7.0,10.0,538180.0,True,9.05,-6.630000000000001,7.369999999999999,6.8199999999999985,29.84,11.0,-10.759396179913738,-13.97,-0.4544054220579241,-0.5899999999999999,-5.6531115218730665,-7.34
2023-05-19,14.5,13.52,39.28,17.99,31.45,34.03,23.57,16.04,24.31,8.5,8.99,geri_tasima,7.0,10.0,493235.0,True,8.99,-9.07,6.0,5.51,29.84,18.0,-11.81454097350585,-15.34,3.2270486752926653,4.190000000000001,-4.829020332717193,-6.27
2023-05-26,15.0,14.52,39.96,19.34,28.63,34.42,25.92,13.93,27.13,8.5,9.09,aynigun,7.0,10.0,622056.0,True,9.09,-10.920000000000002,6.5,5.91,29.84,25.0,-11.42945163277881,-14.84,3.5274183610597643,4.580000000000002,-3.019100431300059,-3.919999999999998
2023-06-02,14.95,14.23,40.14,18.05,30.88,35.67,26.93,14.24,30.65,8.5,9.09,aynigun,7.0,10.0,694546.0,True,9.09,-11.98,6.449999999999999,5.859999999999999,30.65,1.0,-12.016838882510527,-15.7,3.8423268274014655,5.020000000000003,-2.8473019517795684,-3.719999999999999
2023-06-09,14.91,14.53,40.02,18.14,32.57,36.68,29.37,15.1,30.91,8.5,9.0,aynigun,7.0,10.0,599541.0,True,9.0,-14.46,6.41,5.91,30.65,8.0,-12.047455032529664,-15.739999999999998,4.615384615384621,6.030000000000001,-0.979716800612318,-1.2799999999999976
2023-06-16,15.0,14.39,41.68,21.85,34.03,38.64,30.32,14.96,30.98,8.5,8.7,aynigun,7.0,10.0,390997.0,True,8.7,-15.32,6.5,6.300000000000001,30.65,15.0,-11.978568694986613,-15.649999999999999,6.11557596632224,7.990000000000002,-0.2525832376578663,-0.3299999999999983
2023-06-23,15.35,15.1,41.52,23.98,34.02,38.78,32.9,14.78,32.21,15.0,10.73,aynigun,13.5,16.5,289412.0,True,10.73,-17.549999999999997,0.34999999999999964,4.619999999999999,30.65,22.0,-11.71067738231918,-15.299999999999999,6.222732491389205,8.130000000000003,1.7221584385763489,2.25
2023-06-30,17.64,18.39,43.96,24.45,36.22,43.03,30.11,15.66,32.87,15.0,12.84,geri_tasima,13.5,16.5,269619.0,True,12.84,-12.469999999999999,2.6400000000000006,4.800000000000001,30.65,29.0,-9.957902793723683,-13.009999999999998,9.475698430922307,12.380000000000003,-0.4133180252583246,-0.5399999999999991
2023-07-07,24.45,25.23,47.95,28.3,41.22,46.11,30.84,25.84,33.01,15.0,15.0,aynigun,13.5,16.5,184000.0,True,15.0,-6.390000000000001,9.45,9.45,33.21,6.0,-6.576082876660916,-8.760000000000002,9.683957660836274,12.899999999999999,-1.7791457097815488,-2.370000000000001
2023-07-14,24.53,24.96,48.13,32.58,41.34,46.51,27.83,25.18,33.55,15.0,15.0,aynigun,13.5,16.5,19000.0,True,15.0,-3.299999999999997,9.530000000000001,9.530000000000001,33.21,13.0,-6.516027325275875,-8.68,9.984235417761433,13.299999999999997,-4.038735830643347,-5.380000000000003
2023-07-21,24.58,24.88,47.89,34.09,40.28,46.1,26.04,24.19,36.08,17.5,15.5,aynigun,16.0,19.0,5000.0,True,15.5,-1.4600000000000009,7.079999999999998,9.079999999999998,33.21,20.0,-6.478492605660236,-8.630000000000003,9.676450716913143,12.89,-5.382478792883427,-7.170000000000002
2023-07-28,24.1,24.28,46.45,33.99,39.13,44.58,25.22,26.67,36.54,17.5,17.5,aynigun,16.0,19.0,5000.0,True,17.5,-1.1199999999999974,6.600000000000001,6.600000000000001,33.21,27.0,-6.838825913970414,-9.11,8.535395240597543,11.369999999999997,-5.998048194579997,-7.990000000000002
2023-08-04,30.72,30.8,47.72,35.1,36.64,45.54,24.24,34.56,35.58,17.5,17.5,aynigun,16.0,19.0,204000.0,True,17.5,6.48,13.219999999999999,13.219999999999999,42.01,3.0,-7.950144356031263,-11.29,2.4857404408140438,3.530000000000001,-12.513203295542564,-17.77
2023-08-11,31.74,31.69,48.01,36.45,39.23,46.45,24.81,33.76,35.7,17.5,17.5,aynigun,16.0,19.0,37000.0,True,17.5,6.93,14.239999999999998,14.239999999999998,42.01,10.0,-7.231885078515599,-10.27,3.126540384479992,4.440000000000005,-12.111823111048514,-17.2
2023-08-18,31.15,31.28,47.12,36.4,38.13,45.78,24.85,33.51,36.84,17.5,17.5,aynigun,16.0,19.0,53000.0,True,17.5,6.299999999999997,13.649999999999999,13.649999999999999,42.01,17.0,-7.6473487782550364,-10.86,2.654742623758888,3.770000000000003,-12.083656080557702,-17.159999999999997
2023-08-25,32.32,32.54,46.6,36.93,37.7,45.29,26.01,33.81,36.25,25.0,17.58,aynigun,23.5,26.5,89000.0,True,17.58,6.309999999999999,7.32,14.740000000000002,42.01,24.0,-6.8234631363988445,-9.689999999999998,2.309696500246483,3.280000000000001,-11.266812196324194,-15.999999999999996
2023-09-01,37.94,37.37,52.97,35.69,36.66,50.86,30.27,42.49,37.27,25.0,24.92,aynigun,23.5,26.5,89000.0,True,24.92,7.669999999999998,12.939999999999998,13.019999999999996,44.94,0.0,-4.82958465571961,-7.0,4.084448737408586,5.920000000000002,-10.121429557058093,-14.669999999999998
2023-09-08,40.87,40.59,59.71,38.85,46.46,58.25,31.59,49.49,39.91,25.0,25.11,aynigun,23.5,26.5,82200.0,True,25.11,9.279999999999998,15.869999999999997,15.759999999999998,44.94,7.0,-2.8080585069684028,-4.07,9.18311025251828,13.310000000000002,-9.210707879122392,-13.349999999999998
2023-09-15,42.92,43.2,58.8,41.69,47.58,57.62,33.51,50.12,41.23,25.0,25.87,aynigun,23.5,26.5,295161.0,True,25.87,9.410000000000004,17.92,17.05,44.94,14.0,-1.3936801435076585,-2.019999999999996,8.748447633503531,12.68,-7.88602180212502,-11.43
2023-09-22,42.19,42.17,58.93,42.79,43.08,57.56,34.57,49.29,38.25,30.0,25.21,aynigun,28.5,31.5,24000.0,True,25.21,7.619999999999997,12.189999999999998,16.979999999999997,44.94,21.0,-1.8973368290327142,-2.75,8.707051193597358,12.620000000000005,-7.154684697116053,-10.369999999999997
2023-09-29,45.27,46.04,59.37,42.21,40.87,57.46,37.15,50.37,40.68,30.0,31.0,aynigun,28.5,31.5,193396.0,True,31.0,8.120000000000005,15.270000000000003,14.270000000000003,44.94,28.0,0.22768041948393325,0.3300000000000054,8.638057127087073,12.520000000000003,-5.374637781150826,-7.789999999999999
2023-10-06,49.37,49.37,61.21,41.66,47.01,60.01,37.15,57.68,44.75,30.0,30.0,aynigun,28.5,31.5,38000.0,True,30.0,12.219999999999999,19.369999999999997,19.369999999999997,45.28,5.0,2.8152533039647487,4.089999999999996,10.139041850220254,14.729999999999997,-5.59609030837005,-8.130000000000003
2023-10-13,49.7,49.28,60.45,41.52,46.71,59.22,37.9,55.45,48.31,30.0,30.0,aynigun,28.5,31.5,5000.0,True,30.0,11.800000000000004,19.700000000000003,19.700000000000003,45.28,12.0,3.0424008810572722,4.420000000000002,9.595264317180607,13.939999999999998,-5.079845814977979,-7.380000000000003
2023-10-20,48.02,48.15,61.33,41.46,47.2,59.91,37.45,52.46,47.48,30.0,30.0,aynigun,28.5,31.5,5000.0,True,30.0,10.57,18.020000000000003,18.020000000000003,45.28,19.0,1.886013215859017,2.740000000000002,10.070209251101314,14.629999999999995,-5.38959251101322,-7.829999999999998
2023-10-27,48.72,48.93,59.9,41.47,45.16,58.43,37.53,54.65,48.13,35.0,31.0,aynigun,33.5,36.5,5000.0,True,31.0,11.189999999999998,13.719999999999999,17.72,45.28,26.0,2.367841409691618,3.4399999999999977,9.05148678414096,13.149999999999999,-5.334526431718068,-7.75
2023-11-03,51.19,50.8,60.21,41.67,45.33,58.7,40.09,52.51,46.68,35.0,35.0,aynigun,33.5,36.5,5000.0,True,35.0,11.099999999999994,16.189999999999998,16.189999999999998,43.94,2.0,5.036820897596228,7.25,10.254272613588999,14.760000000000005,-2.6747255801028214,-3.8499999999999943
2023-11-10,52.03,50.89,60.19,41.71,46.26,59.05,40.58,52.96,49.47,35.0,35.48,aynigun,33.5,36.5,79700.0,True,35.48,11.450000000000003,17.03,16.550000000000004,43.94,9.0,5.620397387800469,8.090000000000003,10.497429484507425,15.11,-2.334305960817007,-3.3599999999999994
2023-11-17,50.87,50.33,59.53,42.37,43.83,58.26,40.78,51.7,50.45,35.0,35.58,aynigun,33.5,36.5,55263.0,True,35.58,10.089999999999996,15.869999999999997,15.29,43.94,16.0,4.814506044185074,6.93,9.948589690148669,14.32,-2.1953591774350523,-3.1599999999999966
2023-11-24,52.21,51.59,60.15,42.85,40.26,58.61,41.76,53.32,49.97,40.0,36.0,aynigun,38.5,41.5,5000.0,True,36.0,10.450000000000003,12.21,16.21,43.94,23.0,5.745449492844235,8.270000000000003,10.191746561067117,14.670000000000002,-1.5145199388634234,-2.1799999999999997
2023-12-01,52.84,52.06,61.3,42.56,38.13,58.98,44.02,53.0,50.52,40.0,40.79,aynigun,38.5,41.5,10600.0,True,40.79,8.82,12.840000000000003,12.050000000000004,41.23,0.0,8.220633009983725,11.610000000000007,12.568151242653824,17.75,1.9755009558875658,2.7900000000000063
2023-12-08,53.11,52.23,61.5,42.58,36.76,59.92,44.94,55.83,50.39,40.0,40.0,aynigun,38.5,41.5,19000.0,True,40.0,8.170000000000002,13.11,13.11,41.23,7.0,8.41181052184381,11.880000000000003,13.233732209870453,18.690000000000005,2.626920625929352,3.710000000000001
2023-12-15,52.45,51.8,61.67,41.96,32.76,59.53,45.8,55.97,50.34,40.0,40.0,aynigun,38.5,41.5,5000.0,True,40.0,6.650000000000006,12.450000000000003,12.450000000000003,41.23,14.0,7.944487715074722,11.220000000000006,12.957586914961405,18.300000000000004,3.2358564044466576,4.57
2023-12-22,52.45,51.63,62.25,41.84,35.94,59.69,46.37,55.28,50.98,42.5,40.5,aynigun,41.0,44.0,5000.0,True,40.5,6.080000000000005,9.950000000000003,11.950000000000003,41.23,21.0,7.944487715074722,11.220000000000006,13.070877292359985,18.46,3.639453373929058,5.140000000000001
2023-12-29,54.23,53.71,61.75,41.5,33.31,58.16,47.06,56.49,49.69,42.5,42.5,aynigun,41.0,44.0,5000.0,True,42.5,7.169999999999995,11.729999999999997,11.729999999999997,41.23,28.0,9.204843163633791,13.0,11.987538058486159,16.93,4.128018126460398,5.830000000000005
2024-01-05,53.57,52.38,63.42,42.1,36.11,62.08,46.48,57.38,51.68,42.5,,aynigun,41.0,44.0,4000.0,False,42.5,7.090000000000003,11.07,,39.09,4.0,10.410525558990557,14.479999999999997,16.528866201739877,22.989999999999995,5.313106621611885,7.3899999999999935
2024-01-12,53.88,53.01,63.17,41.62,50.27,62.09,46.18,57.09,50.98,42.5,42.5,aynigun,41.0,44.0,5000.0,True,42.5,7.700000000000003,11.380000000000003,11.380000000000003,39.09,11.0,10.63340283269827,14.79,16.53605579121431,23.0,5.097418937378673,7.089999999999996
2024-01-19,53.32,53.02,61.9,41.38,47.1,60.75,45.9,56.47,50.21,42.5,43.03,aynigun,41.0,44.0,7700.0,True,43.03,7.420000000000002,10.82,10.29,39.09,18.0,10.230785822129551,14.229999999999997,15.57265080163921,21.659999999999997,4.896110432094325,6.809999999999995
2024-01-26,54.21,53.55,60.73,41.21,44.08,59.41,46.36,56.0,49.09,45.0,43.0,aynigun,43.5,46.5,5000.0,True,43.0,7.850000000000001,9.21,11.21,39.09,25.0,10.870659285354801,15.119999999999997,14.609245812064131,20.319999999999993,5.226831547918609,7.269999999999996
2024-02-02,53.93,53.15,61.18,41.03,40.04,59.63,46.63,56.47,48.84,45.0,,aynigun,43.5,46.5,2500.0,False,45.0,7.299999999999997,8.93,,37.78,1.0,11.72158513572359,16.15,15.858615183626057,21.85,6.423283495427468,8.850000000000001
2024-02-09,54.39,53.37,61.36,40.89,47.93,60.01,46.48,57.99,49.9,45.0,45.0,aynigun,43.5,46.5,5000.0,True,45.0,7.910000000000004,9.39,9.39,37.78,8.0,12.055450718536797,16.61,16.13441718681954,22.229999999999997,6.314414283640568,8.699999999999996
2024-02-16,53.46,52.95,60.56,40.95,44.46,59.31,47.01,57.95,49.84,45.0,45.0,aynigun,43.5,46.5,5000.0,True,45.0,6.450000000000003,8.46,8.46,37.78,15.0,11.38046160545796,15.68,15.626360865147348,21.53,6.699085498620971,9.229999999999997
2024-02-23,54.14,53.6,60.71,40.99,40.48,59.02,46.82,56.7,48.54,45.0,46.36,aynigun,43.5,46.5,53757.0,True,46.36,7.32,9.14,7.780000000000001,37.78,22.0,11.874002032225262,16.36,15.415880389025972,21.240000000000002,6.561184497024231,9.04
2024-03-01,54.35,53.78,60.44,40.88,42.24,58.53,47.82,57.72,49.19,45.0,46.16,aynigun,43.5,46.5,61415.0,True,46.16,6.530000000000001,9.350000000000001,8.190000000000005,36.7,0.0,12.911485003657642,17.65,15.969275786393577,21.83,8.134601316752011,11.119999999999997
2024-03-08,56.27,55.99,63.36,41.32,47.76,61.66,48.2,58.91,49.56,45.0,46.28,aynigun,43.5,46.5,267529.0,True,46.28,8.07,11.270000000000003,9.990000000000002,36.7,7.0,14.316020482809066,19.57,18.258961228968552,24.959999999999994,8.412582297000725,11.5
2024-03-15,58.49,59.63,76.0,42.65,43.67,71.97,49.63,62.75,48.81,45.0,46.06,aynigun,43.5,46.5,85100.0,True,46.06,8.86,13.490000000000002,12.43,36.7,14.0,15.940014630577902,21.79,25.801024140453556,35.269999999999996,9.458668617410382,12.93
2024-03-22,62.77,63.38,82.09,43.13,46.62,76.92,52.01,65.75,52.34,50.0,48.57,aynigun,47.0,53.0,56000.0,True,48.57,10.760000000000005,12.770000000000003,14.200000000000003,36.7,21.0,19.070958302852947,26.07,29.422092172640824,40.22,11.199707388441848,15.309999999999995
2024-03-29,66.35,67.68,86.15,43.53,41.67,78.76,57.3,72.22,53.25,50.0,51.22,aynigun,47.0,53.0,306200.0,True,51.22,9.049999999999997,16.349999999999994,15.129999999999995,36.7,28.0,21.68983174835406,29.64999999999999,30.768105340160943,42.06,15.069495245062182,20.599999999999994
2024-04-05,67.55,69.2,83.08,45.14,46.05,79.11,59.54,75.85,58.0,50.0,51.95,aynigun,47.0,53.0,154768.0,True,51.95,8.009999999999998,17.549999999999997,15.599999999999994,35.17,4.0,23.955019604941906,32.379999999999995,32.507213139010126,43.94,18.029148479692235,24.369999999999997
2024-04-12,66.1,66.53,83.06,44.1,59.66,82.1,57.98,68.11,71.62,50.0,50.0,geri_tasima,47.0,53.0,5000.0,True,50.0,8.119999999999997,16.099999999999994,16.099999999999994,35.17,11.0,22.88229636753716,30.929999999999993,34.71924243545163,46.92999999999999,16.875046238070567,22.809999999999995
2024-04-19,66.24,68.29,81.54,44.94,37.16,78.38,60.34,77.45,67.93,50.0,52.27,aynigun,47.0,53.0,173237.0,True,52.27,5.8999999999999915,16.239999999999995,13.969999999999992,35.17,18.0,22.985869645631407,31.069999999999993,31.96715247466151,43.209999999999994,18.620995783087956,25.17
2024-04-26,67.2,67.24,81.31,44.7,36.33,77.0,60.31,75.01,65.62,50.0,52.46,aynigun,47.0,53.0,122030.0,True,52.46,6.890000000000001,17.200000000000003,14.740000000000002,35.17,25.0,23.696086409706286,32.03,30.946215876303906,41.83,18.598801509210606,25.14
2024-05-03,65.92,66.34,79.9,44.02,41.09,75.95,61.05,75.33,64.41,50.0,52.45,aynigun,47.0,53.0,98780.0,True,52.45,4.8700000000000045,15.920000000000002,13.469999999999999,33.21,2.0,24.555213572554614,32.71,32.0846783274529,42.74,20.899331881990847,27.839999999999996
2024-05-10,65.6,65.4,79.21,44.66,46.38,75.93,60.53,72.78,63.51,50.0,52.74,aynigun,47.0,53.0,57674.0,True,52.74,5.069999999999993,15.599999999999994,12.859999999999992,33.21,9.0,24.31499136701447,32.38999999999999,32.06966443960664,42.720000000000006,20.508970797988148,27.32
2024-05-17,64.37,63.76,78.04,44.88,47.19,74.34,58.68,68.69,60.14,50.0,50.0,aynigun,47.0,53.0,5000.0,True,50.0,5.690000000000005,14.370000000000005,14.370000000000005,33.21,16.0,23.391637264469622,31.160000000000004,30.87606035582915,41.13,19.120186172209298,25.47
2024-05-24,63.82,62.69,76.94,44.93,37.69,73.18,58.06,65.77,58.57,50.0,51.51,aynigun,47.0,53.0,149319.0,True,51.51,5.759999999999998,13.82,12.310000000000002,33.21,23.0,22.978755348697533,30.61,30.005254860746213,39.970000000000006,18.654755648975296,24.85
2024-05-31,64.25,62.57,75.93,44.98,42.54,71.39,57.54,68.43,55.79,50.0,50.0,aynigun,47.0,53.0,201000.0,True,50.0,6.710000000000001,14.25,14.25,33.21,30.0,23.301553937392082,31.04,28.66151189850612,38.18,18.264394564972598,24.33
2024-06-07,63.97,62.71,75.02,44.84,29.5,72.46,57.57,64.1,56.62,50.0,50.0,aynigun,47.0,53.0,260000.0,True,50.0,6.399999999999999,13.969999999999999,13.969999999999999,31.79,6.0,24.417634114879718,32.18,30.859701039532574,40.669999999999995,19.56142347674328,25.78
2024-06-14,61.64,60.47,73.56,44.35,32.69,70.83,57.1,63.86,55.01,50.0,50.0,aynigun,47.0,53.0,87000.0,True,50.0,4.539999999999999,11.64,11.64,31.79,13.0,22.64966992943318,29.85,29.622884892632207,39.04,19.204795508005155,25.310000000000002
2024-06-21,65.94,63.24,76.5,44.58,58.46,75.8,56.15,62.72,59.01,50.0,50.0,aynigun,47.0,53.0,82000.0,True,50.0,9.79,15.939999999999998,15.939999999999998,31.79,20.0,25.912436451931086,34.15,33.39403596631003,44.01,18.483951741406777,24.36
2024-06-28,62.38,61.14,74.56,44.16,40.32,71.35,56.36,63.14,56.24,50.0,51.37,aynigun,47.0,53.0,298858.0,True,51.37,6.020000000000003,12.380000000000003,11.010000000000005,31.79,27.0,23.211169284467715,30.590000000000003,30.017452006980783,39.559999999999995,18.643296152970645,24.57
2024-07-05,63.14,60.57,76.92,44.26,55.5,74.82,56.55,63.15,55.3,50.0,50.0,aynigun,47.0,53.0,260000.0,True,50.0,6.590000000000003,13.14,13.14,30.02,4.0,25.473004153207192,33.120000000000005,34.45623750192277,44.8,20.40455314566991,26.529999999999998
2024-07-12,62.65,60.79,77.9,44.24,55.22,75.26,56.16,61.77,54.37,50.0,50.0,aynigun,47.0,53.0,18000.0,True,50.0,6.490000000000002,12.649999999999999,12.649999999999999,30.02,11.0,25.09613905552992,32.629999999999995,34.7946469773881,45.24000000000001,20.104599292416548,26.139999999999997
2024-07-19,61.88,60.56,75.74,44.17,55.18,73.69,55.77,59.72,53.6,50.0,50.0,aynigun,47.0,53.0,9000.0,True,50.0,6.109999999999999,11.880000000000003,11.880000000000003,30.02,18.0,24.50392247346562,31.860000000000003,33.58714043993232,43.67,19.804645439163203,25.750000000000004
2024-07-26,61.84,59.29,74.33,43.72,51.67,71.63,55.75,60.46,53.13,50.0,50.0,aynigun,47.0,53.0,5000.0,True,50.0,6.090000000000003,11.840000000000003,11.840000000000003,30.02,25.0,24.473157975696047,31.820000000000004,32.00276880479927,41.61,19.789263190278426,25.73
2024-08-02,62.32,60.35,73.93,43.64,55.28,71.47,55.79,61.37,52.41,50.0,50.0,aynigun,47.0,53.0,5000.0,True,50.0,6.530000000000001,12.32,12.32,28.71,1.0,26.112967135420707,33.61,33.221971874757195,42.76,21.039546266801334,27.08
2024-08-09,61.05,58.7,74.59,43.48,55.95,72.32,55.2,60.38,53.56,50.0,50.0,aynigun,47.0,53.0,72000.0,True,50.0,5.849999999999994,11.049999999999997,11.049999999999997,28.71,8.0,25.126252816408968,32.339999999999996,33.882371222127226,43.60999999999999,20.58115142568564,26.490000000000002
2024-08-16,60.5,57.93,73.68,43.56,52.32,71.2,55.33,60.62,53.18,50.0,50.0,aynigun,47.0,53.0,5000.0,True,50.0,5.170000000000002,10.5,10.5,28.71,15.0,24.698935591640115,31.79,33.012197964416124,42.49,20.68215367881283,26.619999999999997
2024-08-23,59.31,56.99,73.22,43.49,50.95,70.36,55.47,59.91,50.53,50.0,50.0,aynigun,47.0,53.0,5000.0,True,50.0,3.8400000000000034,9.310000000000002,9.310000000000002,28.71,22.0,23.77437650532204,30.6,32.35956802113276,41.65,20.79092533602671,26.759999999999998
2024-08-30,59.73,56.45,72.24,43.48,49.82,69.5,55.29,60.6,52.04,50.0,52.79,geri_tasima,47.0,53.0,72481.0,True,52.79,4.439999999999998,9.729999999999997,6.939999999999998,28.71,29.0,24.100691476963696,31.019999999999996,31.69139926967599,40.79,20.65107606246599,26.58
2024-09-06,60.93,57.77,71.65,43.25,49.3,68.82,55.95,60.36,52.53,50.0,52.51,aynigun,47.0,53.0,304696.0,True,52.51,4.979999999999997,10.93,8.420000000000002,27.49,5.0,26.22950819672132,33.44,32.41822888069652,41.33,22.32331947603734,28.460000000000004
2024-09-13,59.47,55.94,73.65,43.22,48.65,69.81,56.15,60.16,52.0,50.0,50.0,aynigun,47.0,53.0,18000.0,True,50.0,3.3200000000000003,9.469999999999999,9.469999999999999,27.49,12.0,25.08432033885011,31.98,33.19476037336264,42.32000000000001,22.480194525060803,28.66
2024-09-20,57.81,55.07,71.47,43.2,46.7,68.32,56.26,58.76,51.23,50.0,50.0,aynigun,47.0,53.0,5000.0,True,50.0,1.5500000000000043,7.810000000000002,7.810000000000002,27.49,19.0,23.782257431955458,30.320000000000004,32.02604125813788,40.83,22.56647580202369,28.77
2024-09-27,59.57,57.0,70.84,42.93,46.44,67.52,56.11,59.67,50.89,50.0,50.0,aynigun,47.0,53.0,5000.0,True,50.0,3.460000000000001,9.57,9.57,27.49,26.0,25.16275786336184,32.08,31.39854106204407,40.03,22.448819515256126,28.62
2024-10-04,60.73,57.08,71.09,41.76,46.26,67.76,56.26,60.2,51.07,50.0,50.0,aynigun,47.0,53.0,5000.0,True,50.0,4.469999999999999,10.729999999999997,10.729999999999997,27.44,3.0,26.12209667294414,33.28999999999999,31.63841807909604,40.32000000000001,22.61456371625863,28.819999999999997
2024-10-11,60.03,55.82,71.71,41.61,47.14,67.48,55.94,59.83,52.39,50.0,50.0,aynigun,47.0,53.0,5000.0,True,50.0,4.090000000000003,10.030000000000001,10.030000000000001,27.44,10.0,25.572818581293166,32.59,31.41870684243566,40.040000000000006,22.363465160075346,28.499999999999996
2024-10-18,59.02,56.5,71.08,41.41,47.75,67.09,56.06,57.89,49.92,50.0,50.0,aynigun,47.0,53.0,5000.0,True,50.0,2.960000000000001,9.020000000000003,9.020000000000003,27.44,17.0,24.78028876333962,31.580000000000002,31.112680477087263,39.650000000000006,22.457627118644076,28.62
