tarih,mevduat_toplam,mevduat_yi,mevduat_tl,mevduat_yp,mevduat_yp_usd,kredi_toplam,kredi_yi,kredi_tl,kredi_tuk_tl,kredi_tic_tl,kredi_yp,kredi_tic_yp,takip_toplam,takip_tl,takip_yp,menkul,k_yi_toplam,k_tuketici,k_konut,k_tasit,k_ihtiyac,k_bkk,k_fkdk,k_ticari,k_ticari_tl,k_kobi_tl,k_ticari_yp,k_kobi_yp,k_diger,k_kurumsal_kart,k_finansal,k_yd,k_takip_tuk,k_takip_tic,k_karsilik,m1,dolasim,vadesiz_tl,vadesiz_yp,m2,vadeli_tl,vadeli_yp,m3,repo,ppf,menkul_ihrac,ham_m1,ar_m1,ham_m2,ar_m2,ham_m3,ar_m3,f_ihtiyac,f_tasit,f_konut,f_ticari_tl,f_ticari_dar,f_tuketici,f_ticari_usd,f_ticari_eur,mev_tl,mev_tl_3a,mev_tl_6a,mev_usd,mev_eur,kat_ticari,kat_tuketici,zk_tl_taban,zk_dth,zk_taban,dth_usd,dth_tl,dth_pay_usd,dth_pay_eur,dth_pay_maden,dth_pay_diger,kart_harcama,kart_adet,fin_sirket,fin_sirket_tuk,fin_sirket_tic
2010-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106868961.0,37013429.0,42368076.0,27487456.0,508668000.0,282715369.0,119083670.0,536176072.0,4641435.0,22866637.0,,172.54,170.16,213.77,207.55,205.73,200.34,14.13,12.05,11.57,9.38,,13.18,2.96,3.28,8.02,8.73,8.97,1.94,1.79,,,341039480.0,161443042.25,502482522.25,109452.91,161443.04,60563.3,34784.84,,2392.69,,,,,
2010-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107029824.0,36631710.0,43074436.0,27323678.0,507220743.0,280250596.0,119940323.0,534162092.0,4539889.0,22401461.0,,172.8,170.44,213.16,206.95,204.96,199.58,13.86,11.83,11.52,9.26,,12.96,4.47,4.17,8.15,8.75,8.93,2.14,1.79,,,339789457.0,161796945.06,501586402.06,109774.71,161796.94,60740.6,34984.29,,2473.5,,,,,
2010-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104216230.0,37872098.0,40350742.0,25993390.0,509630513.0,286865652.0,118548631.0,539031786.0,6255784.0,23145489.0,,168.26,165.43,214.17,207.12,206.83,200.65,14.15,11.31,11.32,8.63,,13.0,3.97,4.29,8.31,9.02,8.98,2.11,1.84,,,343245660.0,164294603.28,507540263.28,105296.8,164294.6,58616.06,34817.17,,2313.2,,,,,
2010-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108303484.0,37491610.0,44821717.0,25990157.0,512326977.0,287388117.0,116635375.0,539975132.0,4336707.0,23311448.0,,174.86,172.74,215.3,209.32,207.19,202.02,14.22,12.02,11.44,8.75,,13.11,4.3,3.58,8.41,9.17,9.19,2.34,1.89,,,351335099.0,159805360.73,511140459.73,104934.9,159805.36,57627.71,35904.86,,2454.82,,,,,
2010-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108890377.0,38580920.0,44179663.0,26129794.0,516687254.0,289157759.0,118639118.0,545190088.0,4834012.0,23668822.0,,175.8,172.15,217.14,208.81,209.19,201.87,14.22,11.89,11.65,9.01,,13.25,3.55,5.77,8.45,9.19,8.92,2.35,1.89,,,351267824.0,161483642.62,512751466.62,102490.25,161483.64,55979.42,35222.67,,2433.16,,,,,
2010-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108589482.0,38560007.0,43904642.0,26124833.0,515018796.0,290804996.0,115624318.0,542758908.0,4441589.0,23298523.0,,175.32,172.21,216.44,208.9,208.26,201.67,14.19,11.74,11.61,9.23,,13.25,2.7,3.96,8.49,9.4,8.55,2.44,1.98,,,353440782.0,157494905.74,510935687.74,101517.92,157494.9,55460.0,35207.62,,2660.99,,,,,
2010-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106118847.0,39138326.0,41823138.0,25157384.0,515524074.0,294673271.0,114731956.0,544082932.0,5436595.0,23122263.0,,171.33,168.35,216.65,209.26,208.76,202.3,14.2,11.7,11.5,8.72,,13.13,4.14,5.21,8.64,9.41,9.68,2.71,2.0,,,354981637.0,157965647.32,512947284.32,100155.74,157965.64,54994.4,35207.91,,2369.64,,,,,
2010-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109739728.3,39988605.2,43650464.2,26100658.8,522533187.2,296547321.0,116246138.0,550292080.2,4668717.2,23090175.7,,177.18,173.66,219.59,211.39,211.15,203.96,14.07,11.88,11.32,9.2,,13.03,5.16,4.51,8.57,9.54,9.49,2.63,2.09,,,361315716.0,157706699.47,519022415.47,100277.67,157706.69,55239.34,35170.61,,2404.5,,,,,
2010-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112023126.0,40039342.0,45575302.0,26408482.0,523291969.0,296453428.0,114815416.0,550474604.0,3713406.0,23469229.0,,180.86,177.7,219.91,212.32,211.22,204.6,14.21,11.77,11.26,9.08,,13.09,3.59,4.12,8.66,9.4,9.32,2.79,2.1,,,360554252.0,157739984.47,518294236.47,101774.29,157739.98,55822.88,35154.14,,2427.06,,,,,
2010-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112835822.0,40121846.0,46164917.0,26549058.0,530529451.0,301303964.0,116389666.0,557982321.0,3982268.0,23470601.0,,182.17,178.71,222.95,214.87,214.1,207.03,13.97,11.65,11.1,9.5,,12.88,3.66,4.87,8.61,9.53,9.81,2.58,2.0,,,366949684.0,160385007.82,527334691.82,101831.75,160385.0,56519.8,34910.61,,2371.88,,,,,
2010-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112823249.0,40246773.0,46290719.0,26285757.0,532257222.0,302236586.0,117197387.0,559490782.0,3957941.0,23275619.0,,182.15,178.33,223.68,215.01,214.68,207.08,13.91,11.29,11.05,9.42,,12.72,3.96,4.57,8.73,9.53,9.68,2.77,2.23,,,368263866.0,160926508.13,529190374.13,102664.43,160926.5,56892.38,34647.82,,2403.37,,,,,
2010-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111021658.0,40437487.0,44113260.0,26470912.0,531919467.0,304289925.0,116607884.0,559642756.0,4658332.0,23064957.0,,179.25,176.05,223.54,215.74,214.74,207.93,13.92,11.69,11.03,9.07,,12.81,4.76,4.53,8.48,9.29,9.43,2.54,1.99,,,367960295.0,161743018.57,529703313.57,104816.93,161743.01,58414.92,34684.62,,2449.66,,,,,
2010-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114880745.0,40708505.0,47246665.0,26925575.0,534953840.0,302571535.0,117501560.0,561998489.0,3554602.0,23490048.0,,185.48,182.23,224.81,217.03,215.64,208.86,13.81,11.65,10.98,8.97,,12.77,5.78,4.23,8.35,9.22,9.25,2.37,2.26,,,373040339.0,162174345.55,535214684.55,106315.94,162174.34,59761.48,34000.21,,2469.78,,,,,
2010-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115102694.0,40628027.0,46477764.0,27996903.0,534751495.0,302666919.0,116981882.0,561799202.0,3834226.0,23213482.0,,185.83,183.03,224.73,217.61,215.56,209.39,13.79,11.36,10.93,9.0,,12.72,4.41,4.32,8.25,9.07,7.94,2.12,1.9,,,371759281.0,163896241.13,535655522.13,108411.32,163896.24,61144.65,34658.54,,2498.22,,,,,
2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113710934.0,40102270.0,45738427.0,27870237.0,532609833.0,300603135.0,118295764.0,559048895.0,3492347.0,22946716.0,,183.59,180.94,223.83,216.92,214.51,208.53,13.29,10.93,10.88,8.85,,12.38,4.27,4.05,8.09,8.96,7.68,2.1,1.86,,,375521296.0,163394147.79,538915443.79,108603.62,163394.14,61458.3,34275.37,,2501.64,,,,,
2010-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112039134.0,40704475.0,43158866.0,28175793.0,532253819.0,299955502.0,120259184.0,559181060.0,4395624.0,22531617.0,,180.89,178.26,223.68,216.73,214.56,208.54,13.5,11.0,10.76,8.84,,12.44,4.91,3.56,8.21,8.88,9.03,2.2,1.89,,,368800491.0,164692322.38,533492813.38,110502.09,164692.32,63287.58,33897.86,,2520.17,,,,,
2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113662058.0,39983573.0,45623038.0,28055447.0,535094915.0,300324688.0,121108169.0,561873922.0,4405160.0,22373847.0,,183.51,180.87,224.87,217.91,215.59,209.57,13.4,10.95,10.81,8.85,,12.33,5.17,4.24,8.18,8.88,8.82,2.13,1.82,,,373631184.0,164467196.18,538098380.18,109171.72,164467.19,63199.69,33893.48,,2496.84,,,,,
2010-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114450644.0,40665890.0,45603399.0,28181355.0,533740069.0,299885346.0,119404080.0,559844171.0,3509939.0,22594163.0,,184.78,182.79,224.3,218.26,214.81,209.63,12.64,10.81,10.74,8.99,,11.87,4.2,4.91,8.22,8.78,9.17,2.15,1.89,,,370941140.0,164011562.17,534952702.17,108847.59,164011.56,62909.37,34057.39,,2515.04,,,,,
2010-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116615823.0,41538110.0,47084648.0,27993065.0,539076108.0,300760161.0,121700124.0,564762893.0,3289795.0,22396991.0,,188.28,185.68,226.55,219.59,216.7,210.69,12.51,10.72,10.7,8.65,,11.79,3.64,4.18,8.13,8.95,8.91,2.14,1.83,,,376901106.0,165115256.98,542016362.98,108965.39,165115.25,63006.06,34145.76,,2539.57,,,,,
2010-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116334491.0,42628412.0,45419216.0,28286863.0,540332642.0,302188601.0,121809550.0,567532139.0,4855408.0,22344088.0,,187.82,185.4,227.07,220.33,217.76,211.94,12.43,10.63,10.64,8.91,,11.78,3.48,3.9,8.15,8.9,8.95,2.02,2.04,,,372516057.0,164455144.11,536971201.11,109680.63,164455.14,63882.4,33735.01,,2506.08,,,,,
2010-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121385317.0,45614510.0,47755828.0,28014979.0,546060038.0,303463612.0,121211109.0,573884885.0,4736288.0,23088559.0,,195.98,193.68,229.48,222.98,220.2,214.6,12.37,10.86,10.65,9.15,,11.76,3.64,3.66,7.95,8.8,8.89,1.83,1.88,,,374671735.0,164267761.76,538939496.76,109271.44,164267.76,63523.04,33900.69,,2497.9,,,,,
2010-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119819120.0,43161918.0,47822347.0,28834854.0,544678539.0,303167855.0,121691564.0,571273954.0,3601844.0,22993570.0,,193.45,191.26,228.9,222.53,219.2,213.73,12.46,10.92,10.62,8.45,,11.79,3.29,3.65,8.28,8.93,8.93,2.22,2.07,,,373524738.0,165841486.67,539366224.67,111400.2,165841.48,64808.26,33567.18,,2565.22,,,,,
2010-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120038916.0,42762615.0,47953783.0,29322518.0,548499283.0,304842817.0,123617550.0,574929985.0,3683236.0,22747467.0,,193.8,191.29,230.51,223.67,220.6,214.71,12.53,10.74,10.66,8.73,,11.8,3.32,3.61,8.14,8.89,9.05,2.05,2.03,,,376438847.0,167960901.63,544399748.63,113594.55,167960.9,66423.54,33299.14,,2570.12,,,,,
2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120728298.0,42324248.0,49009612.0,29394439.0,545328443.0,301504442.0,123095702.0,573345183.0,5508414.0,22508327.0,,194.92,193.2,229.17,223.47,219.99,215.12,12.39,10.63,10.47,8.99,,11.54,3.64,4.03,8.31,8.93,9.04,2.09,1.9,,,374183993.0,167823422.48,542007415.48,116625.03,167823.42,68785.07,32967.26,,2589.09,,,,,
2010-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117161427.0,42689516.0,45265949.0,29205963.0,543664935.0,303626232.0,122877275.0,570894179.0,4752712.0,22476532.0,,189.16,188.18,228.47,223.77,219.05,215.1,12.33,10.8,10.44,8.7,,11.52,3.48,4.0,7.97,8.67,8.86,1.95,1.88,,,372807629.0,169119124.26,541926753.26,119047.67,169119.12,70674.18,32904.27,,2639.82,,,,,
2010-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121263894.0,42700086.0,49046906.0,29516902.0,544922213.0,301969702.0,121688617.0,572898567.0,4989536.0,22986818.0,,195.78,195.28,229.0,224.97,219.82,216.48,12.45,10.7,10.33,8.66,,11.49,4.38,3.41,7.93,8.56,8.88,1.89,1.89,,,377018076.0,168235656.1,545253732.1,120262.81,168235.65,71649.61,32604.16,,2654.36,,,,,
2010-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120762170.0,42887272.0,48509101.0,29365797.0,549954878.0,304984753.0,124207955.0,576815477.0,4069219.0,22791380.0,,194.97,193.88,231.12,226.24,221.32,217.22,12.32,10.46,10.11,8.62,,11.32,3.4,4.11,7.83,8.44,8.98,2.0,1.84,,,376809698.0,170702469.69,547512167.69,120077.7,170702.46,71944.69,32691.24,,2646.42,,,,,
2010-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120351067.0,43228448.0,48235141.0,28887478.0,550386144.0,304182468.0,125852609.0,578303342.0,5113664.0,22803533.0,,194.31,192.87,231.3,225.9,221.9,217.3,12.5,10.42,10.24,8.75,,11.52,3.27,4.24,7.87,8.6,9.14,1.9,1.77,,,380035928.0,170487563.85,550523491.85,119213.73,170487.56,71581.06,32575.76,,2655.31,,,,,
2010-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121183979.0,43630923.0,47971361.0,29581695.0,552222227.0,306452963.0,124585285.0,578988140.0,4189398.0,22576515.0,,195.65,195.13,232.07,227.99,222.16,218.79,12.34,10.43,10.06,8.92,,11.37,3.63,4.64,7.98,8.6,9.15,1.92,1.85,,,377690016.0,170994372.72,548684388.72,122840.78,170994.37,74295.13,32461.35,,2668.01,,,,,
2010-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132578956.0,49267750.0,54034774.0,29276433.0,565066448.0,306745566.0,125741925.0,592716059.0,4550082.0,23099529.0,,214.05,213.26,237.47,232.88,227.43,223.6,12.27,10.38,9.93,8.69,,11.18,3.87,3.28,8.03,8.71,8.6,1.96,1.87,,,383979111.0,172441215.91,556420326.91,120757.15,172441.21,73659.65,32550.2,,2581.84,,,,,
2010-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131606654.0,49919445.0,52513750.0,29173458.0,566921086.0,308500837.0,126813595.0,594689662.0,4356594.0,23411982.0,,212.48,211.32,238.25,233.11,228.18,223.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121896514.0,44744759.0,48221993.0,28929763.0,559249498.0,312303195.0,125049789.0,586700626.0,4731496.0,22719632.0,,196.8,194.95,235.02,228.84,225.12,219.82,12.24,9.96,9.83,8.29,,11.19,3.56,4.34,8.21,8.78,8.63,2.16,1.9,,,388041100.0,166448832.39,554489932.39,116560.8,166448.83,69792.01,33416.68,,2518.41,,,,,
2010-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119108902.0,44010374.0,46522981.0,28575547.0,560349632.0,316300733.0,124939997.0,588654362.0,5900865.0,22403865.0,,192.3,190.18,235.49,228.82,225.87,220.12,12.12,9.39,9.79,8.72,,11.0,4.93,4.93,8.03,8.83,8.41,2.15,2.0,,,385291363.0,170255085.75,555546448.75,115560.36,170255.08,68354.45,33735.38,,2516.64,,,,,
2010-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120196276.0,44168807.0,48043489.0,27983980.0,563235174.0,318896407.0,124142492.0,592307524.0,6344190.0,22728160.0,,194.06,191.68,236.7,229.68,227.27,221.2,12.05,10.1,9.75,8.49,,10.99,3.81,3.41,8.04,8.8,8.69,2.13,1.93,,,390337592.0,170257491.97,560595083.97,113960.83,170257.49,67415.74,33273.98,,2473.69,,,,,
2010-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124377704.0,44677892.0,51982516.0,27717296.0,573464630.0,323735149.0,125351777.0,600625850.0,3965817.0,23195403.0,,200.81,197.63,241.0,232.85,230.46,223.39,11.98,9.86,9.61,8.35,,10.86,4.34,3.91,7.98,8.83,8.81,2.22,1.97,,,398661910.0,171301510.24,569963420.24,112698.36,171301.51,66899.81,32579.29,,2477.85,,,,,
2010-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127131712.0,44927317.0,54105043.0,28099352.0,580515203.0,327714139.0,125669352.0,608672767.0,4815889.0,23341675.0,,205.26,201.32,243.96,234.72,233.55,225.47,11.91,9.64,9.55,8.39,,10.83,3.36,4.94,7.69,8.64,8.53,2.3,2.03,,,405619822.0,171805693.32,577425515.32,111620.12,171805.69,65418.12,33328.07,,2455.56,,,,,
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133884898.0,44368280.0,59611531.0,29905087.0,587814547.0,330176675.0,123752974.0,616200873.9,3946153.0,23327561.0,1112613.8,216.16,211.67,247.03,237.22,236.44,227.85,11.79,9.36,9.53,8.39,,10.58,4.56,4.73,7.92,8.61,8.94,2.38,2.12,,,413475814.0,170591169.26,584066983.26,110946.39,170591.16,64858.98,32647.53,,2450.7,,,,,
2011-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122463516.0,45098724.0,50404907.0,26959885.0,578890727.0,334017044.0,122410167.0,608878510.5,4999765.0,23898562.0,1089455.5,197.72,194.12,243.28,234.36,233.63,225.82,11.91,10.01,9.53,8.47,,10.88,3.07,2.71,7.45,8.12,8.33,2.37,2.12,,,409120220.0,168154902.19,577275122.19,107992.35,168154.9,63906.86,32112.0,,2384.84,,,,,
2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126965737.0,44326803.0,54902503.0,27736431.0,584052132.0,333496836.0,123589559.0,613426567.4,3942681.0,24187620.0,1244134.3,204.99,200.68,245.45,235.61,235.37,226.73,12.01,10.42,9.51,8.34,,10.92,4.22,4.75,7.34,7.98,8.24,2.23,2.13,,,414546627.0,167667705.19,582214332.19,108670.49,167667.7,63777.29,31734.48,,2432.46,,,,,
2011-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126232390.0,45051538.0,54071910.0,27108943.0,585431899.0,334877763.0,124321746.0,614661573.3,3878334.0,24088855.0,1262485.3,203.8,199.11,246.03,235.64,235.85,226.71,11.89,10.43,9.41,8.6,,10.88,4.28,5.12,7.18,7.97,8.16,2.26,2.0,,,411421257.0,170884868.42,582306125.42,108892.41,170884.86,63731.83,31610.89,,2375.24,,,,,
2011-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125938014.0,44794040.0,53995945.0,27148030.0,584371784.0,333997624.0,124436146.0,613680614.3,4296892.0,23728556.0,1283381.2,203.33,198.05,245.58,234.4,235.47,225.6,11.85,10.24,9.42,8.25,,10.75,4.1,4.21,7.24,7.95,8.37,2.44,2.12,,,409071842.0,170951154.03,580022996.03,107971.42,170951.15,62536.7,31411.67,,2350.46,,,,,
2011-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123819418.0,45189886.0,51710078.0,26919454.0,584451810.0,336163360.0,124469033.0,616554364.7,5278650.0,24179734.0,2644169.6,199.91,194.47,245.62,234.13,236.57,226.38,11.85,10.44,9.54,8.66,,10.83,4.33,3.39,7.39,8.0,8.35,2.52,2.34,,,409793518.0,169681884.44,579475402.44,106537.25,169681.88,61437.02,31357.38,,2344.43,,,,,
2011-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124622424.0,44965499.0,52612337.0,27044588.0,588036212.0,337343557.0,126070231.0,620027550.3,4946406.0,23870987.0,3173944.2,201.2,195.44,247.12,235.09,237.91,227.22,11.98,10.49,9.63,8.38,,11.04,4.78,3.1,7.42,8.03,8.27,2.48,2.1,,,414216146.0,168307339.06,582523485.06,105946.95,168307.33,61356.94,31251.13,,2307.23,,,,,
2011-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126223847.0,45097366.0,53526468.0,27600013.0,588807724.0,337024265.0,125559613.0,619506791.3,3414897.0,23812646.0,3471524.3,203.79,198.54,247.45,236.21,237.71,227.77,11.96,10.48,9.69,8.48,,11.08,4.29,4.31,7.43,8.0,8.46,2.62,2.2,,,416215749.0,170742755.95,586958504.95,108539.03,170742.75,63209.19,31601.4,,2421.45,,,,,
2011-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128781227.0,45204724.0,56110630.0,27465873.0,602614051.0,341241753.0,132591072.0,633495746.8,3961954.0,23512757.0,3406983.8,207.92,201.51,253.25,240.22,243.07,231.51,11.96,10.36,9.68,8.69,,11.11,3.92,3.83,7.4,8.07,8.28,2.77,2.29,,,413843756.0,175184598.21,589028354.21,110144.35,175184.59,64157.95,31615.03,,2360.81,,,,,
2011-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127190314.0,46282010.0,53451098.0,27457206.0,602785753.0,342457514.0,133137926.0,634397364.8,4655706.0,23585595.0,3370309.7,205.35,198.74,253.32,239.86,243.42,231.45,11.95,10.41,9.66,8.65,,11.07,5.15,4.34,7.51,8.06,8.44,2.73,2.3,,,412465079.0,174815170.28,587280249.28,109815.42,174815.17,63718.17,31318.13,,2342.68,,,,,
2011-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127345872.0,46369197.0,52827495.0,28149180.0,603113772.0,342975277.0,132792623.0,634945288.1,4590776.0,23583983.0,3656756.0,205.6,199.88,253.46,241.31,243.63,232.87,12.04,10.59,9.74,8.53,,11.14,4.05,4.07,7.58,8.14,8.6,2.71,2.34,,,414442676.0,174471891.94,588914567.94,110523.18,174471.89,65312.01,31070.1,,2365.49,,,,,
2011-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130473617.0,46903504.0,55221372.0,28348742.0,613401758.0,346559615.0,136368526.0,643847060.3,3094024.0,23832315.0,3518963.3,210.65,204.39,257.78,244.87,247.04,235.62,11.97,10.54,9.76,8.5,,11.19,4.0,4.04,7.7,8.25,8.72,2.73,2.27,,,413860473.0,176506976.89,590367449.89,112018.13,176506.97,66238.34,30740.98,,2413.48,,,,,
2011-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130796394.0,46921814.0,54864825.0,29009755.0,613088011.0,347489516.0,134802101.0,643899355.9,4021882.0,23367735.0,3421726.8,211.17,205.73,257.65,245.97,247.07,236.76,12.04,10.5,9.74,8.92,,11.2,4.48,3.75,7.62,8.26,8.84,2.39,2.33,,,415078903.0,179272916.45,594351819.45,116162.06,179272.91,69421.77,31314.48,,2420.9,,,,,
2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130709763.0,46592862.0,55475655.0,28641247.0,610779797.0,345617411.0,134452623.0,642230245.1,4464757.0,23436585.0,3549106.0,211.03,205.87,256.68,245.45,246.42,236.52,12.05,10.49,9.86,8.99,,11.25,5.14,4.03,7.79,8.33,9.16,2.94,2.39,,,414667099.0,178003176.96,592670275.96,115887.48,178003.17,69236.46,31212.49,,2475.98,,,,,
2011-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129557701.0,47287757.0,53369454.0,28900491.0,609379686.0,346124270.0,133697715.0,642580711.9,5754888.0,23899786.0,3546350.9,209.17,204.67,256.09,245.75,246.56,237.43,12.3,10.73,9.99,9.16,,11.47,4.59,4.51,7.75,8.26,9.17,2.61,2.27,,,411690357.0,177747727.27,589438084.27,118855.05,177747.72,70789.55,31647.02,,2462.13,,,,,
2011-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134379670.0,47604284.0,57637771.0,29137614.0,613652748.0,344223694.0,135049384.0,645930961.8,4138004.0,24589997.0,3550212.8,216.96,211.98,257.89,247.08,247.84,238.31,12.32,10.82,10.24,9.22,,11.6,4.86,3.63,7.84,8.35,9.34,2.6,2.07,,,415877903.0,180095808.96,595973711.96,119118.86,180095.8,71029.29,31529.31,,2488.71,,,,,
2011-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133064186.0,47787656.0,56699878.0,28576653.0,614764815.0,347074373.0,134626256.0,647493166.3,4153880.0,23823102.0,4751368.3,214.83,209.9,258.35,247.56,248.44,238.92,12.33,10.75,10.32,9.19,,11.67,4.66,4.46,7.93,8.51,9.45,2.63,2.31,,,415352868.0,179669181.11,595022049.11,119009.85,179669.18,70907.69,31331.82,,2467.35,,,,,
2011-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134092025.0,48033952.0,57025861.0,29032211.0,613785781.0,345736839.0,133956917.0,646972566.3,4661211.0,23775846.0,4749728.3,216.49,211.18,257.94,246.68,248.24,238.28,12.28,10.67,10.33,9.41,,11.65,4.53,3.9,7.91,8.65,9.41,2.7,2.32,,,413870539.0,178946865.53,592817404.53,118186.95,178946.86,70055.51,30722.18,,2484.42,,,,,
2011-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131377641.0,48759028.0,54098463.0,28520150.0,617810414.0,351086536.0,135346236.0,652044335.5,5692787.0,23981252.0,4559882.4,212.11,206.21,259.63,247.41,250.19,239.34,12.49,10.85,10.35,9.71,,11.75,4.7,4.09,8.06,8.86,9.55,2.9,2.54,,,416316711.0,179819087.2,596135798.2,117062.09,179819.08,69948.55,30755.83,,2431.46,,,,,
2011-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134388360.0,48222342.0,57664286.0,28501732.0,626387634.0,355376381.0,136622892.0,660988625.0,5714688.0,23865531.0,5020772.4,216.97,210.4,263.24,249.82,253.62,241.68,12.76,11.0,10.35,9.61,,11.93,4.15,5.53,8.06,8.93,9.8,2.94,2.45,,,427896938.0,180919167.29,608816105.29,114883.9,180919.16,68208.69,30953.15,,2443.14,,,,,
2011-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135607967.0,48927484.0,58123296.0,28557187.0,623903133.0,353433889.0,134861277.0,657280618.0,4153236.0,23969496.0,5254753.0,218.94,212.46,262.2,249.08,252.2,240.56,12.79,10.97,10.29,9.94,,11.96,4.24,4.76,8.15,8.88,9.85,2.98,2.48,,,422371302.0,179914758.13,602286060.13,114333.22,179914.75,67402.36,31136.25,,2462.05,,,,,
2011-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136374540.0,49471742.0,58634377.0,28268421.0,628282988.0,355119822.0,136788626.0,662827013.0,4881387.0,23724505.0,5938133.0,220.18,213.2,264.04,250.1,254.33,241.92,12.85,10.98,10.4,9.42,,12.09,5.16,4.75,8.1,9.02,9.58,2.85,2.5,,,428421482.0,182304434.87,610725916.87,113918.91,182304.43,67134.52,31123.22,,2468.03,,,,,
