tarih,mevduat_toplam,mevduat_yi,mevduat_tl,mevduat_yp,mevduat_yp_usd,kredi_toplam,kredi_yi,kredi_tl,kredi_tuk_tl,kredi_tic_tl,kredi_yp,kredi_tic_yp,takip_toplam,takip_tl,takip_yp,menkul,k_yi_toplam,k_tuketici,k_konut,k_tasit,k_ihtiyac,k_bkk,k_fkdk,k_ticari,k_ticari_tl,k_kobi_tl,k_ticari_yp,k_kobi_yp,k_diger,k_kurumsal_kart,k_finansal,k_yd,k_takip_tuk,k_takip_tic,k_karsilik,m1,dolasim,vadesiz_tl,vadesiz_yp,m2,vadeli_tl,vadeli_yp,m3,repo,ppf,menkul_ihrac,ham_m1,ar_m1,ham_m2,ar_m2,ham_m3,ar_m3,f_ihtiyac,f_tasit,f_konut,f_ticari_tl,f_ticari_dar,f_tuketici,f_ticari_usd,f_ticari_eur,mev_tl,mev_tl_3a,mev_tl_6a,mev_usd,mev_eur,kat_ticari,kat_tuketici,zk_tl_taban,zk_dth,zk_taban,dth_usd,dth_tl,dth_pay_usd,dth_pay_eur,dth_pay_maden,dth_pay_diger,kart_harcama,kart_adet,fin_sirket,fin_sirket_tuk,fin_sirket_tic
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390651106.1,207942839.0,362691231.6,820017035.5,3815659847.4,1271306163.0,1153702578.3,3927353820.5,16070155.9,46723464.5,48900352.7,2245.26,1253.46,1603.54,817.96,1506.94,789.23,23.32,22.83,17.97,21.46,20.67,22.37,2.86,2.67,17.81,18.93,18.26,0.91,0.34,21.97,19.11,1481470937.0,1956689687.88,3438160624.88,225646.04,1956689.69,112900.74,67235.28,27024.74,6080.35,34781911.0,176423050.0,,,
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444741952.6,228868082.0,394964824.8,820909045.8,3863447605.6,1267599208.0,1151106445.0,3976178165.4,16255861.6,47034257.8,49440440.6,2332.59,1309.57,1623.62,832.43,1525.67,803.01,22.96,22.65,17.96,20.58,19.65,22.24,2.93,2.71,17.98,18.94,18.4,0.88,0.31,21.7,19.44,1527625640.0,1932209744.98,3459835384.98,227054.34,1932209.72,113414.22,67854.53,27435.77,6081.71,36852930.0,187726831.0,,,
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421669125.0,235562172.0,376074250.7,810032702.3,3843501038.8,1280436615.0,1141395298.8,3957270018.2,16675584.5,47583090.5,49510304.4,2295.34,1297.83,1615.24,833.4,1518.41,804.13,22.14,22.69,17.84,20.4,19.04,21.6,4.42,2.32,17.5,18.08,15.71,0.74,0.27,21.81,18.61,1522084691.0,1936767536.79,3458852227.79,227589.92,1936767.53,113352.19,68320.05,27455.68,6109.72,25900380.0,158385479.0,,,
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414025728.7,212950749.0,374302721.0,826772258.7,3824173759.7,1277799860.0,1132348171.0,3937779266.8,16948253.4,47006416.3,49650837.5,2282.99,1290.38,1607.11,828.93,1510.94,799.9,22.98,21.5,17.94,21.25,20.47,22.24,4.8,2.36,18.25,19.11,18.53,0.92,0.34,21.51,19.44,1499002263.0,1925939025.96,3424941288.96,228899.68,1925939.03,113563.34,68727.98,27345.51,6238.89,36962241.0,167048471.0,,,
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398717770.5,211860379.8,357842670.0,829014720.7,3836068642.8,1295532988.0,1141817884.2,3950190377.4,17044979.7,47169935.7,49906819.2,2258.28,1275.5,1612.11,831.01,1515.7,801.96,23.14,22.52,17.88,21.58,20.79,22.25,3.38,2.29,17.79,18.9,16.79,0.85,0.27,21.59,19.13,1506692967.0,1962808811.09,3469501778.09,229249.2,1962808.76,114603.65,68998.93,26935.43,6194.78,34728058.0,167957141.0,,,
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404239056.1,208069204.8,363189310.7,832980540.6,3863183486.2,1310141507.0,1148802923.1,3978750950.9,16968515.1,48174623.8,50424325.7,2267.19,1276.69,1623.51,834.67,1526.66,805.68,23.03,22.48,17.89,21.56,20.83,22.09,3.07,2.33,18.03,18.95,18.54,0.8,0.26,21.78,19.09,1520730754.0,1961186728.42,3481917482.42,229757.46,1961186.75,115536.34,69243.59,26671.03,6223.49,33463678.0,172441344.0,,,
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408690064.9,206378326.8,365815347.8,836496390.3,3835741812.5,1295860137.0,1131191610.6,3950497953.3,15673526.1,48547140.2,50535474.5,2274.38,1288.05,1611.98,832.85,1515.82,803.81,22.99,21.48,17.88,21.5,20.72,22.06,3.28,2.56,17.98,18.89,17.51,0.76,0.27,21.56,18.95,1515872809.0,1946046705.4,3461919514.4,228264.56,1946046.67,114196.6,69360.16,26853.75,6222.34,34949449.0,176936403.0,,,
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413801937.5,206033797.8,363845695.1,843922444.6,3828860351.4,1293701548.0,1121356865.9,3944223700.7,14697503.8,48673430.9,51992414.6,2282.63,1304.8,1609.08,838.01,1513.41,808.76,23.03,20.7,17.8,20.72,19.88,22.03,2.33,3.02,18.04,18.9,17.85,0.68,0.24,21.69,19.15,1516068472.0,1943205112.35,3459273584.35,232016.17,1943205.04,116372.21,70073.73,26927.34,6309.9,34332951.0,172881246.0,,,
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395377516.2,204865419.0,357095201.9,833416895.3,3834371813.2,1313485918.0,1125508379.0,3950017131.9,14734673.4,48298445.4,52612199.9,2252.89,1294.74,1611.4,843.1,1515.63,813.59,23.24,21.37,17.88,21.62,20.65,22.41,2.94,2.83,18.03,19.01,18.16,0.67,0.24,21.7,18.8,1518860641.0,1939113465.13,3457974106.13,233768.95,1939113.44,117063.8,70088.65,27124.76,6357.11,34957247.0,172456456.0,,,
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419959508.5,205012874.0,361770332.1,853176302.4,3892613480.5,1319027771.0,1153626201.0,4008120917.6,14235179.8,48690200.8,52582056.6,2292.57,1299.45,1635.88,845.81,1537.93,816.11,23.3,21.88,17.9,21.21,20.44,22.3,2.62,2.53,18.13,19.07,18.74,0.64,0.23,21.64,18.64,1533084479.0,1962439888.93,3495524367.93,233501.48,1962439.85,117284.2,70204.91,26746.73,6376.0,35625187.0,179634165.0,,,
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435156626.1,205589961.0,381856643.4,847710021.7,3906923702.4,1325337082.0,1146429994.3,4023883828.5,14330177.2,49700837.3,52929111.7,2317.11,1317.38,1641.89,851.18,1543.97,821.43,23.1,21.28,17.89,21.26,20.47,22.16,2.69,2.31,18.14,19.1,18.99,0.62,0.22,21.57,18.98,1561294305.0,1998152285.86,3559446590.86,233216.48,1998152.2,116927.12,71162.55,26143.54,6323.44,35050825.0,180666108.0,,,
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461023866.2,208153475.0,389551829.9,863318561.4,3979081247.3,1354084616.0,1163972765.0,4099149699.1,15488132.3,51311961.4,53268358.2,2358.87,1321.92,1672.21,856.19,1572.85,826.76,23.49,20.77,17.91,21.2,20.45,22.38,2.44,2.52,17.86,18.96,18.52,0.6,0.2,21.39,18.83,1593131978.0,2044644018.33,3637775996.33,231713.96,2044644.0,115974.57,71409.48,25668.15,6293.62,35128434.0,179205622.0,,,
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461343998.5,208798687.6,384084427.7,868460883.1,4008525168.7,1358620335.0,1188560835.2,4129628222.6,16809601.8,51737352.6,52556099.6,2359.39,1305.32,1684.59,852.98,1584.55,823.96,23.34,20.37,17.83,20.95,20.24,22.15,3.55,2.58,17.47,18.47,18.32,0.6,0.2,21.06,18.83,1580041208.0,2028815333.65,3608856541.65,229324.99,2028815.33,115148.73,71201.17,25574.23,6122.58,37687769.0,176058070.0,,,
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466708583.4,211372286.6,383877379.4,871458917.4,4022951480.7,1360981786.0,1195261111.4,4146331915.8,16208427.6,53058726.9,54113280.6,2368.05,1312.19,1690.65,857.22,1590.96,828.39,23.37,21.31,17.89,21.01,20.13,22.23,2.93,2.62,17.32,18.18,16.38,0.58,0.19,20.82,18.94,1589966095.0,2053548530.06,3643514625.06,230782.46,2053548.49,115798.01,72173.05,25387.1,6194.16,35475147.0,178223664.0,,,
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522177862.9,212352526.6,409335593.5,900489742.8,4127515529.1,1371533861.0,1233803805.2,4251662867.2,16242224.0,54500151.5,53404962.6,2457.61,1336.31,1734.59,865.13,1631.37,835.96,23.35,20.98,17.9,20.17,19.24,22.2,2.92,2.57,17.38,18.2,16.87,0.56,0.2,20.82,18.87,1627097641.0,2125877745.32,3752975386.32,231091.25,2125877.77,115815.52,72275.29,25105.82,6272.73,36566399.0,185546967.0,,,
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545963198.2,215075237.6,412136427.6,918751533.0,4184719264.4,1390189915.0,1248566151.3,4309205054.0,15515591.0,55221655.3,53748543.3,2496.01,1343.87,1758.63,869.59,1653.45,840.21,23.35,20.66,17.95,20.25,19.46,22.24,3.84,2.61,16.68,17.89,16.59,0.56,0.18,20.51,18.85,1639329155.0,2219234767.74,3858563922.74,231507.9,2219234.77,116407.83,72378.41,24581.77,6284.29,36232459.0,180231406.0,,,
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566529670.3,218403856.6,420188233.1,927937580.6,4224347181.5,1387923231.0,1269894280.3,4351861938.4,16125982.4,56129984.6,55258790.0,2529.22,1345.86,1775.29,868.9,1669.82,840.15,23.28,20.33,17.53,19.38,18.67,22.25,2.67,3.1,15.73,16.27,14.94,0.53,0.18,19.69,18.4,1645230052.0,2182974929.17,3828204981.17,230240.03,2182974.83,116610.41,71934.97,23962.22,6222.83,38640941.0,180798389.0,,,
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580676639.4,220381199.8,409439667.7,950855771.9,4278656841.3,1399099072.0,1298881130.0,4408557173.5,16869934.6,57907217.5,55123180.0,2552.06,1342.12,1798.11,871.01,1691.57,842.59,23.5,21.76,17.23,19.5,18.53,22.12,3.86,2.54,15.52,16.36,14.92,0.54,0.19,19.42,18.4,1640691290.0,2234122294.2,3874813584.2,230321.89,2234122.34,116816.06,72145.17,23965.36,6241.62,39220528.0,177174652.0,,,
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621234033.4,220543122.8,417694268.1,982996642.5,4363349528.9,1403301316.0,1338814179.5,4496280754.2,17361262.8,59747050.3,55822912.3,2617.54,1359.36,1833.7,878.49,1725.23,850.2,23.42,21.32,17.14,19.33,18.54,21.92,2.71,2.33,15.64,16.32,15.34,0.55,0.18,19.3,17.98,1649707197.0,2298296108.0,3948003305.0,231905.15,2298296.05,118315.64,72265.69,24594.63,6272.34,39539026.0,192318465.0,,,
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727776696.5,222357395.8,431908415.7,1073510885.0,4530073418.0,1374104540.0,1428192181.5,4663302729.7,17812492.8,59673761.1,55743057.7,2789.56,1386.13,1903.77,877.04,1789.32,848.89,23.27,21.27,17.08,19.25,18.36,21.93,3.29,2.81,15.29,16.29,14.44,0.56,0.19,19.06,18.1,1638309024.0,2547006833.65,4185315857.65,230987.5,2547006.85,118463.76,72334.46,24357.1,6291.26,39751300.0,190489228.0,,,
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873167064.6,228810158.8,447039248.2,1197317657.6,4814409122.5,1365029547.0,1576212511.0,4951219156.4,20580171.5,60402687.3,55827175.1,3024.29,1399.35,2023.26,874.26,1899.79,846.93,23.57,21.48,16.94,18.88,18.11,21.99,3.47,2.46,15.03,15.84,14.66,0.55,0.19,19.06,18.35,1650081900.0,2766147701.05,4416229601.05,229012.27,2766147.64,118123.03,72338.14,23190.69,6267.5,44005560.0,192515231.0,,,
