o,h,l,c,v,ts
16231.75,16478.73046875,16207.849609375,16345.01953125,0,2026-04-14 13:30:00
16344.990234375,16369.240234375,16298.0302734375,16325.8095703125,0,2026-04-14 14:30:00
16324.8095703125,16391.400390625,16319.759765625,16384.240234375,0,2026-04-15 06:30:00
16383.0302734375,16408.509765625,16284.1904296875,16375.08984375,0,2026-04-15 07:30:00
16375.759765625,16380.919921875,16305.169921875,16322.150390625,0,2026-04-15 08:30:00
16323.6201171875,16346.4697265625,16301.580078125,16303.849609375,0,2026-04-15 09:30:00
16300.580078125,16392.580078125,16298.91015625,16379.5,0,2026-04-15 10:30:00
16381.009765625,16426.919921875,16374.48046875,16410.400390625,0,2026-04-15 11:30:00
16410.060546875,16458.099609375,16395.5,16425.05078125,0,2026-04-15 12:30:00
16424.080078125,16439.140625,16359.509765625,16383.990234375,0,2026-04-15 13:30:00
16383.9599609375,16386.55078125,16346.3095703125,16377.349609375,0,2026-04-15 14:30:00
16366.259765625,16573.279296875,16366.259765625,16521.779296875,0,2026-04-16 06:30:00
16520.380859375,16522.189453125,16412.91015625,16418.55078125,0,2026-04-16 07:30:00
16417.48046875,16421.189453125,16365.5703125,16372.2998046875,0,2026-04-16 08:30:00
16373.1201171875,16396.33984375,16356.4296875,16368.58984375,0,2026-04-16 09:30:00
16369.0498046875,16418.44921875,16335.33984375,16402.94921875,0,2026-04-16 10:30:00
16402.880859375,16426.720703125,16354.73046875,16392.609375,0,2026-04-16 11:30:00
16391.599609375,16393.19921875,16267.650390625,16311.3798828125,0,2026-04-16 12:30:00
16310.259765625,16325.7099609375,16183.1103515625,16212.33984375,0,2026-04-16 13:30:00
16212.25,16262.3896484375,16193.150390625,16246.1103515625,0,2026-04-16 14:30:00
16277.7001953125,16325.58984375,16244.76953125,16279.6796875,0,2026-04-17 06:30:00
16281.0302734375,16375.1904296875,16273.830078125,16340.1201171875,0,2026-04-17 07:30:00
16339.8203125,16375.6796875,16329.41015625,16359.490234375,0,2026-04-17 08:30:00
