tarih,TP.AB.A01,TP.AB.A02,TP.AB.A03,TP.AB.A04,TP.AB.A05,TP.AB.A051,TP.AB.A052,TP.AB.A053,TP.AB.A054,TP.AB.A06,TP.AB.A061,TP.AB.A07,TP.AB.A08,TP.AB.A081,TP.AB.A09,TP.AB.A10,TP.AB.A11,TP.AB.A12,TP.AB.A13,TP.AB.A14,TP.AB.A15,TP.AB.A16,TP.AB.A17,TP.AB.A18,TP.AB.A19,TP.AB.A20,TP.AB.A21,TP.AB.A22,TP.AB.A23,TP.AB.A24,TP.AB.A25
2026-06-11,10564235471.00000000,7108116912.00000000,4193574238.00000000,,412336464.00000000,418373072.00000000,,,-6036608.00000000,1127144504.00000000,0.00000000,2654093271.00000000,-737455679.00000000,,10564235471.00000000,5366545058.00000000,671325992.00000000,4695219066.00000000,424966124.00000000,4270252942.00000000,5197690414.00000000,4690160996.00000000,947126898.00000000,3734779504.00000000,1228570149.00000000,2506209355.00000000,489257.00000000,7765337.00000000,507529419.00000000,-293277600.00000000,800807019.00000000
2026-06-12,10497749589.00000000,7133328284.00000000,4160876944.00000000,,412171101.00000000,418373072.00000000,,,-6201971.00000000,1123494753.00000000,0.00000000,2625211090.00000000,-796455639.00000000,,10497749589.00000000,5355049557.00000000,677278570.00000000,4677770987.00000000,405348970.00000000,4272422017.00000000,5142700032.00000000,4759562163.00000000,954852323.00000000,3796463421.00000000,1228570149.00000000,2567893272.00000000,471433.00000000,7774986.00000000,383137869.00000000,-367272400.00000000,750410269.00000000
2026-06-15,10636694952.00000000,7333537069.00000000,4166966929.00000000,,412160240.00000000,418373072.00000000,,,-6212833.00000000,1126790181.00000000,0.00000000,2628016508.00000000,-863809046.00000000,,10636694952.00000000,5436601226.00000000,689363897.00000000,4747237329.00000000,403813472.00000000,4343423857.00000000,5200093726.00000000,4728918061.00000000,943301921.00000000,3777344195.00000000,1228570149.00000000,2548774046.00000000,448781.00000000,7823164.00000000,471175665.00000000,-211370400.00000000,682546065.00000000
2026-06-16,10796998942.00000000,7494509695.00000000,4171534424.00000000,,412002975.00000000,418373072.00000000,,,-6370097.00000000,1131115050.00000000,0.00000000,2628416399.00000000,-869045177.00000000,,10796998942.00000000,5486221495.00000000,810621082.00000000,4675600413.00000000,285463711.00000000,4390136703.00000000,5310777447.00000000,4713303136.00000000,934869400.00000000,3770160505.00000000,1228570149.00000000,2541590356.00000000,453331.00000000,7819900.00000000,597474311.00000000,-46803200.00000000,644277511.00000000
2026-06-17,11026261610.00000000,7714385045.00000000,4174877803.00000000,,410419447.00000000,416951786.00000000,,,-6532338.00000000,1136129228.00000000,0.00000000,2628329128.00000000,-863001238.00000000,,11026261610.00000000,5429932351.00000000,804197365.00000000,4625734985.00000000,285232270.00000000,4340502716.00000000,5596329259.00000000,4793939112.00000000,927949240.00000000,3856186327.00000000,1228570149.00000000,2627616178.00000000,1968347.00000000,7835198.00000000,802390147.00000000,426094900.00000000,376295247.00000000
2026-06-18,10850545414.00000000,7495454184.00000000,4173574351.00000000,,410320991.00000000,416951786.00000000,,,-6630794.00000000,1135535778.00000000,0.00000000,2627717581.00000000,-818483121.00000000,,10850545414.00000000,5244202169.00000000,682554361.00000000,4561647807.00000000,283482558.00000000,4278165249.00000000,5606343245.00000000,4474037653.00000000,923481621.00000000,3541716095.00000000,1228570149.00000000,2313145946.00000000,1003172.00000000,7836765.00000000,1132305592.00000000,646942700.00000000,485362892.00000000
2026-06-19,10795322927.00000000,7393466637.00000000,4162113711.00000000,,410204827.00000000,416951786.00000000,,,-6746959.00000000,1125036174.00000000,0.00000000,2626872710.00000000,-760257421.00000000,,10795322927.00000000,5164738018.00000000,676175801.00000000,4488562216.00000000,280440213.00000000,4208122003.00000000,5630584910.00000000,4713919527.00000000,934700931.00000000,3770774040.00000000,1220029489.00000000,2550744551.00000000,991757.00000000,7452799.00000000,916665383.00000000,493292780.00000000,423372603.00000000
2026-06-22,10764812459.00000000,7391714878.00000000,4167033324.00000000,,409955821.00000000,416951786.00000000,,,-6995964.00000000,1127783593.00000000,0.00000000,2629293910.00000000,-793935743.00000000,,10764812459.00000000,5260388749.00000000,676804092.00000000,4583584657.00000000,283324447.00000000,4300260211.00000000,5504423710.00000000,4760427915.00000000,928265520.00000000,3823464017.00000000,1220029489.00000000,2603434528.00000000,1314794.00000000,7383584.00000000,743995795.00000000,338509400.00000000,405486395.00000000
2026-06-23,10748230489.00000000,7306212293.00000000,4171606201.00000000,,409862309.00000000,416951786.00000000,,,-7089477.00000000,1131445902.00000000,0.00000000,2630297991.00000000,-729588006.00000000,,10748230489.00000000,5214303265.00000000,673803665.00000000,4540499600.00000000,282701621.00000000,4257797979.00000000,5533927224.00000000,4680554881.00000000,925299639.00000000,3746739940.00000000,1220029489.00000000,2526710451.00000000,1116348.00000000,7398954.00000000,853372343.00000000,459420300.00000000,393952043.00000000
2026-06-24,10759975460.00000000,7281872852.00000000,4173866220.00000000,,409744919.00000000,416951786.00000000,,,-7206867.00000000,1132666096.00000000,0.00000000,2631455205.00000000,-695763613.00000000,,10759975460.00000000,5236175669.00000000,674501331.00000000,4561674338.00000000,278370818.00000000,4283303520.00000000,5523799791.00000000,4717832682.00000000,922812668.00000000,3786645512.00000000,1220029489.00000000,2566616024.00000000,974095.00000000,7400407.00000000,805967108.00000000,394607500.00000000,411359608.00000000
2026-06-25,10627893798.00000000,7094405023.00000000,4175278065.00000000,,409715209.00000000,416951786.00000000,,,-7236577.00000000,1133003390.00000000,0.00000000,2632559466.00000000,-641789290.00000000,,10627893798.00000000,5136841275.00000000,670822738.00000000,4466018537.00000000,278065452.00000000,4187953085.00000000,5491052523.00000000,4742044779.00000000,925435076.00000000,3806871594.00000000,1220029489.00000000,2586842105.00000000,2334268.00000000,7403841.00000000,749007745.00000000,342824200.00000000,406183545.00000000
2026-06-26,10532157532.00000000,7041306905.00000000,4167642169.00000000,,412470428.00000000,416951786.00000000,,,-4481358.00000000,1124559507.00000000,0.00000000,2630612235.00000000,-676791542.00000000,,10532157532.00000000,5123643501.00000000,676037125.00000000,4447606375.00000000,278662706.00000000,4168943669.00000000,5408514031.00000000,4764272680.00000000,941883101.00000000,3812776129.00000000,1220029489.00000000,2592746640.00000000,2213387.00000000,7400063.00000000,644241352.00000000,274853200.00000000,369388152.00000000
2026-06-29,10666774610.00000000,7163722048.00000000,4172926531.00000000,,412241318.00000000,416951786.00000000,,,-4710468.00000000,1128679570.00000000,0.00000000,2632005643.00000000,-669873968.00000000,,10666774610.00000000,5163762139.00000000,677590656.00000000,4486171483.00000000,277079022.00000000,4209092461.00000000,5503012472.00000000,4801736958.00000000,934564735.00000000,3858047813.00000000,1220029489.00000000,2638018324.00000000,1723789.00000000,7400621.00000000,701275514.00000000,326752500.00000000,374523014.00000000
2026-06-30,10625694624.00000000,7002875182.00000000,4389068554.00000000,,431651698.00000000,436476155.00000000,,,-4824457.00000000,1130232675.00000000,0.00000000,2827184182.00000000,-766249113.00000000,,10625694624.00000000,5012463111.00000000,673408141.00000000,4339054970.00000000,276022929.00000000,4063032042.00000000,5613231512.00000000,4850142661.00000000,928384822.00000000,3912819009.00000000,1220029489.00000000,2692789520.00000000,1534606.00000000,7404224.00000000,763088852.00000000,167487720.00000000,595601132.00000000
2026-07-01,10744654142.00000000,7092276847.00000000,4393251811.00000000,,431097911.00000000,436476155.00000000,,,-5378243.00000000,1135906533.00000000,0.00000000,2826247367.00000000,-740874515.00000000,,10744654142.00000000,5108117082.00000000,682149442.00000000,4425967640.00000000,269278278.00000000,4156689361.00000000,5636537060.00000000,4396485347.00000000,925898919.00000000,3461350554.00000000,1220029489.00000000,2241321065.00000000,1806245.00000000,7429629.00000000,1240051714.00000000,498122052.00000000,741929662.00000000
2026-07-02,11076400830.00000000,7479183562.00000000,4395417515.00000000,,430918250.00000000,436476155.00000000,,,-5557905.00000000,1137872135.00000000,0.00000000,2826627130.00000000,-798200247.00000000,,11076400830.00000000,5260028915.00000000,685660336.00000000,4574368579.00000000,398575514.00000000,4175793065.00000000,5816371915.00000000,4350422737.00000000,928507191.00000000,3413005543.00000000,1220029489.00000000,2192976054.00000000,1509125.00000000,7400878.00000000,1465949178.00000000,580973648.00000000,884975530.00000000
2026-07-03,11087085360.00000000,7568962334.00000000,4388120408.00000000,,430722082.00000000,436476155.00000000,,,-5754073.00000000,1131723951.00000000,0.00000000,2825674375.00000000,-869997382.00000000,,11087085360.00000000,5300707088.00000000,681669858.00000000,4619037230.00000000,401621188.00000000,4217416042.00000000,5786378272.00000000,4742440543.00000000,946743470.00000000,3786502090.00000000,1254740183.00000000,2531761907.00000000,1517503.00000000,7677480.00000000,1043937729.00000000,212202274.00000000,831735456.00000000
2026-07-06,11246118783.00000000,7697206611.00000000,4394674466.00000000,,430224099.00000000,436476155.00000000,,,-6252056.00000000,1136830833.00000000,0.00000000,2827619534.00000000,-845762294.00000000,,11246118783.00000000,5397363803.00000000,683788785.00000000,4713575018.00000000,400079128.00000000,4313495890.00000000,5848754980.00000000,4710545541.00000000,937778968.00000000,3763588437.00000000,1254740183.00000000,2508848254.00000000,1513805.00000000,7664331.00000000,1138209439.00000000,303477977.00000000,834731462.00000000
2026-07-07,11345097824.00000000,7789610153.00000000,4399183485.00000000,,429903554.00000000,436476155.00000000,,,-6572601.00000000,1140624471.00000000,0.00000000,2828655460.00000000,-843695814.00000000,,11345097824.00000000,5418900601.00000000,684995112.00000000,4733905489.00000000,400731880.00000000,4333173610.00000000,5926197223.00000000,4639526836.00000000,934737615.00000000,3696104079.00000000,1254740183.00000000,2441363896.00000000,1017954.00000000,7667188.00000000,1286670387.00000000,442823000.00000000,843847387.00000000
2026-07-08,11379199232.00000000,7779718138.00000000,4398245910.00000000,,425072334.00000000,431862591.00000000,,,-6790256.00000000,1142978467.00000000,0.00000000,2830195109.00000000,-798764816.00000000,,11379199232.00000000,5432544520.00000000,677229293.00000000,4755315227.00000000,398928370.00000000,4356386857.00000000,5946654712.00000000,4696929057.00000000,929475706.00000000,3758758777.00000000,1254740183.00000000,2504018594.00000000,1030054.00000000,7664520.00000000,1249725655.00000000,270595500.00000000,979130155.00000000
2026-07-09,11365854950.00000000,7796284393.00000000,4405534615.00000000,,424868336.00000000,431862591.00000000,,,-6994254.00000000,1148763215.00000000,0.00000000,2831903064.00000000,-835964059.00000000,,11365854950.00000000,5425902923.00000000,689042214.00000000,4736860709.00000000,390093830.00000000,4346766878.00000000,5939952027.00000000,4615649067.00000000,925123036.00000000,3681826015.00000000,1254740183.00000000,2427085832.00000000,1035588.00000000,7664428.00000000,1324302959.00000000,336205280.00000000,988097679.00000000
2026-07-10,11336553265.00000000,7767467595.00000000,4402062061.00000000,,424646995.00000000,431862591.00000000,,,-7215596.00000000,1146155707.00000000,0.00000000,2831259360.00000000,-832976391.00000000,,11336553265.00000000,5428997122.00000000,696823929.00000000,4732173193.00000000,385385920.00000000,4346787273.00000000,5907556143.00000000,4614278976.00000000,935002802.00000000,3670571075.00000000,1254740183.00000000,2415830892.00000000,1040442.00000000,7664657.00000000,1293277168.00000000,365365600.00000000,927911568.00000000
2026-07-13,11344925881.00000000,7751577680.00000000,4407936797.00000000,,424122059.00000000,431862591.00000000,,,-7740532.00000000,1148516126.00000000,0.00000000,2835298612.00000000,-814588597.00000000,,11344925881.00000000,5412545438.00000000,708238098.00000000,4704307340.00000000,307094229.00000000,4397213111.00000000,5932380443.00000000,4661435032.00000000,924384966.00000000,3728387535.00000000,1254740183.00000000,2473647352.00000000,997893.00000000,7664638.00000000,1270945410.00000000,681209700.00000000,589735710.00000000
2026-07-14,11348474359.00000000,7721187803.00000000,4410489278.00000000,,422789404.00000000,431862591.00000000,,,-9073187.00000000,1150306137.00000000,0.00000000,2837393736.00000000,-783202721.00000000,,11348474359.00000000,5309890672.00000000,703081968.00000000,4606808704.00000000,302699285.00000000,4304109418.00000000,6038583688.00000000,4712508375.00000000,929675231.00000000,3774164768.00000000,1254740183.00000000,2519424585.00000000,1003755.00000000,7664621.00000000,1326075313.00000000,762989500.00000000,563085813.00000000
2026-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-16,11416551005.00000000,7799910201.00000000,4410946376.00000000,,418373041.00000000,425832873.00000000,,,-7459832.00000000,1152173430.00000000,0.00000000,2840399905.00000000,-794305572.00000000,,11416551005.00000000,5375757483.00000000,687770897.00000000,4687986586.00000000,296157854.00000000,4391828732.00000000,6040793522.00000000,4805504775.00000000,924406813.00000000,3872444992.00000000,1254740183.00000000,2617704809.00000000,988368.00000000,7664602.00000000,1235288747.00000000,958950400.00000000,276338347.00000000
2026-07-17,11299071269.00000000,7663478482.00000000,4408438640.00000000,,418301018.00000000,425832873.00000000,,,-7531855.00000000,1149612904.00000000,0.00000000,2840524718.00000000,-772845852.00000000,,11299071269.00000000,5455984867.00000000,686111392.00000000,4769873475.00000000,295253731.00000000,4474619745.00000000,5843086402.00000000,4627309290.00000000,938758689.00000000,3679932168.00000000,1119428315.00000000,2560503853.00000000,550279.00000000,8068154.00000000,1215777112.00000000,1018612400.00000000,197164712.00000000
2026-07-20,11429731916.00000000,7797885606.00000000,4415902009.00000000,,418158939.00000000,425832873.00000000,,,-7673934.00000000,1153471660.00000000,0.00000000,2844271409.00000000,-784055699.00000000,,11429731916.00000000,5453392252.00000000,679887800.00000000,4773504452.00000000,295831679.00000000,4477672774.00000000,5976339663.00000000,4528210855.00000000,935834753.00000000,3583762913.00000000,1119428315.00000000,2464334597.00000000,544956.00000000,8068233.00000000,1448128808.00000000,1252979000.00000000,195149808.00000000
2026-07-21,11541054569.00000000,7941512504.00000000,4421478859.00000000,,418100097.00000000,425832873.00000000,,,-7732776.00000000,1157493474.00000000,0.00000000,2845885288.00000000,-821936794.00000000,,11541054569.00000000,5513940048.00000000,683014009.00000000,4830926039.00000000,297921962.00000000,4533004077.00000000,6027114521.00000000,4519126690.00000000,935372469.00000000,3575103384.00000000,1119428315.00000000,2455675069.00000000,550254.00000000,8100583.00000000,1507987830.00000000,1148597500.00000000,359390330.00000000
2026-07-22,11572858603.00000000,8011004338.00000000,4422056036.00000000,,415910807.00000000,423739154.00000000,,,-7828347.00000000,1159246797.00000000,0.00000000,2846898433.00000000,-860201772.00000000,,11572858603.00000000,5624398077.00000000,686018392.00000000,4938379686.00000000,300471598.00000000,4637908088.00000000,5948460526.00000000,4548894362.00000000,935115561.00000000,3604183951.00000000,1119428315.00000000,2484755636.00000000,1526550.00000000,8068300.00000000,1399566163.00000000,1115082500.00000000,284483663.00000000
2026-07-23,11556312763.00000000,7971936256.00000000,4424920189.00000000,,415837204.00000000,423739154.00000000,,,-7901950.00000000,1160056637.00000000,0.00000000,2849026347.00000000,-840543682.00000000,,11556312763.00000000,5621644669.00000000,684239987.00000000,4937404683.00000000,297973299.00000000,4639431384.00000000,5934668094.00000000,4577285642.00000000,937101531.00000000,3630845048.00000000,1119428315.00000000,2511416732.00000000,1270780.00000000,8068283.00000000,1357382452.00000000,1120388000.00000000,236994452.00000000
2026-07-24,11399832706.00000000,7802053404.00000000,4414328311.00000000,,415765613.00000000,423739154.00000000,,,-7973541.00000000,1147962984.00000000,0.00000000,2850599714.00000000,-816549009.00000000,,11399832706.00000000,5572816601.00000000,682281796.00000000,4890534805.00000000,296927790.00000000,4593607015.00000000,5827016105.00000000,4652820859.00000000,955872917.00000000,3687619866.00000000,1119428315.00000000,2568191550.00000000,1257812.00000000,8070264.00000000,1174195245.00000000,1019961600.00000000,154233645.00000000
2026-07-27,11423968306.00000000,7845777004.00000000,4425089613.00000000,,419819691.00000000,423739154.00000000,,,-3919463.00000000,1151037297.00000000,0.00000000,2854232626.00000000,-846898311.00000000,,11423968306.00000000,5622119019.00000000,683906134.00000000,4938212884.00000000,298301405.00000000,4639911479.00000000,5801849288.00000000,4640527674.00000000,955293316.00000000,3675911780.00000000,1119428315.00000000,2556483465.00000000,1252331.00000000,8070247.00000000,1161321614.00000000,1005640900.00000000,155680714.00000000
2026-07-28,11570823314.00000000,7957463675.00000000,4427673406.00000000,,419766616.00000000,423739154.00000000,,,-3972538.00000000,1153429798.00000000,0.00000000,2854476993.00000000,-814313768.00000000,,11570823314.00000000,5579977452.00000000,682806034.00000000,4897171419.00000000,296882870.00000000,4600288548.00000000,5990845861.00000000,4613365342.00000000,958438005.00000000,3646575056.00000000,1119428315.00000000,2527146741.00000000,282049.00000000,8070232.00000000,1377480519.00000000,1191215200.00000000,186265319.00000000
2026-07-29,11645416838.00000000,8025185457.00000000,4433554248.00000000,,419711458.00000000,423739154.00000000,,,-4027696.00000000,1157460792.00000000,0.00000000,2856381998.00000000,-813322867.00000000,,11645416838.00000000,5536559721.00000000,683129934.00000000,4853429787.00000000,296995228.00000000,4556434559.00000000,6108857117.00000000,4610845570.00000000,955031475.00000000,3646450928.00000000,1119428315.00000000,2527022613.00000000,1290952.00000000,8072215.00000000,1498011546.00000000,1289721800.00000000,208289746.00000000
2026-07-30,11603273698.00000000,8002020972.00000000,4435409934.00000000,,419648909.00000000,423739154.00000000,,,-4090245.00000000,1157982103.00000000,0.00000000,2857778923.00000000,-834157208.00000000,,11603273698.00000000,5544629984.00000000,687653005.00000000,4856976979.00000000,296400853.00000000,4560576126.00000000,6058643713.00000000,4523239014.00000000,955224133.00000000,3559296915.00000000,1119428315.00000000,2439868600.00000000,647770.00000000,8070196.00000000,1535404698.00000000,967920600.00000000,567484098.00000000
2026-07-31,11606627478.00000000,7907263946.00000000,4524197991.00000000,,423415176.00000000,427633500.00000000,,,-4218324.00000000,1165794172.00000000,0.00000000,2934988643.00000000,-824834458.00000000,,11606627478.00000000,5543644076.00000000,692713301.00000000,4850930775.00000000,297919351.00000000,4553011424.00000000,6062983402.00000000,4892968402.00000000,970898315.00000000,3913197427.00000000,1130718027.00000000,2782479399.00000000,654192.00000000,8218468.00000000,1170015001.00000000,719220781.00000000,450794220.00000000
2026-08-03,11593055871.00000000,7885801180.00000000,4526609935.00000000,,422720053.00000000,427633500.00000000,,,-4913448.00000000,1166913931.00000000,0.00000000,2936975951.00000000,-819355244.00000000,,11593055871.00000000,5610425047.00000000,688666313.00000000,4921758733.00000000,296993121.00000000,4624765613.00000000,5982630824.00000000,4697131081.00000000,964317617.00000000,3724291861.00000000,1130718027.00000000,2593573834.00000000,301054.00000000,8220549.00000000,1285499743.00000000,662857610.00000000,622642134.00000000
2026-08-04,11789679237.00000000,8085093360.00000000,4530500258.00000000,,422584202.00000000,427633500.00000000,,,-5049299.00000000,1171310950.00000000,0.00000000,2936605107.00000000,-825914381.00000000,,11789679237.00000000,5637267743.00000000,690048802.00000000,4947218941.00000000,297387697.00000000,4649831244.00000000,6152411493.00000000,4702803622.00000000,965754799.00000000,3728528309.00000000,1130718027.00000000,2597810281.00000000,301983.00000000,8218531.00000000,1449607871.00000000,724424492.00000000,725183379.00000000
2026-08-05,11989278524.00000000,8360867413.00000000,4531867257.00000000,,422419077.00000000,427633500.00000000,,,-5214423.00000000,1171231926.00000000,0.00000000,2938216254.00000000,-903456146.00000000,,11989278524.00000000,5718096643.00000000,693818183.00000000,5024278460.00000000,299186042.00000000,4725092418.00000000,6271181881.00000000,4750641718.00000000,970195946.00000000,3770422548.00000000,1130718027.00000000,2639704521.00000000,1804699.00000000,8218525.00000000,1520540162.00000000,815476788.00000000,705063374.00000000
2026-08-06,12127162757.00000000,8584468698.00000000,4534633894.00000000,,422265531.00000000,427633500.00000000,,,-5367969.00000000,1173140366.00000000,0.00000000,2939227997.00000000,-991939834.00000000,,12127162757.00000000,5767737842.00000000,701451894.00000000,5066285948.00000000,302200683.00000000,4764085266.00000000,6359424915.00000000,4755869929.00000000,974516132.00000000,3771932119.00000000,1130718027.00000000,2641214092.00000000,1203070.00000000,8218608.00000000,1603554985.00000000,915498532.00000000,688056453.00000000
2026-08-07,12114124971.00000000,8589660693.00000000,4533361503.00000000,,421987185.00000000,427633500.00000000,,,-5646315.00000000,1170531947.00000000,0.00000000,2940842370.00000000,-1008897225.00000000,,12114124971.00000000,5805488925.00000000,702723700.00000000,5102765225.00000000,302776439.00000000,4799988786.00000000,6308636046.00000000,4606268993.00000000,987201510.00000000,3609657513.00000000,1130718027.00000000,2478939486.00000000,1191213.00000000,8218757.00000000,1702367052.00000000,1028026800.00000000,674340252.00000000
2026-08-10,12222503008.00000000,8723025794.00000000,4540136085.00000000,,421535485.00000000,427633500.00000000,,,-6098015.00000000,1173790581.00000000,0.00000000,2944810018.00000000,-1040658870.00000000,,12222503008.00000000,5853896004.00000000,708152325.00000000,5145743679.00000000,299245685.00000000,4846497995.00000000,6368607004.00000000,4696943585.00000000,977183200.00000000,3710348262.00000000,1130718027.00000000,2579630234.00000000,1193836.00000000,8218287.00000000,1671663419.00000000,1032860500.00000000,638802919.00000000
2026-08-11,12412700304.00000000,8939036561.00000000,4544609877.00000000,,421390569.00000000,427633500.00000000,,,-6242931.00000000,1177206959.00000000,0.00000000,2946012350.00000000,-1070946134.00000000,,12412700304.00000000,5896182457.00000000,711275092.00000000,5184907365.00000000,301130495.00000000,4883776870.00000000,6516517847.00000000,4571916299.00000000,972622443.00000000,3590277977.00000000,1130718027.00000000,2459559949.00000000,797604.00000000,8218275.00000000,1944601547.00000000,1296676100.00000000,647925447.00000000
2026-08-12,12391470207.00000000,8959327011.00000000,4538127236.00000000,,413080679.00000000,419483439.00000000,,,-6402760.00000000,1177820859.00000000,0.00000000,2947225698.00000000,-1105984040.00000000,,12391470207.00000000,5867885661.00000000,711877705.00000000,5156007957.00000000,307215410.00000000,4848792547.00000000,6523584546.00000000,4672440699.00000000,967144456.00000000,3696268130.00000000,1130718027.00000000,2565550103.00000000,809857.00000000,8218256.00000000,1851143846.00000000,1302486200.00000000,548657646.00000000
2026-08-13,12364218648.00000000,8905843375.00000000,4544109124.00000000,,412951653.00000000,419483439.00000000,,,-6531785.00000000,1182307871.00000000,0.00000000,2948849599.00000000,-1085733851.00000000,,12364218648.00000000,5877070497.00000000,739927259.00000000,5137143238.00000000,293586705.00000000,4843556533.00000000,6487148152.00000000,4636239545.00000000,963007771.00000000,3664161545.00000000,1130718027.00000000,2533443518.00000000,851989.00000000,8218240.00000000,1850908607.00000000,1624385300.00000000,226523307.00000000
2026-08-14,12339236081.00000000,8865684517.00000000,4541541269.00000000,,412849947.00000000,419483439.00000000,,,-6633492.00000000,1179816005.00000000,0.00000000,2948875317.00000000,-1067989705.00000000,,12339236081.00000000,5891006352.00000000,735333270.00000000,5155673081.00000000,292511506.00000000,4863161576.00000000,6448229729.00000000,4809428852.00000000,978445507.00000000,3822030173.00000000,1140634359.00000000,2681395814.00000000,838422.00000000,8114750.00000000,1638800878.00000000,1406270000.00000000,232530878.00000000
2026-08-17,12398400764.00000000,8947844701.00000000,4552219971.00000000,,413361634.00000000,419483439.00000000,,,-6121805.00000000,1184487298.00000000,0.00000000,2954371039.00000000,-1101663907.00000000,,12398400764.00000000,5930848698.00000000,710753334.00000000,5220095363.00000000,294510842.00000000,4925584522.00000000,6467552067.00000000,4790732352.00000000,972458105.00000000,3809375717.00000000,1140634359.00000000,2668741358.00000000,783647.00000000,8114883.00000000,1676819715.00000000,1455846400.00000000,220973315.00000000
2026-08-18,12531634018.00000000,9074065071.00000000,4559697708.00000000,,413296450.00000000,419483439.00000000,,,-6186989.00000000,1190383238.00000000,0.00000000,2956018020.00000000,-1102128761.00000000,,12531634018.00000000,5959273503.00000000,711973800.00000000,5247299703.00000000,294209617.00000000,4953090086.00000000,6572360515.00000000,4750971777.00000000,972697490.00000000,3769370918.00000000,1140634359.00000000,2628736559.00000000,788502.00000000,8114867.00000000,1821388738.00000000,1610933000.00000000,210455738.00000000
2026-08-19,12489104912.00000000,9012051157.00000000,4558143946.00000000,,411690500.00000000,417942817.00000000,,,-6252317.00000000,1189230489.00000000,0.00000000,2957222957.00000000,-1081090191.00000000,,12489104912.00000000,5980165023.00000000,715149679.00000000,5265015344.00000000,287791389.00000000,4977223955.00000000,6508939889.00000000,4724566408.00000000,970961018.00000000,3743199466.00000000,1140634359.00000000,2602565107.00000000,2289077.00000000,8116847.00000000,1784373481.00000000,1475576800.00000000,308796681.00000000
2026-08-20,12563408690.00000000,9177788975.00000000,4561126411.00000000,,411607792.00000000,417942817.00000000,,,-6335026.00000000,1191056014.00000000,0.00000000,2958462605.00000000,-1175506696.00000000,,12563408690.00000000,6055414008.00000000,723928070.00000000,5331485938.00000000,290703699.00000000,5040782239.00000000,6507994683.00000000,4810719123.00000000,974279781.00000000,3827112399.00000000,1140634359.00000000,2686478040.00000000,1212068.00000000,8114875.00000000,1697275560.00000000,902881700.00000000,794393860.00000000
2026-08-21,12469873779.00000000,9150654657.00000000,4557913374.00000000,,416416146.00000000,422923186.00000000,,,-6507040.00000000,1182813765.00000000,0.00000000,2958683464.00000000,-1238694252.00000000,,12469873779.00000000,6133799052.00000000,723188139.00000000,5410610913.00000000,294651372.00000000,5115959541.00000000,6336074727.00000000,4781439435.00000000,993474468.00000000,3778651972.00000000,1140634359.00000000,2638017612.00000000,1198090.00000000,8114905.00000000,1554635293.00000000,1010549300.00000000,544085993.00000000
2026-08-24,12480609524.00000000,9192091030.00000000,4568739160.00000000,,421079691.00000000,427928561.00000000,,,-6848870.00000000,1183087942.00000000,0.00000000,2964571527.00000000,-1280220666.00000000,,12480609524.00000000,6210207598.00000000,725798620.00000000,5484408979.00000000,297608411.00000000,5186800568.00000000,6270401926.00000000,4910460764.00000000,989594607.00000000,3911549928.00000000,1140634359.00000000,2770915569.00000000,1201344.00000000,8114885.00000000,1359941161.00000000,840217725.00000000,519723436.00000000
2026-08-25,12557696125.00000000,9266248402.00000000,4576510563.00000000,,420998303.00000000,427928561.00000000,,,-6930258.00000000,1189498400.00000000,0.00000000,2966013860.00000000,-1285062840.00000000,,12557696125.00000000,6226597639.00000000,726312098.00000000,5500285541.00000000,297431631.00000000,5202853910.00000000,6331098485.00000000,4717434282.00000000,992223298.00000000,3716461881.00000000,1140634359.00000000,2575827522.00000000,605121.00000000,8143982.00000000,1613664204.00000000,1108587000.00000000,505077204.00000000
2026-08-26,12603390072.00000000,9307618164.00000000,4581307853.00000000,,423966368.00000000,427490724.00000000,,,-3524357.00000000,1189542593.00000000,0.00000000,2967798893.00000000,-1285535945.00000000,,12603390072.00000000,6211098501.00000000,731437637.00000000,5479660864.00000000,292825804.00000000,5186835059.00000000,6392291572.00000000,4722014826.00000000,993156088.00000000,3718903524.00000000,1140634359.00000000,2578269165.00000000,1811254.00000000,8143960.00000000,1670276746.00000000,1190321100.00000000,479955646.00000000
2026-08-27,12587932595.00000000,9274064789.00000000,4584928911.00000000,,423847843.00000000,427490724.00000000,,,-3642881.00000000,1193055678.00000000,0.00000000,2968025390.00000000,-1271061105.00000000,,12587932595.00000000,6177421354.00000000,731099840.00000000,5446321514.00000000,291669482.00000000,5154652033.00000000,6410511241.00000000,4671652009.00000000,996784191.00000000,3666404380.00000000,1140634359.00000000,2525770021.00000000,319497.00000000,8143941.00000000,1738859232.00000000,1247315600.00000000,491543632.00000000
