tarih,altin_ons_mn,altin_fiyat,altin_fiyat_kaynak,ons_kaynak,altin_deger_seviye,altin_deger_ima,altin_fiyat_etkisi,altin_miktar_etkisi,doviz_rezerv,swap_capa_revizyon,net_alim_satim,net_alim_satim_altin_haric,kumulatif
2023-02-01,26.533864928384087,1919.29,agort03,ara_deger,50.89534472668961,50.926181618398296,0.8737601720916897,0.5522145704899736,76.18960234365008,-0.0,-0.17907058701223244,-0.731285157502206,
2023-02-02,26.81672985676817,1952.22,agort03,ara_deger,51.76857581831719,52.352156360979954,-1.1957579843132906,0.5396016233333342,76.22624391099758,-0.0,1.7395568994066453,1.199955276073311,
2023-02-03,27.099594785152256,1907.63,agort03,ima,50.58614720077472,51.696,-1.0097309016947789,-0.2719625883546933,79.18313780789995,-0.2292973800000055,1.105363256644049,1.3773258449987422,
2023-02-06,26.954189016050584,1870.37,agort03,ara_deger,49.59809404334855,50.41430650995053,-0.02533693767508289,-0.09060863564392142,78.1205568706749,-0.0,0.3495694895987224,0.4401781252426438,
2023-02-07,26.905720426350022,1869.43,agort03,ara_deger,49.573167313129,50.29836093663152,0.261523602544123,-0.09107975033579753,76.93772912262088,-0.0,-0.1812858284875829,-0.09020607815178537,
2023-02-08,26.857251836649468,1879.15,agort03,ara_deger,50.92420354051886,50.46880478883985,-0.020948656432591962,-0.09104194483582442,75.0335289196204,-0.0,-0.5798205482679061,-0.4887786034320817,
2023-02-09,26.808783246948916,1878.37,agort03,ara_deger,50.90306585658643,50.35681418757144,-0.25924093399799186,-0.09057325357344001,75.42506937913592,-0.0,0.5173291625164999,0.6079024160899399,
2023-02-10,26.760314657248355,1868.7,agort03,ima,50.64101277501402,50.007,-0.2630538930807555,0.19691559959255817,74.96788597942918,-0.0,-0.5242870325565023,-0.7212026321490606,
2023-02-13,26.86624761630012,1858.87,agort03,ara_deger,50.37462375827597,49.940861706511804,-0.0891959420861147,0.06552130072284643,74.86422060989985,-0.0,0.5078599884373981,0.44233868771455165,
2023-02-14,26.901558602650717,1855.55,agort03,ara_deger,50.284653103589264,49.91718706514854,-0.3446089656999542,0.06506896698767567,73.95708538357094,-0.0,0.9939528706762846,0.928883903688609,
2023-02-15,26.9368695890013,1842.74,agort03,ara_deger,49.312302231497824,49.63764706643626,-0.050102577435539725,0.06500328855307012,74.7703808741716,-0.0,0.30163757779017386,0.23663428923710372,
2023-02-16,26.97218057535189,1840.88,agort03,ara_deger,49.26252804623535,49.652547777553785,-0.5078861602338802,0.06433838268009502,74.50278474565904,-0.0,0.1423011406211676,0.07796275794107259,
2023-02-17,27.00749156170248,1822.05,agort03,ima,48.75863132123936,49.209,0.25387042068000576,0.006711820698737602,73.80400265335712,-0.0,0.8212190020561907,0.8145071813574531,
2023-02-20,27.011156319516637,1831.45,agort03,ara_deger,49.010178279017495,49.469582241378745,0.2900998188716089,0.0022503933992118227,73.59968485878001,-0.0,-2.38621497202154,-2.388465365420752,
2023-02-21,27.012377905454684,1842.19,agort03,ara_deger,49.29758405843634,49.76193245364957,-0.07860601970487534,0.0022468385841386386,71.55640329118324,-0.0,0.6188906650114318,0.6166438264272931,
2023-02-22,27.013599491392736,1839.28,agort03,ara_deger,49.67433907960814,49.685573272528835,-0.23555858756494538,0.002236186354758833,70.89095695915765,-0.0,-0.273429172857126,-0.2756653592118848,
2023-02-23,27.014821077330787,1830.56,agort03,ara_deger,49.43883375319009,49.45225087131864,-0.26447509834706745,0.0022242270284317813,70.42620852710618,-0.0,2.2237575174382878,2.221533290409856,
2023-02-24,27.01604266326884,1820.77,agort03,ima,49.17443041080102,49.190000000000005,-0.3768737951526016,-0.15860626863555785,72.08475752823357,-0.0,-0.5723766330661151,-0.41377036443055726,
2023-02-27,26.92826066581721,1806.82,agort03,ara_deger,48.79767590351528,48.65451993621185,0.05089441265839722,-0.05292405887024286,70.64098504452897,-0.0,0.011296956243864738,0.0642210151141076,
2023-02-28,26.899,1808.71,agort03,evds_aylik,48.8487200625669,48.65249029,0.5656859699999993,0.13088548867745411,69.71230830169918,-0.0,-0.1997484211019126,-0.3306339097793667,
2023-03-01,26.970532288017672,1829.74,agort03,ara_deger,49.43233390268952,49.34906174867746,0.238419505426074,0.1315178341035303,69.34108420210879,-0.0,-0.31256102116486173,-0.444078855268392,
2023-03-02,27.042064576035344,1838.58,agort03,ara_deger,49.67115571983282,49.71899908820706,0.22688292179293923,0.13211798999999202,69.12724583394743,-0.0,-0.32181851225038705,-0.45393650225037907,
2023-03-03,27.11359686405301,1846.97,agort03,ima,49.89782031777765,50.077999999999996,0.08432328624720214,0.21325785259986962,70.36487214457514,0.3799099600000062,0.4384735924909517,0.22521573989108207,
2023-03-06,27.228866394343523,1850.08,agort03,ara_deger,49.981840210460405,50.37558113884706,-0.01742647449237639,0.07106136003349676,69.18524653847464,-0.0,0.48301363940575287,0.4119522793722561,
