tarih,f_ticari_tl,f_tuketici,f_ihtiyac,f_konut,f_mevduat_tl,f_mevduat_3a,makas,marjinal,politika_h,kredi_marj,mevduat_marj,beta_ticari_tl,r2_ticari_tl,beta_mevduat_tl,r2_mevduat_tl
2014-05-02,14.54,15.63,16.8,13.21,10.11,10.57,4.43,10.025,,4.514999999999999,-0.08499999999999908,0.7004284445573007,0.1097883136454586,0.4715785198137948,0.36603999980340907
2014-05-09,14.89,15.5,16.81,13.0,10.14,10.6,4.75,10.017999999999999,,4.872000000000002,-0.12200000000000166,0.7012500807469318,0.1094901534636753,0.47102781986062553,0.3647939050027229
2014-05-16,13.29,15.45,16.73,12.98,9.99,10.59,3.299999999999999,10.0,,3.289999999999999,0.009999999999999787,0.7091171017529586,0.10447453845400878,0.47068319634448946,0.3624208442346545
2014-05-23,14.07,15.36,16.55,12.84,9.87,10.43,4.200000000000001,9.945,,4.125,0.07500000000000107,0.7389497605893878,0.10942935154436417,0.4646530469327799,0.3506563860248365
2014-05-30,13.97,15.2,16.53,12.69,9.67,10.28,4.300000000000001,9.59,,4.380000000000001,-0.08000000000000007,0.6799318986642642,0.10561662620714218,0.46455027947012834,0.35759944685044787
2014-06-06,14.26,15.02,16.43,12.54,9.64,10.2,4.619999999999999,9.5,,4.76,-0.14000000000000057,0.6661013105343762,0.10360363673736805,0.46471706914311295,0.3589236526366968
2014-06-13,13.86,14.69,16.07,12.34,9.6,10.11,4.26,9.5,,4.359999999999999,-0.09999999999999964,0.673376848161838,0.1049973732124031,0.4647651782784914,0.3587902288537722
2014-06-20,13.94,14.47,15.67,12.25,9.57,10.08,4.369999999999999,9.5,,4.4399999999999995,-0.07000000000000028,0.6566736471932547,0.10118689608980125,0.4629476746712947,0.3565209656213576
2014-06-27,11.95,14.33,15.67,12.02,9.52,9.92,2.4299999999999997,9.336,,2.613999999999999,-0.18399999999999928,0.7314971136904161,0.11202673060427604,0.4565775579593589,0.3691830894712661
2014-07-04,12.82,14.09,15.58,11.75,9.14,9.64,3.6799999999999997,8.768,,4.052,-0.3719999999999999,0.6905025271000498,0.10612506778697206,0.4697956314933589,0.3902064438064732
2014-07-11,12.98,13.9,15.41,11.53,9.02,9.41,3.960000000000001,8.754,,4.226000000000001,-0.266,0.7212014140966337,0.11041509742436717,0.47119915248149385,0.37900803405398376
2014-07-18,13.09,13.73,15.11,11.32,8.88,9.31,4.209999999999999,8.690000000000001,,4.399999999999999,-0.1899999999999995,0.8027679818455851,0.12529905373847683,0.5258308043672003,0.4292386411013879
2014-07-25,12.56,13.74,15.17,11.24,8.62,9.06,3.9400000000000013,8.302,,4.258000000000001,-0.3179999999999996,0.8184569556916852,0.13316640984201022,0.5291216710766942,0.43987042845550484
2014-08-01,8.54,13.86,14.96,11.09,8.4,8.92,0.1399999999999988,8.25,,0.28999999999999915,-0.15000000000000036,0.9382925532014582,0.1018217217605083,0.5771952251460692,0.44972958528935214
2014-08-08,12.65,13.65,15.03,11.1,8.56,9.04,4.09,8.258,,4.392000000000001,-0.3020000000000014,0.9535717980678414,0.07819625823855891,0.5892787621592006,0.46657865197239023
2014-08-15,11.68,13.5,15.08,11.06,8.55,9.07,3.129999999999999,8.29,,3.3900000000000006,-0.26000000000000156,0.9555822099758728,0.07726280882465597,0.5961730032971757,0.5034305058787545
2014-08-22,12.93,13.43,15.09,11.01,8.56,9.08,4.369999999999999,8.294,,4.635999999999999,-0.266,0.9360561539057978,0.06850372125193394,0.6540786443485397,0.5725628663501212
2014-08-29,12.34,13.47,15.22,11.03,8.56,9.14,3.7799999999999994,8.294,,4.045999999999999,-0.266,0.9531049781303108,0.07056840084997584,0.6603556583606194,0.5850575551254216
2014-09-05,12.94,13.38,15.01,11.02,8.46,9.04,4.479999999999999,8.282,,4.6579999999999995,-0.17800000000000082,0.9586726596030639,0.07029285779246086,0.674133519181428,0.6038160031366653
2014-09-12,12.74,13.29,14.9,10.94,8.59,9.16,4.15,8.288,,4.452,-0.3019999999999996,1.0080176836698966,0.07609706949394746,0.6819774335741343,0.6036596382678624
2014-09-19,12.88,13.23,14.8,10.9,8.67,9.24,4.210000000000001,8.288,,4.5920000000000005,-0.3819999999999997,0.9932096922698679,0.0743777022399249,0.6877819762572915,0.6217908787267028
2014-09-26,10.32,13.14,14.72,10.77,8.66,9.24,1.6600000000000001,8.36,,1.9600000000000009,-0.3000000000000007,0.9530290309584455,0.06288861833377202,0.6919514473631738,0.6270767529202599
2014-10-03,12.68,12.96,14.74,10.72,8.7,9.32,3.9800000000000004,8.568000000000001,,4.111999999999998,-0.1319999999999979,1.0058419741359634,0.06661918695762914,0.6945182370890614,0.6465915239263373
2014-10-10,12.69,13.28,14.96,10.77,8.61,9.23,4.08,8.36,,4.33,-0.25,0.9755890910580097,0.06414774423595704,0.6945125235442352,0.6524688663384489
2014-10-17,13.16,13.3,14.88,10.81,8.85,9.37,4.3100000000000005,8.412,,4.747999999999999,-0.43799999999999883,0.9930163653974738,0.06582556134443229,0.6771396385499739,0.6680293796328874
2014-10-24,13.14,13.23,15.05,10.69,8.85,9.4,4.290000000000001,8.418000000000001,,4.7219999999999995,-0.4319999999999986,0.9980253527390884,0.06619334286093714,0.6679311307820397,0.6790448905290364
2014-10-31,12.72,13.25,14.92,10.77,8.78,9.35,3.9400000000000013,8.274999999999999,,4.445000000000002,-0.5050000000000008,1.0072653602772963,0.06765049686110958,0.6627190438620423,0.7048731928880356
2014-11-07,13.3,13.33,14.98,10.94,8.84,9.51,4.460000000000001,8.272,,5.0280000000000005,-0.5679999999999996,0.9896505234883526,0.0652988954474506,0.66320712643468,0.7042597177775987
2014-11-14,13.24,13.22,14.81,10.9,8.89,9.48,4.35,8.34,,4.9,-0.5500000000000007,1.0166326337138434,0.07180985351800961,0.6621081033359137,0.704613660829703
2014-11-21,12.75,13.13,14.66,10.73,8.96,9.52,3.789999999999999,8.28,,4.470000000000001,-0.6800000000000015,1.0191798786896005,0.07375464882136984,0.6608287596687928,0.7073113624628281
2014-11-28,12.84,13.07,14.27,11.08,8.96,9.53,3.879999999999999,8.276,,4.564,-0.684000000000001,1.0170548246091213,0.0735480185423587,0.6615313852509794,0.7117044039056012
2014-12-05,13.1,13.21,14.63,11.07,8.84,9.47,4.26,8.297999999999998,,4.802000000000001,-0.5420000000000016,1.0132211776475262,0.07319695036962359,0.6629871035873095,0.7146751770237931
2014-12-12,12.61,13.09,14.39,10.99,9.04,9.6,3.5700000000000003,8.472,,4.138,-0.5679999999999996,0.9950123335807587,0.07056368765084298,0.662571641308025,0.7279801320170571
2014-12-19,12.86,13.0,14.23,10.96,9.23,9.81,3.629999999999999,8.825999999999999,,4.034000000000001,-0.4040000000000017,0.9900348218709311,0.07084807565223261,0.6605501550722058,0.729290792143926
2014-12-26,11.15,13.07,14.3,11.03,9.49,10.13,1.6600000000000001,8.443999999999999,,2.7060000000000013,-1.0460000000000012,1.0884327037625645,0.08634950524562623,0.6213810871805995,0.6552557990230922
2015-01-02,13.05,13.69,14.79,10.97,9.43,10.22,3.620000000000001,8.5025,,4.547500000000001,-0.9275000000000002,1.047141007248395,0.0814897766497964,0.6228994738843902,0.6549484758415032
2015-01-09,13.29,13.89,14.96,11.08,9.22,9.85,4.0699999999999985,8.448,,4.841999999999999,-0.7720000000000002,1.042301894846296,0.08084464910371492,0.6256268950308042,0.6658166963559524
2015-01-16,11.62,13.83,14.88,11.05,9.09,9.65,2.5299999999999994,8.404,,3.2159999999999993,-0.6859999999999999,1.076712109985564,0.08288682824947513,0.6349479009094544,0.6849793824669421
2015-01-23,13.15,13.84,14.88,11.02,9.04,9.64,4.110000000000001,8.26,,4.890000000000001,-0.7799999999999994,1.0257449967273302,0.07307484571157341,0.6388115874706956,0.6976566349894802
2015-01-30,12.72,13.77,14.81,10.91,8.98,9.54,3.74,7.825999999999999,,4.894000000000002,-1.1540000000000017,0.9413564538207756,0.030714494642845813,0.47616783793803086,0.39481217136982705
2015-02-06,12.99,13.74,14.91,10.85,8.88,9.49,4.109999999999999,7.94,,5.05,-0.9400000000000004,1.205356217857735,0.024934709456865378,0.4453093495547995,0.21449982380433608
2015-02-13,12.95,13.75,15.03,10.8,9.03,9.72,3.92,8.018,,4.931999999999999,-1.0119999999999987,1.2188275506307382,0.025561203974257873,0.43756088074374816,0.21564791571481123
2015-02-20,13.0,13.61,14.79,10.79,9.1,9.69,3.9000000000000004,7.890000000000001,,5.109999999999999,-1.209999999999999,1.1900344191270966,0.02453810778103127,0.427771909350409,0.2059920535830443
2015-02-27,11.89,13.54,14.83,10.75,9.09,9.7,2.8000000000000007,7.85,,4.040000000000001,-1.2400000000000002,1.252860913898962,0.0266268561315387,0.4222925745921151,0.20075262056231724
2015-03-06,13.05,13.44,14.73,10.76,9.07,9.69,3.9800000000000004,7.676,,5.3740000000000006,-1.3940000000000001,1.0774253980932795,0.019569637941550533,0.3980974071728254,0.19849502289636667
2015-03-13,13.28,13.22,14.71,10.75,9.24,9.89,4.039999999999999,7.9159999999999995,,5.364,-1.3240000000000007,1.0596629103495268,0.020105448974030438,0.4139964690190724,0.2202725845619602
2015-03-20,13.21,13.23,14.61,10.81,9.34,9.96,3.870000000000001,7.787999999999999,,5.4220000000000015,-1.5520000000000005,1.052998828152849,0.01991675166351492,0.39454120732615533,0.21176598747035047
2015-03-27,11.78,13.48,14.65,10.95,9.4,10.0,2.379999999999999,7.734,,4.045999999999999,-1.6660000000000004,1.0412839188222478,0.0190295622477219,0.38518825086094677,0.211879181099919
2015-04-03,13.39,13.57,14.79,10.96,9.42,10.05,3.9700000000000006,7.926,,5.464,-1.4939999999999998,1.285923103475707,0.029246185172024042,0.3777609040694697,0.21659812789003963
2015-04-10,13.15,13.57,14.78,10.96,9.5,10.07,3.6500000000000004,7.8340000000000005,,5.316,-1.6659999999999995,1.2272715856226517,0.026851870983755965,0.36356249067678625,0.20428263089650378
2015-04-17,12.94,13.48,14.65,10.96,9.52,10.04,3.42,8.07,,4.869999999999999,-1.4499999999999993,1.1306270667384202,0.024021235994275192,0.3557377926346049,0.22039807126003252
2015-04-24,13.28,13.75,15.13,10.98,9.5,10.12,3.7799999999999994,8.2125,,5.067499999999999,-1.2874999999999996,1.161549390344645,0.025843139174822394,0.34982216479471623,0.21823729319050023
2015-05-01,13.1,13.8,15.24,11.18,9.63,10.28,3.469999999999999,8.2575,,4.842499999999999,-1.3725000000000005,1.149261935682977,0.02537850054503543,0.3579383782199776,0.22554540620347674
2015-05-08,13.99,14.12,15.4,11.46,9.71,10.29,4.279999999999999,8.286,,5.704000000000001,-1.4240000000000013,1.1780533252820446,0.02648612643912107,0.36017620129972644,0.22715157194974023
2015-05-15,12.51,14.21,15.45,11.58,9.72,10.31,2.789999999999999,8.246,,4.263999999999999,-1.4740000000000002,1.200937431023513,0.027650212702337362,0.3616350095225713,0.23451069470221408
2015-05-22,13.49,14.47,15.56,11.63,9.48,10.13,4.01,8.235,,5.255000000000001,-1.245000000000001,1.2271723226727225,0.028740667046411095,0.3565063797334297,0.2170867210232179
2015-05-29,13.39,14.25,15.5,11.6,9.58,10.21,3.8100000000000005,8.274,,5.116000000000001,-1.306000000000001,1.2913263085067932,0.029667631018144514,0.34195026574304843,0.19214944834383463
2015-06-05,13.78,14.16,15.44,11.63,9.66,10.27,4.119999999999999,8.274,,5.506,-1.386000000000001,1.3158946929010256,0.030698308259569984,0.34289352271053186,0.19142785305576993
2015-06-12,14.17,14.26,15.53,11.71,9.71,10.3,4.459999999999999,8.45,,5.720000000000001,-1.2600000000000016,1.3405526574489963,0.032746011814820064,0.3409992108115856,0.19441962066923946
2015-06-19,14.49,14.96,16.3,11.98,9.87,10.52,4.620000000000001,8.598,,5.8919999999999995,-1.2719999999999985,1.3500263023787638,0.03380758178019494,0.35284945422629893,0.20656344362053014
2015-06-26,11.85,14.48,15.43,12.14,9.88,10.52,1.9699999999999989,8.456,,3.394,-1.4240000000000013,1.381225404314239,0.03394286258879331,0.3482944345653693,0.20116332241423862
2015-07-03,14.32,14.55,15.59,12.18,9.99,10.68,4.33,8.522,,5.798,-1.468,2.3266920305906504,0.07150146710168759,0.25729682450748614,0.10379762010847748
2015-07-10,14.14,14.72,15.67,12.27,9.91,10.45,4.23,8.612,,5.5280000000000005,-1.298,2.2938030354835472,0.0699997313462043,0.24632571744359738,0.09708993346644212
2015-07-17,14.76,14.95,15.82,12.29,8.56,9.425,6.199999999999999,8.3325,,6.4275,-0.22750000000000092,2.031195157833894,0.058070144602602625,0.5276545914194939,0.13482473097891523
2015-07-24,14.01,14.85,15.64,12.33,9.93,10.52,4.08,8.404,,5.606,-1.5259999999999998,2.0470442821406905,0.05193884654468717,0.5941394751722422,0.08884032444681678
2015-07-31,11.21,14.8,15.79,12.33,10.0,10.66,1.2100000000000009,8.541999999999998,,2.668000000000003,-1.458000000000002,1.4678259118452808,0.029945586532766133,0.5786644613780815,0.08662641105358537
2015-08-07,14.43,14.8,15.79,12.42,9.99,10.7,4.4399999999999995,8.49,,5.9399999999999995,-1.5,1.2885937598611632,0.025196553885767692,0.5786346589853502,0.08719189760376433
2015-08-14,14.61,14.77,15.85,12.42,10.1,10.75,4.51,8.542,,6.068,-1.5579999999999998,1.3177133825405256,0.026755942497883045,0.5822898886982731,0.088309706076248
2015-08-21,14.64,14.92,16.04,12.57,10.06,10.79,4.58,8.725999999999999,,5.9140000000000015,-1.3340000000000014,1.2817171199934638,0.026571833344102957,0.5553303034892919,0.08252039963709035
2015-08-28,14.96,15.36,16.5,12.93,10.28,11.05,4.6800000000000015,8.792,,6.168000000000001,-1.4879999999999995,1.2871195984104526,0.026994452838591587,0.5629950772763558,0.08436082072220086
2015-09-04,15.36,15.57,16.6,13.3,10.19,10.98,5.17,8.722,,6.638,-1.468,1.266494430380232,0.026337086480865857,0.5661927793231941,0.08580702583477462
2015-09-11,14.57,15.73,16.9,13.44,10.28,11.11,4.290000000000001,8.89,,5.68,-1.3899999999999988,1.1266911487806737,0.021105753959074658,0.5621745988674413,0.08655783919313731
2015-09-18,15.71,16.12,17.08,13.81,10.58,11.38,5.130000000000001,8.874,,6.836,-1.7059999999999995,1.1014040287300861,0.01984452245276247,0.5561112348444801,0.08341273638905045
2015-09-25,17.01,16.54,17.05,13.74,11.135,11.675,5.875000000000002,8.973333333333334,,8.036666666666667,-2.1616666666666653,1.3240866175938237,0.031204522000317647,0.5951510189707377,0.09044938615646814
2015-10-02,16.34,16.41,17.39,14.08,10.8,11.67,5.539999999999999,8.972,,7.368,-1.8280000000000012,0.9832254495274384,0.017853857173968368,0.6200470754152266,0.09203729991612886
2015-10-09,16.13,16.76,17.68,14.26,10.64,11.49,5.489999999999998,8.806000000000001,,7.323999999999998,-1.8339999999999996,1.0296087442423663,0.01927268673472382,0.6351330389673535,0.09471850039372798
2015-10-16,14.81,16.81,17.81,14.35,10.52,11.41,4.290000000000001,8.815999999999999,,5.9940000000000015,-1.7040000000000006,1.012646325628248,0.018112550995089127,0.6279606906385998,0.09277468537170352
2015-10-23,15.73,16.88,17.87,14.41,10.46,11.31,5.27,8.792,,6.938000000000001,-1.668000000000001,0.9869576277680254,0.01701383578537541,0.6299375937868787,0.09329738326404524
2015-10-30,16.23,16.84,17.74,14.41,10.4,11.1,5.83,8.8125,,7.4175,-1.5875000000000004,0.9460601130539594,0.015321636202441091,0.628129731826168,0.0909030014650759
2015-11-06,16.04,16.74,17.71,14.29,10.46,11.15,5.579999999999998,8.709999999999999,,7.33,-1.7500000000000018,0.9665392799760345,0.016224972680608074,0.6185425252712061,0.08914269398732544
2015-11-13,15.88,16.8,17.73,14.24,10.46,11.14,5.42,8.714,,7.166,-1.7460000000000004,0.9765042355543361,0.01649903079175452,0.6196146237467628,0.08915039645251277
2015-11-20,15.86,16.56,17.46,14.11,10.44,11.09,5.42,8.726,,7.133999999999999,-1.7139999999999986,0.9466801356401582,0.015513017525515482,0.6245209490016391,0.09017704517992464
2015-11-27,13.98,16.2,17.14,13.86,10.45,11.15,3.530000000000001,8.72,,5.26,-1.7299999999999986,0.9725855150167836,0.015477391094502968,0.6244098692381882,0.09015832736820528
2015-12-04,15.85,16.36,17.36,13.98,10.37,11.11,5.48,8.716,,7.134,-1.654,0.9493972042067488,0.01405662994916168,0.6275032540575879,0.09124857650425067
2015-12-11,15.04,16.36,17.28,13.97,10.59,11.33,4.449999999999999,8.774,,6.266,-1.8160000000000007,1.0147341561679881,0.015590059989802674,0.6248417795778346,0.08826307994016735
2015-12-18,16.1,16.38,17.31,14.0,10.88,11.74,5.220000000000001,8.848,,7.252000000000001,-2.032,1.1426441089692096,0.01736070202360518,0.6627340730861235,0.08762389544743077
2015-12-25,15.78,16.42,17.37,14.07,10.97,11.93,4.809999999999999,8.815999999999999,,6.964,-2.1540000000000017,0.5180121365001228,0.0031509938395422044,0.8902308666554863,0.13513732046925042
2016-01-01,16.02,16.31,17.29,14.08,11.15,12.17,4.869999999999999,8.8,,7.219999999999999,-2.3499999999999996,0.39708841468855904,0.0019395671482168586,0.8943667149071515,0.13562391874878632
2016-01-08,16.28,16.74,17.66,14.24,10.85,11.68,5.4300000000000015,8.803999999999998,,7.476000000000003,-2.046000000000001,0.4121393568053314,0.0020796019953407407,0.8811093304964878,0.1296258636444072
2016-01-15,14.31,16.75,17.67,14.29,10.73,11.56,3.58,8.870000000000001,,5.4399999999999995,-1.8599999999999994,0.1545016166309413,0.00028757675754631506,0.8590270392904447,0.12339440801994106
2016-01-22,15.87,16.73,17.62,14.34,10.78,11.68,5.09,8.946000000000002,,6.923999999999998,-1.8339999999999979,0.5749693047798496,0.0038793768153282393,0.8658786024961045,0.12244730842597429
2016-01-29,16.05,16.9,17.81,14.41,10.75,11.72,5.300000000000001,9.038,,7.0120000000000005,-1.7119999999999997,0.4089357308988706,0.0014697418678414342,1.0796275827582902,0.14223801719799722
2016-02-05,16.33,17.0,17.9,14.47,10.87,11.76,5.459999999999999,8.966,,7.363999999999999,-1.904,0.34190118987767437,0.0010276560907718224,1.0873736649791121,0.14468056075107527
2016-02-12,16.49,17.08,17.99,14.5,10.99,11.93,5.499999999999998,9.059999999999999,,7.43,-1.9300000000000015,0.3629753738754431,0.0011624684332685042,1.0827315237580066,0.14414058334152346
2016-02-19,16.72,16.94,17.87,14.38,11.06,11.9,5.659999999999998,9.102,,7.6179999999999986,-1.9580000000000002,0.3775798022145615,0.0012104326089433792,1.1344560704230076,0.1523283907420243
2016-02-26,14.4,17.01,18.01,14.43,11.15,12.05,3.25,9.094,,5.306000000000001,-2.056000000000001,0.38107332287563034,0.0011521304619649397,1.132217358374913,0.1509030539809939
2016-03-04,16.63,17.01,18.04,14.46,10.97,11.92,5.659999999999998,9.04,,7.59,-1.9300000000000015,0.4948008010934898,0.001741477175705275,1.2142385937631428,0.1617831698912373
2016-03-11,15.94,17.06,18.1,14.45,10.98,11.86,4.959999999999999,9.006,,6.933999999999999,-1.9740000000000002,0.5522256681173416,0.00197692219974821,1.2657481771352463,0.16195836638490713
2016-03-18,16.86,16.96,17.96,14.46,11.07,12.0,5.789999999999999,8.943999999999999,,7.916,-2.1260000000000012,0.37629978010086057,0.0008804599671048408,1.3182053221366277,0.17014760141601715
2016-03-25,16.1,16.98,18.01,14.44,11.03,11.82,5.070000000000002,8.922,,7.178000000000001,-2.1079999999999988,0.21237726097083715,0.00028403025248890934,1.340563843839759,0.17435964089181655
2016-04-01,16.63,16.88,17.92,14.44,11.08,12.02,5.549999999999999,8.86,,7.77,-2.2200000000000006,-0.45487962691220973,0.0012768870189698855,1.4099581271674264,0.18351909932598853
2016-04-08,16.42,16.95,17.95,14.46,10.97,11.84,5.450000000000001,8.768,,7.652000000000001,-2.202,-0.4622992784243686,0.001319197923620008,1.4569492534110866,0.19526085449087172
2016-04-15,15.17,16.85,17.88,14.33,10.84,11.62,4.33,8.698,,6.4719999999999995,-2.1419999999999995,-0.0910159040326475,4.5323270339125976e-05,1.6441855428664263,0.22426413186388672
2016-04-22,15.96,16.85,17.86,14.27,10.64,11.42,5.32,8.628,,7.332000000000001,-2.0120000000000005,-0.3442849106458551,0.0006266247895454491,1.7513707427831786,0.24499540410308152
2016-04-29,15.68,16.62,17.66,14.13,10.54,11.28,5.140000000000001,8.53,,7.15,-2.01,-0.22793607090121923,0.0002810869910898628,1.7306973359164626,0.24491979420967336
2016-05-06,15.96,16.52,17.53,14.04,10.47,11.3,5.49,8.584,,7.376000000000001,-1.886000000000001,-0.24678393877395702,0.0003339649850438997,1.7088612344841496,0.23970170182376227
2016-05-13,16.18,16.46,17.56,13.95,10.54,11.25,5.640000000000001,8.542,,7.638,-1.9979999999999993,-0.44015450200722095,0.0010975973219724544,1.700997985627075,0.23746696442632498
2016-05-20,15.9,16.52,17.51,13.91,10.54,11.3,5.360000000000001,8.4975,,7.4025,-2.0424999999999986,-0.3589302600999154,0.0007415502556107345,1.6834967444165971,0.23708258969625506
2016-05-27,13.95,16.43,17.46,13.93,10.43,11.23,3.5199999999999996,8.42,,5.529999999999999,-2.01,0.048786113258636285,1.3154414645555335e-05,1.679841411206089,0.2387142486388325
2016-06-03,15.82,16.34,17.42,13.93,10.3,11.12,5.52,8.437999999999999,,7.3820000000000014,-1.8620000000000019,0.11879878138438835,7.475439208237677e-05,1.6741603829227005,0.236423553839192
2016-06-10,14.96,16.23,17.38,13.77,10.3,11.11,4.66,8.443999999999999,,6.516000000000002,-1.8560000000000016,-0.04839607879924656,1.1391911394653675e-05,1.79029800240526,0.25042641676110255
2016-06-17,15.43,16.32,17.25,13.85,10.28,11.05,5.15,8.362,,7.068,-1.9179999999999993,-0.2747604127528632,0.0003510046439543224,1.814565618259735,0.2473853714635076
2016-06-24,15.06,16.37,17.27,13.79,10.12,10.97,4.940000000000001,8.268,,6.792,-1.8519999999999985,-1.224402793851211,0.00742551843868966,1.9144385140495257,0.2655923883441149
2016-07-01,15.31,16.27,17.22,13.74,10.19,10.97,5.120000000000001,8.212,,7.098000000000001,-1.9779999999999998,-1.7530393453196824,0.01647071921880139,1.8965476097891196,0.2592554086960581
2016-07-08,16.56,17.1,17.47,13.61,9.67,10.37,6.889999999999999,8.225,,8.334999999999999,-1.4450000000000003,-1.6687489256351993,0.014231999047319532,1.9388026217238408,0.2504675408506336
2016-07-15,14.0,16.52,17.28,13.64,10.09,10.81,3.91,8.181999999999999,,5.818000000000001,-1.9080000000000013,-1.1472670925689257,0.004823937334106354,1.0221030070590866,0.08136788168812314
2016-07-22,14.94,16.25,17.38,13.63,9.92,10.69,5.02,8.081999999999999,,6.8580000000000005,-1.838000000000001,-1.2525100286334196,0.005795912384904733,0.6951213643156553,0.07991387366397118
2016-07-29,15.17,16.42,17.57,13.72,9.89,10.76,5.279999999999999,8.016,,7.154,-1.8740000000000006,0.2569244807477762,0.0002557808641158177,0.7100664734250881,0.0780596789414294
2016-08-05,15.42,16.59,17.59,13.79,9.89,10.76,5.529999999999999,8.03,,7.390000000000001,-1.8600000000000012,0.8113441276008712,0.0029968889239981866,0.7124443747609605,0.0781970176251624
2016-08-12,15.5,16.54,17.6,13.31,9.87,10.75,5.630000000000001,8.008,,7.492000000000001,-1.862,0.780039019650186,0.002731306659298105,0.6956934455355589,0.07405567676545177
2016-08-19,15.06,16.03,17.45,12.26,9.94,10.73,5.120000000000001,8.008,,7.052000000000001,-1.9320000000000004,0.8798077590594963,0.002929200834212331,0.8605176127352411,0.09563122767300891
2016-08-26,12.71,15.64,17.44,12.07,10.01,10.84,2.700000000000001,7.95,,4.760000000000001,-2.0599999999999996,1.2543801671562442,0.0053124597587210776,0.7767531029618715,0.07831949167005792
2016-09-02,15.5,15.56,17.46,12.03,9.78,10.67,5.720000000000001,7.9075,,7.5925,-1.8724999999999996,1.0128894823219574,0.003041336039636522,0.7922124253731964,0.07846378005400423
2016-09-09,15.01,15.43,17.45,12.02,10.05,10.83,4.959999999999999,7.890000000000001,,7.119999999999999,-2.16,2.0908279673638868,0.010831282497531625,0.8477567057559904,0.07172347925704359
2016-09-16,12.17,17.01,17.73,12.27,9.48,10.07,2.6899999999999995,7.84,,4.33,-1.6400000000000006,2.5579924310980795,0.014877517885082958,0.9363692004397635,0.07816989643466521
2016-09-23,14.87,15.67,17.25,12.07,10.08,10.87,4.789999999999999,7.824,,7.045999999999999,-2.2560000000000002,1.8367940413094173,0.006518127523456929,0.5982104656750751,0.02839288599586276
2016-09-30,14.71,15.28,16.79,12.05,10.02,10.88,4.690000000000001,7.781999999999999,,6.928000000000002,-2.2380000000000004,1.9392842674135855,0.007297674113720509,0.6469356272738893,0.03495452467367666
2016-10-07,15.04,15.58,16.73,12.15,9.89,10.8,5.149999999999999,7.748,,7.291999999999999,-2.1420000000000003,2.007294931265749,0.0067708722491137685,0.6012587947284324,0.026287820497649328
2016-10-14,15.02,15.55,16.8,12.12,9.83,10.76,5.1899999999999995,7.7620000000000005,,7.257999999999999,-2.0679999999999996,2.2946049082606588,0.00905888894554352,0.6121966411532636,0.027440326866461917
2016-10-21,14.48,15.42,16.62,12.1,9.7,10.53,4.780000000000001,7.764,,6.716,-1.935999999999999,2.227924986282597,0.008633858895579993,0.5898872979437516,0.025409047129162365
2016-10-28,14.59,15.43,16.73,12.09,9.75,10.53,4.84,7.784000000000001,,6.805999999999999,-1.9659999999999993,2.112239295577919,0.00778412818379981,0.6224985254811305,0.028259131381623726
2016-11-04,14.74,15.15,16.43,12.0,9.77,10.56,4.970000000000001,7.794,,6.946000000000001,-1.976,2.1482286220435642,0.007682974966806255,0.7068182966593742,0.034846817941941444
2016-11-11,13.55,14.85,16.08,11.71,9.68,10.42,3.870000000000001,7.806,,5.744000000000001,-1.8739999999999997,1.8993710729093851,0.005924494406097769,0.6849841508951034,0.03273250162672092
2016-11-18,13.77,14.7,15.87,11.58,9.64,10.54,4.129999999999999,7.816,,5.954,-1.8240000000000007,1.951546741510605,0.00624356434900164,0.6814221386053216,0.03235423111693303
2016-11-25,13.93,14.63,15.96,11.48,9.5,10.17,4.43,7.936,,5.994,-1.564,2.00350814526219,0.007857729546950076,0.4813147263703902,0.018298592195931107
2016-12-02,14.66,14.92,16.49,11.44,9.59,10.35,5.07,8.203999999999999,,6.456000000000001,-1.386000000000001,2.156572823547394,0.014506583475313195,0.4487585494013909,0.024249071315564308
2016-12-09,14.48,14.84,16.37,11.42,9.57,10.43,4.91,8.283999999999999,,6.1960000000000015,-1.2860000000000014,2.293659571624266,0.016799101061696353,0.3712450295719644,0.01736808567266701
2016-12-16,13.55,14.63,15.94,11.4,9.45,10.49,4.100000000000001,8.274,,5.276000000000002,-1.1760000000000002,1.95419842590917,0.011880965291307666,0.2645745445217843,0.008987259779385193
2016-12-23,14.15,14.65,16.09,11.43,9.6,10.51,4.550000000000001,8.282,,5.868,-1.3179999999999996,1.9819093584558627,0.012158194909663633,0.29069342285176336,0.010735145618276043
2016-12-30,14.53,14.51,16.11,11.43,9.64,10.64,4.889999999999999,8.282,,6.247999999999999,-1.3580000000000005,2.0070221948807063,0.012455587005044677,0.2991536399963072,0.011627935176793724
2017-01-06,14.01,14.8,16.22,11.43,9.5,10.49,4.51,8.283999999999999,,5.726000000000001,-1.216000000000001,1.962931741853883,0.011887450160726676,0.31026226229817094,0.01296998779485714
2017-01-13,14.12,14.83,16.16,11.45,9.43,10.49,4.6899999999999995,8.330000000000002,,5.789999999999997,-1.0999999999999979,2.6935291269744033,0.023334521313161605,0.33531737928612926,0.015032626185978448
2017-01-20,14.45,15.07,16.42,11.47,9.49,10.5,4.959999999999999,9.01,,5.4399999999999995,-0.4800000000000004,1.0302061087311283,0.010949764103063586,0.18458293121673364,0.014094358284299169
