tarih,zk_taban_tl,zk_taban_dth,zk_taban_toplam,dth_usd,dth_tl,katilim_tl,katilim_yp_usd,f_ticari_tl,f_tuketici,f_ihtiyac,f_konut,f_mevduat_tl,f_mevduat_3a
2024-04-26,7865724147.0,6091415179.26,13957139326.26,187701.34,6091415.24,662096.04,23652.76,67.2,77.0,81.31,44.7,60.31,68.06
2024-05-03,7951767584.0,5934993259.52,13886760843.52,184046.78,5934993.42,661847.03,23266.41,65.92,75.95,79.9,44.02,61.05,68.03
2024-05-10,8025490587.0,5827640860.88,13853131447.88,181244.93,5827640.76,664398.78,22769.38,65.6,75.93,79.21,44.66,60.53,68.18
2024-05-17,8312712088.0,5780735194.82,14093447282.82,179559.4,5780735.39,691337.08,22972.9,64.37,74.34,78.04,44.88,58.68,63.71
2024-05-24,8439371533.0,5728512128.74,14167883661.74,178207.39,5728512.29,694906.37,22587.48,63.82,73.18,76.94,44.93,58.06,61.77
2024-05-31,8401257341.0,5627440979.09,14028698320.09,175124.74,5627441.01,703663.36,22566.53,64.25,71.39,75.93,44.98,57.54,61.0
2024-06-07,8556581431.0,5607637033.18,14164218464.18,174191.87,5607637.0,699251.47,22435.43,63.97,72.46,75.02,44.84,57.57,60.95
2024-06-14,8807767823.0,5522408917.71,14330176740.71,170140.67,5522408.95,724248.09,22276.35,61.64,70.83,73.56,44.35,57.1,60.28
2024-06-21,8892994867.0,5644981429.16,14537976296.16,172202.85,5644981.56,712217.26,22581.41,65.94,75.8,76.5,44.58,56.15,58.38
2024-06-28,8870288471.0,5628386488.98,14498674959.98,171460.19,5628386.49,724346.42,22355.91,62.38,71.35,74.56,44.16,56.36,59.17
2024-07-05,8870840132.0,5563886293.62,14434726425.62,170513.92,5563886.33,696055.79,22113.19,63.14,74.82,76.92,44.26,56.55,59.45
2024-07-12,8931702791.0,5641038315.94,14572741106.94,171424.19,5641038.51,722413.44,22251.07,62.65,75.26,77.9,44.24,56.16,59.56
2024-07-19,9120232945.0,5696962258.65,14817195203.65,172613.26,5696962.46,695188.06,22313.88,61.88,73.69,75.74,44.17,55.77,59.27
2024-07-26,9198322409.0,5697676315.33,14895998724.33,172873.74,5697676.32,722493.05,22400.53,61.84,71.63,74.33,43.72,55.75,59.25
2024-08-02,9193628458.0,5726796083.42,14920424541.42,173138.96,5726796.15,699724.16,22323.66,62.32,71.47,73.93,43.64,55.79,59.09
2024-08-09,9145477024.0,5884795449.88,15030272473.88,175877.64,5884795.55,714357.34,22749.65,61.05,72.32,74.59,43.48,55.2,58.48
2024-08-16,9283385352.0,5932897811.16,15216283163.16,176518.13,5932897.81,703612.37,22767.48,60.5,71.2,73.68,43.56,55.33,59.23
2024-08-23,9320357763.0,6110034076.69,15430391839.69,180309.86,6110034.08,730497.19,23416.78,59.31,70.36,73.22,43.49,55.47,59.06
2024-08-30,9335653009.0,6103310858.73,15438963867.73,179915.01,6103310.72,702588.29,23230.28,59.73,69.5,72.24,43.48,55.29,59.36
2024-09-06,9245242473.0,6108101355.93,15353343828.93,180213.47,6108101.36,720970.55,23562.47,60.93,68.82,71.65,43.25,55.95,59.27
2024-09-13,9276932876.0,6012709446.19,15289642322.19,177807.17,6012709.58,692815.7,23470.12,59.47,69.81,73.65,43.22,56.15,60.18
2024-09-20,9527452481.0,6105444506.67,15632896987.67,179819.94,6105444.4,745993.49,23758.85,57.81,68.32,71.47,43.2,56.26,59.84
2024-09-27,9685427206.0,6089417543.02,15774844749.02,178627.68,6089417.65,739058.26,23828.13,59.57,67.52,70.84,42.93,56.11,59.5
2024-10-04,9550291679.0,6057659664.1,15607951343.1,177436.88,6057659.56,739184.56,23983.5,60.73,67.76,71.09,41.76,56.26,59.76
2024-10-11,9558500439.0,5958403243.5,15516903682.5,174413.56,5958403.14,717002.48,23566.01,60.03,67.48,71.71,41.61,55.94,59.19
2024-10-18,9789697008.0,6028977588.0,15818674596.0,176396.28,6028977.79,757511.85,23886.46,59.02,67.09,71.08,41.41,56.06,59.64
2024-10-25,9869745037.0,5996681298.9,15866426335.9,175397.97,5996681.2,746591.77,23803.47,59.47,65.78,70.35,41.29,55.82,59.47
2024-11-01,9937647384.0,5984089137.51,15921736521.51,174852.71,5984089.17,754471.44,23774.69,60.34,66.04,69.66,41.36,56.02,58.98
2024-11-08,9877457827.0,5933804602.95,15811262429.95,173192.13,5933804.67,733522.21,23796.98,60.73,66.56,70.46,41.33,55.48,59.01
2024-11-15,10172563134.0,5895883264.5,16068446398.5,171724.92,5895883.09,760689.36,23212.35,57.85,66.36,70.38,40.88,55.99,58.97
2024-11-22,10059387985.0,5921498333.46,15980886318.46,171815.92,5921498.33,748684.77,23741.2,59.9,66.09,70.69,41.28,56.06,59.3
2024-11-29,10141877904.0,5928313775.23,16070191679.23,171440.62,5928313.6,766279.59,23739.42,59.78,65.14,70.31,41.33,55.93,59.18
2024-12-06,10132023257.0,5808284088.03,15940307345.03,167382.33,5808283.91,740118.91,23745.65,61.25,65.84,69.77,41.11,55.94,59.54
2024-12-13,10395307007.0,5845861697.13,16241168704.13,167685.3,5845861.73,768822.07,23995.13,59.69,64.81,68.85,41.23,56.21,59.24
2024-12-20,10514132875.0,5847465097.03,16361597972.03,166775.48,5847465.06,763664.13,23957.89,60.27,64.95,69.23,41.01,56.54,59.45
2024-12-27,10780308486.0,5911433819.37,16691742305.37,168240.52,5911433.64,813122.62,24189.01,59.63,65.1,70.08,40.87,55.68,59.16
2025-01-03,10644406291.0,5901992437.66,16546398728.66,167332.72,5901992.33,778604.59,24286.62,62.19,69.09,72.5,40.71,54.58,56.88
2025-01-10,10744563738.0,5874575549.39,16619139287.39,166250.91,5874575.73,811217.86,24275.36,60.01,67.07,69.98,40.87,53.55,55.64
2025-01-17,10799033202.0,5922303507.83,16721336709.83,167240.49,5922303.44,790552.75,24252.38,59.09,65.47,68.3,40.41,52.87,55.0
2025-01-24,10977918487.0,6063343420.7,17041261907.7,170321.51,6063343.46,838317.69,24585.09,60.04,63.76,67.09,40.46,51.83,53.58
2025-01-31,10618391689.0,6017233755.62,16635625444.62,168253.05,6017233.68,796561.57,24596.43,57.95,61.05,63.84,40.23,50.61,52.5
2025-02-07,10790791533.0,6162777831.04,16953569364.04,171638.83,6162777.94,824776.75,25253.54,57.08,62.28,64.62,40.05,50.64,52.5
2025-02-14,10851891176.0,6235183773.42,17087074949.42,172691.08,6235184.21,804997.6,25497.96,56.07,61.47,64.13,40.03,50.13,52.11
2025-02-21,10973793023.0,6405925834.33,17379718857.33,176442.62,6405925.73,844366.41,25989.69,56.57,60.88,63.11,39.96,50.17,51.76
2025-02-28,10861048305.0,6295654169.33,17156702474.33,173046.91,6295654.17,800162.23,25642.09,55.25,61.49,64.76,39.86,50.05,52.03
2025-03-07,11101406649.0,6486809168.44,17588215817.44,178624.68,6486808.99,830127.58,26545.45,57.02,61.85,64.12,39.85,49.18,51.45
2025-03-14,11154250765.0,6551715488.9,17705966253.9,179327.09,6551715.38,815183.16,26962.51,55.2,60.62,62.73,39.63,48.35,49.91
2025-03-21,11233969642.0,7060286489.02,18294256131.02,186532.34,7060286.34,864370.39,27965.47,57.98,61.03,63.74,39.25,48.77,49.98
2025-03-28,11495847419.0,7063391371.92,18559238790.92,187032.42,7063391.56,835431.53,27730.67,60.4,66.5,72.45,38.79,51.41,53.59
2025-04-04,11205754026.0,7262093071.43,18467847097.43,191882.81,7262092.92,867952.25,28228.5,63.58,65.92,67.85,39.42,51.57,53.75
2025-04-11,11160093179.0,7326117109.53,18486210288.53,193264.01,7326117.03,839143.64,28397.09,60.51,66.82,69.67,39.59,51.93,54.6
2025-04-18,11312647597.0,7502785484.31,18815433081.31,197425.09,7502785.44,887817.21,28855.82,60.99,66.6,70.58,39.59,53.35,55.68
2025-04-25,11283166392.0,7539396454.81,18822562846.81,197131.59,7539396.56,854039.4,29010.89,62.63,67.56,73.09,39.65,54.27,56.58
2025-05-02,11376925040.0,7504052765.54,18880977805.54,195573.38,7504052.8,878286.65,28849.05,63.33,69.42,74.03,40.0,55.86,57.9
2025-05-09,11411816206.0,7506498025.18,18918314231.18,194607.5,7506497.94,886992.81,28679.74,64.13,70.58,74.59,41.65,56.48,58.3
2025-05-16,11621600003.0,7463440454.96,19085040457.96,193381.44,7463440.68,916856.78,28570.57,58.86,69.99,73.52,42.73,56.95,59.24
2025-05-23,11703541936.0,7580822278.8,19284364214.8,195294.44,7580822.39,900667.57,28940.06,62.83,68.55,71.23,42.76,56.94,59.21
2025-05-30,11773661625.0,7551824332.62,19325485957.62,193326.2,7551824.29,921218.86,28609.84,61.51,69.67,73.39,43.56,57.24,59.32
2025-06-06,11873885387.0,7530070285.43,19403955672.43,192794.47,7530070.05,935074.11,28670.99,64.88,69.61,72.05,43.61,57.36,59.6
2025-06-13,12001445663.0,7743452406.8,19744898069.8,197262.3,7743452.68,950537.06,29195.0,63.95,68.57,70.89,43.49,56.69,58.64
2025-06-20,12182267327.0,7767758157.58,19950025484.58,196448.2,7767758.24,949819.59,28962.45,62.92,68.37,70.95,43.55,56.4,58.59
2025-06-27,12382037544.0,7855266903.28,20237304447.28,197654.56,7855266.74,982176.8,29277.56,61.02,66.13,69.12,43.23,56.19,57.8
2025-07-04,12232289366.0,7702108442.34,19934397808.34,194109.47,7702108.64,955962.47,28708.02,62.71,66.79,69.43,43.08,56.06,57.86
2025-07-11,12307738678.0,7816691689.29,20124430367.29,195380.17,7816691.77,990482.36,28855.62,61.3,67.61,70.57,42.7,54.72,57.03
2025-07-18,12511888308.0,7899457157.71,20411345465.71,196366.16,7899457.16,962514.99,29062.93,60.63,65.56,67.57,42.57,54.65,56.66
2025-07-25,12733812065.0,8016215286.72,20750027351.72,198426.08,8016215.25,1012427.84,29363.59,58.71,63.01,65.17,41.9,52.52,54.97
2025-08-01,12673272829.0,7868982832.52,20542255661.52,194204.76,7868982.47,997849.94,28516.63,57.6,61.47,63.74,41.37,51.4,52.56
2025-08-08,12711875162.0,8045252145.65,20757127307.65,198382.22,8045252.19,1013103.65,29480.7,58.04,63.43,65.96,40.7,51.0,52.32
2025-08-15,12967615508.0,8012999690.91,20980615198.91,196728.3,8012999.57,988189.95,29246.44,56.55,62.15,64.73,40.14,50.5,51.55
2025-08-22,12866535003.0,8084658194.52,20951193197.52,197907.46,8084658.44,1039189.07,29414.07,56.26,63.34,66.23,40.03,50.41,51.68
2025-08-29,12906760999.0,8016904690.86,20923665689.86,195801.22,8016904.61,1050491.05,29445.7,53.85,62.58,65.83,39.56,50.49,51.64
2025-09-05,12834783782.0,8224559070.8,21059342852.8,200125.53,8224558.87,1038056.57,30245.24,57.26,62.82,65.66,39.28,50.1,51.0
2025-09-12,12706414652.0,8405940927.8,21112355579.8,203983.13,8405940.72,994519.86,30511.79,55.46,62.02,64.85,39.15,49.27,50.89
2025-09-19,13128370722.0,8510677197.7,21639047919.7,206397.51,8510677.32,1063588.37,30851.13,53.57,57.84,59.99,38.65,48.61,49.49
2025-09-26,13004152081.0,8501840611.73,21505992692.73,205269.72,8501840.69,1071841.69,31455.9,52.85,55.97,58.15,38.12,49.05,50.24
2025-10-03,12923135863.0,8589082225.57,21512218088.57,206853.18,8589082.02,1070104.8,31745.82,54.74,57.81,60.46,38.0,48.64,49.95
2025-10-10,12802079715.0,8622778934.28,21424858649.28,207085.19,8622779.01,996858.08,31972.8,54.84,59.51,62.62,38.04,48.24,49.82
2025-10-17,12985850443.0,9090492269.7,22076342712.7,217551.35,9090492.22,1072905.2,33474.91,52.55,59.68,62.74,37.91,48.45,50.14
2025-10-24,13056803962.0,8894891625.05,21951695587.05,212579.29,8894891.42,1082874.56,32422.73,52.87,58.49,61.95,38.0,48.07,49.89
2025-10-31,12963275114.0,8810019099.85,21773294213.85,210302.14,8810019.31,1113320.34,32461.05,53.62,58.47,61.52,37.75,47.25,48.13
2025-11-07,12993637505.0,8808120758.02,21801758263.02,209472.78,8808120.84,1032000.53,32180.46,53.44,59.31,62.66,37.78,47.01,48.1
2025-11-14,13158140535.0,8979694553.47,22137835088.47,212960.04,8979694.38,1109203.82,33316.96,52.82,58.36,61.03,37.87,46.69,47.58
2025-11-21,13128185837.0,8882893211.88,22011079048.88,210087.38,8882893.47,1112714.57,32649.34,53.18,59.89,62.92,37.7,46.96,47.91
2025-11-28,13228660529.0,8989337639.95,22217998168.95,212239.43,8989337.56,1137476.08,32801.74,51.99,58.81,62.63,37.7,46.92,47.84
2025-12-05,13204980429.0,8937421411.5,22142401840.5,210984.29,8937421.24,1049068.5,32843.88,54.57,60.91,64.57,37.75,46.88,47.74
2025-12-12,13417006199.0,9027849667.94,22444855866.94,212248.19,9027849.37,1137225.0,33321.91,50.6,55.69,57.89,37.63,45.96,46.92
2025-12-19,13615835140.0,9128339291.6,22744174431.6,214013.0,9128339.29,1166953.45,33005.21,51.11,54.59,56.83,37.21,45.46,46.15
2025-12-26,13808747746.0,9367224650.17,23175972396.17,219036.44,9367224.78,1212541.13,34812.77,50.3,45.1,46.37,36.57,45.34,45.73
2026-01-02,13599021080.0,9326336629.45,22925357709.45,217493.45,9326336.63,1133228.78,35291.06,53.44,52.54,54.48,36.38,45.41,46.09
2026-01-09,13650654625.0,9299808485.45,22950463110.45,216343.54,9299808.49,1178833.84,34987.04,52.31,60.39,63.53,36.37,44.98,45.79
2026-01-16,13791028124.0,9466028425.62,23257056549.62,219689.07,9466028.51,1189897.93,35324.76,45.95,60.34,64.04,36.26,45.01,46.21
2026-01-23,13885890261.0,9794074621.68,23679964882.68,226695.79,9794074.32,1220054.69,37211.55,50.71,54.07,56.37,36.25,44.0,45.09
2026-01-30,13516892650.0,10205755400.36,23722648050.36,235473.59,10205755.1,1133670.63,38689.31,50.37,57.24,60.34,35.93,43.7,44.38
2026-02-06,13518316942.0,9904888773.4,23423205715.4,227938.57,9904888.38,1191570.06,37393.5,51.34,57.93,60.38,35.9,43.97,44.8
2026-02-13,13515954404.0,10047334575.68,23563288979.68,230743.52,10047334.4,1117393.29,37585.96,50.12,56.4,59.67,35.28,43.77,44.65
2026-02-20,13715279754.0,10117318514.42,23832598268.42,231579.58,10117318.3,1211887.12,38021.57,50.34,55.52,59.51,34.81,43.74,44.8
2026-02-27,13718013728.0,10264674145.8,23982687873.8,234353.29,10264673.97,1164579.98,38163.02,49.0,52.91,56.79,34.63,43.38,44.38
2026-03-06,13530509362.0,10160532526.49,23691041888.49,231418.22,10160532.61,1206593.62,37795.53,53.13,54.92,58.96,34.17,44.39,44.82
2026-03-13,13487611170.0,10088379555.5,23575990725.5,229171.97,10088379.47,1226411.4,36951.03,51.49,54.06,58.66,34.17,44.56,45.24
2026-03-20,13931806852.0,10084993535.52,24016800387.52,228516.25,10084993.31,1311953.27,36963.53,51.08,54.62,57.91,34.76,44.9,45.68
2026-03-27,13656175277.0,9830827444.79,23487002721.79,221971.46,9830827.31,1246795.45,36055.36,52.93,55.82,58.99,35.52,45.65,46.59
2026-04-03,13839521586.0,10059413827.31,23898935413.31,226407.33,10059413.38,1299126.38,37184.49,54.52,57.53,60.66,35.82,47.11,48.8
2026-04-10,13831127814.0,10141435853.33,23972563667.33,227817.06,10141435.72,1208055.1,37400.08,53.94,59.65,63.29,36.53,47.0,49.02
2026-04-17,14356240568.0,10271927683.54,24628168251.54,229802.69,10271927.64,1317055.8,37917.91,52.82,58.96,63.07,36.84,47.16,49.09
2026-04-24,14377328059.0,10221935231.88,24599263290.88,227892.99,10221935.14,1243333.67,37529.73,53.65,59.19,62.24,37.27,46.96,48.64
2026-05-01,14455921138.0,10079664729.28,24535585867.28,224145.97,10079664.77,1297712.89,36720.35,53.33,58.73,61.69,37.95,47.44,49.08
2026-05-08,14448399754.0,10265512057.64,24713911811.64,227163.36,10265512.06,1321724.66,36651.89,55.39,58.69,61.55,38.06,47.24,48.85
2026-05-15,14903967188.0,10162690100.72,25066657288.72,223908.47,10162690.24,1367164.39,36216.35,50.81,58.5,61.65,38.42,47.25,48.96
2026-05-22,14929255553.0,10167634997.24,25096890550.24,223203.54,10167635.27,1243345.16,36081.48,54.09,59.64,61.83,38.8,47.3,48.81
2026-05-29,15025322499.0,10312030843.84,25337353342.84,225986.39,10312030.3,1284909.6,36364.85,53.08,62.77,63.61,38.9,46.93,48.5
2026-06-05,14753864548.0,10210772059.71,24964636607.71,222416.2,10210771.97,1242004.37,35696.4,54.58,62.49,64.13,39.33,47.66,49.3
2026-06-12,14925977942.0,10063847403.31,24989825345.31,218372.46,10063847.54,1345154.16,34994.41,55.32,61.46,63.94,39.72,47.53,49.36
2026-06-19,15316216020.0,10112398244.53,25428614264.53,218540.61,10112398.48,1255523.17,34768.45,53.09,62.1,63.8,40.73,47.6,49.5
2026-06-26,15645554024.0,10012491180.81,25658045204.81,215562.53,10012491.32,1383869.9,33657.95,52.86,61.1,62.85,41.56,47.43,49.2
2026-07-03,15494095637.0,10020875722.71,25514971359.71,214884.85,10020875.54,1432256.79,33523.75,56.51,61.65,63.35,41.45,47.23,48.97
2026-07-10,15642272479.0,10027334252.16,25669606731.16,214220.83,10027334.16,1422085.31,33250.78,53.46,62.8,64.29,41.4,47.05,48.27
2026-07-17,15706522778.0,10122964829.01,25829487607.01,215447.32,10122964.92,1373967.2,33732.51,53.75,63.25,64.98,41.23,46.72,47.99
2026-07-24,16123247437.0,10298724852.63,26421972289.63,218356.62,10298724.66,1452765.09,34372.67,54.39,62.77,65.16,41.39,46.92,47.83
2026-07-31,15833219545.0,10275906840.89,26109126385.89,217042.21,10275906.89,1422078.59,33507.78,52.51,62.81,64.93,41.84,46.65,47.7
2026-08-07,16155572869.0,10551742349.21,26707315218.21,222034.9,10551742.4,1496922.12,34718.02,55.52,63.62,65.45,42.0,46.64,47.91
2026-08-14,16218471788.0,10643981573.28,26862453361.28,223047.94,10643981.53,1445996.37,34838.62,53.15,63.29,65.46,42.03,46.46,47.4
2026-08-21,16445362272.0,10906856978.14,27352219250.14,227796.15,10906856.88,1587575.07,36076.66,53.94,62.06,64.2,42.04,46.42,47.14
2026-08-28,16371829859.0,10890396438.15,27262226297.15,226537.79,10890396.34,1608084.83,35680.11,51.64,58.8,60.64,41.89,44.76,44.79
