tarih,usdtry,eurtry
2016-01-21,3.0496,3.3329
2016-01-22,3.0387,3.3119
2016-01-25,3.0107,3.2617
2016-01-26,3.0097,3.2558
2016-01-27,3.0208,3.2738
2016-01-28,2.9978,3.26
2016-01-29,2.9788,3.2479
2016-02-01,2.9609,3.2292
2016-02-02,2.9671,3.2224
2016-02-03,2.9524,3.2222
2016-02-04,2.9478,3.2189
2016-02-05,2.9044,3.2406
2016-02-08,2.9051,3.2525
2016-02-09,2.9295,3.2655
2016-02-10,2.9471,3.3007
2016-02-11,2.9239,3.2939
2016-02-12,2.9287,3.3154
2016-02-15,2.9228,3.2981
2016-02-16,2.9441,3.2962
2016-02-17,2.9517,3.296
2016-02-18,2.9639,3.3039
2016-02-19,2.9606,3.2918
2016-02-22,2.9658,3.293
2016-02-23,2.9449,3.2581
2016-02-24,2.9358,3.2337
2016-02-25,2.9386,3.2276
2016-02-26,2.9295,3.2295
2016-02-29,2.9293,3.2296
2016-03-01,2.9612,3.2305
2016-03-02,2.9451,3.2022
2016-03-03,2.9372,3.1898
2016-03-04,2.9215,3.1783
2016-03-07,2.9147,3.1961
2016-03-08,2.9201,3.1988
2016-03-09,2.9201,3.2183
2016-03-10,2.9081,3.1909
2016-03-11,2.8875,3.1613
2016-03-14,2.8734,3.1926
2016-03-15,2.8796,3.2021
2016-03-16,2.8852,3.2025
2016-03-17,2.9084,3.2253
2016-03-18,2.8558,3.2274
2016-03-21,2.8554,3.2195
2016-03-22,2.8695,3.2319
2016-03-23,2.8723,3.2222
2016-03-24,2.8693,3.2096
2016-03-25,2.8789,3.2141
2016-03-28,2.8705,3.2049
2016-03-29,2.8733,3.2082
2016-03-30,2.8695,3.2114
2016-03-31,2.8334,3.2081
2016-04-01,2.8249,3.209
2016-04-04,2.8197,3.2146
2016-04-05,2.8189,3.2052
2016-04-06,2.8277,3.2134
2016-04-07,2.8412,3.2252
2016-04-08,2.8428,3.2393
2016-04-11,2.8569,3.2487
2016-04-12,2.8338,3.2278
2016-04-13,2.827,3.2291
2016-04-14,2.8482,3.226
2016-04-15,2.8591,3.2193
2016-04-18,2.8545,3.2161
2016-04-19,2.8519,3.2234
2016-04-20,2.8329,3.2102
2016-04-21,2.8276,3.2144
2016-04-22,2.821,3.1888
2016-04-25,2.8287,3.189
2016-04-26,2.8457,3.2019
2016-04-27,2.8345,3.1975
2016-04-28,2.8175,3.1882
2016-04-29,2.815,3.1944
2016-05-02,2.8014,3.1908
2016-05-03,2.7928,3.2045
2016-05-04,2.8065,3.2501
2016-05-05,2.859,3.2855
2016-05-06,2.9201,3.3423
2016-05-09,2.9197,3.3348
2016-05-10,2.9229,3.3307
2016-05-11,2.938,3.3436
2016-05-12,2.9623,3.375
2016-05-13,2.9489,3.3622
2016-05-16,2.9587,3.3569
2016-05-17,2.9711,3.3627
2016-05-18,2.9645,3.3579
2016-05-20,2.9777,3.356
2016-05-23,2.9768,3.3397
2016-05-24,2.9826,3.3453
2016-05-25,2.9821,3.3349
2016-05-26,2.9426,3.2802
2016-05-27,2.9349,3.2799
2016-05-30,2.9399,3.2858
2016-05-31,2.956,3.2906
2016-06-01,2.9515,3.2881
2016-06-02,2.9489,3.2894
2016-06-03,2.9393,3.2924
2016-06-06,2.9462,3.2841
2016-06-07,2.908,3.2992
2016-06-08,2.8978,3.2919
2016-06-09,2.8894,3.286
2016-06-10,2.8941,3.2893
2016-06-13,2.91,3.2883
2016-06-14,2.9219,3.2923
2016-06-15,2.9304,3.2923
2016-06-16,2.9269,3.2852
2016-06-17,2.9296,3.2932
2016-06-20,2.93,3.2966
2016-06-21,2.8984,3.2858
2016-06-22,2.8962,3.2823
2016-06-23,2.9055,3.2776
2016-06-24,2.8799,3.2728
2016-06-27,2.9266,3.2444
2016-06-28,2.9365,3.2402
2016-06-29,2.913,3.2262
2016-06-30,2.8936,3.2044
2016-07-01,2.8848,3.2078
2016-07-04,2.8846,3.2044
2016-07-08,2.8846,3.2044
2016-07-11,2.9214,3.2342
2016-07-12,2.8981,3.1984
2016-07-13,2.8885,3.2065
2016-07-14,2.8947,3.2035
2016-07-15,2.8913,3.2132
2016-07-18,2.8834,3.2102
2016-07-19,2.9485,3.2591
2016-07-20,2.9766,3.291
2016-07-21,3.0281,3.3318
2016-07-22,3.0727,3.3867
2016-07-25,3.0573,3.3704
2016-07-26,3.0317,3.3288
2016-07-27,3.0353,3.3405
2016-07-28,3.0377,3.3398
2016-07-29,3.0167,3.3467
2016-08-01,3.0125,3.3446
2016-08-02,2.9797,3.3266
2016-08-03,2.9926,3.3501
2016-08-04,3.0075,3.3686
2016-08-05,3.0213,3.3626
2016-08-08,2.9996,3.3432
2016-08-09,2.9846,3.3087
2016-08-10,2.9781,3.3006
2016-08-11,2.9553,3.298
2016-08-12,2.9621,3.3027
2016-08-15,2.9558,3.2954
2016-08-16,2.951,3.2967
2016-08-17,2.9297,3.3014
2016-08-18,2.9339,3.3054
2016-08-19,2.923,3.3086
2016-08-22,2.9355,3.3242
2016-08-23,2.9444,3.3252
2016-08-24,2.9359,3.3282
2016-08-25,2.9533,3.3331
2016-08-26,2.939,3.3161
2016-08-29,2.9337,3.3124
2016-08-31,2.9545,3.304
2016-09-01,2.9544,3.291
2016-09-02,2.9558,3.2945
2016-09-05,2.9586,3.3096
2016-09-06,2.9441,3.2882
2016-09-07,2.9389,3.2803
2016-09-08,2.9286,3.2924
2016-09-09,2.9344,3.3091
2016-09-16,2.9552,3.33
2016-09-19,2.9678,3.3327
2016-09-20,2.974,3.3199
2016-09-21,2.9741,3.3282
2016-09-22,2.9739,3.3152
2016-09-23,2.9468,3.31
2016-09-26,2.9474,3.3044
2016-09-27,2.9846,3.3546
2016-09-28,2.9709,3.3401
2016-09-29,2.9764,3.3362
2016-09-30,2.9959,3.3608
2016-10-03,3.0004,3.3548
2016-10-04,3.0036,3.3743
2016-10-05,3.0293,3.3834
2016-10-06,3.0537,3.4264
2016-10-07,3.0506,3.4134
2016-10-10,3.0505,3.3944
2016-10-11,3.0585,3.4173
2016-10-12,3.0808,3.42
2016-10-13,3.0805,3.3983
2016-10-14,3.0967,3.4121
2016-10-17,3.0866,3.3999
2016-10-18,3.0957,3.4015
2016-10-19,3.0928,3.406
2016-10-20,3.0785,3.3827
2016-10-21,3.0675,3.3657
2016-10-24,3.0736,3.3478
2016-10-25,3.0724,3.3454
2016-10-26,3.0779,3.3488
2016-10-27,3.0776,3.3605
2016-10-28,3.0998,3.3834
2016-10-31,3.0998,3.3834
2016-11-01,3.1024,3.3993
2016-11-02,3.0981,3.4059
2016-11-03,3.1117,3.448
2016-11-04,3.1125,3.4543
2016-11-07,3.1348,3.4794
2016-11-08,3.1532,3.4878
2016-11-09,3.1736,3.5067
2016-11-10,3.1865,3.5412
2016-11-11,3.2048,3.4983
2016-11-14,3.2588,3.548
2016-11-15,3.2787,3.5307
2016-11-16,3.2713,3.5262
2016-11-17,3.3055,3.5421
2016-11-18,3.3105,3.5496
2016-11-21,3.3835,3.5899
2016-11-22,3.3743,3.5867
2016-11-23,3.3584,3.57
2016-11-24,3.3824,3.5929
2016-11-25,3.4047,3.5938
2016-11-28,3.4403,3.6434
2016-11-29,3.418,3.637
2016-11-30,3.4199,3.6253
2016-12-01,3.4174,3.6364
2016-12-02,3.4483,3.662
2016-12-05,3.5067,3.7376
2016-12-06,3.5344,3.7579
2016-12-07,3.5102,3.7764
2016-12-08,3.4307,3.6775
2016-12-09,3.3669,3.6304
2016-12-12,3.4524,3.6633
2016-12-13,3.5172,3.722
2016-12-14,3.4721,3.6894
2016-12-15,3.4786,3.701
2016-12-16,3.5157,3.6845
2016-12-19,3.494,3.651
2016-12-20,3.4947,3.6535
2016-12-21,3.5116,3.647
2016-12-22,3.51,3.6524
2016-12-23,3.5055,3.6622
2016-12-26,3.5077,3.6647
2016-12-27,3.5041,3.6639
2016-12-28,3.5135,3.6711
2016-12-29,3.5329,3.6901
2016-12-30,3.5318,3.6939
2017-01-02,3.5192,3.7099
2017-01-03,3.5338,3.7086
2017-01-04,3.5737,3.7278
2017-01-05,3.5764,3.7291
2017-01-06,3.5934,3.7808
2017-01-09,3.6134,3.827
2017-01-10,3.702,3.8986
2017-01-11,3.762,3.9852
2017-01-12,3.8501,4.0591
2017-01-13,3.843,4.089
2017-01-16,3.7994,4.0419
2017-01-17,3.7616,3.9863
2017-01-18,3.7826,4.0374
2017-01-19,3.7772,4.0364
2017-01-20,3.7941,4.042
2017-01-23,3.8176,4.0684
2017-01-24,3.7678,4.0447
2017-01-25,3.7523,4.03
2017-01-26,3.8034,4.0836
2017-01-27,3.8342,4.1145
2017-01-30,3.8779,4.1421
2017-01-31,3.8324,4.0983
2017-02-01,3.7874,4.0558
2017-02-02,3.7746,4.0733
2017-02-03,3.7336,4.0338
2017-02-06,3.7421,4.0212
2017-02-07,3.6784,3.954
2017-02-08,3.7095,3.9599
2017-02-09,3.741,3.9858
2017-02-10,3.7047,3.9594
2017-02-13,3.6749,3.9116
2017-02-14,3.6869,3.9228
2017-02-15,3.6494,3.8759
2017-02-16,3.6462,3.8518
2017-02-17,3.6704,3.9003
2017-02-20,3.6662,3.9049
2017-02-21,3.6211,3.8457
2017-02-22,3.6186,3.8208
2017-02-23,3.6104,3.7942
2017-02-24,3.5747,3.7719
2017-02-27,3.5689,3.7804
2017-02-28,3.5882,3.7963
2017-03-01,3.6078,3.8222
2017-03-02,3.6313,3.8289
2017-03-03,3.6816,3.8769
2017-03-06,3.7215,3.9177
2017-03-07,3.7114,3.9339
2017-03-08,3.6842,3.8979
2017-03-09,3.703,3.91
2017-03-10,3.7522,3.959
2017-03-13,3.7464,3.9728
2017-03-14,3.7394,3.9943
2017-03-15,3.7458,3.9856
2017-03-16,3.7289,3.9634
2017-03-17,3.6714,3.936
2017-03-20,3.6058,3.8812
2017-03-21,3.6261,3.9023
2017-03-22,3.6105,3.8964
2017-03-23,3.6256,3.914
2017-03-24,3.6134,3.8973
2017-03-27,3.6185,3.9051
2017-03-28,3.5931,3.9045
2017-03-29,3.6186,3.9283
2017-03-30,3.6416,3.9268
2017-03-31,3.6386,3.9083
2017-04-03,3.6362,3.8851
2017-04-04,3.6375,3.8789
2017-04-05,3.643,3.8807
2017-04-06,3.6768,3.9248
2017-04-07,3.7081,3.9536
2017-04-10,3.7208,3.9568
2017-04-11,3.7263,3.9431
2017-04-12,3.7153,3.9393
2017-04-13,3.6759,3.9002
2017-04-14,3.6565,3.8908
2017-04-17,3.6801,3.9083
2017-04-18,3.6581,3.8889
2017-04-19,3.6838,3.9264
2017-04-20,3.6623,3.9271
2017-04-21,3.638,3.9123
2017-04-24,3.6392,3.8979
2017-04-25,3.5926,3.8997
2017-04-26,3.5829,3.9001
2017-04-27,3.585,3.9093
2017-04-28,3.5583,3.8787
2017-05-02,3.5504,3.8744
2017-05-03,3.5348,3.8577
2017-05-04,3.5317,3.8546
2017-05-05,3.5429,3.8677
2017-05-08,3.5596,3.9023
2017-05-09,3.5476,3.886
2017-05-10,3.5928,3.9178
2017-05-11,3.5983,3.914
2017-05-12,3.5736,3.8858
2017-05-15,3.5861,3.8974
2017-05-16,3.5561,3.8946
2017-05-17,3.5455,3.9142
2017-05-18,3.5547,3.9457
2017-05-22,3.6128,4.0203
2017-05-23,3.5612,3.9879
2017-05-24,3.5656,4.008
2017-05-25,3.5645,3.9859
2017-05-26,3.5586,3.9957
2017-05-29,3.5651,3.998
2017-05-30,3.575,3.9977
2017-05-31,3.5642,3.9744
2017-06-01,3.5334,3.9558
2017-06-02,3.5312,3.966
2017-06-05,3.528,3.9573
2017-06-06,3.506,3.9475
2017-06-07,3.5317,3.9743
2017-06-08,3.5173,3.9562
2017-06-09,3.5412,3.981
2017-06-12,3.5217,3.9378
2017-06-13,3.519,3.9478
2017-06-14,3.5169,3.9424
2017-06-15,3.5136,3.9381
2017-06-16,3.5029,3.9161
2017-06-19,3.5124,3.9224
2017-06-20,3.5019,3.9213
2017-06-21,3.5215,3.9284
2017-06-22,3.5349,3.938
2017-06-23,3.518,3.9283
2017-06-28,3.5,3.91
2017-06-29,3.5211,4.0015
2017-06-30,3.5071,4.003
2017-07-03,3.5168,4.0126
2017-07-04,3.5305,4.0188
2017-07-05,3.5492,4.0306
2017-07-06,3.5789,4.0587
2017-07-07,3.6223,4.1148
2017-07-10,3.63,4.1437
2017-07-11,3.604,4.1072
2017-07-12,3.631,4.137
2017-07-13,3.6027,4.1266
2017-07-14,3.5657,4.069
2017-07-17,3.5607,4.0644
2017-07-18,3.5373,4.0517
2017-07-19,3.5267,4.0698
2017-07-20,3.5264,4.0649
2017-07-21,3.5304,4.0612
2017-07-24,3.5296,4.111
2017-07-25,3.5444,4.1286
2017-07-26,3.5578,4.1471
2017-07-27,3.5574,4.139
2017-07-28,3.5262,4.1316
2017-07-31,3.5292,4.1316
2017-08-01,3.5226,4.1325
2017-08-02,3.5169,4.1558
2017-08-03,3.5292,4.1778
2017-08-04,3.5375,4.1904
2017-08-07,3.5287,4.192
2017-08-08,3.5295,4.1644
2017-08-09,3.5275,4.1656
2017-08-10,3.5384,4.1537
2017-08-11,3.5343,4.1431
2017-08-14,3.5435,4.1663
2017-08-15,3.5253,4.1617
2017-08-16,3.5275,4.1439
2017-08-17,3.5288,4.1352
2017-08-18,3.5178,4.125
2017-08-21,3.5213,4.1333
2017-08-22,3.5109,4.1242
2017-08-23,3.4973,4.117
2017-08-24,3.4956,4.1183
2017-08-25,3.4781,4.1021
2017-08-28,3.4782,4.1046
2017-08-29,3.4446,4.1097
2017-08-30,3.441,4.143
2017-08-31,3.441,4.143
2017-09-01,3.441,4.143
2017-09-04,3.441,4.143
2017-09-05,3.441,4.143
2017-09-06,3.4392,4.0889
2017-09-07,3.4398,4.1047
2017-09-08,3.4204,4.0919
2017-09-11,3.4061,4.1085
2017-09-12,3.3965,4.0796
2017-09-13,3.4264,4.0969
2017-09-14,3.434,4.114
2017-09-15,3.4544,4.1098
2017-09-18,3.4322,4.0963
2017-09-19,3.4536,4.1249
2017-09-20,3.4901,4.1835
2017-09-21,3.4757,4.1725
2017-09-22,3.509,4.1775
2017-09-25,3.4862,4.1763
2017-09-26,3.5162,4.1818
2017-09-27,3.5344,4.1747
2017-09-28,3.5657,4.1891
2017-09-29,3.572,4.2023
2017-10-02,3.5521,4.1924
2017-10-03,3.5757,4.1992
2017-10-04,3.578,4.2007
2017-10-05,3.5634,4.1924
2017-10-06,3.5685,4.1964
2017-10-09,3.6041,4.2168
2017-10-10,3.6959,4.3383
2017-10-11,3.681,4.3375
2017-10-12,3.6753,4.3451
2017-10-13,3.6448,4.3226
2017-10-16,3.6479,4.3142
2017-10-17,3.6401,4.2933
2017-10-18,3.6546,4.2989
2017-10-19,3.6748,4.3184
2017-10-20,3.66,4.3258
2017-10-23,3.6595,4.3219
2017-10-24,3.6985,4.3445
2017-10-25,3.7111,4.3637
2017-10-26,3.7309,4.3909
2017-10-27,3.7661,4.4468
2017-10-30,3.8174,4.4378
2017-10-31,3.77,4.3848
2017-11-01,3.7754,4.3942
2017-11-02,3.808,4.4326
2017-11-03,3.8072,4.4339
2017-11-06,3.8204,4.4504
2017-11-07,3.859,4.4787
2017-11-08,3.8532,4.4609
2017-11-09,3.8815,4.5014
2017-11-10,3.8535,4.4742
2017-11-13,3.8644,4.4998
2017-11-14,3.8659,4.5021
2017-11-15,3.8664,4.5253
2017-11-16,3.8836,4.5939
2017-11-17,3.8684,4.5564
2017-11-20,3.8792,4.576
2017-11-21,3.8872,4.577
2017-11-22,3.9525,4.6378
2017-11-23,3.9594,4.6547
2017-11-24,3.917,4.6375
2017-11-27,3.9365,4.6677
2017-11-28,3.9285,4.6878
2017-11-29,3.9214,4.6642
2017-11-30,3.9505,4.6853
2017-12-01,3.939,4.6663
2017-12-04,3.9324,4.6832
2017-12-05,3.9191,4.6472
2017-12-06,3.8624,4.5804
2017-12-07,3.8528,4.5555
2017-12-08,3.8608,4.5518
2017-12-11,3.8546,4.5265
2017-12-12,3.8275,4.5128
2017-12-13,3.8277,4.5086
2017-12-14,3.839,4.5092
2017-12-15,3.8323,4.5316
2017-12-18,3.8591,4.5511
2017-12-19,3.8507,4.5385
2017-12-20,3.8349,4.5271
2017-12-21,3.8342,4.5394
2017-12-22,3.8223,4.5382
2017-12-25,3.8113,4.5171
2017-12-26,3.8087,4.5205
2017-12-27,3.8029,4.5116
2017-12-28,3.8197,4.5385
2017-12-29,3.8104,4.5478
2018-01-01,3.7719,4.5155
2018-01-02,3.7719,4.5155
2018-01-03,3.7652,4.5375
2018-01-04,3.7617,4.5267
2018-01-05,3.76,4.5269
2018-01-08,3.7456,4.5144
2018-01-09,3.7454,4.493
2018-01-10,3.7554,4.484
2018-01-11,3.7844,4.5255
2018-01-12,3.7919,4.5287
2018-01-15,3.7622,4.5517
2018-01-16,3.7593,4.6015
2018-01-17,3.815,4.6679
2018-01-18,3.8143,4.6624
2018-01-19,3.7967,4.6385
2018-01-22,3.7777,4.6367
2018-01-23,3.8098,4.6647
2018-01-24,3.7874,4.6369
2018-01-25,3.7558,4.6307
2018-01-26,3.7421,4.6465
2018-01-29,3.7371,4.6557
2018-01-30,3.7728,4.6804
2018-01-31,3.7795,4.6824
2018-02-01,3.754,4.6728
2018-02-02,3.7567,4.6671
2018-02-05,3.7454,4.6795
2018-02-06,3.7632,4.6867
2018-02-07,3.7786,4.6843
2018-02-08,3.7714,4.6638
2018-02-09,3.8073,4.6629
2018-02-12,3.8119,4.6749
2018-02-13,3.8068,4.6718
2018-02-14,3.7963,4.6793
2018-02-15,3.7973,4.6938
2018-02-16,3.7721,4.7089
2018-02-19,3.7523,4.6967
2018-02-20,3.7531,4.6593
2018-02-21,3.7698,4.6575
2018-02-22,3.7845,4.6641
2018-02-23,3.7994,4.6666
2018-02-26,3.7816,4.6527
2018-02-27,3.7754,4.6561
2018-02-28,3.7833,4.6646
2018-03-01,3.7997,4.6439
2018-03-02,3.8082,4.6434
2018-03-05,3.8038,4.6705
2018-03-06,3.8161,4.6963
2018-03-07,3.8001,4.693
2018-03-08,3.7971,4.7154
2018-03-09,3.8089,4.7192
2018-03-12,3.8164,4.6969
2018-03-13,3.8151,4.6997
2018-03-14,3.856,4.7544
2018-03-15,3.8597,4.7787
2018-03-16,3.8875,4.8057
2018-03-19,3.9039,4.8103
2018-03-20,3.9362,4.8335
2018-03-21,3.9356,4.8516
2018-03-22,3.9276,4.8223
2018-03-23,3.9087,4.8245
2018-03-26,3.9608,4.8853
2018-03-27,3.9742,4.9251
2018-03-28,3.9757,4.9414
2018-03-29,3.9931,4.95
2018-03-30,3.9949,4.9191
2018-04-02,3.9489,4.8673
2018-04-03,3.9577,4.88
2018-04-04,3.976,4.8946
2018-04-05,4.0076,4.9228
2018-04-06,4.0269,4.9396
2018-04-09,4.0527,4.9588
2018-04-10,4.0561,4.9798
2018-04-11,4.0707,5.019
2018-04-12,4.1453,5.1305
2018-04-13,4.1284,5.097
2018-04-16,4.0785,5.0279
2018-04-17,4.096,5.0619
2018-04-18,4.098,5.0747
2018-04-19,4.0964,5.0665
2018-04-20,4.0273,4.9841
2018-04-23,4.0332,4.967
2018-04-24,4.0332,4.967
2018-04-25,4.0848,4.9862
2018-04-26,4.0758,4.972
2018-04-27,4.0668,4.9503
2018-04-30,4.0535,4.8961
2018-05-01,4.0399,4.8917
2018-05-02,4.0399,4.8917
2018-05-03,4.1208,4.9472
2018-05-04,4.1908,5.0243
2018-05-07,4.255,5.0911
2018-05-08,4.2558,5.0746
2018-05-09,4.2817,5.092
2018-05-10,4.2878,5.0834
2018-05-11,4.2666,5.0668
2018-05-14,4.2572,5.0757
2018-05-15,4.32,5.1741
2018-05-16,4.3945,5.2365
2018-05-17,4.4581,5.2687
2018-05-18,4.4402,5.2412
2018-05-21,4.4652,5.2674
2018-05-22,4.5534,5.3469
2018-05-23,4.5781,5.4043
2018-05-24,4.8464,5.6817
2018-05-25,4.7028,5.5133
2018-05-28,4.7207,5.524
2018-05-29,4.5966,5.3665
2018-05-30,4.5962,5.3127
2018-05-31,4.4834,5.2064
2018-06-01,4.4808,5.2431
2018-06-04,4.5922,5.3686
2018-06-05,4.6284,5.4214
2018-06-06,4.6073,5.3881
2018-06-07,4.6095,5.419
2018-06-08,4.5489,5.378
2018-06-11,4.5024,5.2956
2018-06-12,4.5136,5.3223
2018-06-13,4.5491,5.3626
2018-06-14,4.6484,5.4621
2018-06-18,4.6484,5.4621
2018-06-19,4.7151,5.4667
2018-06-20,4.7545,5.4969
2018-06-21,4.7488,5.4929
2018-06-22,4.7524,5.4833
2018-06-25,4.7077,5.4848
2018-06-26,4.6397,5.4071
2018-06-27,4.674,5.4576
2018-06-28,4.6349,5.396
2018-06-29,4.6083,5.331
2018-07-02,4.5607,5.3092
2018-07-03,4.6225,5.3804
2018-07-04,4.656,5.4274
2018-07-05,4.6987,5.4731
2018-07-06,4.6427,5.4288
2018-07-09,4.6004,5.3876
2018-07-10,4.5304,5.3334
2018-07-11,4.705,5.5167
2018-07-12,4.7488,5.5636
2018-07-13,4.8176,5.6233
2018-07-16,4.842,5.632
2018-07-17,4.8357,5.6599
2018-07-18,4.8365,5.6714
2018-07-19,4.7908,5.568
2018-07-20,4.823,5.5986
2018-07-23,4.8,5.5924
2018-07-24,4.7538,5.5684
2018-07-25,4.7775,5.5862
2018-07-26,4.854,5.6774
2018-07-27,4.8183,5.6457
2018-07-30,4.8568,5.6499
2018-07-31,4.885,5.7034
2018-08-01,4.8999,5.7456
2018-08-02,4.9223,5.7515
2018-08-03,5.0504,5.87
2018-08-06,5.0778,5.8794
2018-08-07,5.1464,5.9462
2018-08-08,5.2634,6.0999
2018-08-09,5.2813,6.1252
2018-08-10,5.3988,6.2588
2018-08-13,5.9389,6.8081
2018-08-14,6.8798,7.8327
2018-08-15,6.5465,7.4687
2018-08-16,6.136,6.9501
2018-08-17,5.7982,6.5935
2018-08-20,5.9944,6.8267
2018-08-27,5.9944,6.8267
2018-08-28,6.1901,7.1875
2018-08-29,6.2186,7.2744
2018-08-31,6.4063,7.4735
2018-09-03,6.5498,7.6428
2018-09-04,6.6213,7.6868
2018-09-05,6.6797,7.7252
2018-09-06,6.6824,7.7336
2018-09-07,6.5863,7.6573
2018-09-10,6.469,7.5259
2018-09-11,6.4533,7.4635
2018-09-12,6.4538,7.4899
2018-09-13,6.3945,7.4085
2018-09-14,6.3566,7.3855
2018-09-17,6.0659,7.0988
2018-09-18,6.2608,7.2946
2018-09-19,6.3635,7.4387
2018-09-20,6.3095,7.3766
2018-09-21,6.2718,7.3437
2018-09-24,6.2671,7.3794
2018-09-25,6.2287,7.3234
2018-09-26,6.124,7.2057
2018-09-27,6.1242,7.2007
2018-09-28,6.0752,7.113
2018-10-01,5.9902,6.9505
2018-10-02,5.9659,6.9213
2018-10-03,6.0082,6.9255
2018-10-04,6.0289,6.9741
2018-10-05,6.1244,7.0388
2018-10-08,6.1543,7.0786
2018-10-09,6.1516,7.0624
2018-10-10,6.1156,7.0088
2018-10-11,6.0885,6.9994
2018-10-12,5.9833,6.9147
2018-10-15,5.9042,6.8404
2018-10-16,5.8113,6.7288
2018-10-17,5.7794,6.6943
2018-10-18,5.6825,6.5678
2018-10-19,5.5498,6.39
2018-10-22,5.6134,6.4316
2018-10-23,5.6481,6.5039
2018-10-24,5.771,6.6206
2018-10-25,5.717,6.5295
2018-10-26,5.6797,6.4795
2018-10-30,5.6186,6.3835
2018-10-31,5.5203,6.2734
2018-11-01,5.4981,6.2373
2018-11-02,5.5704,6.3351
2018-11-05,5.4613,6.246
2018-11-06,5.447,6.1996
2018-11-07,5.3418,6.0954
2018-11-08,5.3575,6.1463
2018-11-09,5.4095,6.1806
2018-11-12,5.4819,6.2174
2018-11-13,5.4764,6.1672
2018-11-14,5.477,6.1575
2018-11-15,5.4625,6.1622
2018-11-16,5.4177,6.131
2018-11-19,5.3412,6.0565
2018-11-20,5.3231,6.0775
2018-11-21,5.3272,6.0935
2018-11-22,5.3497,6.0935
2018-11-23,5.3029,6.0497
2018-11-26,5.2771,6.0042
2018-11-27,5.2444,5.9604
2018-11-28,5.2366,5.9259
2018-11-29,5.2486,5.9233
2018-11-30,5.1649,5.8737
2018-12-03,5.157,5.8679
2018-12-04,5.1906,5.895
2018-12-05,5.2723,6.0068
2018-12-06,5.3733,6.0929
2018-12-07,5.3608,6.0759
2018-12-10,5.3257,6.0572
2018-12-11,5.281,6.0289
2018-12-12,5.3505,6.088
2018-12-13,5.3633,6.0764
2018-12-14,5.3611,6.0997
2018-12-17,5.371,6.0755
2018-12-18,5.3766,6.091
2018-12-19,5.3504,6.0839
2018-12-20,5.3314,6.0764
2018-12-21,5.26,6.0206
2018-12-24,5.2746,6.0342
2018-12-25,5.2926,6.0291
2018-12-26,5.3034,6.0419
2018-12-27,5.2832,6.0185
2018-12-28,5.2889,6.0245
2018-12-31,5.2609,6.028
2019-01-02,5.281,6.0422
2019-01-03,5.3316,6.1061
2019-01-04,5.4588,6.2057
2019-01-07,5.4088,6.1687
2019-01-08,5.3597,6.1285
2019-01-09,5.4264,6.2134
2019-01-10,5.4973,6.2999
2019-01-11,5.4626,6.3007
2019-01-14,5.4242,6.2525
2019-01-15,5.5103,6.321
2019-01-16,5.4401,6.2291
2019-01-17,5.4037,6.1605
2019-01-18,5.3563,6.103
2019-01-21,5.3429,6.0908
2019-01-22,5.3369,6.0714
2019-01-23,5.3454,6.0716
2019-01-24,5.3142,6.0386
2019-01-25,5.274,5.9905
2019-01-28,5.2641,5.9654
2019-01-29,5.2763,6.019
2019-01-30,5.3339,6.101
2019-01-31,5.2781,6.0339
2019-02-01,5.2109,5.9871
2019-02-04,5.1945,5.9515
2019-02-05,5.2194,5.9743
2019-02-06,5.1979,5.9371
2019-02-07,5.2089,5.9328
2019-02-08,5.2407,5.9468
2019-02-11,5.2438,5.9447
2019-02-12,5.2556,5.946
2019-02-13,5.2638,5.9377
2019-02-14,5.2429,5.9374
2019-02-15,5.2867,5.9591
2019-02-18,5.2601,5.9335
2019-02-19,5.2922,5.9886
2019-02-20,5.3052,5.9958
2019-02-21,5.2964,6.0072
2019-02-22,5.3141,6.0263
2019-02-25,5.3168,6.0318
2019-02-26,5.3058,6.0244
2019-02-27,5.2949,6.0141
2019-02-28,5.2905,6.0257
2019-03-01,5.3177,6.0576
2019-03-04,5.3442,6.0762
2019-03-05,5.3781,6.1024
2019-03-06,5.3671,6.0803
2019-03-07,5.379,6.08
2019-03-08,5.4309,6.1419
2019-03-11,5.4544,6.1157
2019-03-12,5.4345,6.1114
2019-03-13,5.4359,6.1249
2019-03-14,5.4523,6.1567
2019-03-15,5.4617,6.18
2019-03-18,5.4564,6.1776
2019-03-19,5.4544,6.1905
2019-03-20,5.4642,6.2034
2019-03-21,5.47,6.2082
2019-03-22,5.4392,6.2032
2019-03-25,5.5274,6.263
2019-03-26,5.6458,6.3858
2019-03-27,5.4945,6.2162
2019-03-28,5.3307,6.0091
2019-03-29,5.5423,6.2335
2019-04-01,5.6284,6.3188
2019-04-02,5.5986,6.2906
2019-04-03,5.5569,6.2242
2019-04-04,5.6067,6.3022
2019-04-05,5.6291,6.3225
2019-04-08,5.5923,6.2797
2019-04-09,5.6671,6.3682
2019-04-10,5.6576,6.3775
2019-04-11,5.6727,6.3946
2019-04-12,5.7112,6.441
2019-04-15,5.7827,6.5359
2019-04-16,5.7852,6.5449
2019-04-17,5.7892,6.5442
2019-04-18,5.7427,6.4952
2019-04-19,5.8094,6.5445
2019-04-22,5.7921,6.5133
2019-04-24,5.8253,6.5519
2019-04-25,5.8598,6.5706
2019-04-26,5.8927,6.5652
2019-04-29,5.9233,6.5981
2019-04-30,5.9282,6.6151
2019-05-02,5.9563,6.673
