tarih,tlref,politika,politika_ger,aofm,fon_top,koridor_alt,koridor_ust,bist_on
2022-05-23,14.1466,14.0,14.0,14.0,384000.8,12.5,15.5,14.18
2022-05-24,14.3031,14.0,14.0,14.0,364000.8,12.5,15.5,14.31
2022-05-25,14.5038,14.0,14.0,14.0,494001.5,12.5,15.5,14.44
2022-05-26,14.4283,14.0,14.0,14.0,474001.5,12.5,15.5,14.48
2022-05-27,13.9555,14.0,14.0,14.0,537001.5,12.5,15.5,13.95
2022-05-30,14.0976,14.0,14.0,14.0,519003.4,12.5,15.5,14.1
2022-05-31,14.2354,14.0,14.0,14.0,555003.4,12.5,15.5,14.35
2022-06-01,14.4928,14.0,14.0,14.0,567003.4,12.5,15.5,14.47
2022-06-02,14.5811,14.0,14.0,14.0,567003.4,12.5,15.5,14.6
2022-06-03,14.4145,14.0,14.0,14.0,570003.4,12.5,15.5,14.41
2022-06-06,13.9951,14.0,14.0,14.0,561003.8,12.5,15.5,14.02
2022-06-07,13.4493,14.0,14.0,14.0,561003.8,12.5,15.5,13.47
2022-06-08,13.0064,14.0,14.0,14.0,591004.0,12.5,15.5,13.04
2022-06-09,13.7877,14.0,14.0,14.0,581604.0,12.5,15.5,13.74
2022-06-10,14.0078,14.0,14.0,14.0,626604.0,12.5,15.5,14.01
2022-06-13,14.1504,14.0,14.0,14.0,592604.0,12.5,15.5,14.15
2022-06-14,14.0713,14.0,14.0,14.0,597004.0,12.5,15.5,14.18
2022-06-15,14.5182,14.0,14.0,14.0,626004.9,12.5,15.5,14.54
2022-06-16,14.5072,14.0,14.0,14.0,625004.9,12.5,15.5,14.55
2022-06-17,15.2006,14.0,14.0,14.03,587082.9,12.5,15.5,15.18
2022-06-20,14.8842,14.0,14.0,14.01,584749.9,12.5,15.5,14.91
2022-06-21,14.5229,14.0,14.0,14.0,584005.1,12.5,15.5,14.55
2022-06-22,14.7651,14.0,14.0,14.0,576000.0,12.5,15.5,14.76
2022-06-23,14.6664,14.0,14.0,14.02,560535.0,12.5,15.5,14.66
2022-06-24,14.0043,14.0,14.0,14.0,595000.0,12.5,15.5,14.03
2022-06-27,14.0283,14.0,14.0,14.0,569000.0,12.5,15.5,14.04
2022-06-28,14.0996,14.0,14.0,14.0,561000.0,12.5,15.5,14.09
2022-06-29,14.4917,14.0,14.0,14.0,565692.0,12.5,15.5,14.6
2022-06-30,15.2886,14.0,14.0,14.05,605850.0,12.5,15.5,15.13
2022-07-01,14.0201,14.0,14.0,14.0,522000.0,12.5,15.5,14.07
2022-07-04,14.0008,14.0,,14.0,507000.0,12.5,15.5,14.02
2022-07-05,14.0218,14.0,,14.0,512000.0,12.5,15.5,14.1
2022-07-06,14.1848,14.0,14.0,14.0,534065.0,12.5,15.5,14.24
2022-07-07,14.4291,14.0,14.0,14.0,503000.0,12.5,15.5,14.48
2022-07-08,14.258,14.0,,14.0,566000.0,12.5,15.5,14.33
2022-07-13,14.9079,14.0,14.0,14.0,536000.0,12.5,15.5,14.91
2022-07-14,14.8557,14.0,14.0,14.0,516000.0,12.5,15.5,14.83
2022-07-18,14.0931,14.0,14.0,14.0,502000.0,12.5,15.5,14.13
2022-07-19,14.1259,14.0,14.0,14.0,454000.0,12.5,15.5,14.26
2022-07-20,14.1783,14.0,14.0,14.0,442500.0,12.5,15.5,14.24
2022-07-21,15.0257,14.0,14.0,14.0,440500.0,12.5,15.5,14.98
2022-07-22,14.3331,14.0,14.0,14.0,473500.0,12.5,15.5,14.31
2022-07-25,14.5996,14.0,14.0,14.0,449013.0,12.5,15.5,14.64
2022-07-26,14.1572,14.0,14.0,14.0,449000.0,12.5,15.5,14.15
2022-07-27,14.9547,14.0,14.0,14.01,432550.0,12.5,15.5,14.96
2022-07-28,14.9115,14.0,14.0,14.0,396000.0,12.5,15.5,14.92
2022-07-29,14.0465,14.0,14.0,14.0,423000.0,12.5,15.5,14.06
2022-08-01,14.0,14.0,14.0,14.0,409000.0,12.5,15.5,14.01
2022-08-02,13.6115,14.0,14.0,14.0,383000.0,12.5,15.5,13.63
2022-08-03,13.021,14.0,14.0,14.0,363000.0,12.5,15.5,13.11
2022-08-04,13.0896,14.0,14.0,14.0,356000.0,12.5,15.5,13.14
2022-08-05,14.3077,14.0,14.0,14.0,356000.0,12.5,15.5,14.34
2022-08-08,14.6563,14.0,14.0,14.0,325000.0,12.5,15.5,14.71
2022-08-09,14.4113,14.0,14.0,14.0,311000.0,12.5,15.5,14.44
2022-08-10,14.3382,14.0,14.0,14.0,309000.0,12.5,15.5,14.34
2022-08-11,13.8244,14.0,14.0,14.0,254000.0,12.5,15.5,13.87
2022-08-12,13.9503,14.0,14.0,14.0,214000.0,12.5,15.5,13.98
2022-08-15,14.1227,14.0,14.0,14.0,179000.0,12.5,15.5,14.16
2022-08-16,14.169,14.0,14.0,14.0,161000.0,12.5,15.5,14.23
2022-08-17,14.2053,14.0,14.0,14.0,150185.0,12.5,15.5,14.25
2022-08-18,14.9677,13.0,14.0,14.03,174940.0,11.5,14.5,14.92
2022-08-19,13.4937,13.0,13.0,13.7,231185.0,11.5,14.5,13.51
2022-08-22,13.8122,13.0,13.0,13.42,326185.0,11.5,14.5,13.77
2022-08-23,13.5,13.0,,13.29,346000.0,11.5,14.5,13.49
2022-08-24,13.4909,13.0,13.0,13.18,336000.0,11.5,14.5,13.48
2022-08-25,12.4146,13.0,13.0,13.0,338000.0,11.5,14.5,12.47
2022-08-26,12.0678,13.0,13.0,13.0,322000.0,11.5,14.5,12.1
2022-08-29,11.9492,13.0,13.0,13.0,297000.0,11.5,14.5,12.02
2022-08-31,13.3325,13.0,13.0,13.0,309000.0,11.5,14.5,13.38
2022-09-01,13.1944,13.0,13.0,13.0,320000.0,11.5,14.5,13.19
2022-09-02,13.076,13.0,13.0,13.0,335000.0,11.5,14.5,13.12
2022-09-05,13.2958,13.0,13.0,13.0,320000.0,11.5,14.5,13.27
2022-09-06,13.4061,13.0,13.0,13.0,331000.0,11.5,14.5,13.41
2022-09-07,13.3013,13.0,13.0,13.0,321000.0,11.5,14.5,13.3
2022-09-08,12.9627,13.0,13.0,13.0,327000.0,11.5,14.5,12.97
2022-09-09,12.9439,13.0,13.0,13.0,292000.0,11.5,14.5,12.92
2022-09-12,12.8352,13.0,13.0,13.0,272000.0,11.5,14.5,12.82
2022-09-13,13.034,13.0,13.0,13.0,222000.0,11.5,14.5,13.17
2022-09-14,12.968,13.0,13.0,13.0,248000.0,11.5,14.5,12.97
2022-09-15,11.7991,13.0,13.0,13.0,272000.0,11.5,14.5,11.94
2022-09-16,12.6135,13.0,13.0,13.0,302000.0,11.5,14.5,12.62
2022-09-19,12.7848,13.0,13.0,13.0,295000.0,11.5,14.5,12.79
2022-09-20,13.0189,13.0,13.0,13.0,312000.0,11.5,14.5,13.05
2022-09-21,12.9091,13.0,13.0,13.0,327000.0,11.5,14.5,12.84
2022-09-22,13.4311,12.0,13.0,13.0,274425.0,10.5,13.5,13.45
2022-09-23,13.3801,12.0,12.0,12.7,300425.0,10.5,13.5,13.31
2022-09-26,12.8361,12.0,12.0,12.52,329425.0,10.5,13.5,12.8
2022-09-27,12.5224,12.0,12.0,12.4,332425.0,10.5,13.5,12.52
2022-09-28,12.3304,12.0,12.0,12.15,327425.0,10.5,13.5,12.34
2022-09-29,11.3792,12.0,12.0,12.0,342000.0,10.5,13.5,11.36
2022-09-30,,12.0,12.0,12.04,287830.0,10.5,13.5,12.89
2022-10-03,12.3791,12.0,12.0,12.01,261449.0,10.5,13.5,12.52
2022-10-04,12.4754,12.0,12.0,12.0,255000.0,10.5,13.5,12.5
2022-10-05,12.0463,12.0,12.0,12.0,239000.0,10.5,13.5,12.08
2022-10-06,12.3103,12.0,12.0,12.02,229424.0,10.5,13.5,12.43
2022-10-07,11.9932,12.0,12.0,12.0,223000.0,10.5,13.5,11.98
2022-10-10,12.116,12.0,12.0,12.0,202000.0,10.5,13.5,12.12
2022-10-11,,12.0,12.0,12.0,206000.0,10.5,13.5,11.97
2022-10-12,11.8221,12.0,12.0,12.0,234000.0,10.5,13.5,11.83
2022-10-13,12.1033,12.0,12.0,12.0,226000.0,10.5,13.5,12.23
2022-10-14,11.7381,12.0,12.0,12.0,235000.0,10.5,13.5,11.74
2022-10-17,12.2633,12.0,12.0,12.0,218000.0,10.5,13.5,12.27
2022-10-18,11.956,12.0,12.0,12.0,228000.0,10.5,13.5,12.0
2022-10-19,12.5135,12.0,12.0,12.0,221000.0,10.5,13.5,12.5
2022-10-20,13.4305,10.5,12.0,12.02,224051.0,9.0,12.0,13.39
2022-10-21,11.4893,10.5,10.5,11.55,267135.0,9.0,12.0,11.37
2022-10-24,10.9193,10.5,10.5,11.48,272135.0,9.0,12.0,10.93
2022-10-25,10.8892,10.5,10.5,11.22,266135.0,9.0,12.0,10.85
2022-10-26,10.8897,10.5,10.5,10.77,244135.0,9.0,12.0,10.86
2022-10-27,10.7476,10.5,10.5,10.5,211000.0,9.0,12.0,10.73
2022-10-28,11.1452,10.5,10.5,10.5,221000.0,9.0,12.0,11.17
2022-10-31,11.4639,10.5,10.5,10.5,236000.0,9.0,12.0,11.43
2022-11-01,10.8887,10.5,10.5,10.5,243000.0,9.0,12.0,10.93
2022-11-02,,10.5,10.5,10.5,225000.0,9.0,12.0,10.92
2022-11-03,11.0533,10.5,10.5,10.5,227000.0,9.0,12.0,11.05
2022-11-04,10.703,10.5,10.5,10.5,201000.0,9.0,12.0,10.77
2022-11-07,10.1263,10.5,10.5,10.5,203000.0,9.0,12.0,10.17
2022-11-08,10.0875,10.5,10.5,10.5,178000.0,9.0,12.0,10.13
2022-11-09,10.1226,10.5,10.5,10.5,155000.0,9.0,12.0,10.15
2022-11-10,10.0455,10.5,10.5,10.5,137000.0,9.0,12.0,10.03
2022-11-11,10.5385,10.5,10.5,10.5,133000.0,9.0,12.0,10.54
2022-11-14,10.7573,10.5,10.5,10.5,123000.0,9.0,12.0,10.76
2022-11-15,,10.5,10.5,10.5,115000.0,9.0,12.0,10.96
2022-11-16,11.2816,10.5,10.5,10.5,111000.0,9.0,12.0,11.27
2022-11-17,11.4786,10.5,10.5,10.5,115000.0,9.0,12.0,11.48
2022-11-18,11.7234,10.5,10.5,10.53,159689.0,9.0,12.0,11.74
2022-11-21,11.6797,10.5,10.5,10.56,205507.0,9.0,12.0,11.69
2022-11-22,11.1688,10.5,10.5,10.5,310624.0,9.0,12.0,11.18
2022-11-23,11.2061,10.5,10.5,10.5,330624.0,9.0,12.0,11.2
2022-11-24,11.6758,9.0,10.5,10.5,293014.0,7.5,10.5,11.59
2022-11-25,,9.0,9.0,10.23,280981.0,7.5,10.5,9.41
2022-11-28,10.0748,9.0,9.0,9.96,263981.0,7.5,10.5,10.08
2022-11-29,10.0554,9.0,9.0,9.51,260981.0,7.5,10.5,10.06
2022-11-30,10.0447,9.0,9.0,9.27,288031.0,7.5,10.5,10.05
2022-12-01,10.0051,9.0,9.0,9.0,297000.0,7.5,10.5,9.99
2022-12-02,9.9617,9.0,9.0,9.0,280000.0,7.5,10.5,9.96
2022-12-05,9.6492,9.0,9.0,9.0,272000.0,7.5,10.5,9.61
2022-12-06,9.7016,9.0,9.0,9.0,237000.0,7.5,10.5,9.69
2022-12-07,8.9046,9.0,9.0,9.0,247000.0,7.5,10.5,8.87
2022-12-08,8.7845,9.0,9.0,9.0,231000.0,7.5,10.5,8.86
2022-12-09,9.2924,9.0,9.0,9.0,260000.0,7.5,10.5,9.3
2022-12-12,9.5321,9.0,9.0,9.0,248000.0,7.5,10.5,9.53
2022-12-13,9.3204,9.0,9.0,9.0,211000.0,7.5,10.5,9.34
2022-12-14,9.609,9.0,9.0,9.0,201000.0,7.5,10.5,9.61
2022-12-15,9.6656,9.0,9.0,9.0,187000.0,7.5,10.5,9.66
2022-12-16,9.591,9.0,9.0,9.0,187000.0,7.5,10.5,9.58
2022-12-19,9.5469,9.0,9.0,9.0,186000.0,7.5,10.5,9.56
2022-12-20,9.573,9.0,9.0,9.0,193000.0,7.5,10.5,9.54
2022-12-21,9.23,9.0,9.0,9.0,158000.0,7.5,10.5,9.22
2022-12-22,8.4578,9.0,9.0,9.0,158000.0,7.5,10.5,8.5
2022-12-23,9.2756,9.0,9.0,9.0,179000.0,7.5,10.5,9.25
2022-12-26,9.3428,9.0,9.0,9.0,156000.0,7.5,10.5,9.34
2022-12-27,9.6609,9.0,9.0,9.0,152000.0,7.5,10.5,9.68
2022-12-28,9.921,9.0,9.0,9.0,152000.0,7.5,10.5,9.88
2022-12-29,9.9812,9.0,9.0,9.02,176705.0,7.5,10.5,10.02
2022-12-30,10.2644,9.0,9.0,9.04,183643.0,7.5,10.5,10.26
2023-01-02,7.7227,9.0,9.0,9.0,179000.0,7.5,10.5,7.87
2023-01-03,7.7518,9.0,9.0,9.0,150000.0,7.5,10.5,7.78
2023-01-04,8.598,9.0,9.0,9.05,154685.0,7.5,10.5,8.79
2023-01-05,9.697,9.0,9.0,9.06,213491.0,7.5,10.5,9.71
2023-01-06,9.0845,9.0,9.0,9.0,240000.0,7.5,10.5,9.09
2023-01-09,9.0532,9.0,9.0,9.0,231000.0,7.5,10.5,9.09
2023-01-10,8.7311,9.0,9.0,9.0,231000.0,7.5,10.5,8.71
2023-01-11,8.9905,9.0,9.0,9.0,202000.0,7.5,10.5,8.99
2023-01-12,,9.0,9.0,9.0,127000.0,7.5,10.5,9.05
2023-01-13,9.9377,9.0,9.0,9.04,130660.0,7.5,10.5,9.91
2023-01-16,,9.0,9.0,9.0,112000.0,7.5,10.5,9.48
2023-01-17,9.143,9.0,9.0,9.0,131000.0,7.5,10.5,9.14
2023-01-18,8.9983,9.0,9.0,9.0,135000.0,7.5,10.5,8.99
2023-01-19,,9.0,9.0,9.0,142000.0,7.5,10.5,9.1
2023-01-20,9.4803,9.0,9.0,9.0,153000.0,7.5,10.5,9.45
2023-01-23,9.4941,9.0,9.0,9.0,153000.0,7.5,10.5,9.5
2023-01-24,9.5319,9.0,9.0,9.0,148000.0,7.5,10.5,9.54
2023-01-25,9.4005,9.0,9.0,9.0,205000.0,7.5,10.5,9.4
2023-01-26,9.2888,9.0,9.0,9.0,189000.0,7.5,10.5,9.28
2023-01-27,9.3962,9.0,9.0,9.0,189000.0,7.5,10.5,9.37
2023-01-30,9.3351,9.0,9.0,9.0,198000.0,7.5,10.5,9.34
2023-01-31,9.298,9.0,9.0,9.0,243000.0,7.5,10.5,9.28
2023-02-01,9.2037,9.0,9.0,9.0,221000.0,7.5,10.5,9.2
2023-02-02,9.4379,9.0,9.0,9.0,225000.0,7.5,10.5,9.48
2023-02-03,9.7764,9.0,9.0,9.0,225000.0,7.5,10.5,9.76
2023-02-06,9.9511,9.0,9.0,9.0,227000.0,7.5,10.5,9.94
2023-02-07,9.5879,9.0,9.0,9.0,225000.0,7.5,10.5,9.56
2023-02-08,9.5813,9.0,9.0,9.0,232000.0,7.5,10.5,9.59
2023-02-09,9.4996,9.0,9.0,9.0,243000.0,7.5,10.5,9.48
2023-02-10,9.2643,9.0,9.0,9.0,184000.0,7.5,10.5,9.23
2023-02-13,8.633,9.0,9.0,9.0,123000.0,7.5,10.5,8.65
2023-02-14,9.6458,9.0,9.0,9.0,85000.0,7.5,10.5,9.64
2023-02-15,9.4533,9.0,9.0,9.0,78000.0,7.5,10.5,9.39
2023-02-16,8.8781,9.0,9.0,9.0,57000.0,7.5,10.5,8.79
2023-02-17,8.6991,9.0,9.0,9.0,116000.0,7.5,10.5,8.72
2023-02-20,8.9761,9.0,9.0,9.0,124000.0,7.5,10.5,8.95
2023-02-21,8.4012,9.0,9.0,9.0,159000.0,7.5,10.5,8.41
2023-02-22,8.8553,9.0,9.0,9.0,187000.0,7.5,10.5,8.87
2023-02-23,9.0569,8.5,9.0,9.0,167000.0,7.0,10.0,9.05
2023-02-24,8.6847,8.5,8.5,8.83,205000.0,7.0,10.0,8.67
2023-02-27,7.6276,8.5,8.5,8.82,197000.0,7.0,10.0,7.66
2023-02-28,8.4364,8.5,8.5,8.76,143000.0,7.0,10.0,8.42
2023-03-01,8.8729,8.5,8.5,8.66,158233.0,7.0,10.0,8.97
2023-03-02,9.0154,8.5,8.5,8.59,126925.0,7.0,10.0,9.06
2023-03-03,8.8176,8.5,8.5,8.5,167000.0,7.0,10.0,8.8
2023-03-06,8.6176,8.5,8.5,8.5,163000.0,7.0,10.0,8.61
2023-03-07,8.6023,8.5,8.5,8.5,163000.0,7.0,10.0,8.61
2023-03-08,8.7046,8.5,8.5,8.5,187000.0,7.0,10.0,8.7
2023-03-09,8.7437,8.5,8.5,8.5,198000.0,7.0,10.0,8.74
2023-03-10,8.6928,8.5,8.5,8.5,208000.0,7.0,10.0,8.68
2023-03-13,8.3249,8.5,8.5,8.5,174000.0,7.0,10.0,8.31
2023-03-14,8.358,8.5,8.5,8.5,144000.0,7.0,10.0,8.3
2023-03-15,8.4853,8.5,8.5,8.5,126000.0,7.0,10.0,8.48
2023-03-16,,8.5,8.5,8.5,126000.0,7.0,10.0,8.52
2023-03-17,9.5292,8.5,8.5,8.5,166000.0,7.0,10.0,9.5
2023-03-20,9.1179,8.5,8.5,8.5,203000.0,7.0,10.0,9.15
2023-03-21,8.656,8.5,8.5,8.5,222000.0,7.0,10.0,8.68
2023-03-22,9.2674,8.5,8.5,8.5,254000.0,7.0,10.0,9.25
2023-03-23,,8.5,8.5,8.5,224000.0,7.0,10.0,9.19
2023-03-24,9.1416,8.5,8.5,8.5,184000.0,7.0,10.0,9.15
2023-03-27,8.9888,8.5,8.5,8.5,178000.0,7.0,10.0,8.99
2023-03-28,8.9971,8.5,8.5,8.5,183000.0,7.0,10.0,8.98
2023-03-29,9.189,8.5,8.5,8.5,190000.0,7.0,10.0,9.18
2023-03-30,9.0591,8.5,8.5,8.5,245000.0,7.0,10.0,9.08
2023-03-31,9.4543,8.5,8.5,8.56,245188.0,7.0,10.0,9.48
2023-04-03,9.2471,8.5,8.5,8.5,234000.0,7.0,10.0,9.17
2023-04-04,9.1441,8.5,8.5,8.5,234000.0,7.0,10.0,9.08
2023-04-05,8.5925,8.5,8.5,8.5,249000.0,7.0,10.0,8.62
2023-04-06,9.1292,8.5,8.5,8.53,244469.0,7.0,10.0,9.2
2023-04-07,9.1248,8.5,8.5,8.5,258000.0,7.0,10.0,9.14
2023-04-10,9.3957,8.5,8.5,8.55,286085.0,7.0,10.0,9.44
2023-04-11,9.4354,8.5,8.5,8.51,308805.0,7.0,10.0,9.47
2023-04-12,9.6749,8.5,8.5,8.63,315053.0,7.0,10.0,9.59
2023-04-13,9.2654,8.5,8.5,8.5,282646.0,7.0,10.0,9.25
2023-04-14,9.7077,8.5,,8.54,295754.0,7.0,10.0,9.7
2023-04-17,9.4252,8.5,8.5,8.5,310646.0,7.0,10.0,9.44
2023-04-18,9.651,8.5,8.5,8.56,332461.0,7.0,10.0,9.66
2023-04-19,9.9914,8.5,8.5,8.62,358351.0,7.0,10.0,9.96
2023-04-20,9.9975,8.5,8.5,8.71,392886.0,7.0,10.0,9.98
2023-04-24,9.9933,8.5,,8.7,406189.0,7.0,10.0,9.97
2023-04-25,9.9936,8.5,8.5,8.67,392460.0,7.0,10.0,9.99
2023-04-26,9.9824,8.5,8.5,8.58,371299.0,7.0,10.0,9.96
2023-04-27,9.9936,8.5,8.5,8.62,354137.0,7.0,10.0,9.99
2023-04-28,9.9965,8.5,8.5,8.7,410255.0,7.0,10.0,10.0
2023-05-02,9.9974,8.5,8.5,8.77,437235.0,7.0,10.0,
2023-05-03,9.9935,8.5,8.5,8.61,397737.0,7.0,10.0,9.99
2023-05-04,9.9917,8.5,8.5,8.59,397674.0,7.0,10.0,9.99
2023-05-05,9.9894,8.5,8.5,8.5,347482.0,7.0,10.0,9.97
2023-05-08,9.9943,8.5,8.5,8.67,363286.0,7.0,10.0,9.99
2023-05-09,9.9973,8.5,8.5,8.82,407941.0,7.0,10.0,10.0
2023-05-10,9.9992,8.5,8.5,8.99,521921.0,7.0,10.0,10.0
2023-05-11,9.9988,8.5,8.5,8.87,462072.0,7.0,10.0,10.0
2023-05-12,9.9998,8.5,,9.05,538180.0,7.0,10.0,10.0
2023-05-15,9.9981,8.5,8.5,8.89,456285.0,7.0,10.0,10.0
2023-05-16,9.9974,8.5,8.5,8.88,444830.0,7.0,10.0,10.0
2023-05-17,9.9977,8.5,8.5,8.89,441995.0,7.0,10.0,10.0
2023-05-18,9.9987,8.5,8.5,8.99,493235.0,7.0,10.0,10.0
2023-05-22,9.9985,8.5,8.5,8.95,468197.0,7.0,10.0,10.0
2023-05-23,9.9993,8.5,8.5,9.04,488925.0,7.0,10.0,10.0
2023-05-24,9.9994,8.5,8.5,9.06,501925.0,7.0,10.0,10.0
2023-05-25,10.0,8.5,8.5,9.15,590488.0,7.0,10.0,10.0
2023-05-26,10.0,8.5,8.5,9.09,622056.0,7.0,10.0,10.0
2023-05-29,9.9996,8.5,8.5,8.99,592681.0,7.0,10.0,10.0
2023-05-30,9.9997,8.5,8.5,8.98,607461.0,7.0,10.0,10.0
2023-05-31,10.0,8.5,8.5,9.09,690051.0,7.0,10.0,10.0
2023-06-01,10.0,8.5,8.5,9.07,680031.0,7.0,10.0,10.0
2023-06-02,10.0,8.5,8.5,9.09,694546.0,7.0,10.0,10.0
2023-06-05,10.0,8.5,8.5,9.06,661370.0,7.0,10.0,10.0
2023-06-06,10.0,8.5,8.5,9.07,661381.0,7.0,10.0,10.0
2023-06-07,9.9999,8.5,8.5,9.04,634216.0,7.0,10.0,10.0
2023-06-08,9.9984,8.5,8.5,8.94,571937.0,7.0,10.0,10.0
2023-06-09,9.9994,8.5,8.5,9.0,599541.0,7.0,10.0,10.0
2023-06-12,9.9993,8.5,8.5,8.99,588691.0,7.0,10.0,10.0
2023-06-13,9.9978,8.5,8.5,8.85,514932.0,7.0,10.0,10.0
2023-06-14,9.9965,8.5,8.5,8.78,476828.0,7.0,10.0,10.0
2023-06-15,9.996,8.5,8.5,8.75,462528.0,7.0,10.0,10.0
2023-06-16,9.994,8.5,8.5,8.7,390997.0,7.0,10.0,9.99
2023-06-19,9.3623,8.5,8.5,8.63,363159.0,7.0,10.0,9.1
2023-06-20,8.1567,8.5,8.5,8.5,310950.0,7.0,10.0,8.15
2023-06-21,8.4506,8.5,,8.5,311450.0,7.0,10.0,8.4
2023-06-22,9.3204,15.0,,8.74,286841.0,13.5,16.5,9.28
2023-06-23,16.3831,15.0,,10.73,289412.0,13.5,16.5,16.32
2023-06-26,16.4911,15.0,15.0,11.72,251028.0,13.5,16.5,16.44
2023-06-27,16.45,15.0,15.0,12.84,269619.0,13.5,16.5,16.42
2023-07-03,16.424,15.0,15.0,12.61,253118.0,13.5,16.5,16.35
2023-07-04,16.1599,15.0,15.0,11.47,177000.0,13.5,16.5,16.16
2023-07-05,14.7759,15.0,15.0,14.95,132000.0,13.5,16.5,14.83
2023-07-06,15.1173,15.0,15.0,15.0,154000.0,13.5,16.5,15.12
2023-07-07,16.4422,15.0,15.0,15.0,184000.0,13.5,16.5,16.42
2023-07-10,16.2746,15.0,15.0,15.0,189000.0,13.5,16.5,16.22
2023-07-11,14.578,15.0,15.0,15.0,189000.0,13.5,16.5,14.56
2023-07-12,13.923,15.0,15.0,15.0,140000.0,13.5,16.5,13.95
2023-07-13,13.5356,15.0,15.0,15.0,118000.0,13.5,16.5,13.55
2023-07-14,13.5567,15.0,15.0,15.0,19000.0,13.5,16.5,13.57
2023-07-17,13.5073,15.0,15.0,15.0,5000.0,13.5,16.5,13.51
2023-07-18,13.5044,15.0,15.0,15.0,5000.0,13.5,16.5,13.51
2023-07-19,13.5035,15.0,15.0,15.0,5000.0,13.5,16.5,13.5
2023-07-20,13.51,17.5,15.0,15.0,5000.0,16.0,19.0,13.51
2023-07-21,16.1667,17.5,17.5,15.5,5000.0,16.0,19.0,16.16
2023-07-24,16.1037,17.5,17.5,16.0,5000.0,16.0,19.0,16.11
2023-07-25,16.0308,17.5,17.5,16.5,5000.0,16.0,19.0,16.03
2023-07-26,16.1804,17.5,17.5,17.0,5000.0,16.0,19.0,16.23
2023-07-27,16.2427,17.5,17.5,17.5,5000.0,16.0,19.0,16.25
2023-07-28,16.389,17.5,17.5,17.5,5000.0,16.0,19.0,16.41
2023-07-31,16.656,17.5,17.5,17.5,5000.0,16.0,19.0,16.66
2023-08-01,16.3112,17.5,17.5,17.5,5000.0,16.0,19.0,16.32
2023-08-02,16.01,17.5,17.5,17.5,5000.0,16.0,19.0,16.01
2023-08-03,16.0078,17.5,17.5,17.5,5000.0,16.0,19.0,16.01
2023-08-04,17.9816,17.5,17.5,17.5,204000.0,16.0,19.0,17.98
2023-08-07,17.2008,17.5,17.5,17.5,204000.0,16.0,19.0,17.23
2023-08-08,16.4985,17.5,17.5,17.5,204000.0,16.0,19.0,16.53
2023-08-09,16.5547,17.5,17.5,17.5,223000.0,16.0,19.0,16.58
2023-08-10,16.9191,17.5,17.5,17.5,147000.0,16.0,19.0,16.9
2023-08-11,18.2235,17.5,17.5,17.5,37000.0,16.0,19.0,18.2
2023-08-14,17.8681,17.5,17.5,17.5,37000.0,16.0,19.0,17.86
2023-08-15,17.9586,17.5,17.5,17.5,37000.0,16.0,19.0,17.95
2023-08-16,18.3099,17.5,17.5,17.5,22000.0,16.0,19.0,18.3
2023-08-17,18.3268,17.5,17.5,17.5,18000.0,16.0,19.0,18.32
2023-08-18,18.8179,17.5,17.5,17.5,53000.0,16.0,19.0,18.79
2023-08-21,18.9921,17.5,17.5,18.16,94238.0,16.0,19.0,18.98
2023-08-22,18.9948,17.5,17.5,17.97,200200.0,16.0,19.0,18.99
2023-08-23,18.995,17.5,,17.97,192900.0,16.0,19.0,18.99
2023-08-24,18.996,25.0,17.5,18.04,208272.0,23.5,26.5,19.0
2023-08-25,23.8652,25.0,25.0,17.58,89000.0,23.5,26.5,23.86
2023-08-28,23.9874,25.0,25.0,17.81,49000.0,23.5,26.5,23.98
2023-08-29,24.5684,25.0,25.0,22.0,5000.0,23.5,26.5,24.55
2023-08-31,23.7207,25.0,25.0,23.5,5000.0,23.5,26.5,23.75
2023-09-01,26.4132,25.0,25.0,24.92,89000.0,23.5,26.5,26.34
2023-09-04,26.4345,25.0,25.0,24.92,93000.0,23.5,26.5,26.42
2023-09-05,26.455,25.0,25.0,24.94,98300.0,23.5,26.5,26.45
2023-09-06,26.4185,25.0,25.0,25.0,86000.0,23.5,26.5,26.42
2023-09-07,26.3536,25.0,25.0,25.0,86000.0,23.5,26.5,26.35
2023-09-08,26.2788,25.0,25.0,25.11,82200.0,23.5,26.5,26.3
2023-09-11,26.4268,25.0,25.0,25.0,72000.0,23.5,26.5,26.41
2023-09-12,26.3439,25.0,25.0,25.14,74800.0,23.5,26.5,26.32
2023-09-13,26.2389,25.0,25.0,25.0,34000.0,23.5,26.5,26.23
2023-09-14,26.2984,25.0,25.0,25.0,34000.0,23.5,26.5,26.27
2023-09-15,26.4993,25.0,25.0,25.87,295161.0,23.5,26.5,26.5
2023-09-18,26.4984,25.0,25.0,25.8,307961.0,23.5,26.5,26.5
2023-09-19,26.4985,25.0,25.0,25.82,317140.0,23.5,26.5,26.5
2023-09-20,26.4978,25.0,25.0,25.76,291050.0,23.5,26.5,26.5
2023-09-21,26.4991,30.0,25.0,26.06,318843.0,28.5,31.5,26.5
2023-09-22,28.5044,30.0,30.0,25.21,24000.0,28.5,31.5,28.52
2023-09-25,28.5,30.0,30.0,27.0,5000.0,28.5,31.5,28.49
2023-09-26,28.5,30.0,30.0,28.0,5000.0,28.5,31.5,28.5
2023-09-27,28.504,30.0,30.0,29.0,5000.0,28.5,31.5,28.51
2023-09-28,28.5041,30.0,30.0,30.0,5000.0,28.5,31.5,28.51
