Tarih,TP_GSYIH40_IFC_B1GQ,TP_GSYIH40_IFC_A,TP_GSYIH40_IFC_BTE,TP_GSYIH40_IFC_C,TP_GSYIH40_IFC_F,TP_GSYIH40_IFC_GTI,TP_GSYIH40_IFC_J,TP_GSYIH40_IFC_K,TP_GSYIH40_IFC_L,TP_GSYIH40_IFC_MN,TP_GSYIH40_IFC_OTQ,TP_GSYIH40_IFC_RTU,TP_GSYIH40_IFC_B1G,TP_GSYIH40_IFC_D21X31
2022-12-31,588388856.8401489,27076693.3694791,112553868.270217,96518381.8926887,24666448.3030373,151333828.259974,25080889.8274736,26722771.160861,52003620.6136422,34652040.8639984,54092191.7000745,17407301.0818778,526314781.346676,62219512.4656022
2023-03-31,498407252.311736,11461824.136913,105269463.528507,91722778.3693263,23403165.2421536,127424390.933825,18125077.165833,33564761.0922814,50900653.8532035,25587516.6993576,53325415.1413923,14025676.5691476,447492909.08161,50949250.7945007
2023-06-30,539446294.243944,19545242.242342,106375479.556609,90965590.8562315,28269354.5478728,138221021.695029,17895153.4561503,34307305.813256,51143139.372177,27195080.3866261,53375014.8658796,10694604.4692198,481296526.920938,58115815.4858669
2023-09-30,606746039.036391,63200319.4443439,108560166.378946,93059503.2607458,28971643.8378297,146486820.798831,18908151.4360114,28727163.2082704,52125720.6996072,27845342.4844085,56987886.0037407,11234532.9652749,542934008.018822,63811378.5832697
2023-12-31,617274297.883784,27116853.5776276,116627770.935646,100169178.452554,27009162.2836978,157161459.539188,24507049.1151878,27391748.5953045,54166744.164608,34167285.2029245,55965801.689464,17867880.7155134,546966452.07354,70180160.8381711
2024-03-31,525475817.314552,12415004.462895,110001268.07029,95035561.3252703,25983487.5108422,131504122.440933,18912588.465716,35284763.4809807,53146283.1717201,27452375.92598,55671074.3899691,14308468.8852122,472077877.041434,53468261.4009761
2024-06-30,552501309.348615,20570916.733192,105247340.955163,88456538.6272139,30196686.1856617,143770961.8985,18516804.9716378,34736604.3086628,54301142.3591439,27866444.4389666,53807408.5983097,10777583.1130211,490817965.221545,61578654.1271937
2024-09-30,624730298.069139,65286697.0070876,106846223.697601,90268181.5550908,32264728.4198054,150218631.639564,19424058.9231097,31175873.0903714,54360542.5507249,28129471.1791203,58202634.8810238,11243141.8666993,558307301.505109,66411822.6190609
2024-12-31,637781908.619538,29273580.7746602,118329146.091707,101626978.856158,29777325.4544276,162942333.289093,25561905.7630763,28411938.5660996,56132453.9981831,34865862.2345993,55329054.0803413,18756728.6420466,560485073.057442,76979514.7721988
2025-03-31,539021478.116869,12410082.808237,108901372.148192,93178623.7347694,28220972.627384,133579097.427531,20008655.7398026,34744844.2646374,53135032.1355375,28087861.4406768,56461154.6257285,15369585.1914193,483107731.64718,55859697.6513197
2025-06-30,579269266.567108,19649776.5525684,112340673.31615,94992374.085215,33628858.8151911,152052165.42486,19786194.1312396,35405597.4716473,54645835.0150338,29486664.7514923,53305638.8293724,11349992.3921305,515924170.590388,63260952.9662373
2025-09-30,649308679.541812,57160885.2484183,114660782.142141,97619077.0473666,36902107.7905377,160165855.528715,21352230.6238842,34517334.624271,55964135.3003701,29522639.3184249,59457771.3283554,12384609.4555124,576395538.44459,72803548.0074367
2025-12-31,660365686.678052,27444869.1153325,119945841.247086,102891964.77577,32496886.555078,170026154.858609,27800676.6666972,29443823.3034638,57495968.1226948,36214113.843965,55642410.1472462,20165670.8750886,575631006.008354,84538557.6326523
2026-03-31,553048511.125252,13004075.5426937,108302577.38971,91983263.3408438,29134508.7101209,138263696.691339,21816913.1834817,36047882.4632489,54718818.4127285,28623932.9970624,58229056.4842125,15998288.0161107,495846337.11181295,57055707.2120021
2026-06-30,592720249.696316,22263076.872849,115031100.256199,97267987.6187562,32994261.610767,152752679.667557,21494133.9771024,36158025.3104721,55806164.4952581,30069118.0785661,55411945.2525826,11715124.0462517,527275910.64012307,65319330.3172237
