tarih,aofm,tlref
2018-01-02,12.75,
2018-01-03,12.75,
2018-01-04,12.75,
2018-01-05,12.75,
2018-01-08,12.75,
2018-01-09,12.75,
2018-01-10,12.75,
2018-01-11,12.75,
2018-01-12,12.75,
2018-01-15,12.75,
2018-01-16,12.75,
2018-01-17,12.75,
2018-01-18,12.75,
2018-01-19,12.75,
2018-01-22,12.75,
2018-01-23,12.75,
2018-01-24,12.75,
2018-01-25,12.75,
2018-01-26,12.75,
2018-01-29,12.75,
2018-01-30,12.75,
2018-01-31,12.75,
2018-02-01,12.75,
2018-02-02,12.75,
2018-02-05,12.75,
2018-02-06,12.75,
2018-02-07,12.75,
2018-02-08,12.75,
2018-02-09,12.75,
2018-02-12,12.75,
2018-02-13,12.75,
2018-02-14,12.75,
2018-02-15,12.75,
2018-02-16,12.75,
2018-02-19,12.75,
2018-02-20,12.75,
2018-02-21,12.75,
2018-02-22,12.75,
2018-02-23,12.75,
2018-02-26,12.75,
2018-02-27,12.75,
2018-02-28,12.75,
2018-03-01,12.75,
2018-03-02,12.75,
2018-03-05,12.75,
2018-03-06,12.75,
2018-03-07,12.75,
2018-03-08,12.75,
2018-03-09,12.75,
2018-03-12,12.75,
2018-03-13,12.75,
2018-03-14,12.75,
2018-03-15,12.75,
2018-03-16,12.75,
2018-03-19,12.75,
2018-03-20,12.75,
2018-03-21,12.75,
2018-03-22,12.75,
2018-03-23,12.75,
2018-03-26,12.75,
2018-03-27,12.75,
2018-03-28,12.75,
2018-03-29,12.75,
2018-03-30,12.75,
2018-04-02,12.75,
2018-04-03,12.75,
2018-04-04,12.75,
2018-04-05,12.75,
2018-04-06,12.75,
2018-04-09,12.75,
2018-04-10,12.75,
2018-04-11,12.75,
2018-04-12,12.75,
2018-04-13,12.75,
2018-04-16,12.75,
2018-04-17,12.75,
2018-04-18,12.75,
2018-04-19,12.75,
2018-04-20,12.75,
2018-04-24,12.75,
2018-04-25,12.75,
2018-04-26,13.5,
2018-04-27,13.5,
2018-04-30,13.5,
2018-05-02,13.5,
2018-05-03,13.5,
2018-05-04,13.5,
2018-05-07,13.5,
2018-05-08,13.5,
2018-05-09,13.5,
2018-05-10,13.5,
2018-05-11,13.5,
2018-05-14,13.5,
2018-05-15,13.5,
2018-05-16,13.5,
2018-05-17,13.5,
2018-05-18,13.5,
2018-05-21,13.5,
2018-05-22,13.5,
2018-05-23,13.5,
2018-05-24,16.5,
2018-05-25,16.5,
2018-05-28,16.5,
2018-05-29,16.5,
2018-05-30,16.5,
2018-05-31,16.5,
2018-06-01,16.5,
2018-06-04,16.5,
2018-06-05,16.5,
2018-06-06,16.5,
2018-06-07,16.5,
2018-06-08,16.7,
2018-06-11,16.9,
2018-06-12,17.23,
2018-06-13,17.64,
2018-06-14,17.75,
2018-06-18,17.77,
2018-06-19,17.75,
2018-06-20,17.75,
2018-06-21,17.76,
2018-06-22,17.75,
2018-06-25,17.75,
2018-06-26,17.75,
2018-06-27,17.75,
2018-06-28,17.78,
2018-06-29,17.77,
2018-07-02,17.75,
2018-07-03,17.75,
2018-07-04,17.75,
2018-07-05,17.75,
2018-07-06,17.75,
2018-07-09,17.75,
2018-07-10,17.75,
2018-07-11,17.75,
2018-07-12,17.76,
2018-07-13,17.75,
2018-07-16,17.75,
2018-07-17,17.75,
2018-07-18,17.75,
2018-07-19,17.75,
2018-07-20,17.75,
2018-07-23,17.75,
2018-07-24,17.75,
2018-07-25,17.75,
2018-07-26,17.75,
2018-07-27,17.75,
2018-07-30,17.75,
2018-07-31,17.75,
2018-08-01,17.75,
2018-08-02,17.75,
2018-08-03,17.75,
2018-08-06,17.75,
2018-08-07,17.75,
2018-08-08,17.75,
2018-08-09,17.75,
2018-08-10,17.86,
2018-08-13,17.77,
2018-08-14,17.91,
2018-08-15,17.92,
2018-08-16,18.14,
2018-08-17,19.25,
2018-08-20,19.25,
2018-08-27,19.25,
2018-08-28,19.25,
2018-08-29,19.25,
2018-08-31,19.25,
2018-09-03,19.25,
2018-09-04,19.25,
2018-09-05,19.25,
2018-09-06,19.25,
2018-09-07,19.25,
2018-09-10,19.25,
2018-09-11,19.25,
2018-09-12,19.25,
2018-09-13,19.25,
2018-09-14,24.0,
2018-09-17,24.0,
2018-09-18,24.0,
2018-09-19,24.0,
2018-09-20,24.0,
2018-09-21,24.06,
2018-09-24,24.05,
2018-09-25,24.05,
2018-09-26,24.05,
2018-09-27,24.08,
2018-09-28,24.01,
2018-10-01,24.03,
2018-10-02,24.0,
2018-10-03,24.0,
2018-10-04,24.0,
2018-10-05,24.0,
2018-10-08,24.02,
2018-10-09,24.0,
2018-10-10,24.0,
2018-10-11,24.0,
2018-10-12,24.0,
2018-10-15,24.01,
2018-10-16,24.0,
2018-10-17,24.0,
2018-10-18,24.0,
2018-10-19,24.0,
2018-10-22,24.0,
2018-10-23,24.0,
2018-10-24,24.0,
2018-10-25,24.0,
2018-10-26,24.02,
2018-10-30,24.0,
2018-10-31,24.0,
2018-11-01,24.0,
2018-11-02,24.0,
2018-11-05,24.0,
2018-11-06,24.0,
2018-11-07,24.0,
2018-11-08,24.0,
2018-11-09,24.0,
2018-11-12,24.0,
2018-11-13,24.0,
2018-11-14,24.0,
2018-11-15,24.0,
2018-11-16,24.0,
2018-11-19,24.0,
2018-11-20,24.0,
2018-11-21,24.0,
2018-11-22,24.0,
2018-11-23,24.0,
2018-11-26,24.0,
2018-11-27,24.0,
2018-11-28,24.0,
2018-11-29,24.0,
2018-11-30,24.0,
2018-12-03,24.0,
2018-12-04,24.0,
2018-12-05,24.0,
2018-12-06,24.0,
2018-12-07,24.02,
2018-12-10,24.0,
2018-12-11,24.0,
2018-12-12,24.0,
2018-12-13,24.0,
2018-12-14,24.0,
2018-12-17,24.0,
2018-12-18,24.0,
2018-12-19,24.0,
2018-12-20,24.0,
2018-12-21,24.0,
2018-12-24,24.03,
2018-12-25,24.02,
2018-12-26,24.0,
2018-12-27,24.0,
2018-12-28,24.0,23.8738
2018-12-31,24.06,25.1258
2019-01-02,24.0,23.0117
2019-01-03,24.0,22.9463
2019-01-04,24.0,23.357
2019-01-07,24.0,23.9456
2019-01-08,24.0,24.0069
2019-01-09,24.0,23.0986
2019-01-10,24.0,22.7183
2019-01-11,24.0,23.8305
2019-01-14,24.0,24.1467
2019-01-15,24.0,24.5377
2019-01-16,24.0,24.0456
2019-01-17,24.0,23.6874
2019-01-18,24.0,23.9681
2019-01-21,24.0,23.8993
2019-01-22,24.0,23.3388
2019-01-23,24.0,22.6843
2019-01-24,24.08,24.1067
2019-01-25,24.0,23.5292
2019-01-28,24.0,23.5737
2019-01-29,24.0,23.2172
2019-01-30,24.0,23.313
2019-01-31,24.0,23.7039
2019-02-01,24.0,23.9325
2019-02-04,24.0,23.418
2019-02-05,24.0,23.5958
2019-02-06,24.0,23.9827
2019-02-07,24.0,23.4398
2019-02-08,24.0,24.0725
2019-02-11,24.0,23.9261
2019-02-12,24.0,23.6569
2019-02-13,24.0,23.6017
2019-02-14,24.0,24.1054
2019-02-15,24.0,24.1755
2019-02-18,24.0,24.1831
2019-02-19,24.0,24.0854
2019-02-20,24.0,24.0789
2019-02-21,24.0,23.9434
2019-02-22,24.0,23.4228
2019-02-25,24.0,23.7484
2019-02-26,24.0,24.2578
2019-02-27,24.0,24.0775
2019-02-28,24.0,24.6192
2019-03-01,24.0,24.4124
2019-03-04,24.0,23.8145
2019-03-05,24.0,22.75
2019-03-06,24.0,22.75
2019-03-07,24.0,22.75
2019-03-08,24.0,22.75
2019-03-11,24.0,22.75
2019-03-12,24.0,22.7507
2019-03-13,24.0,22.75
2019-03-14,24.0,22.7501
2019-03-15,24.0,22.9512
2019-03-18,24.0,22.9505
2019-03-19,24.0,22.9514
2019-03-20,24.0,22.9512
2019-03-21,24.0,22.9529
2019-03-22,24.0,22.9537
2019-03-25,24.31,25.3608
2019-03-26,24.56,25.4721
2019-03-27,24.69,25.4931
2019-03-28,25.01,25.4963
2019-03-29,25.5,25.4979
2019-04-01,25.5,25.4983
2019-04-02,25.5,25.4985
2019-04-03,25.5,25.4983
2019-04-04,25.5,25.4982
2019-04-05,25.5,25.4981
2019-04-08,25.18,25.4268
2019-04-09,24.9,25.4197
2019-04-10,24.6,25.4577
2019-04-11,24.06,24.6804
2019-04-12,24.1,23.1851
2019-04-15,24.36,23.0459
2019-04-16,24.03,23.4173
2019-04-17,24.08,23.6912
2019-04-18,24.09,24.5615
2019-04-19,24.0,24.5
2019-04-22,24.02,24.2745
2019-04-24,24.02,24.5794
2019-04-25,24.0,24.8088
2019-04-26,24.0,24.8559
2019-04-29,24.0,24.9579
2019-04-30,24.0,24.3954
2019-05-02,24.0,24.4607
2019-05-03,24.0,24.3729
2019-05-06,24.0,24.4364
2019-05-07,24.0,24.8727
2019-05-08,24.0,24.8974
2019-05-09,24.11,25.4183
2019-05-10,24.18,25.4652
2019-05-13,24.71,25.4863
2019-05-14,24.95,25.4948
2019-05-15,25.07,25.4957
2019-05-16,25.5,25.4978
2019-05-17,25.5,25.4982
2019-05-20,25.5,25.4983
2019-05-21,25.19,25.4964
2019-05-22,24.84,25.4951
2019-05-23,24.55,25.4928
2019-05-24,24.35,25.4903
2019-05-27,24.01,25.218
2019-05-28,24.0,24.4939
2019-05-29,24.02,24.5278
2019-05-30,24.07,24.5
2019-05-31,24.13,25.4399
2019-06-03,24.0,25.3323
2019-06-07,24.0,24.9915
2019-06-10,24.03,24.5
2019-06-11,24.0,24.4796
2019-06-12,24.0,24.0
2019-06-13,24.13,24.2977
2019-06-14,24.0,24.6856
2019-06-17,24.0,24.8246
2019-06-18,23.8,24.5233
2019-06-19,23.78,24.5983
2019-06-20,23.81,24.5
2019-06-21,23.8,24.6765
2019-06-24,23.81,24.5408
2019-06-25,23.83,24.5325
2019-06-26,23.85,24.1632
2019-06-27,23.89,23.0
2019-06-28,23.86,23.9949
2019-07-01,23.84,24.5
2019-07-02,23.86,24.0227
2019-07-03,23.88,23.4531
2019-07-04,23.89,23.0025
2019-07-05,23.87,23.0387
2019-07-08,23.86,23.0554
2019-07-09,23.87,23.5468
2019-07-10,23.88,23.4816
2019-07-11,23.9,23.013
2019-07-12,23.89,23.0002
2019-07-16,23.88,23.0005
2019-07-17,23.86,23.1712
2019-07-18,23.89,23.1213
2019-07-19,23.89,23.2249
2019-07-22,23.89,23.0
2019-07-23,23.89,23.0
2019-07-24,23.88,23.0
2019-07-25,23.92,23.0
2019-07-26,21.4,19.4659
2019-07-29,20.87,19.1553
2019-07-30,20.2,18.7131
2019-07-31,19.66,18.9854
2019-08-01,19.64,18.8935
2019-08-02,19.63,19.0925
2019-08-05,19.64,19.2318
2019-08-06,19.65,19.25
2019-08-07,19.63,19.1664
2019-08-08,19.62,19.2501
2019-08-09,19.64,19.1886
2019-08-15,19.59,19.1628
2019-08-16,19.59,19.1955
2019-08-19,19.47,19.2022
2019-08-20,19.57,19.2415
2019-08-21,19.59,19.0074
2019-08-22,19.62,18.9861
2019-08-23,19.65,18.9776
2019-08-26,19.63,18.8518
2019-08-27,19.58,18.9189
2019-08-28,19.54,19.2709
2019-08-29,19.61,19.2545
2019-09-02,19.64,18.8943
2019-09-03,19.58,19.0362
2019-09-04,19.58,18.8869
2019-09-05,19.6,19.0055
2019-09-06,19.59,19.1471
2019-09-09,19.62,18.7891
2019-09-10,19.62,18.9089
2019-09-11,19.54,18.9806
2019-09-12,19.55,19.0674
2019-09-13,17.47,16.1912
2019-09-16,17.06,16.5871
2019-09-17,16.53,16.6942
2019-09-18,16.25,16.8241
2019-09-19,16.27,16.7136
2019-09-20,16.34,16.6842
2019-09-23,16.35,16.6162
2019-09-24,16.29,16.3852
2019-09-25,16.29,16.3767
2019-09-26,16.27,16.316
2019-09-27,16.29,16.2762
2019-09-30,16.31,16.2909
2019-10-01,16.32,16.1725
2019-10-02,16.45,15.9017
2019-10-03,16.32,15.6626
2019-10-04,16.17,16.5787
2019-10-07,16.18,16.6208
2019-10-08,16.21,16.7352
2019-10-09,16.26,16.719
2019-10-10,16.23,16.7393
2019-10-11,16.14,16.5529
2019-10-14,16.08,16.4996
2019-10-15,16.12,16.4808
2019-10-16,16.17,16.3255
2019-10-17,16.33,15.6891
2019-10-18,16.15,15.9905
2019-10-21,16.08,15.898
2019-10-22,16.0,16.0862
2019-10-23,16.02,16.24
2019-10-24,16.04,16.1539
2019-10-25,14.01,14.2311
2019-10-28,13.86,14.9258
2019-10-30,13.84,14.9964
2019-10-31,13.84,14.6859
2019-11-01,13.84,14.7273
2019-11-04,13.94,14.2317
2019-11-05,13.86,13.2327
2019-11-06,13.85,12.953
2019-11-07,13.73,13.0343
2019-11-08,13.71,13.55
2019-11-11,13.68,14.5803
2019-11-12,13.68,14.5284
2019-11-13,13.84,12.904
2019-11-14,13.84,12.7499
2019-11-15,13.61,13.7712
2019-11-18,13.69,13.578
2019-11-19,13.64,13.3927
2019-11-20,13.69,13.0206
2019-11-21,13.6,13.8413
2019-11-22,13.61,13.9051
2019-11-25,13.69,13.8739
2019-11-26,13.69,13.5943
2019-11-27,13.7,13.3747
2019-11-28,13.58,13.2815
2019-11-29,13.71,13.9574
2019-12-02,13.68,14.0916
2019-12-03,13.75,13.879
2019-12-04,13.78,13.8549
2019-12-05,13.7,13.6554
2019-12-06,13.67,13.4799
2019-12-09,13.66,13.842
2019-12-10,13.66,14.1294
2019-12-11,13.7,13.7769
2019-12-12,13.9,12.8049
2019-12-13,13.04,12.0273
2019-12-16,12.96,11.3104
2019-12-17,12.34,11.2368
2019-12-18,11.35,10.9817
2019-12-19,11.35,11.0443
2019-12-20,11.47,11.1302
2019-12-23,11.68,11.0371
2019-12-24,11.91,10.7261
2019-12-25,11.89,10.51
2019-12-26,11.94,10.51
2019-12-27,11.34,11.0951
2019-12-30,11.47,11.1265
2019-12-31,11.43,11.3608
2020-01-02,11.49,11.1669
2020-01-03,11.29,11.1023
2020-01-06,11.44,11.7824
2020-01-07,11.5,12.3469
2020-01-08,11.63,12.4027
2020-01-09,11.65,12.4217
2020-01-10,11.74,11.9854
2020-01-13,11.96,11.0183
2020-01-14,11.71,10.9946
2020-01-15,11.83,10.8298
2020-01-16,11.11,12.0206
2020-01-17,10.46,11.4887
2020-01-20,10.56,11.2142
2020-01-21,10.65,11.4663
2020-01-22,10.76,11.3341
2020-01-23,11.04,10.7061
2020-01-24,11.12,10.5769
2020-01-27,10.9,10.1329
2020-01-28,10.83,10.9388
2020-01-29,10.9,11.3019
2020-01-30,10.93,11.491
2020-01-31,10.97,10.58
2020-02-03,10.96,10.5172
2020-02-04,11.0,10.5643
2020-02-05,10.94,10.7334
2020-02-06,10.98,11.1778
2020-02-07,10.98,11.7303
2020-02-10,11.01,11.1934
2020-02-11,11.02,10.8087
2020-02-12,10.95,10.4304
2020-02-13,10.95,10.3643
2020-02-14,10.86,10.5168
2020-02-17,10.81,10.6488
2020-02-18,10.95,10.9112
2020-02-19,10.98,11.0725
2020-02-20,10.84,10.988
2020-02-21,10.75,11.9052
2020-02-24,10.66,11.1087
2020-02-25,10.53,10.7406
2020-02-26,10.5,10.6666
2020-02-27,10.53,10.7506
2020-02-28,10.54,10.9673
2020-03-02,10.52,10.9386
2020-03-03,10.53,10.7424
2020-03-04,10.5,11.0884
2020-03-05,10.56,10.9071
2020-03-06,10.55,10.9352
2020-03-09,10.55,10.9734
2020-03-10,10.55,10.9769
2020-03-11,10.56,10.9831
2020-03-12,10.52,10.8384
2020-03-13,10.56,10.7272
2020-03-16,10.57,10.768
2020-03-17,10.65,10.6449
2020-03-18,10.35,9.6274
2020-03-19,10.25,9.8419
2020-03-20,9.99,9.9349
2020-03-23,9.76,9.9738
2020-03-24,9.33,9.5714
2020-03-25,9.27,9.3245
2020-03-26,9.26,9.7345
2020-03-27,9.24,9.5589
2020-03-30,9.22,9.4538
2020-03-31,9.27,9.0454
2020-04-01,9.22,8.7801
2020-04-02,9.25,8.7731
2020-04-03,9.19,9.3639
2020-04-06,9.23,9.5069
2020-04-07,9.12,9.2455
2020-04-08,9.22,9.0226
2020-04-09,9.2,8.8854
2020-04-10,9.2,8.8464
2020-04-13,9.06,9.3235
2020-04-14,9.06,9.2328
2020-04-15,8.91,9.7551
2020-04-16,9.04,9.3065
2020-04-17,9.05,9.2119
2020-04-20,9.04,9.4919
2020-04-21,9.04,9.5
2020-04-22,9.13,9.4176
2020-04-24,8.99,8.0581
2020-04-27,8.9,7.8592
2020-04-28,8.7,8.0226
2020-04-29,8.49,8.0828
2020-04-30,8.35,8.9127
2020-05-04,8.34,9.0035
2020-05-05,8.36,8.2702
2020-05-06,8.39,8.2375
2020-05-07,8.37,9.4537
2020-05-08,8.37,9.3541
2020-05-11,8.38,8.5002
2020-05-12,8.39,7.8563
2020-05-13,8.4,8.0062
2020-05-14,8.33,8.0734
2020-05-15,8.23,9.5089
2020-05-18,8.25,8.5234
2020-05-20,8.24,8.5579
2020-05-21,8.27,9.0378
2020-05-22,8.22,8.1489
2020-05-27,8.07,7.5937
2020-05-28,8.03,7.5
2020-05-29,7.9,8.5712
2020-06-01,7.76,8.7097
2020-06-02,7.77,8.1992
2020-06-03,7.75,8.2266
2020-06-04,7.75,8.3814
2020-06-05,7.74,8.1957
2020-06-08,7.72,8.1928
2020-06-09,7.73,7.8149
2020-06-10,7.7,7.9053
2020-06-11,7.66,8.1496
2020-06-12,7.69,7.8398
2020-06-15,7.66,7.5657
2020-06-16,7.64,7.7837
2020-06-17,7.68,8.0043
2020-06-18,7.64,8.223
2020-06-19,7.63,8.235
2020-06-22,7.53,8.0732
2020-06-23,7.52,8.071
2020-06-24,7.54,8.2572
2020-06-25,7.55,8.6185
2020-06-26,7.62,7.8681
2020-06-29,7.63,7.967
2020-06-30,7.62,7.8578
2020-07-01,7.59,7.7296
2020-07-02,7.6,7.5593
2020-07-03,7.58,7.647
