dt,PY_P06_ON,PY_P03_ON,PY_P04_ON,PY_P05_ON,UNIXTIME
1990-01-01,,,,,"{""numberLong"":""631148400""}"
1990-01-02,25.11,2499.4,25.0,25.25,"{""numberLong"":""631234800""}"
1990-01-03,20.1,2135.6,20.0,20.25,"{""numberLong"":""631321200""}"
1990-01-04,25.2,2236.6,22.0,225.0,"{""numberLong"":""631407600""}"
1990-01-05,47.72,1993.4,22.0,225.0,"{""numberLong"":""631494000""}"
1990-01-08,28.29,1590.4,22.25,32.0,"{""numberLong"":""631753200""}"
1990-01-09,31.2,1526.8,30.0,34.5,"{""numberLong"":""631839600""}"
1990-01-10,33.9,1920.8,33.0,35.0,"{""numberLong"":""631926000""}"
1990-01-11,37.78,1852.0,37.75,38.0,"{""numberLong"":""632012400""}"
1990-01-12,39.92,2194.4,30.0,40.0,"{""numberLong"":""632098800""}"
1990-01-15,44.92,2393.8,44.75,45.0,"{""numberLong"":""632358000""}"
1990-01-16,47.9,2330.0,47.75,48.0,"{""numberLong"":""632444400""}"
1990-01-17,50.87,2047.8,50.75,51.0,"{""numberLong"":""632530800""}"
1990-01-18,48.81,1750.0,48.75,49.0,"{""numberLong"":""632617200""}"
1990-01-19,43.29,1680.6,34.0,44.0,"{""numberLong"":""632703600""}"
1990-01-22,37.44,1685.0,36.0,38.75,"{""numberLong"":""632962800""}"
1990-01-23,34.5,1943.2,34.0,35.0,"{""numberLong"":""633049200""}"
1990-01-24,25.39,2399.2,23.0,32.75,"{""numberLong"":""633135600""}"
1990-01-25,21.21,2265.2,21.0,21.25,"{""numberLong"":""633222000""}"
1990-01-26,20.2,2531.0,20.0,20.25,"{""numberLong"":""633308400""}"
1990-01-29,20.25,2400.6,20.25,20.25,"{""numberLong"":""633567600""}"
1990-01-30,21.61,2059.8,20.25,24.0,"{""numberLong"":""633654000""}"
1990-01-31,25.29,2014.4,25.0,29.0,"{""numberLong"":""633740400""}"
1990-02-01,33.24,1834.8,32.0,35.0,"{""numberLong"":""633826800""}"
1990-02-02,38.88,1874.4,38.75,39.0,"{""numberLong"":""633913200""}"
1990-02-05,43.87,1736.6,43.75,44.0,"{""numberLong"":""634172400""}"
1990-02-06,48.86,1793.8,48.75,49.0,"{""numberLong"":""634258800""}"
1990-02-07,49.9,1905.8,49.75,50.0,"{""numberLong"":""634345200""}"
1990-02-08,47.78,2000.2,38.25,48.0,"{""numberLong"":""634431600""}"
1990-02-09,45.85,1962.8,45.75,46.0,"{""numberLong"":""634518000""}"
1990-02-12,43.83,2158.8,43.75,44.0,"{""numberLong"":""634777200""}"
1990-02-13,41.85,2122.6,41.75,42.0,"{""numberLong"":""634863600""}"
1990-02-14,41.91,2799.6,41.75,42.0,"{""numberLong"":""634950000""}"
1990-02-15,43.93,2859.4,43.75,44.0,"{""numberLong"":""635036400""}"
1990-02-16,45.93,2746.8,45.75,46.0,"{""numberLong"":""635122800""}"
1990-02-19,47.91,2617.8,47.75,48.0,"{""numberLong"":""635382000""}"
1990-02-20,45.68,2590.8,45.5,46.0,"{""numberLong"":""635468400""}"
1990-02-21,42.9,2432.2,42.75,43.0,"{""numberLong"":""635554800""}"
1990-02-22,38.47,2126.6,36.0,39.75,"{""numberLong"":""635641200""}"
1990-02-23,33.97,2260.8,31.0,38.0,"{""numberLong"":""635727600""}"
1990-02-26,36.79,2025.0,36.75,37.0,"{""numberLong"":""635986800""}"
1990-02-27,36.88,2035.0,36.75,37.0,"{""numberLong"":""636073200""}"
1990-02-28,39.83,2103.4,39.75,40.0,"{""numberLong"":""636159600""}"
1990-03-01,41.9,2295.2,41.75,42.0,"{""numberLong"":""636246000""}"
1990-03-02,44.91,2127.6,44.75,45.0,"{""numberLong"":""636332400""}"
1990-03-05,45.91,2483.0,45.75,46.0,"{""numberLong"":""636591600""}"
1990-03-06,48.92,2684.2,48.75,49.0,"{""numberLong"":""636678000""}"
1990-03-07,49.89,2301.4,49.75,50.0,"{""numberLong"":""636764400""}"
1990-03-08,49.89,2245.6,49.75,50.0,"{""numberLong"":""636850800""}"
1990-03-09,46.9,2150.2,46.75,47.0,"{""numberLong"":""636937200""}"
1990-03-12,46.83,2227.6,46.75,47.0,"{""numberLong"":""637196400""}"
1990-03-13,47.87,2385.0,47.75,48.0,"{""numberLong"":""637282800""}"
1990-03-14,51.89,2446.4,51.75,52.0,"{""numberLong"":""637369200""}"
1990-03-15,54.69,2067.6,45.0,55.0,"{""numberLong"":""637455600""}"
1990-03-16,52.86,1847.8,52.75,53.0,"{""numberLong"":""637542000""}"
1990-03-19,50.86,2085.0,50.75,51.0,"{""numberLong"":""637801200""}"
1990-03-20,49.77,1840.2,49.75,50.0,"{""numberLong"":""637887600""}"
1990-03-21,38.29,1769.4,36.0,45.75,"{""numberLong"":""637974000""}"
1990-03-22,32.18,2211.2,32.0,41.75,"{""numberLong"":""638060400""}"
1990-03-23,27.15,2158.2,27.0,27.25,"{""numberLong"":""638146800""}"
1990-03-26,24.42,1745.0,24.0,30.0,"{""numberLong"":""638402400""}"
1990-03-27,30.32,3208.6,28.0,33.0,"{""numberLong"":""638488800""}"
1990-03-28,28.16,2385.2,27.5,34.75,"{""numberLong"":""638575200""}"
1990-03-29,31.4,3278.0,30.0,38.0,"{""numberLong"":""638661600""}"
1990-03-30,41.81,1619.0,41.75,42.0,"{""numberLong"":""638748000""}"
1990-04-02,43.89,2084.2,43.75,44.0,"{""numberLong"":""639007200""}"
1990-04-03,43.75,1853.6,43.75,43.75,"{""numberLong"":""639093600""}"
1990-04-04,35.9,1901.8,34.25,42.0,"{""numberLong"":""639180000""}"
1990-04-05,41.94,3167.0,40.0,44.0,"{""numberLong"":""639266400""}"
1990-04-06,44.8,1993.4,44.75,45.0,"{""numberLong"":""639352800""}"
1990-04-09,44.87,2296.0,44.75,45.0,"{""numberLong"":""639612000""}"
1990-04-10,47.8,2212.8,47.75,48.0,"{""numberLong"":""639698400""}"
1990-04-11,47.82,1976.8,47.75,48.0,"{""numberLong"":""639784800""}"
1990-04-12,47.77,2103.2,47.75,48.0,"{""numberLong"":""639871200""}"
1990-04-13,47.93,2848.0,47.75,48.0,"{""numberLong"":""639957600""}"
1990-04-16,49.95,3202.4,49.75,50.0,"{""numberLong"":""640216800""}"
1990-04-17,49.9,2902.4,49.75,50.0,"{""numberLong"":""640303200""}"
1990-04-18,48.96,2412.8,48.0,50.0,"{""numberLong"":""640389600""}"
1990-04-19,49.78,2088.4,49.75,50.0,"{""numberLong"":""640476000""}"
1990-04-20,53.01,2154.0,49.75,55.0,"{""numberLong"":""640562400""}"
1990-04-23,,,,,"{""numberLong"":""640821600""}"
1990-04-24,54.92,2690.2,54.5,55.0,"{""numberLong"":""640908000""}"
1990-04-25,53.7,3008.2,45.0,55.0,"{""numberLong"":""640994400""}"
1990-04-26,,,,,"{""numberLong"":""641080800""}"
1990-04-27,,,,,"{""numberLong"":""641167200""}"
1990-04-30,54.87,2249.6,54.75,55.0,"{""numberLong"":""641426400""}"
1990-05-01,53.58,2308.4,45.25,54.0,"{""numberLong"":""641512800""}"
1990-05-02,50.0,2775.2,50.0,50.0,"{""numberLong"":""641599200""}"
1990-05-03,52.26,2324.6,50.0,55.0,"{""numberLong"":""641685600""}"
1990-05-04,54.33,2621.4,45.0,55.0,"{""numberLong"":""641772000""}"
1990-05-07,54.83,2489.0,54.75,55.0,"{""numberLong"":""642031200""}"
1990-05-08,55.42,2606.8,55.0,56.0,"{""numberLong"":""642117600""}"
1990-05-09,55.83,2760.4,55.75,56.0,"{""numberLong"":""642204000""}"
1990-05-10,56.86,2589.4,56.75,57.0,"{""numberLong"":""642290400""}"
1990-05-11,56.92,2520.8,56.75,57.0,"{""numberLong"":""642376800""}"
1990-05-14,56.97,2697.6,56.75,57.0,"{""numberLong"":""642636000""}"
1990-05-15,56.96,2534.2,56.75,57.0,"{""numberLong"":""642722400""}"
1990-05-16,56.92,2021.4,56.75,57.0,"{""numberLong"":""642808800""}"
1990-05-17,57.79,1828.8,55.75,65.0,"{""numberLong"":""642895200""}"
1990-05-18,61.57,1729.8,55.0,64.0,"{""numberLong"":""642981600""}"
1990-05-21,57.85,1656.6,57.75,58.0,"{""numberLong"":""643240800""}"
1990-05-22,57.75,1599.6,55.0,58.0,"{""numberLong"":""643327200""}"
1990-05-23,57.46,1787.6,56.0,57.75,"{""numberLong"":""643413600""}"
1990-05-24,56.99,1920.4,56.0,58.0,"{""numberLong"":""643500000""}"
1990-05-25,59.52,1995.4,57.75,63.0,"{""numberLong"":""643586400""}"
1990-05-28,59.92,2134.8,59.75,60.0,"{""numberLong"":""643845600""}"
1990-05-29,59.92,2193.8,59.75,60.0,"{""numberLong"":""643932000""}"
1990-05-30,59.87,1663.0,59.0,60.0,"{""numberLong"":""644018400""}"
1990-05-31,59.75,1454.8,59.0,60.0,"{""numberLong"":""644104800""}"
1990-06-01,59.95,1374.0,59.75,60.0,"{""numberLong"":""644191200""}"
1990-06-04,63.13,1500.0,61.75,65.0,"{""numberLong"":""644450400""}"
1990-06-05,62.72,1963.8,60.0,63.0,"{""numberLong"":""644536800""}"
1990-06-06,62.95,1637.6,62.75,63.0,"{""numberLong"":""644623200""}"
1990-06-07,62.67,1759.8,60.0,63.0,"{""numberLong"":""644709600""}"
1990-06-08,61.79,1931.2,60.0,63.0,"{""numberLong"":""644796000""}"
1990-06-11,62.91,1380.6,62.75,63.0,"{""numberLong"":""645055200""}"
1990-06-12,62.87,1358.8,62.75,63.0,"{""numberLong"":""645141600""}"
1990-06-13,62.08,1158.4,60.0,63.0,"{""numberLong"":""645228000""}"
1990-06-14,62.29,1249.8,60.0,63.0,"{""numberLong"":""645314400""}"
1990-06-15,62.86,1305.2,61.0,63.0,"{""numberLong"":""645400800""}"
1990-06-18,62.88,1475.0,62.75,63.0,"{""numberLong"":""645660000""}"
1990-06-19,62.79,1133.4,61.0,63.0,"{""numberLong"":""645746400""}"
1990-06-20,61.8,1259.4,60.0,62.75,"{""numberLong"":""645832800""}"
1990-06-21,58.75,1889.6,58.0,60.75,"{""numberLong"":""645919200""}"
1990-06-22,58.2,1550.0,57.0,59.75,"{""numberLong"":""646005600""}"
1990-06-25,58.46,1428.0,58.0,60.0,"{""numberLong"":""646264800""}"
1990-06-26,59.83,1706.4,59.75,60.0,"{""numberLong"":""646351200""}"
1990-06-27,59.83,1436.4,59.75,60.0,"{""numberLong"":""646437600""}"
1990-06-28,61.9,1350.6,61.75,62.0,"{""numberLong"":""646524000""}"
1990-06-29,63.68,2064.4,61.75,64.0,"{""numberLong"":""646610400""}"
1990-07-02,63.87,2531.2,62.0,64.0,"{""numberLong"":""646869600""}"
1990-07-03,,,,,"{""numberLong"":""646956000""}"
1990-07-04,,,,,"{""numberLong"":""647042400""}"
1990-07-05,,,,,"{""numberLong"":""647128800""}"
1990-07-06,,,,,"{""numberLong"":""647215200""}"
1990-07-09,63.95,1701.2,58.0,64.0,"{""numberLong"":""647474400""}"
1990-07-10,62.76,1220.6,60.0,64.0,"{""numberLong"":""647560800""}"
1990-07-11,58.21,1899.0,58.0,63.0,"{""numberLong"":""647647200""}"
1990-07-12,55.07,1719.6,55.0,55.25,"{""numberLong"":""647733600""}"
1990-07-13,53.16,1485.8,52.0,55.0,"{""numberLong"":""647820000""}"
1990-07-16,57.67,808.2,57.0,58.0,"{""numberLong"":""648079200""}"
1990-07-17,57.32,636.6,55.0,57.75,"{""numberLong"":""648165600""}"
1990-07-18,54.14,879.4,53.0,57.75,"{""numberLong"":""648252000""}"
1990-07-19,52.05,1607.2,52.0,52.25,"{""numberLong"":""648338400""}"
1990-07-20,50.07,1429.6,50.0,50.25,"{""numberLong"":""648424800""}"
1990-07-23,50.12,1437.0,50.0,50.25,"{""numberLong"":""648684000""}"
1990-07-24,50.12,1626.8,50.0,50.25,"{""numberLong"":""648770400""}"
1990-07-25,50.13,1405.8,50.0,50.25,"{""numberLong"":""648856800""}"
1990-07-26,50.08,1571.8,50.0,50.25,"{""numberLong"":""648943200""}"
1990-07-27,50.15,1243.4,50.0,50.25,"{""numberLong"":""649029600""}"
1990-07-30,50.97,1268.2,50.25,52.0,"{""numberLong"":""649288800""}"
1990-07-31,50.74,1414.6,50.25,52.0,"{""numberLong"":""649375200""}"
1990-08-01,50.16,1676.8,50.0,50.25,"{""numberLong"":""649461600""}"
1990-08-02,48.16,1903.2,48.0,48.25,"{""numberLong"":""649548000""}"
1990-08-03,48.87,1757.8,48.25,53.0,"{""numberLong"":""649634400""}"
1990-08-06,48.25,1881.2,48.25,48.25,"{""numberLong"":""649893600""}"
1990-08-07,48.25,1745.4,48.25,48.25,"{""numberLong"":""649980000""}"
1990-08-08,48.25,1157.4,48.25,48.25,"{""numberLong"":""650066400""}"
1990-08-09,48.22,1385.8,48.0,48.25,"{""numberLong"":""650152800""}"
1990-08-10,50.57,1939.8,48.25,53.0,"{""numberLong"":""650239200""}"
1990-08-13,54.92,2291.2,54.75,55.0,"{""numberLong"":""650498400""}"
1990-08-14,56.94,3272.2,56.75,57.0,"{""numberLong"":""650584800""}"
1990-08-15,56.96,3121.4,56.75,57.0,"{""numberLong"":""650671200""}"
1990-08-16,58.94,2957.2,58.75,59.0,"{""numberLong"":""650757600""}"
1990-08-17,58.9,2487.8,54.0,59.0,"{""numberLong"":""650844000""}"
1990-08-20,58.93,2181.6,58.75,59.0,"{""numberLong"":""651103200""}"
1990-08-21,56.52,1455.0,54.0,57.0,"{""numberLong"":""651189600""}"
1990-08-22,56.79,1665.4,56.75,57.0,"{""numberLong"":""651276000""}"
1990-08-23,56.67,1970.0,52.25,57.0,"{""numberLong"":""651362400""}"
1990-08-24,56.78,1477.4,56.75,57.0,"{""numberLong"":""651448800""}"
1990-08-27,56.85,1814.0,56.75,57.0,"{""numberLong"":""651708000""}"
1990-08-28,57.93,1899.2,57.75,58.0,"{""numberLong"":""651794400""}"
1990-08-29,59.07,1459.8,55.25,60.0,"{""numberLong"":""651880800""}"
1990-08-30,,,,,"{""numberLong"":""651967200""}"
1990-08-31,59.78,1633.4,59.75,60.0,"{""numberLong"":""652053600""}"
1990-09-03,59.89,2034.2,59.75,60.0,"{""numberLong"":""652312800""}"
1990-09-04,59.83,1881.4,59.75,60.0,"{""numberLong"":""652399200""}"
1990-09-05,57.13,1182.8,56.0,59.75,"{""numberLong"":""652485600""}"
1990-09-06,55.95,1448.6,55.0,58.0,"{""numberLong"":""652572000""}"
1990-09-07,53.59,1123.4,53.25,55.0,"{""numberLong"":""652658400""}"
1990-09-10,53.31,1537.2,53.0,54.0,"{""numberLong"":""652917600""}"
1990-09-11,52.23,1525.6,52.0,52.25,"{""numberLong"":""653004000""}"
1990-09-12,53.0,1317.6,52.0,53.0,"{""numberLong"":""653090400""}"
1990-09-13,55.36,1484.2,53.0,57.75,"{""numberLong"":""653176800""}"
1990-09-14,56.39,2084.8,56.0,57.25,"{""numberLong"":""653263200""}"
1990-09-17,59.88,2591.2,59.75,60.0,"{""numberLong"":""653522400""}"
1990-09-18,59.81,2290.4,59.75,60.0,"{""numberLong"":""653608800""}"
1990-09-19,59.37,1959.2,55.0,60.0,"{""numberLong"":""653695200""}"
1990-09-20,55.21,1574.8,55.0,57.0,"{""numberLong"":""653781600""}"
1990-09-21,52.16,1456.4,52.0,52.25,"{""numberLong"":""653868000""}"
1990-09-24,52.17,1639.6,52.0,52.25,"{""numberLong"":""654127200""}"
1990-09-25,50.16,1400.0,50.0,50.25,"{""numberLong"":""654213600""}"
1990-09-26,49.18,1297.4,49.0,49.25,"{""numberLong"":""654300000""}"
1990-09-27,49.23,1189.6,49.0,49.25,"{""numberLong"":""654386400""}"
1990-09-28,55.9,1743.0,52.25,57.0,"{""numberLong"":""654472800""}"
1990-10-01,57.86,1460.2,57.75,58.0,"{""numberLong"":""654735600""}"
1990-10-02,58.8,1347.4,58.75,59.0,"{""numberLong"":""654822000""}"
1990-10-03,54.11,1399.2,54.0,54.25,"{""numberLong"":""654908400""}"
1990-10-04,53.02,2928.8,53.0,53.25,"{""numberLong"":""654994800""}"
1990-10-05,51.06,1730.0,51.0,51.25,"{""numberLong"":""655081200""}"
1990-10-08,51.08,1809.4,51.0,51.25,"{""numberLong"":""655340400""}"
1990-10-09,50.07,1550.8,50.0,50.25,"{""numberLong"":""655426800""}"
1990-10-10,50.08,1336.8,50.0,50.25,"{""numberLong"":""655513200""}"
1990-10-11,50.14,1618.2,50.0,50.25,"{""numberLong"":""655599600""}"
1990-10-12,53.14,1607.0,50.0,55.0,"{""numberLong"":""655686000""}"
1990-10-15,56.87,1854.2,56.75,57.0,"{""numberLong"":""655945200""}"
1990-10-16,56.81,1448.6,56.75,57.0,"{""numberLong"":""656031600""}"
1990-10-17,56.1,1745.2,52.25,56.75,"{""numberLong"":""656118000""}"
1990-10-18,52.53,1797.8,52.0,53.25,"{""numberLong"":""656204400""}"
1990-10-19,50.19,1348.4,50.0,50.25,"{""numberLong"":""656290800""}"
1990-10-22,50.2,1385.0,50.0,50.25,"{""numberLong"":""656550000""}"
1990-10-23,50.13,1869.6,50.0,50.25,"{""numberLong"":""656636400""}"
1990-10-24,50.25,1034.0,50.25,50.25,"{""numberLong"":""656722800""}"
1990-10-25,50.61,1567.8,50.0,55.0,"{""numberLong"":""656809200""}"
1990-10-26,54.04,1311.2,53.0,55.0,"{""numberLong"":""656895600""}"
1990-10-29,,,,,"{""numberLong"":""657154800""}"
1990-10-30,55.81,2867.6,51.0,56.0,"{""numberLong"":""657241200""}"
1990-10-31,58.89,2527.4,58.75,59.0,"{""numberLong"":""657327600""}"
1990-11-01,58.81,2171.0,58.75,59.0,"{""numberLong"":""657414000""}"
1990-11-02,58.26,1388.0,54.25,58.75,"{""numberLong"":""657500400""}"
1990-11-05,56.87,2027.4,55.0,58.0,"{""numberLong"":""657759600""}"
1990-11-06,59.87,2118.8,59.75,60.0,"{""numberLong"":""657846000""}"
1990-11-07,59.86,1941.0,59.75,60.0,"{""numberLong"":""657932400""}"
1990-11-08,59.82,2013.8,59.75,60.0,"{""numberLong"":""658018800""}"
1990-11-09,59.66,2214.4,55.0,60.0,"{""numberLong"":""658105200""}"
1990-11-12,59.86,1801.0,59.75,60.0,"{""numberLong"":""658364400""}"
1990-11-13,59.83,2051.6,59.75,60.0,"{""numberLong"":""658450800""}"
1990-11-14,59.93,2753.0,59.75,60.0,"{""numberLong"":""658537200""}"
1990-11-15,59.91,2915.4,59.75,60.0,"{""numberLong"":""658623600""}"
1990-11-16,59.41,2606.4,55.0,60.0,"{""numberLong"":""658710000""}"
1990-11-19,59.94,2393.0,59.75,60.0,"{""numberLong"":""658969200""}"
1990-11-20,59.93,2243.2,59.75,60.0,"{""numberLong"":""659055600""}"
1990-11-21,59.95,2688.4,59.75,60.0,"{""numberLong"":""659142000""}"
1990-11-22,59.86,2044.8,59.75,60.0,"{""numberLong"":""659228400""}"
1990-11-23,59.83,2177.0,59.75,60.0,"{""numberLong"":""659314800""}"
1990-11-26,59.91,2093.2,59.75,60.0,"{""numberLong"":""659574000""}"
1990-11-27,59.93,1799.8,59.75,60.0,"{""numberLong"":""659660400""}"
1990-11-28,59.83,2122.8,59.75,60.0,"{""numberLong"":""659746800""}"
1990-11-29,59.81,2313.0,59.75,60.0,"{""numberLong"":""659833200""}"
1990-11-30,59.8,1596.2,59.75,60.0,"{""numberLong"":""659919600""}"
1990-12-03,59.85,1793.2,59.75,60.0,"{""numberLong"":""660178800""}"
1990-12-04,59.85,1866.0,59.75,60.0,"{""numberLong"":""660265200""}"
1990-12-05,59.82,1705.0,59.75,60.0,"{""numberLong"":""660351600""}"
1990-12-06,59.78,1400.0,59.75,60.0,"{""numberLong"":""660438000""}"
1990-12-07,58.17,1465.8,47.0,65.0,"{""numberLong"":""660524400""}"
1990-12-10,59.79,1311.6,59.75,60.0,"{""numberLong"":""660783600""}"
1990-12-11,59.25,1198.4,57.0,59.75,"{""numberLong"":""660870000""}"
1990-12-12,61.04,1051.2,59.75,65.0,"{""numberLong"":""660956400""}"
1990-12-13,62.93,2258.8,62.75,63.0,"{""numberLong"":""661042800""}"
1990-12-14,62.96,3185.0,62.75,63.0,"{""numberLong"":""661129200""}"
1990-12-17,64.97,3350.6,64.75,65.0,"{""numberLong"":""661388400""}"
1990-12-18,64.97,3399.6,64.75,65.0,"{""numberLong"":""661474800""}"
1990-12-19,64.95,3649.4,64.75,65.0,"{""numberLong"":""661561200""}"
1990-12-20,64.95,3481.0,64.75,65.0,"{""numberLong"":""661647600""}"
1990-12-21,64.92,3828.4,64.75,65.0,"{""numberLong"":""661734000""}"
1990-12-24,64.9,2423.8,64.75,65.0,"{""numberLong"":""661993200""}"
1990-12-25,64.94,2371.2,64.75,65.0,"{""numberLong"":""662079600""}"
1990-12-26,64.9,1895.2,64.75,65.0,"{""numberLong"":""662166000""}"
1990-12-27,64.94,2765.2,64.75,65.0,"{""numberLong"":""662252400""}"
1990-12-28,64.82,3143.4,62.0,65.0,"{""numberLong"":""662338800""}"
1990-12-31,64.49,2178.4,62.0,65.0,"{""numberLong"":""662598000""}"
1991-01-01,,,,,"{""numberLong"":""662684400""}"
1991-01-02,62.82,2510.8,61.0,63.75,"{""numberLong"":""662770800""}"
1991-01-03,59.23,2174.6,59.0,59.25,"{""numberLong"":""662857200""}"
1991-01-04,59.13,2098.2,59.0,59.25,"{""numberLong"":""662943600""}"
1991-01-07,59.14,2812.4,59.0,59.25,"{""numberLong"":""663202800""}"
1991-01-08,59.15,2180.0,59.0,59.25,"{""numberLong"":""663289200""}"
1991-01-09,60.09,1901.6,59.25,62.0,"{""numberLong"":""663375600""}"
1991-01-10,62.87,2412.8,62.75,63.0,"{""numberLong"":""663462000""}"
1991-01-11,64.97,4363.2,64.75,65.0,"{""numberLong"":""663548400""}"
1991-01-14,64.98,6150.0,64.75,65.0,"{""numberLong"":""663807600""}"
1991-01-15,65.0,7089.2,64.75,65.0,"{""numberLong"":""663894000""}"
1991-01-16,64.99,6932.0,64.75,65.0,"{""numberLong"":""663980400""}"
1991-01-17,64.97,7000.0,64.75,65.0,"{""numberLong"":""664066800""}"
1991-01-18,64.97,6169.6,64.75,65.0,"{""numberLong"":""664153200""}"
1991-01-21,64.99,6044.0,64.75,65.0,"{""numberLong"":""664412400""}"
1991-01-22,64.97,4671.2,64.75,65.0,"{""numberLong"":""664498800""}"
1991-01-23,64.94,3588.6,64.75,65.0,"{""numberLong"":""664585200""}"
1991-01-24,64.92,2873.2,64.75,65.0,"{""numberLong"":""664671600""}"
1991-01-25,64.88,2298.2,64.75,65.0,"{""numberLong"":""664758000""}"
1991-01-28,64.91,2172.4,64.75,65.0,"{""numberLong"":""665017200""}"
1991-01-29,64.9,2212.8,64.75,65.0,"{""numberLong"":""665103600""}"
1991-01-30,64.88,2156.6,64.75,65.0,"{""numberLong"":""665190000""}"
1991-01-31,64.89,2385.6,64.75,65.0,"{""numberLong"":""665276400""}"
1991-02-01,64.92,3464.4,64.75,65.0,"{""numberLong"":""665362800""}"
1991-02-04,64.94,2702.4,64.75,65.0,"{""numberLong"":""665622000""}"
1991-02-05,64.92,2980.0,64.75,65.0,"{""numberLong"":""665708400""}"
1991-02-06,64.91,3176.8,64.75,65.0,"{""numberLong"":""665794800""}"
1991-02-07,64.93,3455.0,64.75,65.0,"{""numberLong"":""665881200""}"
1991-02-08,64.96,3303.6,64.75,65.0,"{""numberLong"":""665967600""}"
1991-02-11,66.92,3049.0,66.75,67.0,"{""numberLong"":""666226800""}"
1991-02-12,66.92,3699.0,66.75,67.0,"{""numberLong"":""666313200""}"
1991-02-13,67.93,3798.8,67.75,68.0,"{""numberLong"":""666399600""}"
1991-02-14,68.95,4238.8,68.75,69.0,"{""numberLong"":""666486000""}"
1991-02-15,68.96,4273.2,68.75,69.0,"{""numberLong"":""666572400""}"
1991-02-18,68.97,4327.4,68.75,69.0,"{""numberLong"":""666831600""}"
1991-02-19,68.94,3778.8,68.75,69.0,"{""numberLong"":""666918000""}"
1991-02-20,68.85,3052.4,68.75,69.0,"{""numberLong"":""667004400""}"
1991-02-21,68.86,2719.4,68.75,69.0,"{""numberLong"":""667090800""}"
1991-02-22,68.75,2420.4,68.75,68.75,"{""numberLong"":""667177200""}"
1991-02-25,68.75,1658.0,68.75,68.75,"{""numberLong"":""667436400""}"
1991-02-26,68.75,2568.4,68.75,68.75,"{""numberLong"":""667522800""}"
1991-02-27,68.75,2393.2,68.75,68.75,"{""numberLong"":""667609200""}"
1991-02-28,69.75,2224.4,69.75,69.75,"{""numberLong"":""667695600""}"
1991-03-01,70.75,1891.8,70.75,70.75,"{""numberLong"":""667782000""}"
1991-03-04,102.12,2423.8,96.0,110.0,"{""numberLong"":""668041200""}"
1991-03-05,113.48,2548.0,100.0,120.0,"{""numberLong"":""668127600""}"
1991-03-06,125.33,2190.2,105.0,135.0,"{""numberLong"":""668214000""}"
1991-03-07,128.15,2357.8,112.0,130.0,"{""numberLong"":""668300400""}"
1991-03-08,112.4,2258.4,60.0,137.0,"{""numberLong"":""668386800""}"
1991-03-11,98.81,2013.8,80.0,110.0,"{""numberLong"":""668646000""}"
1991-03-12,114.57,2302.8,100.0,120.0,"{""numberLong"":""668732400""}"
1991-03-13,113.64,2676.2,100.0,120.0,"{""numberLong"":""668818800""}"
1991-03-14,125.07,2241.2,110.0,175.0,"{""numberLong"":""668905200""}"
1991-03-15,147.39,2206.4,140.0,165.0,"{""numberLong"":""668991600""}"
1991-03-18,107.42,2979.0,100.0,120.0,"{""numberLong"":""669250800""}"
1991-03-19,99.69,2563.0,90.0,105.0,"{""numberLong"":""669337200""}"
1991-03-20,70.1,3156.2,70.0,80.0,"{""numberLong"":""669423600""}"
1991-03-21,60.0,4869.2,60.0,60.0,"{""numberLong"":""669510000""}"
1991-03-22,72.29,3205.4,50.0,180.0,"{""numberLong"":""669596400""}"
1991-03-25,88.37,1810.8,85.0,100.0,"{""numberLong"":""669855600""}"
1991-03-26,102.48,2557.6,95.0,110.0,"{""numberLong"":""669942000""}"
1991-03-27,110.42,3570.6,100.0,125.0,"{""numberLong"":""670028400""}"
1991-03-28,115.49,3310.4,110.0,120.0,"{""numberLong"":""670114800""}"
1991-03-29,111.73,2574.8,110.0,120.0,"{""numberLong"":""670201200""}"
1991-04-01,110.0,1289.6,110.0,110.0,"{""numberLong"":""670456800""}"
1991-04-02,107.3,2225.6,105.0,110.0,"{""numberLong"":""670543200""}"
1991-04-03,112.72,3651.2,110.0,115.0,"{""numberLong"":""670629600""}"
1991-04-04,110.17,3470.8,110.0,115.0,"{""numberLong"":""670716000""}"
1991-04-05,110.0,2961.2,110.0,110.0,"{""numberLong"":""670802400""}"
1991-04-08,110.0,3040.2,110.0,110.0,"{""numberLong"":""671061600""}"
1991-04-09,110.0,2733.0,110.0,110.0,"{""numberLong"":""671148000""}"
1991-04-10,111.79,2761.2,110.0,115.0,"{""numberLong"":""671234400""}"
1991-04-11,115.0,3330.6,115.0,115.0,"{""numberLong"":""671320800""}"
1991-04-12,120.0,3863.6,120.0,120.0,"{""numberLong"":""671407200""}"
1991-04-15,120.0,3848.6,120.0,120.0,"{""numberLong"":""671666400""}"
1991-04-16,,,,,"{""numberLong"":""671752800""}"
1991-04-17,,,,,"{""numberLong"":""671839200""}"
1991-04-18,,,,,"{""numberLong"":""671925600""}"
1991-04-19,120.0,2800.2,120.0,120.0,"{""numberLong"":""672012000""}"
1991-04-22,107.62,2513.2,100.0,110.0,"{""numberLong"":""672271200""}"
1991-04-23,,,,,"{""numberLong"":""672357600""}"
1991-04-24,97.81,3767.2,95.0,100.0,"{""numberLong"":""672444000""}"
1991-04-25,97.11,4204.4,95.0,100.0,"{""numberLong"":""672530400""}"
1991-04-26,96.63,3202.4,95.0,100.0,"{""numberLong"":""672616800""}"
