dt,PY_P06_ON,PY_P03_ON,PY_P04_ON,PY_P05_ON,UNIXTIME
1992-08-24,61.17,1692.8,61.0,61.25,"{""numberLong"":""714607200""}"
1992-08-25,61.25,1778.4,61.25,61.25,"{""numberLong"":""714693600""}"
1992-08-26,63.94,2063.2,63.75,64.0,"{""numberLong"":""714780000""}"
1992-08-27,63.23,1605.0,61.0,63.75,"{""numberLong"":""714866400""}"
1992-08-28,62.62,1558.6,61.25,64.0,"{""numberLong"":""714952800""}"
1992-08-31,63.97,3126.4,63.75,64.0,"{""numberLong"":""715212000""}"
1992-09-01,63.91,2540.0,63.75,64.0,"{""numberLong"":""715298400""}"
1992-09-02,62.89,1458.6,61.25,63.75,"{""numberLong"":""715384800""}"
1992-09-03,60.04,5610.8,60.0,60.25,"{""numberLong"":""715471200""}"
1992-09-04,60.01,4274.4,60.0,60.25,"{""numberLong"":""715557600""}"
1992-09-07,60.0,3997.0,60.0,60.25,"{""numberLong"":""715816800""}"
1992-09-08,60.0,3403.4,60.0,60.25,"{""numberLong"":""715903200""}"
1992-09-09,60.0,2527.0,60.0,60.0,"{""numberLong"":""715989600""}"
1992-09-10,60.4,3756.2,60.25,62.75,"{""numberLong"":""716076000""}"
1992-09-11,61.71,1797.4,60.0,62.75,"{""numberLong"":""716162400""}"
1992-09-14,61.58,2166.4,60.25,62.75,"{""numberLong"":""716421600""}"
1992-09-15,62.75,1961.8,62.75,62.75,"{""numberLong"":""716508000""}"
1992-09-16,64.94,1677.4,64.75,65.0,"{""numberLong"":""716594400""}"
1992-09-17,64.75,566.6,64.75,64.75,"{""numberLong"":""716680800""}"
1992-09-18,64.75,544.4,64.75,64.75,"{""numberLong"":""716767200""}"
1992-09-21,64.75,345.4,64.75,64.75,"{""numberLong"":""717026400""}"
1992-09-22,65.82,860.6,65.75,66.0,"{""numberLong"":""717112800""}"
1992-09-23,65.75,603.4,65.75,65.75,"{""numberLong"":""717199200""}"
1992-09-24,65.75,263.6,65.75,65.75,"{""numberLong"":""717285600""}"
1992-09-25,65.75,303.4,65.75,65.75,"{""numberLong"":""717372000""}"
1992-09-28,65.75,1217.8,65.75,65.75,"{""numberLong"":""717634800""}"
1992-09-29,65.75,1022.4,65.75,65.75,"{""numberLong"":""717721200""}"
1992-09-30,65.75,2065.0,65.75,65.75,"{""numberLong"":""717807600""}"
1992-10-01,65.75,3805.4,65.75,65.75,"{""numberLong"":""717894000""}"
1992-10-02,65.75,3666.2,65.75,65.75,"{""numberLong"":""717980400""}"
1992-10-05,65.75,1039.8,65.75,65.75,"{""numberLong"":""718239600""}"
1992-10-06,65.75,2379.6,65.75,65.75,"{""numberLong"":""718326000""}"
1992-10-07,65.75,3352.4,65.75,65.75,"{""numberLong"":""718412400""}"
1992-10-08,65.75,4796.0,65.75,65.75,"{""numberLong"":""718498800""}"
1992-10-09,65.75,3526.0,65.75,65.75,"{""numberLong"":""718585200""}"
1992-10-12,65.75,1247.2,65.75,65.75,"{""numberLong"":""718844400""}"
1992-10-13,65.75,2629.4,65.75,65.75,"{""numberLong"":""718930800""}"
1992-10-14,65.75,4826.6,65.75,65.75,"{""numberLong"":""719017200""}"
1992-10-15,65.77,5960.8,65.75,109.0,"{""numberLong"":""719103600""}"
1992-10-16,65.75,4065.4,65.75,65.75,"{""numberLong"":""719190000""}"
1992-10-19,65.75,1621.4,65.75,65.75,"{""numberLong"":""719449200""}"
1992-10-20,65.75,1334.8,65.75,65.75,"{""numberLong"":""719535600""}"
1992-10-21,65.75,683.4,65.75,65.75,"{""numberLong"":""719622000""}"
1992-10-22,65.75,795.8,65.75,65.75,"{""numberLong"":""719708400""}"
1992-10-23,65.75,173.4,65.75,65.75,"{""numberLong"":""719794800""}"
1992-10-26,65.75,205.0,65.75,65.75,"{""numberLong"":""720054000""}"
1992-10-27,65.75,396.8,65.75,65.75,"{""numberLong"":""720140400""}"
1992-10-28,65.75,4817.4,65.75,65.75,"{""numberLong"":""720226800""}"
1992-10-29,,,,,"{""numberLong"":""720313200""}"
1992-10-30,65.29,4817.0,63.0,65.75,"{""numberLong"":""720399600""}"
1992-11-02,64.09,3391.6,63.5,65.75,"{""numberLong"":""720658800""}"
1992-11-03,63.37,2346.6,63.25,65.75,"{""numberLong"":""720745200""}"
1992-11-04,63.34,4901.8,63.25,65.75,"{""numberLong"":""720831600""}"
1992-11-05,65.75,4953.0,65.75,65.75,"{""numberLong"":""720918000""}"
1992-11-06,65.75,2016.4,65.75,65.75,"{""numberLong"":""721004400""}"
1992-11-09,65.75,2849.2,65.75,65.75,"{""numberLong"":""721263600""}"
1992-11-10,65.75,4396.4,65.75,65.75,"{""numberLong"":""721350000""}"
1992-11-11,65.75,2623.4,65.75,65.75,"{""numberLong"":""721436400""}"
1992-11-12,67.75,4235.8,67.75,67.75,"{""numberLong"":""721522800""}"
1992-11-13,67.75,4827.2,67.75,67.75,"{""numberLong"":""721609200""}"
1992-11-16,67.75,2741.4,67.75,67.75,"{""numberLong"":""721868400""}"
1992-11-17,67.75,4975.4,67.75,67.75,"{""numberLong"":""721954800""}"
1992-11-18,67.75,152.2,67.75,67.75,"{""numberLong"":""722041200""}"
1992-11-19,67.75,93.0,67.75,67.75,"{""numberLong"":""722127600""}"
1992-11-20,67.75,529.0,67.75,67.75,"{""numberLong"":""722214000""}"
1992-11-23,67.75,849.8,67.75,67.75,"{""numberLong"":""722473200""}"
1992-11-24,67.75,28.4,67.75,67.75,"{""numberLong"":""722559600""}"
1992-11-25,67.75,4991.8,67.75,67.75,"{""numberLong"":""722646000""}"
1992-11-26,67.75,7054.4,67.75,67.75,"{""numberLong"":""722732400""}"
1992-11-27,67.75,4084.4,67.75,67.75,"{""numberLong"":""722818800""}"
1992-11-30,67.75,1876.8,67.75,67.75,"{""numberLong"":""723078000""}"
1992-12-01,67.75,3208.8,67.75,67.75,"{""numberLong"":""723164400""}"
1992-12-02,67.75,4761.8,67.75,67.75,"{""numberLong"":""723250800""}"
1992-12-03,67.75,5048.4,67.75,67.75,"{""numberLong"":""723337200""}"
1992-12-04,67.75,2430.4,67.75,67.75,"{""numberLong"":""723423600""}"
1992-12-07,67.75,2445.4,67.75,67.75,"{""numberLong"":""723682800""}"
1992-12-08,67.75,2047.0,67.75,67.75,"{""numberLong"":""723769200""}"
1992-12-09,67.75,2919.4,67.75,67.75,"{""numberLong"":""723855600""}"
1992-12-10,67.82,4304.8,67.75,68.0,"{""numberLong"":""723942000""}"
1992-12-11,67.82,3838.8,67.75,68.0,"{""numberLong"":""724028400""}"
1992-12-14,67.77,2230.2,67.75,68.0,"{""numberLong"":""724287600""}"
1992-12-15,67.75,6416.6,67.75,67.75,"{""numberLong"":""724374000""}"
1992-12-16,67.99,1568.0,67.75,68.0,"{""numberLong"":""724460400""}"
1992-12-17,67.98,1443.0,67.75,68.0,"{""numberLong"":""724546800""}"
1992-12-18,67.9,1116.0,67.75,68.0,"{""numberLong"":""724633200""}"
1992-12-21,67.93,565.8,67.75,68.0,"{""numberLong"":""724892400""}"
1992-12-22,67.75,781.6,67.75,67.75,"{""numberLong"":""724978800""}"
1992-12-23,67.35,6668.4,66.0,67.75,"{""numberLong"":""725065200""}"
1992-12-24,67.75,8686.2,67.75,67.75,"{""numberLong"":""725151600""}"
1992-12-25,67.75,5594.6,67.75,67.75,"{""numberLong"":""725238000""}"
1992-12-28,67.75,4531.4,67.75,67.75,"{""numberLong"":""725497200""}"
1992-12-29,67.75,5885.4,67.75,67.75,"{""numberLong"":""725583600""}"
1992-12-30,67.75,5859.4,67.75,67.75,"{""numberLong"":""725670000""}"
1992-12-31,67.75,9306.8,67.75,67.75,"{""numberLong"":""725756400""}"
1993-01-01,,,,,"{""numberLong"":""725842800""}"
1993-01-04,67.75,9780.2,67.75,67.75,"{""numberLong"":""726102000""}"
1993-01-05,67.75,8383.4,67.75,67.75,"{""numberLong"":""726188400""}"
1993-01-06,65.0,5779.0,65.0,65.0,"{""numberLong"":""726274800""}"
1993-01-07,65.0,4160.8,65.0,65.0,"{""numberLong"":""726361200""}"
1993-01-08,65.01,4959.2,65.0,65.25,"{""numberLong"":""726447600""}"
1993-01-11,65.19,2524.8,64.0,67.0,"{""numberLong"":""726706800""}"
1993-01-12,66.4,1495.8,64.0,66.75,"{""numberLong"":""726793200""}"
1993-01-13,67.29,231.4,66.0,68.75,"{""numberLong"":""726879600""}"
1993-01-14,68.89,1547.8,68.75,69.0,"{""numberLong"":""726966000""}"
1993-01-15,68.98,990.4,68.75,69.0,"{""numberLong"":""727052400""}"
1993-01-18,68.96,1801.4,68.75,69.0,"{""numberLong"":""727311600""}"
1993-01-19,68.75,1094.8,68.75,68.75,"{""numberLong"":""727398000""}"
1993-01-20,65.75,7226.6,65.75,65.75,"{""numberLong"":""727484400""}"
1993-01-21,65.01,9700.4,63.0,65.75,"{""numberLong"":""727570800""}"
1993-01-22,63.0,9600.0,63.0,63.0,"{""numberLong"":""727657200""}"
1993-01-25,62.0,16399.2,61.0,63.5,"{""numberLong"":""727916400""}"
1993-01-26,62.0,17993.4,61.0,63.5,"{""numberLong"":""728002800""}"
1993-01-27,61.0,17101.4,61.0,61.0,"{""numberLong"":""728089200""}"
1993-01-28,60.0,18253.6,60.0,60.0,"{""numberLong"":""728175600""}"
1993-01-29,60.0,15344.6,60.0,60.0,"{""numberLong"":""728262000""}"
1993-02-01,60.0,10858.4,60.0,60.0,"{""numberLong"":""728521200""}"
1993-02-02,60.0,10429.0,60.0,60.0,"{""numberLong"":""728607600""}"
1993-02-03,60.0,13232.8,60.0,60.0,"{""numberLong"":""728694000""}"
1993-02-04,60.0,13519.0,60.0,60.0,"{""numberLong"":""728780400""}"
1993-02-05,59.0,10843.0,59.0,59.0,"{""numberLong"":""728866800""}"
1993-02-08,59.0,14922.8,59.0,59.0,"{""numberLong"":""729126000""}"
1993-02-09,59.0,15114.4,59.0,59.0,"{""numberLong"":""729212400""}"
1993-02-10,59.89,5649.2,59.0,61.0,"{""numberLong"":""729298800""}"
1993-02-11,59.0,6974.8,59.0,59.0,"{""numberLong"":""729385200""}"
1993-02-12,59.72,5741.2,59.0,61.75,"{""numberLong"":""729471600""}"
1993-02-15,59.0,2636.2,59.0,59.0,"{""numberLong"":""729730800""}"
1993-02-16,59.15,1905.0,59.0,62.0,"{""numberLong"":""729817200""}"
1993-02-17,59.0,7822.4,59.0,59.0,"{""numberLong"":""729903600""}"
1993-02-18,59.0,14349.0,59.0,59.0,"{""numberLong"":""729990000""}"
1993-02-19,59.0,13000.0,59.0,59.0,"{""numberLong"":""730076400""}"
1993-02-22,59.0,15533.6,59.0,59.0,"{""numberLong"":""730335600""}"
1993-02-23,59.0,16910.2,59.0,59.0,"{""numberLong"":""730422000""}"
1993-02-24,59.0,7724.2,59.0,59.0,"{""numberLong"":""730508400""}"
1993-02-25,59.01,9786.0,59.0,59.25,"{""numberLong"":""730594800""}"
1993-02-26,59.23,4875.6,59.0,59.25,"{""numberLong"":""730681200""}"
1993-03-01,61.75,2147.2,61.75,61.75,"{""numberLong"":""730940400""}"
1993-03-02,61.75,8238.8,61.75,61.75,"{""numberLong"":""731026800""}"
1993-03-03,74.99,1648.4,74.75,75.0,"{""numberLong"":""731113200""}"
1993-03-04,69.97,534.0,69.75,70.0,"{""numberLong"":""731199600""}"
1993-03-05,69.93,2260.6,69.75,70.0,"{""numberLong"":""731286000""}"
1993-03-08,69.96,1181.8,69.75,70.0,"{""numberLong"":""731545200""}"
1993-03-09,69.93,580.8,69.75,70.0,"{""numberLong"":""731631600""}"
1993-03-10,69.81,1179.8,69.75,70.0,"{""numberLong"":""731718000""}"
1993-03-11,69.84,1167.8,69.75,70.0,"{""numberLong"":""731804400""}"
1993-03-12,69.75,4775.2,69.75,69.75,"{""numberLong"":""731890800""}"
1993-03-15,69.83,471.0,69.75,70.0,"{""numberLong"":""732150000""}"
1993-03-16,69.99,1475.4,69.75,70.0,"{""numberLong"":""732236400""}"
1993-03-17,67.0,7126.8,67.0,67.0,"{""numberLong"":""732322800""}"
1993-03-18,64.0,11157.4,64.0,64.0,"{""numberLong"":""732409200""}"
1993-03-19,65.25,5431.8,63.0,66.0,"{""numberLong"":""732495600""}"
1993-03-22,63.0,3190.4,63.0,63.0,"{""numberLong"":""732754800""}"
1993-03-23,63.0,7487.0,63.0,63.0,"{""numberLong"":""732841200""}"
1993-03-24,,,,,"{""numberLong"":""732927600""}"
1993-03-25,,,,,"{""numberLong"":""733014000""}"
1993-03-26,,,,,"{""numberLong"":""733100400""}"
1993-03-29,63.0,5136.4,63.0,63.0,"{""numberLong"":""733356000""}"
1993-03-30,63.0,4517.2,63.0,63.0,"{""numberLong"":""733442400""}"
1993-03-31,63.0,6592.6,63.0,63.0,"{""numberLong"":""733528800""}"
1993-04-01,64.24,9724.6,63.0,65.0,"{""numberLong"":""733615200""}"
1993-04-02,63.5,7098.6,63.5,63.5,"{""numberLong"":""733701600""}"
1993-04-05,63.0,3179.0,63.0,63.0,"{""numberLong"":""733960800""}"
1993-04-06,63.0,2168.0,63.0,63.0,"{""numberLong"":""734047200""}"
1993-04-07,63.0,3736.0,63.0,63.0,"{""numberLong"":""734133600""}"
1993-04-08,63.0,3548.2,63.0,63.0,"{""numberLong"":""734220000""}"
1993-04-09,63.0,4206.0,63.0,63.0,"{""numberLong"":""734306400""}"
1993-04-12,64.4,834.8,63.0,65.75,"{""numberLong"":""734565600""}"
1993-04-13,65.97,1636.8,65.75,66.0,"{""numberLong"":""734652000""}"
1993-04-14,63.0,3855.2,63.0,63.0,"{""numberLong"":""734738400""}"
1993-04-15,61.0,3463.8,61.0,61.0,"{""numberLong"":""734824800""}"
1993-04-16,61.0,3693.0,61.0,61.0,"{""numberLong"":""734911200""}"
1993-04-19,61.1,1931.4,61.0,62.0,"{""numberLong"":""735170400""}"
1993-04-20,63.47,1816.0,62.0,63.75,"{""numberLong"":""735256800""}"
1993-04-21,63.75,1342.0,63.75,63.75,"{""numberLong"":""735343200""}"
1993-04-22,62.89,2926.6,61.0,63.75,"{""numberLong"":""735429600""}"
1993-04-23,,,,,"{""numberLong"":""735516000""}"
1993-04-26,61.25,1337.2,61.25,61.25,"{""numberLong"":""735775200""}"
1993-04-27,61.02,5763.2,61.0,61.25,"{""numberLong"":""735861600""}"
1993-04-28,61.0,6335.8,61.0,61.0,"{""numberLong"":""735948000""}"
1993-04-29,61.0,7216.0,61.0,61.0,"{""numberLong"":""736034400""}"
1993-04-30,61.0,4487.4,61.0,61.0,"{""numberLong"":""736120800""}"
1993-05-03,61.25,1904.2,61.25,61.25,"{""numberLong"":""736380000""}"
1993-05-04,61.35,2840.8,61.0,63.75,"{""numberLong"":""736466400""}"
1993-05-05,63.75,919.6,63.75,63.75,"{""numberLong"":""736552800""}"
1993-05-06,63.88,772.2,63.75,64.0,"{""numberLong"":""736639200""}"
1993-05-07,63.82,1452.8,63.75,64.0,"{""numberLong"":""736725600""}"
1993-05-10,63.75,1896.4,63.75,63.75,"{""numberLong"":""736984800""}"
1993-05-11,63.88,1018.4,63.75,64.0,"{""numberLong"":""737071200""}"
1993-05-12,63.75,7110.8,63.75,63.75,"{""numberLong"":""737157600""}"
1993-05-13,63.75,6215.8,63.75,63.75,"{""numberLong"":""737244000""}"
1993-05-14,63.75,8120.8,63.75,63.75,"{""numberLong"":""737330400""}"
1993-05-17,63.75,2520.8,63.75,63.75,"{""numberLong"":""737589600""}"
1993-05-18,63.75,2180.0,63.75,63.75,"{""numberLong"":""737676000""}"
1993-05-19,,,,,"{""numberLong"":""737762400""}"
1993-05-20,63.75,3399.0,63.75,63.75,"{""numberLong"":""737848800""}"
1993-05-21,62.4,8622.2,62.0,63.75,"{""numberLong"":""737935200""}"
1993-05-24,62.75,4245.8,62.75,62.75,"{""numberLong"":""738194400""}"
1993-05-25,60.83,7759.2,60.0,62.75,"{""numberLong"":""738280800""}"
1993-05-26,60.0,11210.0,60.0,60.0,"{""numberLong"":""738367200""}"
1993-05-27,58.0,10095.8,58.0,58.0,"{""numberLong"":""738453600""}"
1993-05-28,57.29,2293.6,57.0,60.0,"{""numberLong"":""738540000""}"
1993-05-31,59.92,1459.8,59.75,60.0,"{""numberLong"":""738799200""}"
1993-06-01,,,,,"{""numberLong"":""738885600""}"
1993-06-02,,,,,"{""numberLong"":""738972000""}"
1993-06-03,,,,,"{""numberLong"":""739058400""}"
1993-06-04,,,,,"{""numberLong"":""739144800""}"
1993-06-07,59.94,1565.8,59.75,60.0,"{""numberLong"":""739404000""}"
1993-06-08,59.75,4138.2,59.75,59.75,"{""numberLong"":""739490400""}"
1993-06-09,57.0,12768.0,57.0,57.0,"{""numberLong"":""739576800""}"
1993-06-10,59.75,8850.6,59.75,59.75,"{""numberLong"":""739663200""}"
1993-06-11,59.75,4189.2,59.75,59.75,"{""numberLong"":""739749600""}"
1993-06-14,59.75,2056.4,59.75,59.75,"{""numberLong"":""740008800""}"
1993-06-15,59.75,757.8,59.75,59.75,"{""numberLong"":""740095200""}"
1993-06-16,59.75,186.4,59.75,59.75,"{""numberLong"":""740181600""}"
1993-06-17,59.75,201.0,59.75,59.75,"{""numberLong"":""740268000""}"
1993-06-18,59.75,1736.2,59.75,59.75,"{""numberLong"":""740354400""}"
1993-06-21,59.75,480.8,59.75,59.75,"{""numberLong"":""740613600""}"
1993-06-22,59.75,2212.2,59.75,59.75,"{""numberLong"":""740700000""}"
1993-06-23,59.75,1236.6,59.75,59.75,"{""numberLong"":""740786400""}"
1993-06-24,59.88,386.4,59.75,60.0,"{""numberLong"":""740872800""}"
1993-06-25,57.11,3147.4,57.0,59.75,"{""numberLong"":""740959200""}"
1993-06-28,59.75,322.2,59.75,59.75,"{""numberLong"":""741218400""}"
1993-06-29,59.75,873.0,59.75,59.75,"{""numberLong"":""741304800""}"
1993-06-30,59.75,1276.4,59.75,59.75,"{""numberLong"":""741391200""}"
1993-07-01,59.75,1031.0,59.75,59.75,"{""numberLong"":""741477600""}"
1993-07-02,59.75,3484.6,59.75,59.75,"{""numberLong"":""741564000""}"
1993-07-05,59.75,2908.2,59.75,59.75,"{""numberLong"":""741823200""}"
1993-07-06,59.75,2278.4,59.75,59.75,"{""numberLong"":""741909600""}"
1993-07-07,59.75,1206.6,59.75,59.75,"{""numberLong"":""741996000""}"
1993-07-08,59.75,1055.2,59.75,59.75,"{""numberLong"":""742082400""}"
1993-07-09,59.75,1029.2,59.75,59.75,"{""numberLong"":""742168800""}"
1993-07-12,59.99,1550.8,59.75,60.0,"{""numberLong"":""742428000""}"
1993-07-13,61.96,1749.8,61.75,62.0,"{""numberLong"":""742514400""}"
1993-07-14,61.81,4459.8,61.75,62.0,"{""numberLong"":""742600800""}"
1993-07-15,59.74,2771.4,59.0,62.0,"{""numberLong"":""742687200""}"
1993-07-16,60.75,1221.8,60.75,60.75,"{""numberLong"":""742773600""}"
1993-07-19,59.75,697.8,59.75,59.75,"{""numberLong"":""743032800""}"
1993-07-20,58.75,3246.8,57.0,59.75,"{""numberLong"":""743119200""}"
1993-07-21,57.54,2705.4,57.0,59.75,"{""numberLong"":""743205600""}"
1993-07-22,58.93,2047.6,57.0,59.75,"{""numberLong"":""743292000""}"
1993-07-23,57.43,2789.6,57.0,59.75,"{""numberLong"":""743378400""}"
1993-07-26,59.81,4457.4,59.75,60.0,"{""numberLong"":""743637600""}"
1993-07-27,59.79,5576.0,59.75,60.0,"{""numberLong"":""743724000""}"
1993-07-28,57.57,8044.6,57.0,60.0,"{""numberLong"":""743810400""}"
1993-07-29,58.14,7275.4,57.0,59.75,"{""numberLong"":""743896800""}"
1993-07-30,57.53,2075.0,57.0,60.0,"{""numberLong"":""743983200""}"
1993-08-02,59.86,1540.2,59.75,60.0,"{""numberLong"":""744242400""}"
1993-08-03,59.75,3296.2,59.75,59.75,"{""numberLong"":""744328800""}"
1993-08-04,57.24,9768.2,57.0,59.75,"{""numberLong"":""744415200""}"
1993-08-05,57.25,9382.4,57.0,59.75,"{""numberLong"":""744501600""}"
1993-08-06,57.05,4868.2,57.0,57.25,"{""numberLong"":""744588000""}"
1993-08-09,57.05,4292.0,57.0,57.25,"{""numberLong"":""744847200""}"
1993-08-10,57.04,5091.0,57.0,57.25,"{""numberLong"":""744933600""}"
1993-08-11,59.75,3628.4,59.75,59.75,"{""numberLong"":""745020000""}"
1993-08-12,59.81,3691.6,59.75,60.0,"{""numberLong"":""745106400""}"
1993-08-13,57.72,6522.6,57.0,59.75,"{""numberLong"":""745192800""}"
1993-08-16,57.51,2614.4,57.0,59.75,"{""numberLong"":""745452000""}"
1993-08-17,57.45,4046.6,57.0,58.0,"{""numberLong"":""745538400""}"
1993-08-18,58.17,5471.4,57.0,59.75,"{""numberLong"":""745624800""}"
1993-08-19,57.18,7309.6,57.0,59.75,"{""numberLong"":""745711200""}"
1993-08-20,57.02,6702.8,57.0,57.25,"{""numberLong"":""745797600""}"
1993-08-23,59.83,1741.0,59.75,60.0,"{""numberLong"":""746056800""}"
1993-08-24,58.48,4575.4,57.0,60.0,"{""numberLong"":""746143200""}"
1993-08-25,58.1,3938.8,57.0,60.0,"{""numberLong"":""746229600""}"
1993-08-26,57.42,7000.0,57.0,59.75,"{""numberLong"":""746316000""}"
1993-08-27,58.07,4330.0,57.0,59.75,"{""numberLong"":""746402400""}"
1993-08-30,,,,,"{""numberLong"":""746661600""}"
1993-08-31,57.79,4754.8,57.0,59.75,"{""numberLong"":""746748000""}"
1993-09-01,57.0,8488.0,57.0,57.0,"{""numberLong"":""746834400""}"
1993-09-02,57.0,8694.0,57.0,57.0,"{""numberLong"":""746920800""}"
1993-09-03,57.0,5097.8,57.0,57.0,"{""numberLong"":""747007200""}"
1993-09-06,57.0,1761.6,57.0,57.0,"{""numberLong"":""747266400""}"
1993-09-07,57.0,2885.2,57.0,57.0,"{""numberLong"":""747352800""}"
1993-09-08,57.0,6314.0,57.0,57.0,"{""numberLong"":""747439200""}"
1993-09-09,57.0,4698.8,57.0,57.0,"{""numberLong"":""747525600""}"
1993-09-10,59.04,1307.6,57.0,60.0,"{""numberLong"":""747612000""}"
1993-09-13,59.9,2203.2,59.75,60.0,"{""numberLong"":""747871200""}"
1993-09-14,59.78,1951.8,59.75,60.0,"{""numberLong"":""747957600""}"
1993-09-15,57.0,901.0,57.0,57.0,"{""numberLong"":""748044000""}"
1993-09-16,57.0,745.2,57.0,57.0,"{""numberLong"":""748130400""}"
1993-09-17,57.0,620.2,57.0,57.0,"{""numberLong"":""748216800""}"
1993-09-20,59.75,213.0,59.75,59.75,"{""numberLong"":""748476000""}"
1993-09-21,57.0,1577.8,57.0,59.75,"{""numberLong"":""748562400""}"
1993-09-22,57.0,3586.8,57.0,57.0,"{""numberLong"":""748648800""}"
1993-09-23,57.0,4007.6,57.0,57.0,"{""numberLong"":""748735200""}"
1993-09-24,57.0,4527.6,57.0,57.0,"{""numberLong"":""748821600""}"
1993-09-27,57.0,2215.2,57.0,57.0,"{""numberLong"":""749084400""}"
1993-09-28,57.0,6031.4,57.0,57.0,"{""numberLong"":""749170800""}"
1993-09-29,57.0,8268.4,57.0,57.0,"{""numberLong"":""749257200""}"
1993-09-30,57.0,4724.8,57.0,57.0,"{""numberLong"":""749343600""}"
1993-10-01,57.0,6662.6,57.0,57.0,"{""numberLong"":""749430000""}"
1993-10-04,57.0,3200.0,57.0,57.0,"{""numberLong"":""749689200""}"
1993-10-05,57.0,2372.6,57.0,57.0,"{""numberLong"":""749775600""}"
1993-10-06,57.0,1679.8,57.0,57.0,"{""numberLong"":""749862000""}"
1993-10-07,57.0,637.8,57.0,57.0,"{""numberLong"":""749948400""}"
1993-10-08,57.0,542.4,57.0,57.0,"{""numberLong"":""750034800""}"
1993-10-11,59.08,1552.6,57.0,60.0,"{""numberLong"":""750294000""}"
1993-10-12,59.91,1004.0,59.75,60.0,"{""numberLong"":""750380400""}"
1993-10-13,57.83,2115.6,57.0,59.75,"{""numberLong"":""750466800""}"
1993-10-14,57.11,4441.6,57.0,59.75,"{""numberLong"":""750553200""}"
1993-10-15,59.62,1948.6,57.0,60.0,"{""numberLong"":""750639600""}"
1993-10-18,59.97,1469.8,59.75,60.0,"{""numberLong"":""750898800""}"
1993-10-19,59.88,339.6,59.75,60.0,"{""numberLong"":""750985200""}"
1993-10-20,57.0,2412.4,57.0,57.0,"{""numberLong"":""751071600""}"
1993-10-21,57.0,6336.8,57.0,57.0,"{""numberLong"":""751158000""}"
1993-10-22,57.0,4480.2,57.0,57.0,"{""numberLong"":""751244400""}"
1993-10-25,58.37,360.6,57.0,59.75,"{""numberLong"":""751503600""}"
1993-10-26,59.75,80.0,59.75,59.75,"{""numberLong"":""751590000""}"
1993-10-27,57.0,3427.4,57.0,57.0,"{""numberLong"":""751676400""}"
1993-10-28,57.0,4483.4,57.0,57.0,"{""numberLong"":""751762800""}"
1993-10-29,,,,,"{""numberLong"":""751849200""}"
1993-11-01,60.68,6140.6,59.0,61.75,"{""numberLong"":""752108400""}"
1993-11-02,60.81,7187.6,59.0,61.75,"{""numberLong"":""752194800""}"
1993-11-03,63.05,2862.0,61.0,63.75,"{""numberLong"":""752281200""}"
1993-11-04,77.3,3878.0,75.0,79.75,"{""numberLong"":""752367600""}"
1993-11-05,75.77,2387.6,75.0,79.75,"{""numberLong"":""752454000""}"
1993-11-08,75.51,2239.8,75.0,79.75,"{""numberLong"":""752713200""}"
1993-11-09,75.92,2478.8,75.0,80.0,"{""numberLong"":""752799600""}"
1993-11-10,79.75,1120.4,79.75,79.75,"{""numberLong"":""752886000""}"
1993-11-11,77.14,5614.0,75.0,80.0,"{""numberLong"":""752972400""}"
1993-11-12,79.78,3861.0,79.75,80.0,"{""numberLong"":""753058800""}"
1993-11-15,79.98,2152.0,79.75,80.0,"{""numberLong"":""753318000""}"
1993-11-16,79.98,2491.2,79.75,80.0,"{""numberLong"":""753404400""}"
1993-11-17,79.75,842.8,79.75,79.75,"{""numberLong"":""753490800""}"
1993-11-18,79.75,2274.6,79.75,79.75,"{""numberLong"":""753577200""}"
1993-11-19,79.75,2219.6,79.75,79.75,"{""numberLong"":""753663600""}"
1993-11-22,79.75,2397.6,79.75,79.75,"{""numberLong"":""753922800""}"
1993-11-23,79.75,1363.4,79.75,79.75,"{""numberLong"":""754009200""}"
1993-11-24,79.75,12449.4,79.75,79.75,"{""numberLong"":""754095600""}"
1993-11-25,75.0,13844.4,75.0,75.0,"{""numberLong"":""754182000""}"
1993-11-26,75.0,6443.4,75.0,75.0,"{""numberLong"":""754268400""}"
1993-11-29,75.0,3565.6,75.0,75.0,"{""numberLong"":""754527600""}"
1993-11-30,75.0,6755.4,75.0,75.0,"{""numberLong"":""754614000""}"
1993-12-01,75.0,12498.4,75.0,75.0,"{""numberLong"":""754700400""}"
1993-12-02,75.0,14026.4,75.0,75.0,"{""numberLong"":""754786800""}"
1993-12-03,73.54,12718.2,71.0,75.0,"{""numberLong"":""754873200""}"
1993-12-06,71.43,9614.6,70.0,73.0,"{""numberLong"":""755132400""}"
1993-12-07,71.32,8933.8,70.0,72.0,"{""numberLong"":""755218800""}"
1993-12-08,71.5,6369.0,69.0,72.0,"{""numberLong"":""755305200""}"
1993-12-09,70.0,103.0,70.0,70.0,"{""numberLong"":""755391600""}"
1993-12-10,70.12,4449.0,68.0,71.0,"{""numberLong"":""755478000""}"
1993-12-13,68.0,640.8,68.0,68.0,"{""numberLong"":""755737200""}"
1993-12-14,68.0,4643.4,68.0,68.0,"{""numberLong"":""755823600""}"
1993-12-15,68.0,4478.4,68.0,68.0,"{""numberLong"":""755910000""}"
1993-12-16,68.45,2936.6,68.0,71.0,"{""numberLong"":""755996400""}"
1993-12-17,70.96,576.2,70.75,71.0,"{""numberLong"":""756082800""}"
