dt,PY.P06.ON,PY.P04.ON,PY.P05.ON,PY.P01.ON,PY.P02.ON,PY.P03.ON
2021-01-20,15.5,15.5,15.5,15.5,18.5,7874000.0
2021-01-21,15.5,15.5,15.5,15.5,18.5,10109600.0
2021-01-22,15.5,15.5,15.5,15.5,18.5,7522200.0
2021-01-25,15.5,15.5,15.5,15.5,18.5,17455600.0
2021-01-26,15.5,15.5,15.5,15.5,18.5,13491200.0
2021-01-27,15.5,15.5,15.5,15.5,18.5,11654600.0
2021-01-28,15.5,15.5,15.5,15.5,18.5,10838600.0
2021-01-29,15.5,15.5,15.5,15.5,18.5,17014000.0
2021-02-01,15.5,15.5,15.5,15.5,18.5,14171200.0
2021-02-02,15.5,15.5,15.5,15.5,18.5,14350600.0
2021-02-03,15.5,15.5,15.5,15.5,18.5,14957000.0
2021-02-04,15.5,15.5,15.5,15.5,18.5,13067600.0
2021-02-05,15.5,15.5,15.5,15.5,18.5,9505000.0
2021-02-08,15.5,15.5,15.5,15.5,18.5,10909400.0
2021-02-09,15.5,15.5,15.5,15.5,18.5,9658200.0
2021-02-10,15.5,15.5,15.5,15.5,18.5,11132800.0
2021-02-11,15.5,15.5,15.5,15.5,18.5,10109400.0
2021-02-12,15.5,15.5,15.5,15.5,18.5,8765200.0
2021-02-15,15.5,15.5,15.5,15.5,18.5,10239200.0
2021-02-16,15.5,15.5,15.5,15.5,18.5,9240800.0
2021-02-17,15.5,15.5,15.5,15.5,18.5,6870400.0
2021-02-18,15.5,15.5,15.5,15.5,18.5,7760400.0
2021-02-19,15.5,15.5,15.5,15.5,18.5,12063800.0
2021-02-22,15.5,15.5,15.5,15.5,18.5,9038200.0
2021-02-23,15.5,15.5,15.5,15.5,18.5,6600200.0
2021-02-24,15.5,15.5,15.5,15.5,18.5,4988800.0
2021-02-25,15.5,15.5,15.5,15.5,18.5,8807800.0
2021-02-26,15.5,15.5,15.5,15.5,18.5,16986400.0
2021-03-01,15.5,15.5,15.5,15.5,18.5,8278400.0
2021-03-02,15.5,15.5,15.5,15.5,18.5,10214200.0
2021-03-03,15.5,15.5,15.5,15.5,18.5,10173200.0
2021-03-04,15.5,15.5,15.5,15.5,18.5,6936600.0
2021-03-05,15.5,15.5,15.5,15.5,18.5,7627600.0
2021-03-08,15.5,15.5,15.5,15.5,18.5,9481000.0
2021-03-09,15.5,15.5,15.5,15.5,18.5,9486400.0
2021-03-10,15.5,15.5,15.5,15.5,18.5,10306000.0
2021-03-11,15.5,15.5,15.5,15.5,18.5,7268200.0
2021-03-12,15.5,15.5,15.5,15.5,18.5,9811800.0
2021-03-15,15.5,15.5,15.5,15.5,18.5,8276000.0
2021-03-16,15.5,15.5,15.5,15.5,18.5,7581400.0
2021-03-17,15.5,15.5,15.5,15.5,18.5,8436800.0
2021-03-18,15.5,15.5,15.5,17.5,20.5,11551800.0
2021-03-19,17.5,17.5,17.5,17.5,20.5,12008200.0
2021-03-22,17.5,17.5,17.5,17.5,20.5,28378200.0
2021-03-23,17.5,17.5,17.5,17.5,20.5,13655200.0
2021-03-24,17.5,17.5,17.5,17.5,20.5,15058400.0
2021-03-25,17.5,17.5,17.5,17.5,20.5,16781800.0
2021-03-26,17.5,17.5,17.5,17.5,20.5,15563600.0
2021-03-29,17.5,17.5,17.5,17.5,20.5,14631400.0
2021-03-30,17.5,17.5,17.5,17.5,20.5,12001600.0
2021-03-31,17.5,17.5,17.5,17.5,20.5,12400600.0
2021-04-01,17.5,17.5,17.5,17.5,20.5,12100600.0
2021-04-02,17.5,17.5,17.5,17.5,20.5,11850200.0
2021-04-05,17.5,17.5,17.5,17.5,20.5,12682600.0
2021-04-06,17.5,17.5,17.5,17.5,20.5,9662000.0
2021-04-07,17.5,17.5,17.5,17.5,20.5,10824000.0
2021-04-08,17.5,17.5,17.5,17.5,20.5,9902600.0
2021-04-09,17.5,17.5,17.5,17.5,20.5,11761600.0
2021-04-12,17.5,17.5,17.5,17.5,20.5,14186200.0
2021-04-13,17.5,17.5,17.5,17.5,20.5,11837200.0
2021-04-14,17.5,17.5,17.5,17.5,20.5,14496200.0
2021-04-15,17.5,17.5,17.5,17.5,20.5,15775800.0
2021-04-16,17.5,17.5,17.5,17.5,20.5,14836000.0
2021-04-19,17.5,17.5,17.5,17.5,20.5,15156800.0
2021-04-20,17.5,17.5,17.5,17.5,20.5,16121800.0
2021-04-21,17.5,17.5,17.5,17.5,20.5,10964600.0
2021-04-22,17.5,17.5,17.5,17.5,20.5,15097800.0
2021-04-23,,,,,,
2021-04-26,17.5,17.5,17.5,17.5,20.5,14556600.0
2021-04-27,17.5,17.5,17.5,17.5,20.5,11081400.0
2021-04-28,17.5,17.5,17.5,17.5,20.5,9681600.0
2021-04-29,17.5,17.5,17.5,17.5,20.5,8814800.0
2021-04-30,17.5,17.5,17.5,17.5,20.5,17286800.0
2021-05-03,17.5,17.5,17.5,17.5,20.5,13171400.0
2021-05-04,17.5,17.5,17.5,17.5,20.5,11231800.0
2021-05-05,17.5,17.5,17.5,17.5,20.5,7041000.0
2021-05-06,17.5,17.5,17.5,17.5,20.5,6589400.0
2021-05-07,17.5,17.5,17.5,17.5,20.5,7925600.0
2021-05-10,17.5,17.5,17.5,17.5,20.5,11773600.0
2021-05-11,17.5,17.5,17.5,17.5,20.5,11130400.0
2021-05-12,17.5,17.5,17.5,17.5,20.5,15052800.0
2021-05-13,,,,,,
2021-05-14,,,,,,
2021-05-17,17.5,17.5,17.5,17.5,20.5,13109200.0
2021-05-18,17.5,17.5,17.5,17.5,20.5,8846200.0
2021-05-19,,,,,,
2021-05-20,17.5,17.5,17.5,17.5,20.5,9437400.0
2021-05-21,17.5,17.5,17.5,17.5,20.5,10539200.0
2021-05-24,17.5,17.5,17.5,17.5,20.5,9883000.0
2021-05-25,17.5,17.5,17.5,17.5,20.5,8535200.0
2021-05-26,17.5,17.5,17.5,17.5,20.5,4186800.0
2021-05-27,17.5,17.5,17.5,17.5,20.5,4824800.0
2021-05-28,17.5,17.5,17.5,17.5,20.5,7425800.0
2021-05-31,17.5,17.5,17.5,17.5,20.5,16204400.0
2021-06-01,17.5,17.5,17.5,17.5,20.5,4995000.0
2021-06-02,17.5,17.5,17.5,17.5,20.5,6958000.0
2021-06-03,17.5,17.5,17.5,17.5,20.5,3492400.0
2021-06-04,17.5,17.5,17.5,17.5,20.5,5972400.0
2021-06-07,17.5,17.5,17.5,17.5,20.5,2555200.0
2021-06-08,17.5,17.5,17.5,17.5,20.5,5699400.0
2021-06-09,17.5,17.5,17.5,17.5,20.5,7454600.0
2021-06-10,17.5,17.5,17.5,17.5,20.5,9049600.0
2021-06-11,17.5,17.5,17.5,17.5,20.5,6469400.0
2021-06-14,17.5,17.5,17.5,17.5,20.5,8754200.0
2021-06-15,17.5,17.5,17.5,17.5,20.5,3965400.0
2021-06-16,17.5,17.5,17.5,17.5,20.5,5019400.0
2021-06-17,17.5,17.5,17.5,17.5,20.5,5457000.0
2021-06-18,17.5,17.5,17.5,17.5,20.5,8466000.0
2021-06-21,17.5,17.5,17.5,17.5,20.5,5802400.0
2021-06-22,17.5,17.5,17.5,17.5,20.5,3416600.0
2021-06-23,17.5,17.5,17.5,17.5,20.5,3956800.0
2021-06-24,17.5,17.5,17.5,17.5,20.5,4310600.0
2021-06-25,17.5,17.5,17.5,17.5,20.5,9352800.0
2021-06-28,17.5,17.5,17.5,17.5,20.5,2462000.0
2021-06-29,17.5,17.5,17.5,17.5,20.5,3819800.0
2021-06-30,17.5,17.5,17.5,17.5,20.5,13600400.0
2021-07-01,17.5,17.5,17.5,17.5,20.5,2120200.0
2021-07-02,17.5,17.5,17.5,17.5,20.5,2854000.0
2021-07-05,17.5,17.5,17.5,17.5,20.5,3224000.0
2021-07-06,17.5,17.5,17.5,17.5,20.5,3299200.0
2021-07-07,17.5,17.5,17.5,17.5,20.5,3517200.0
2021-07-08,17.5,17.5,17.5,17.5,20.5,8639400.0
2021-07-09,17.5,17.5,17.5,17.5,20.5,5341000.0
2021-07-12,17.5,17.5,17.5,17.5,20.5,2128600.0
2021-07-13,17.5,17.5,17.5,17.5,20.5,2703600.0
2021-07-14,17.5,17.5,17.5,17.5,20.5,2635000.0
2021-07-15,,,,,,
2021-07-16,17.5,17.5,17.5,17.5,20.5,6374000.0
2021-07-19,17.5,17.5,17.5,17.5,20.5,8249800.0
2021-07-20,,,,,,
2021-07-21,,,,,,
2021-07-22,,,,,,
2021-07-23,,,,,,
2021-07-26,17.5,17.5,17.5,17.5,20.5,13438400.0
2021-07-27,17.5,17.5,17.5,17.5,20.5,10291200.0
2021-07-28,17.5,17.5,17.5,17.5,20.5,3834800.0
2021-07-29,17.5,17.5,17.5,17.5,20.5,3076200.0
2021-07-30,17.5,17.5,17.5,17.5,20.5,9584400.0
2021-08-02,17.5,17.5,17.5,17.5,20.5,5044600.0
2021-08-03,17.5,17.5,17.5,17.5,20.5,10727400.0
2021-08-04,17.5,17.5,17.5,17.5,20.5,5883200.0
2021-08-05,17.5,17.5,17.5,17.5,20.5,3540800.0
2021-08-06,17.5,17.5,17.5,17.5,20.5,2189000.0
2021-08-09,17.5,17.5,17.5,17.5,20.5,8249400.0
2021-08-10,17.5,17.5,17.5,17.5,20.5,4198800.0
2021-08-11,17.5,17.5,17.5,17.5,20.5,2374800.0
2021-08-12,17.5,17.5,17.5,17.5,20.5,2204400.0
2021-08-13,17.5,17.5,17.5,17.5,20.5,2460200.0
2021-08-16,17.5,17.5,17.5,17.5,20.5,5428600.0
2021-08-17,17.5,17.5,17.5,17.5,20.5,4437000.0
2021-08-18,17.5,17.5,17.5,17.5,20.5,2166800.0
2021-08-19,17.5,17.5,17.5,17.5,20.5,4110600.0
2021-08-20,17.5,17.5,17.5,17.5,20.5,4509200.0
2021-08-23,17.5,17.5,17.5,17.5,20.5,8151600.0
2021-08-24,17.5,17.5,17.5,17.5,20.5,5854600.0
2021-08-25,17.5,17.5,17.5,17.5,20.5,4834000.0
2021-08-26,17.5,17.5,17.5,17.5,20.5,4565000.0
2021-08-27,17.5,17.5,17.5,17.5,20.5,6737800.0
2021-08-30,,,,,,
2021-08-31,17.5,17.5,17.5,17.5,20.5,12764000.0
2021-09-01,17.5,17.5,17.5,17.5,20.5,4577200.0
2021-09-02,17.5,17.5,17.5,17.5,20.5,4837800.0
2021-09-03,17.5,17.5,17.5,17.5,20.5,2681200.0
2021-09-06,17.5,17.5,17.5,17.5,20.5,3304400.0
2021-09-07,17.5,17.5,17.5,17.5,20.5,2184000.0
2021-09-08,17.5,17.5,17.5,17.5,20.5,2191800.0
2021-09-09,17.5,17.5,17.5,17.5,20.5,2189600.0
2021-09-10,17.5,17.5,17.5,17.5,20.5,2189000.0
2021-09-13,17.5,17.5,17.5,17.5,20.5,2197000.0
2021-09-14,17.5,17.5,17.5,17.5,20.5,3994200.0
2021-09-15,17.5,17.5,17.5,17.5,20.5,5295200.0
2021-09-16,17.5,17.5,17.5,17.5,20.5,10999600.0
2021-09-17,17.5,17.5,17.5,17.5,20.5,4215400.0
2021-09-20,17.5,17.5,17.5,17.5,20.5,6207200.0
2021-09-21,17.5,17.5,17.5,17.5,20.5,4970000.0
2021-09-22,17.5,17.5,17.5,17.5,20.5,4120000.0
2021-09-23,17.5,17.5,17.5,16.5,19.5,3779400.0
2021-09-24,16.5,16.5,16.5,16.5,19.5,5716400.0
2021-09-27,16.5,16.5,16.5,16.5,19.5,2775600.0
2021-09-28,16.5,16.5,16.5,16.5,19.5,3461800.0
2021-09-29,16.5,16.5,16.5,16.5,19.5,4390000.0
2021-09-30,16.5,16.5,16.5,16.5,19.5,9837000.0
2021-10-01,16.5,16.5,16.5,16.5,19.5,3222800.0
2021-10-04,16.5,16.5,16.5,16.5,19.5,3957200.0
2021-10-05,16.5,16.5,16.5,16.5,19.5,2792000.0
2021-10-06,16.5,16.5,16.5,16.5,19.5,2214800.0
2021-10-07,16.5,16.5,16.5,16.5,19.5,2220800.0
2021-10-08,16.5,16.5,16.5,16.5,19.5,2214600.0
2021-10-11,16.5,16.5,16.5,16.5,19.5,2467200.0
2021-10-12,16.5,16.5,16.5,16.5,19.5,2218000.0
2021-10-13,16.5,16.5,16.5,16.5,19.5,2224800.0
2021-10-14,16.5,16.5,16.5,16.5,19.5,6991000.0
2021-10-15,16.5,16.5,16.5,16.5,19.5,4691000.0
2021-10-18,16.5,16.5,16.5,16.5,19.5,2225000.0
2021-10-19,16.5,16.5,16.5,16.5,19.5,2218800.0
2021-10-20,16.5,16.5,16.5,16.5,19.5,2223600.0
2021-10-21,16.5,16.5,16.5,14.5,17.5,6529200.0
2021-10-22,14.5,14.5,14.5,14.5,17.5,2704000.0
2021-10-25,14.5,14.5,14.5,14.5,17.5,2776200.0
2021-10-26,14.5,14.5,14.5,14.5,17.5,2916600.0
2021-10-27,14.5,14.5,14.5,14.5,17.5,5526800.0
2021-10-28,14.5,14.5,14.5,14.5,17.5,7380400.0
2021-10-29,,,,,,
2021-11-01,14.5,14.5,14.5,14.5,17.5,5859600.0
2021-11-02,14.5,14.5,14.5,14.5,17.5,4091600.0
2021-11-03,14.5,14.5,14.5,14.5,17.5,2682800.0
2021-11-04,14.5,14.5,14.5,14.5,17.5,2715200.0
2021-11-05,14.5,14.5,14.5,14.5,17.5,2724200.0
2021-11-08,14.5,14.5,14.5,14.5,17.5,2699400.0
2021-11-09,14.5,14.5,14.5,14.5,17.5,3866600.0
2021-11-10,14.5,14.5,14.5,14.5,17.5,2711200.0
2021-11-11,14.5,14.5,14.5,14.5,17.5,5119600.0
2021-11-12,14.5,14.5,14.5,14.5,17.5,6453400.0
2021-11-15,14.5,14.5,14.5,14.5,17.5,6955200.0
2021-11-16,14.5,14.5,14.5,14.5,17.5,4090200.0
2021-11-17,14.5,14.5,14.5,14.5,17.5,8554800.0
2021-11-18,14.5,14.5,14.5,13.5,16.5,10700800.0
2021-11-19,13.5,13.5,13.5,13.5,16.5,9823200.0
2021-11-22,13.5,13.5,13.5,13.5,16.5,9392000.0
2021-11-23,13.5,13.5,13.5,13.5,16.5,7480400.0
2021-11-24,13.5,13.5,13.5,13.5,16.5,11560800.0
2021-11-25,13.5,13.5,13.5,13.5,16.5,18664200.0
2021-11-26,13.5,13.5,13.5,13.5,16.5,4161200.0
2021-11-29,13.5,13.5,13.5,13.5,16.5,6779200.0
2021-11-30,13.5,13.5,13.5,13.5,16.5,13086600.0
2021-12-01,13.55566,13.5,16.5,13.5,16.5,2802400.0
2021-12-02,13.5,13.5,13.5,13.5,16.5,7958200.0
2021-12-03,13.50509,13.5,16.5,13.5,16.5,3882400.0
2021-12-06,13.50206,13.5,16.5,13.5,16.5,4357000.0
2021-12-07,13.5,13.5,13.5,13.5,16.5,2735600.0
2021-12-08,13.5,13.5,13.5,13.5,16.5,5180800.0
2021-12-09,13.5,13.5,13.5,13.5,16.5,5790800.0
2021-12-10,13.5,13.5,13.5,13.5,16.5,2569600.0
2021-12-13,14.0676,13.5,16.5,13.5,16.5,3171200.0
2021-12-14,13.5,13.5,13.5,13.5,16.5,2544000.0
2021-12-15,13.5,13.5,13.5,13.5,16.5,2524200.0
2021-12-16,13.5,13.5,13.5,12.5,15.5,2528200.0
2021-12-17,15.05799,12.5,15.5,12.5,15.5,17181400.0
2021-12-20,12.5,12.5,12.5,12.5,15.5,3611800.0
2021-12-21,13.24867,12.5,15.5,12.5,15.5,12021200.0
2021-12-22,12.5,12.5,12.5,12.5,15.5,6430800.0
2021-12-23,12.62775,12.5,15.5,12.5,15.5,7890000.0
2021-12-24,12.5,12.5,12.5,12.5,15.5,2257600.0
2021-12-27,12.5,12.5,12.5,12.5,15.5,2235600.0
2021-12-28,12.5,12.5,12.5,12.5,15.5,6528600.0
2021-12-29,12.5,12.5,12.5,12.5,15.5,4478600.0
2021-12-30,12.5,12.5,12.5,12.5,15.5,5005600.0
2021-12-31,12.5,12.5,12.5,12.5,15.5,12020800.0
2022-01-03,12.5,12.5,12.5,12.5,15.5,10195400.0
2022-01-04,12.5,12.5,12.5,12.5,15.5,3635400.0
2022-01-05,12.5,12.5,12.5,12.5,15.5,5576200.0
2022-01-06,12.5,12.5,12.5,12.5,15.5,6365000.0
2022-01-07,12.5,12.5,12.5,12.5,15.5,2076600.0
2022-01-10,12.5,12.5,12.5,12.5,15.5,9059600.0
2022-01-11,12.5,12.5,12.5,12.5,15.5,7739000.0
2022-01-12,12.5,12.5,12.5,12.5,15.5,7861400.0
2022-01-13,12.5,12.5,12.5,12.5,15.5,7057800.0
2022-01-14,12.5,12.5,12.5,12.5,15.5,7755000.0
2022-01-17,12.5,12.5,12.5,12.5,15.5,9158800.0
2022-01-18,12.5,12.5,12.5,12.5,15.5,11458200.0
2022-01-19,12.5,12.5,12.5,12.5,15.5,6557200.0
2022-01-20,12.5,12.5,12.5,12.5,15.5,12193400.0
2022-01-21,12.5,12.5,12.5,12.5,15.5,2656000.0
2022-01-24,12.5,12.5,12.5,12.5,15.5,8050600.0
2022-01-25,12.5,12.5,12.5,12.5,15.5,5319000.0
2022-01-26,12.5,12.5,12.5,12.5,15.5,6930400.0
2022-01-27,12.5,12.5,12.5,12.5,15.5,5551200.0
2022-01-28,12.5,12.5,12.5,12.5,15.5,7856200.0
2022-01-31,12.5,12.5,12.5,12.5,15.5,13046200.0
2022-02-01,12.5,12.5,12.5,12.5,15.5,4303400.0
2022-02-02,12.5,12.5,12.5,12.5,15.5,4202800.0
2022-02-03,12.5,12.5,12.5,12.5,15.5,3488400.0
2022-02-04,12.5,12.5,12.5,12.5,15.5,1265800.0
2022-02-07,12.5,12.5,12.5,12.5,15.5,2899400.0
2022-02-08,12.50035,12.5,15.5,12.5,15.5,5079800.0
2022-02-09,12.5,12.5,12.5,12.5,15.5,6708400.0
2022-02-10,12.5,12.5,12.5,12.5,15.5,1298600.0
2022-02-11,12.5,12.5,12.5,12.5,15.5,1298600.0
2022-02-14,12.5,12.5,12.5,12.5,15.5,6805000.0
2022-02-15,12.5,12.5,12.5,12.5,15.5,6197000.0
2022-02-16,12.5,12.5,12.5,12.5,15.5,6528600.0
2022-02-17,12.5,12.5,12.5,12.5,15.5,12495800.0
2022-02-18,12.5,12.5,12.5,12.5,15.5,6084200.0
2022-02-21,12.5,12.5,12.5,12.5,15.5,3906800.0
2022-02-22,12.5,12.5,12.5,12.5,15.5,3521400.0
2022-02-23,12.5,12.5,12.5,12.5,15.5,3883000.0
2022-02-24,12.5,12.5,12.5,12.5,15.5,1498800.0
2022-02-25,12.5,12.5,12.5,12.5,15.5,6593200.0
2022-02-28,12.5,12.5,12.5,12.5,15.5,8383200.0
2022-03-01,12.5,12.5,12.5,12.5,15.5,8628600.0
2022-03-02,12.5,12.5,12.5,12.5,15.5,10828400.0
2022-03-03,12.5,12.5,12.5,12.5,15.5,9143800.0
2022-03-04,12.5,12.5,12.5,12.5,15.5,4670200.0
2022-03-07,12.5,12.5,12.5,12.5,15.5,5012800.0
2022-03-08,12.5,12.5,12.5,12.5,15.5,4634800.0
2022-03-09,12.5,12.5,12.5,12.5,15.5,4633000.0
2022-03-10,12.5,12.5,12.5,12.5,15.5,7240000.0
2022-03-11,12.5,12.5,12.5,12.5,15.5,6843800.0
2022-03-14,12.5,12.5,12.5,12.5,15.5,7657600.0
2022-03-15,12.5,12.5,12.5,12.5,15.5,10959800.0
2022-03-16,12.5,12.5,12.5,12.5,15.5,10159200.0
2022-03-17,12.5,12.5,12.5,12.5,15.5,16867200.0
2022-03-18,12.5,12.5,12.5,12.5,15.5,5584000.0
2022-03-21,12.5,12.5,12.5,12.5,15.5,9136000.0
2022-03-22,12.5,12.5,12.5,12.5,15.5,8365800.0
2022-03-23,12.5,12.5,12.5,12.5,15.5,8488400.0
2022-03-24,12.5,12.5,12.5,12.5,15.5,5807200.0
2022-03-25,12.5,12.5,12.5,12.5,15.5,2409000.0
2022-03-28,12.5,12.5,12.5,12.5,15.5,9892400.0
2022-03-29,12.5,12.5,12.5,12.5,15.5,10475400.0
2022-03-30,12.5,12.5,12.5,12.5,15.5,17851400.0
2022-03-31,12.5,12.5,12.5,12.5,15.5,13057800.0
2022-04-01,12.5,12.5,12.5,12.5,15.5,9328000.0
2022-04-04,12.5,12.5,12.5,12.5,15.5,5213000.0
2022-04-05,12.5,12.5,12.5,12.5,15.5,5042800.0
2022-04-06,12.5,12.5,12.5,12.5,15.5,5345800.0
2022-04-07,12.5,12.5,12.5,12.5,15.5,6563800.0
2022-04-08,12.5,12.5,12.5,12.5,15.5,3370000.0
2022-04-11,12.5,12.5,12.5,12.5,15.5,6543200.0
2022-04-12,12.5,12.5,12.5,12.5,15.5,3965800.0
2022-04-13,12.5,12.5,12.5,12.5,15.5,6578200.0
2022-04-14,12.5,12.5,12.5,12.5,15.5,17828800.0
2022-04-15,12.5,12.5,12.5,12.5,15.5,6290800.0
2022-04-18,12.5,12.5,12.5,12.5,15.5,11162000.0
2022-04-19,12.5,12.5,12.5,12.5,15.5,5367400.0
2022-04-20,12.5,12.5,12.5,12.5,15.5,7180400.0
2022-04-21,12.5,12.5,12.5,12.5,15.5,7186400.0
2022-04-22,12.5,12.5,12.5,12.5,15.5,7187600.0
2022-04-25,12.5,12.5,12.5,12.5,15.5,7138800.0
2022-04-26,12.5,12.5,12.5,12.5,15.5,7874400.0
2022-04-27,12.5,12.5,12.5,12.5,15.5,7380200.0
2022-04-28,12.5,12.5,12.5,12.5,15.5,3855000.0
2022-04-29,12.5,12.5,12.5,12.5,15.5,14178400.0
2022-05-02,,,,,,
2022-05-03,,,,,,
2022-05-04,,,,,,
2022-05-05,12.5,12.5,12.5,12.5,15.5,5843600.0
2022-05-06,12.5,12.5,12.5,12.5,15.5,17603800.0
2022-05-09,12.5,12.5,12.5,12.5,15.5,15579200.0
2022-05-10,12.50031,12.5,15.5,12.5,15.5,7597600.0
2022-05-11,12.50026,12.5,15.5,12.5,15.5,9080000.0
2022-05-12,12.50011,12.5,15.5,12.5,15.5,20825000.0
2022-05-13,12.50031,12.5,15.5,12.5,15.5,7547000.0
2022-05-16,12.50046,12.5,15.5,12.5,15.5,9056000.0
2022-05-17,12.50037,12.5,15.5,12.5,15.5,12747200.0
2022-05-18,12.7099,12.5,15.5,12.5,15.5,6225800.0
2022-05-19,,,,,,
2022-05-20,12.50114,12.5,15.5,12.5,15.5,4191800.0
2022-05-23,12.50121,12.5,15.5,12.5,15.5,3945800.0
2022-05-24,12.50047,12.5,15.5,12.5,15.5,10131200.0
2022-05-25,12.5025,12.5,15.5,12.5,15.5,3586800.0
2022-05-26,12.50247,12.5,15.5,12.5,15.5,3634200.0
2022-05-27,12.50549,12.5,15.5,12.5,15.5,1638600.0
2022-05-30,12.50831,12.5,15.5,12.5,15.5,2452600.0
2022-05-31,12.50143,12.5,15.5,12.5,15.5,14201800.0
2022-06-01,12.50227,12.5,15.5,12.5,15.5,8974000.0
2022-06-02,12.50202,12.5,15.5,12.5,15.5,10083000.0
2022-06-03,12.50224,12.5,15.5,12.5,15.5,9074600.0
2022-06-06,12.50195,12.5,15.5,12.5,15.5,11686600.0
2022-06-07,12.50211,12.5,15.5,12.5,15.5,10762400.0
2022-06-08,12.50186,12.5,15.5,12.5,15.5,12891400.0
2022-06-09,12.51316,12.5,15.5,12.5,15.5,1823000.0
2022-06-10,12.50368,12.5,15.5,12.5,15.5,6507600.0
2022-06-13,12.50278,12.5,15.5,12.5,15.5,8619600.0
2022-06-14,12.50292,12.5,15.5,12.5,15.5,8201800.0
2022-06-15,12.51605,12.5,15.5,12.5,15.5,1831600.0
2022-06-16,12.51613,12.5,15.5,12.5,15.5,1822000.0
2022-06-17,12.50533,12.5,15.5,12.5,15.5,5508200.0
2022-06-20,12.50229,12.5,15.5,12.5,15.5,12834000.0
2022-06-21,12.502,12.5,15.5,12.5,15.5,15242800.0
2022-06-22,12.5,12.5,12.5,12.5,15.5,15587400.0
2022-06-23,12.5,12.5,12.5,12.5,15.5,15801400.0
2022-06-24,12.5,12.5,12.5,12.5,15.5,8999000.0
2022-06-27,12.5,12.5,12.5,12.5,15.5,15626000.0
2022-06-28,12.5,12.5,12.5,12.5,15.5,13983800.0
2022-06-29,12.5,12.5,12.5,12.5,15.5,9486200.0
2022-06-30,12.5,12.5,12.5,12.5,15.5,20296600.0
2022-07-01,12.5,12.5,12.5,12.5,15.5,13186000.0
2022-07-04,12.5,12.5,12.5,12.5,15.5,15147800.0
2022-07-05,12.5,12.5,12.5,12.5,15.5,13698000.0
2022-07-06,12.5,12.5,12.5,12.5,15.5,10026200.0
2022-07-07,12.5,12.5,12.5,12.5,15.5,15596200.0
2022-07-08,12.5,12.5,12.5,12.5,15.5,15826000.0
2022-07-11,,,,,,
2022-07-12,,,,,,
2022-07-13,12.5,12.5,12.5,12.5,15.5,12149800.0
2022-07-14,12.5,12.5,12.5,12.5,15.5,11226600.0
2022-07-15,,,,,,
2022-07-18,12.5,12.5,12.5,12.5,15.5,15589200.0
2022-07-19,12.5,12.5,12.5,12.5,15.5,18208200.0
2022-07-20,12.5,12.5,12.5,12.5,15.5,14410600.0
2022-07-21,12.5,12.5,12.5,12.5,15.5,18911400.0
2022-07-22,12.5,12.5,12.5,12.5,15.5,12103200.0
2022-07-25,12.50676,12.5,15.5,12.5,15.5,11522000.0
2022-07-26,12.5,12.5,12.5,12.5,15.5,15207200.0
2022-07-27,12.5,12.5,12.5,12.5,15.5,16936200.0
2022-07-28,12.5,12.5,12.5,12.5,15.5,10647200.0
2022-07-29,12.5,12.5,12.5,12.5,15.5,25387400.0
2022-08-01,12.5,12.5,12.5,12.5,15.5,27407000.0
2022-08-02,12.5,12.5,12.5,12.5,15.5,29385600.0
2022-08-03,12.5,12.5,12.5,12.5,15.5,29621600.0
2022-08-04,12.5,12.5,12.5,12.5,15.5,26883400.0
2022-08-05,12.5,12.5,12.5,12.5,15.5,11219600.0
2022-08-08,12.5,12.5,12.5,12.5,15.5,14542000.0
2022-08-09,12.5,12.5,12.5,12.5,15.5,14712200.0
2022-08-10,12.5,12.5,12.5,12.5,15.5,16713000.0
2022-08-11,12.5,12.5,12.5,12.5,15.5,25486600.0
2022-08-12,12.5,12.5,12.5,12.5,15.5,29148600.0
2022-08-15,12.5,12.5,12.5,12.5,15.5,22260400.0
2022-08-16,12.5,12.5,12.5,12.5,15.5,16991600.0
2022-08-17,12.5,12.5,12.5,12.5,15.5,9421400.0
2022-08-18,12.5,12.5,12.5,11.5,14.5,18591000.0
2022-08-19,11.5,11.5,11.5,11.5,14.5,20003400.0
2022-08-22,11.5,11.5,11.5,11.5,14.5,22875200.0
2022-08-23,11.5,11.5,11.5,11.5,14.5,22504600.0
2022-08-24,11.5,11.5,11.5,11.5,14.5,25322000.0
2022-08-25,11.5,11.5,11.5,11.5,14.5,22811000.0
2022-08-26,11.5,11.5,11.5,11.5,14.5,16136200.0
2022-08-29,11.5,11.5,11.5,11.5,14.5,26652200.0
2022-08-30,,,,,,
2022-08-31,11.5,11.5,11.5,11.5,14.5,29995200.0
2022-09-01,11.5,11.5,11.5,11.5,14.5,19660400.0
2022-09-02,11.5,11.5,11.5,11.5,14.5,20372800.0
2022-09-05,11.5,11.5,11.5,11.5,14.5,27467800.0
2022-09-06,11.5,11.5,11.5,11.5,14.5,21466200.0
2022-09-07,11.5,11.5,11.5,11.5,14.5,18277000.0
2022-09-08,11.5,11.5,11.5,11.5,14.5,17517600.0
2022-09-09,11.5,11.5,11.5,11.5,14.5,15588200.0
2022-09-12,11.5,11.5,11.5,11.5,14.5,21543600.0
2022-09-13,11.5,11.5,11.5,11.5,14.5,26534200.0
2022-09-14,11.5,11.5,11.5,11.5,14.5,23468400.0
2022-09-15,11.5,11.5,11.5,11.5,14.5,24306800.0
