dt,MK_F_BILESIK,UNIXTIME
1989-11-23,0.1455,"{""numberLong"":""627778800""}"
1989-11-24,0.1468,"{""numberLong"":""627865200""}"
1989-11-27,0.1358,"{""numberLong"":""628124400""}"
1989-11-28,0.1337,"{""numberLong"":""628210800""}"
1989-11-29,0.1415,"{""numberLong"":""628297200""}"
1989-11-30,0.1508,"{""numberLong"":""628383600""}"
1989-12-01,0.1542,"{""numberLong"":""628470000""}"
1989-12-04,0.1595,"{""numberLong"":""628729200""}"
1989-12-05,0.1658,"{""numberLong"":""628815600""}"
1989-12-06,0.162,"{""numberLong"":""628902000""}"
1989-12-07,0.1629,"{""numberLong"":""628988400""}"
1989-12-08,0.1657,"{""numberLong"":""629074800""}"
1989-12-11,0.174,"{""numberLong"":""629334000""}"
1989-12-12,0.1736,"{""numberLong"":""629420400""}"
1989-12-13,0.1675,"{""numberLong"":""629506800""}"
1989-12-14,0.1704,"{""numberLong"":""629593200""}"
1989-12-15,0.1763,"{""numberLong"":""629679600""}"
1989-12-18,0.1875,"{""numberLong"":""629938800""}"
1989-12-19,0.1935,"{""numberLong"":""630025200""}"
1989-12-20,0.1896,"{""numberLong"":""630111600""}"
1989-12-21,0.1884,"{""numberLong"":""630198000""}"
1989-12-22,0.193,"{""numberLong"":""630284400""}"
1989-12-25,0.1981,"{""numberLong"":""630543600""}"
1989-12-26,0.2003,"{""numberLong"":""630630000""}"
1989-12-27,0.2037,"{""numberLong"":""630716400""}"
1989-12-28,0.2146,"{""numberLong"":""630802800""}"
1989-12-29,0.2218,"{""numberLong"":""630889200""}"
1990-01-01,,"{""numberLong"":""631148400""}"
1990-01-02,0.2218,"{""numberLong"":""631234800""}"
1990-01-03,0.2425,"{""numberLong"":""631321200""}"
1990-01-04,0.2468,"{""numberLong"":""631407600""}"
1990-01-05,0.2454,"{""numberLong"":""631494000""}"
1990-01-08,0.2543,"{""numberLong"":""631753200""}"
1990-01-09,0.274,"{""numberLong"":""631839600""}"
1990-01-10,0.2909,"{""numberLong"":""631926000""}"
1990-01-11,0.2821,"{""numberLong"":""632012400""}"
1990-01-12,0.2975,"{""numberLong"":""632098800""}"
1990-01-15,0.3131,"{""numberLong"":""632358000""}"
1990-01-16,0.331,"{""numberLong"":""632444400""}"
1990-01-17,0.3309,"{""numberLong"":""632530800""}"
1990-01-18,0.3261,"{""numberLong"":""632617200""}"
1990-01-19,0.3394,"{""numberLong"":""632703600""}"
1990-01-22,0.3599,"{""numberLong"":""632962800""}"
1990-01-23,0.3771,"{""numberLong"":""633049200""}"
1990-01-24,0.3811,"{""numberLong"":""633135600""}"
1990-01-25,0.3595,"{""numberLong"":""633222000""}"
1990-01-26,0.3294,"{""numberLong"":""633308400""}"
1990-01-29,0.3362,"{""numberLong"":""633567600""}"
1990-01-30,0.347,"{""numberLong"":""633654000""}"
1990-01-31,0.3641,"{""numberLong"":""633740400""}"
1990-02-01,0.3762,"{""numberLong"":""633826800""}"
1990-02-02,0.3856,"{""numberLong"":""633913200""}"
1990-02-05,0.4026,"{""numberLong"":""634172400""}"
1990-02-06,0.4079,"{""numberLong"":""634258800""}"
1990-02-07,0.3998,"{""numberLong"":""634345200""}"
1990-02-08,0.4086,"{""numberLong"":""634431600""}"
1990-02-09,0.4194,"{""numberLong"":""634518000""}"
1990-02-12,0.4125,"{""numberLong"":""634777200""}"
1990-02-13,0.4046,"{""numberLong"":""634863600""}"
1990-02-14,0.4039,"{""numberLong"":""634950000""}"
1990-02-15,0.3984,"{""numberLong"":""635036400""}"
1990-02-16,0.3926,"{""numberLong"":""635122800""}"
1990-02-19,0.3797,"{""numberLong"":""635382000""}"
1990-02-20,0.3619,"{""numberLong"":""635468400""}"
1990-02-21,0.3709,"{""numberLong"":""635554800""}"
1990-02-22,0.3624,"{""numberLong"":""635641200""}"
1990-02-23,0.3389,"{""numberLong"":""635727600""}"
1990-02-26,0.318,"{""numberLong"":""635986800""}"
1990-02-27,0.3247,"{""numberLong"":""636073200""}"
1990-02-28,0.3516,"{""numberLong"":""636159600""}"
1990-03-01,0.3749,"{""numberLong"":""636246000""}"
1990-03-02,0.3761,"{""numberLong"":""636332400""}"
1990-03-05,0.3484,"{""numberLong"":""636591600""}"
1990-03-06,0.3379,"{""numberLong"":""636678000""}"
1990-03-07,0.3408,"{""numberLong"":""636764400""}"
1990-03-08,0.3286,"{""numberLong"":""636850800""}"
1990-03-09,0.3414,"{""numberLong"":""636937200""}"
1990-03-12,0.3483,"{""numberLong"":""637196400""}"
1990-03-13,0.3461,"{""numberLong"":""637282800""}"
1990-03-14,0.3439,"{""numberLong"":""637369200""}"
1990-03-15,0.3422,"{""numberLong"":""637455600""}"
1990-03-16,0.3409,"{""numberLong"":""637542000""}"
1990-03-19,0.3474,"{""numberLong"":""637801200""}"
1990-03-20,0.3542,"{""numberLong"":""637887600""}"
1990-03-21,0.3583,"{""numberLong"":""637974000""}"
1990-03-22,0.3632,"{""numberLong"":""638060400""}"
1990-03-23,0.3569,"{""numberLong"":""638146800""}"
1990-03-26,0.3547,"{""numberLong"":""638402400""}"
1990-03-27,0.3587,"{""numberLong"":""638488800""}"
1990-03-28,0.3555,"{""numberLong"":""638575200""}"
1990-03-29,0.3337,"{""numberLong"":""638661600""}"
1990-03-30,0.3294,"{""numberLong"":""638748000""}"
1990-04-02,0.3427,"{""numberLong"":""639007200""}"
1990-04-03,0.347,"{""numberLong"":""639093600""}"
1990-04-04,0.3376,"{""numberLong"":""639180000""}"
1990-04-05,0.3326,"{""numberLong"":""639266400""}"
1990-04-06,0.3352,"{""numberLong"":""639352800""}"
1990-04-09,0.3354,"{""numberLong"":""639612000""}"
1990-04-10,0.3343,"{""numberLong"":""639698400""}"
1990-04-11,0.3287,"{""numberLong"":""639784800""}"
1990-04-12,0.3222,"{""numberLong"":""639871200""}"
1990-04-13,0.3265,"{""numberLong"":""639957600""}"
1990-04-16,0.3249,"{""numberLong"":""640216800""}"
1990-04-17,0.3245,"{""numberLong"":""640303200""}"
1990-04-18,0.3272,"{""numberLong"":""640389600""}"
1990-04-19,0.3306,"{""numberLong"":""640476000""}"
1990-04-20,0.3288,"{""numberLong"":""640562400""}"
1990-04-23,,"{""numberLong"":""640821600""}"
1990-04-24,,"{""numberLong"":""640908000""}"
1990-04-25,,"{""numberLong"":""640994400""}"
1990-04-26,,"{""numberLong"":""641080800""}"
1990-04-27,,"{""numberLong"":""641167200""}"
1990-04-30,0.3308,"{""numberLong"":""641426400""}"
1990-05-01,0.3299,"{""numberLong"":""641512800""}"
1990-05-02,0.3448,"{""numberLong"":""641599200""}"
1990-05-03,0.3553,"{""numberLong"":""641685600""}"
1990-05-04,0.3756,"{""numberLong"":""641772000""}"
1990-05-07,0.3971,"{""numberLong"":""642031200""}"
1990-05-08,0.4052,"{""numberLong"":""642117600""}"
1990-05-09,0.3881,"{""numberLong"":""642204000""}"
1990-05-10,0.399,"{""numberLong"":""642290400""}"
1990-05-11,0.3958,"{""numberLong"":""642376800""}"
1990-05-14,0.4016,"{""numberLong"":""642636000""}"
1990-05-15,0.3977,"{""numberLong"":""642722400""}"
1990-05-16,0.392,"{""numberLong"":""642808800""}"
1990-05-17,0.3954,"{""numberLong"":""642895200""}"
1990-05-18,0.3997,"{""numberLong"":""642981600""}"
1990-05-21,0.3954,"{""numberLong"":""643240800""}"
1990-05-22,0.4021,"{""numberLong"":""643327200""}"
1990-05-23,0.3998,"{""numberLong"":""643413600""}"
1990-05-24,0.3954,"{""numberLong"":""643500000""}"
1990-05-25,0.3912,"{""numberLong"":""643586400""}"
1990-05-28,0.3925,"{""numberLong"":""643845600""}"
1990-05-29,0.3931,"{""numberLong"":""643932000""}"
1990-05-30,0.3847,"{""numberLong"":""644018400""}"
1990-05-31,0.3852,"{""numberLong"":""644104800""}"
1990-06-01,0.3971,"{""numberLong"":""644191200""}"
1990-06-04,0.4071,"{""numberLong"":""644450400""}"
1990-06-05,0.4025,"{""numberLong"":""644536800""}"
1990-06-06,0.3949,"{""numberLong"":""644623200""}"
1990-06-07,0.3916,"{""numberLong"":""644709600""}"
1990-06-08,0.3926,"{""numberLong"":""644796000""}"
1990-06-11,0.3801,"{""numberLong"":""645055200""}"
1990-06-12,0.3725,"{""numberLong"":""645141600""}"
1990-06-13,0.371,"{""numberLong"":""645228000""}"
1990-06-14,0.3648,"{""numberLong"":""645314400""}"
1990-06-15,0.3602,"{""numberLong"":""645400800""}"
1990-06-18,0.3619,"{""numberLong"":""645660000""}"
1990-06-19,0.3756,"{""numberLong"":""645746400""}"
1990-06-20,0.3692,"{""numberLong"":""645832800""}"
1990-06-21,0.3639,"{""numberLong"":""645919200""}"
1990-06-22,0.3629,"{""numberLong"":""646005600""}"
1990-06-25,0.3599,"{""numberLong"":""646264800""}"
1990-06-26,0.3693,"{""numberLong"":""646351200""}"
1990-06-27,0.3888,"{""numberLong"":""646437600""}"
1990-06-28,0.4046,"{""numberLong"":""646524000""}"
1990-06-29,0.4133,"{""numberLong"":""646610400""}"
1990-07-02,,"{""numberLong"":""646869600""}"
1990-07-03,,"{""numberLong"":""646956000""}"
1990-07-04,,"{""numberLong"":""647042400""}"
1990-07-05,,"{""numberLong"":""647128800""}"
1990-07-06,,"{""numberLong"":""647215200""}"
1990-07-09,0.4117,"{""numberLong"":""647474400""}"
1990-07-10,0.418,"{""numberLong"":""647560800""}"
1990-07-11,0.4177,"{""numberLong"":""647647200""}"
1990-07-12,0.4299,"{""numberLong"":""647733600""}"
1990-07-13,0.4226,"{""numberLong"":""647820000""}"
1990-07-16,0.4344,"{""numberLong"":""648079200""}"
1990-07-17,0.4344,"{""numberLong"":""648165600""}"
1990-07-18,0.4403,"{""numberLong"":""648252000""}"
1990-07-19,0.432,"{""numberLong"":""648338400""}"
1990-07-20,0.4424,"{""numberLong"":""648424800""}"
1990-07-23,0.4594,"{""numberLong"":""648684000""}"
1990-07-24,0.4729,"{""numberLong"":""648770400""}"
1990-07-25,0.4866,"{""numberLong"":""648856800""}"
1990-07-26,0.4933,"{""numberLong"":""648943200""}"
1990-07-27,0.4987,"{""numberLong"":""649029600""}"
1990-07-30,0.5166,"{""numberLong"":""649288800""}"
1990-07-31,0.5384,"{""numberLong"":""649375200""}"
1990-08-01,0.5642,"{""numberLong"":""649461600""}"
1990-08-02,0.575,"{""numberLong"":""649548000""}"
1990-08-03,0.5615,"{""numberLong"":""649634400""}"
1990-08-06,0.5432,"{""numberLong"":""649893600""}"
1990-08-07,0.4983,"{""numberLong"":""649980000""}"
1990-08-08,0.455,"{""numberLong"":""650066400""}"
1990-08-09,0.4207,"{""numberLong"":""650152800""}"
1990-08-10,0.4427,"{""numberLong"":""650239200""}"
1990-08-13,0.4774,"{""numberLong"":""650498400""}"
1990-08-14,0.5046,"{""numberLong"":""650584800""}"
1990-08-15,0.5025,"{""numberLong"":""650671200""}"
1990-08-16,0.5103,"{""numberLong"":""650757600""}"
1990-08-17,0.5089,"{""numberLong"":""650844000""}"
1990-08-20,0.492,"{""numberLong"":""651103200""}"
1990-08-21,0.4719,"{""numberLong"":""651189600""}"
1990-08-22,0.46,"{""numberLong"":""651276000""}"
1990-08-23,0.4439,"{""numberLong"":""651362400""}"
1990-08-24,0.4325,"{""numberLong"":""651448800""}"
1990-08-27,0.4476,"{""numberLong"":""651708000""}"
1990-08-28,0.4868,"{""numberLong"":""651794400""}"
1990-08-29,0.4818,"{""numberLong"":""651880800""}"
1990-08-30,,"{""numberLong"":""651967200""}"
1990-08-31,0.4939,"{""numberLong"":""652053600""}"
1990-09-03,0.4973,"{""numberLong"":""652312800""}"
1990-09-04,0.4827,"{""numberLong"":""652399200""}"
1990-09-05,0.472,"{""numberLong"":""652485600""}"
1990-09-06,0.453,"{""numberLong"":""652572000""}"
1990-09-07,0.4673,"{""numberLong"":""652658400""}"
1990-09-10,0.4866,"{""numberLong"":""652917600""}"
1990-09-11,0.4822,"{""numberLong"":""653004000""}"
1990-09-12,0.4916,"{""numberLong"":""653090400""}"
1990-09-13,0.4995,"{""numberLong"":""653176800""}"
1990-09-14,0.5058,"{""numberLong"":""653263200""}"
1990-09-17,0.5007,"{""numberLong"":""653522400""}"
1990-09-18,0.5005,"{""numberLong"":""653608800""}"
1990-09-19,0.5069,"{""numberLong"":""653695200""}"
1990-09-20,0.5156,"{""numberLong"":""653781600""}"
1990-09-21,0.5115,"{""numberLong"":""653868000""}"
1990-09-24,0.506,"{""numberLong"":""654127200""}"
1990-09-25,0.4953,"{""numberLong"":""654213600""}"
1990-09-26,0.4931,"{""numberLong"":""654300000""}"
1990-09-27,0.5009,"{""numberLong"":""654386400""}"
1990-09-28,0.5085,"{""numberLong"":""654472800""}"
1990-10-01,0.5136,"{""numberLong"":""654735600""}"
1990-10-02,0.5324,"{""numberLong"":""654822000""}"
1990-10-03,0.5357,"{""numberLong"":""654908400""}"
1990-10-04,0.5501,"{""numberLong"":""654994800""}"
1990-10-05,0.531,"{""numberLong"":""655081200""}"
1990-10-08,0.5233,"{""numberLong"":""655340400""}"
1990-10-09,0.5107,"{""numberLong"":""655426800""}"
1990-10-10,0.5077,"{""numberLong"":""655513200""}"
1990-10-11,0.5051,"{""numberLong"":""655599600""}"
1990-10-12,0.5149,"{""numberLong"":""655686000""}"
1990-10-15,0.5264,"{""numberLong"":""655945200""}"
1990-10-16,0.5155,"{""numberLong"":""656031600""}"
1990-10-17,0.5007,"{""numberLong"":""656118000""}"
1990-10-18,0.5009,"{""numberLong"":""656204400""}"
1990-10-19,0.494,"{""numberLong"":""656290800""}"
1990-10-22,0.495,"{""numberLong"":""656550000""}"
1990-10-23,0.4983,"{""numberLong"":""656636400""}"
1990-10-24,0.4968,"{""numberLong"":""656722800""}"
1990-10-25,0.4957,"{""numberLong"":""656809200""}"
1990-10-26,0.4953,"{""numberLong"":""656895600""}"
1990-10-29,,"{""numberLong"":""657154800""}"
1990-10-30,0.4748,"{""numberLong"":""657241200""}"
1990-10-31,0.457,"{""numberLong"":""657327600""}"
1990-11-01,0.465,"{""numberLong"":""657414000""}"
1990-11-02,0.4596,"{""numberLong"":""657500400""}"
1990-11-05,0.467,"{""numberLong"":""657759600""}"
1990-11-06,0.459,"{""numberLong"":""657846000""}"
1990-11-07,0.4729,"{""numberLong"":""657932400""}"
1990-11-08,0.462,"{""numberLong"":""658018800""}"
1990-11-09,0.4615,"{""numberLong"":""658105200""}"
1990-11-12,0.422,"{""numberLong"":""658364400""}"
1990-11-13,0.428,"{""numberLong"":""658450800""}"
1990-11-14,0.421,"{""numberLong"":""658537200""}"
1990-11-15,0.429,"{""numberLong"":""658623600""}"
1990-11-16,0.4301,"{""numberLong"":""658710000""}"
1990-11-19,0.413,"{""numberLong"":""658969200""}"
1990-11-20,0.408,"{""numberLong"":""659055600""}"
1990-11-21,0.4093,"{""numberLong"":""659142000""}"
1990-11-22,0.401,"{""numberLong"":""659228400""}"
1990-11-23,0.411,"{""numberLong"":""659314800""}"
1990-11-26,0.391,"{""numberLong"":""659574000""}"
1990-11-27,0.384,"{""numberLong"":""659660400""}"
1990-11-28,0.3745,"{""numberLong"":""659746800""}"
1990-11-29,0.361,"{""numberLong"":""659833200""}"
1990-11-30,0.3623,"{""numberLong"":""659919600""}"
1990-12-03,0.3579,"{""numberLong"":""660178800""}"
1990-12-04,0.3459,"{""numberLong"":""660265200""}"
1990-12-05,0.3642,"{""numberLong"":""660351600""}"
1990-12-06,0.363,"{""numberLong"":""660438000""}"
1990-12-07,0.4023,"{""numberLong"":""660524400""}"
1990-12-10,0.4021,"{""numberLong"":""660783600""}"
1990-12-11,0.3772,"{""numberLong"":""660870000""}"
1990-12-12,0.3903,"{""numberLong"":""660956400""}"
1990-12-13,0.3842,"{""numberLong"":""661042800""}"
1990-12-14,0.3865,"{""numberLong"":""661129200""}"
1990-12-17,0.3407,"{""numberLong"":""661388400""}"
1990-12-18,0.3434,"{""numberLong"":""661474800""}"
1990-12-19,0.3455,"{""numberLong"":""661561200""}"
1990-12-20,0.3342,"{""numberLong"":""661647600""}"
1990-12-21,0.3336,"{""numberLong"":""661734000""}"
1990-12-24,0.304,"{""numberLong"":""661993200""}"
1990-12-25,0.2824,"{""numberLong"":""662079600""}"
1990-12-26,0.2952,"{""numberLong"":""662166000""}"
1990-12-27,0.3161,"{""numberLong"":""662252400""}"
1990-12-28,0.3256,"{""numberLong"":""662338800""}"
1990-12-31,,"{""numberLong"":""662598000""}"
1991-01-01,,"{""numberLong"":""662684400""}"
1991-01-02,0.3115,"{""numberLong"":""662770800""}"
1991-01-03,0.3231,"{""numberLong"":""662857200""}"
1991-01-04,0.3518,"{""numberLong"":""662943600""}"
1991-01-07,0.3292,"{""numberLong"":""663202800""}"
1991-01-08,0.3274,"{""numberLong"":""663289200""}"
1991-01-09,0.336,"{""numberLong"":""663375600""}"
1991-01-10,0.3018,"{""numberLong"":""663462000""}"
1991-01-11,0.3275,"{""numberLong"":""663548400""}"
1991-01-14,0.3368,"{""numberLong"":""663807600""}"
1991-01-15,0.3409,"{""numberLong"":""663894000""}"
1991-01-16,0.3362,"{""numberLong"":""663980400""}"
1991-01-17,0.3641,"{""numberLong"":""664066800""}"
1991-01-18,0.4002,"{""numberLong"":""664153200""}"
1991-01-21,0.4012,"{""numberLong"":""664412400""}"
1991-01-22,0.3711,"{""numberLong"":""664498800""}"
1991-01-23,0.3639,"{""numberLong"":""664585200""}"
1991-01-24,0.3705,"{""numberLong"":""664671600""}"
1991-01-25,0.3817,"{""numberLong"":""664758000""}"
1991-01-28,0.4032,"{""numberLong"":""665017200""}"
1991-01-29,0.4007,"{""numberLong"":""665103600""}"
1991-01-30,0.4089,"{""numberLong"":""665190000""}"
1991-01-31,0.4213,"{""numberLong"":""665276400""}"
1991-02-01,0.4432,"{""numberLong"":""665362800""}"
1991-02-04,0.462,"{""numberLong"":""665622000""}"
1991-02-05,0.4972,"{""numberLong"":""665708400""}"
1991-02-06,0.4869,"{""numberLong"":""665794800""}"
1991-02-07,0.4725,"{""numberLong"":""665881200""}"
1991-02-08,0.4768,"{""numberLong"":""665967600""}"
1991-02-11,0.4934,"{""numberLong"":""666226800""}"
1991-02-12,0.4866,"{""numberLong"":""666313200""}"
1991-02-13,0.4811,"{""numberLong"":""666399600""}"
1991-02-14,0.4928,"{""numberLong"":""666486000""}"
1991-02-15,0.4904,"{""numberLong"":""666572400""}"
1991-02-18,0.5245,"{""numberLong"":""666831600""}"
1991-02-19,0.5326,"{""numberLong"":""666918000""}"
1991-02-20,0.5277,"{""numberLong"":""667004400""}"
1991-02-21,0.5258,"{""numberLong"":""667090800""}"
1991-02-22,0.5399,"{""numberLong"":""667177200""}"
1991-02-25,0.5293,"{""numberLong"":""667436400""}"
1991-02-26,0.5434,"{""numberLong"":""667522800""}"
1991-02-27,0.5271,"{""numberLong"":""667609200""}"
1991-02-28,0.5103,"{""numberLong"":""667695600""}"
1991-03-01,0.5075,"{""numberLong"":""667782000""}"
1991-03-04,0.4739,"{""numberLong"":""668041200""}"
1991-03-05,0.4465,"{""numberLong"":""668127600""}"
1991-03-06,0.4691,"{""numberLong"":""668214000""}"
1991-03-07,0.4711,"{""numberLong"":""668300400""}"
1991-03-08,0.4689,"{""numberLong"":""668386800""}"
1991-03-11,0.4626,"{""numberLong"":""668646000""}"
1991-03-12,0.4728,"{""numberLong"":""668732400""}"
1991-03-13,0.4731,"{""numberLong"":""668818800""}"
1991-03-14,0.4762,"{""numberLong"":""668905200""}"
1991-03-15,0.4731,"{""numberLong"":""668991600""}"
1991-03-18,0.469,"{""numberLong"":""669250800""}"
1991-03-19,0.4743,"{""numberLong"":""669337200""}"
1991-03-20,0.4701,"{""numberLong"":""669423600""}"
1991-03-21,0.4562,"{""numberLong"":""669510000""}"
1991-03-22,0.4625,"{""numberLong"":""669596400""}"
1991-03-25,0.4679,"{""numberLong"":""669855600""}"
1991-03-26,0.4576,"{""numberLong"":""669942000""}"
1991-03-27,0.4597,"{""numberLong"":""670028400""}"
1991-03-28,0.4534,"{""numberLong"":""670114800""}"
1991-03-29,0.452,"{""numberLong"":""670201200""}"
1991-04-01,0.4314,"{""numberLong"":""670456800""}"
1991-04-02,0.4303,"{""numberLong"":""670543200""}"
1991-04-03,0.4396,"{""numberLong"":""670629600""}"
1991-04-04,0.4376,"{""numberLong"":""670716000""}"
1991-04-05,0.4341,"{""numberLong"":""670802400""}"
1991-04-08,0.4274,"{""numberLong"":""671061600""}"
1991-04-09,0.4299,"{""numberLong"":""671148000""}"
1991-04-10,0.4349,"{""numberLong"":""671234400""}"
1991-04-11,0.4371,"{""numberLong"":""671320800""}"
1991-04-12,0.4381,"{""numberLong"":""671407200""}"
1991-04-15,,"{""numberLong"":""671666400""}"
1991-04-16,,"{""numberLong"":""671752800""}"
1991-04-17,,"{""numberLong"":""671839200""}"
1991-04-18,,"{""numberLong"":""671925600""}"
1991-04-19,,"{""numberLong"":""672012000""}"
1991-04-22,,"{""numberLong"":""672271200""}"
1991-04-23,,"{""numberLong"":""672357600""}"
1991-04-24,0.4174,"{""numberLong"":""672444000""}"
1991-04-25,0.4134,"{""numberLong"":""672530400""}"
1991-04-26,0.4037,"{""numberLong"":""672616800""}"
1991-04-29,0.378,"{""numberLong"":""672876000""}"
1991-04-30,0.3554,"{""numberLong"":""672962400""}"
1991-05-01,0.3789,"{""numberLong"":""673048800""}"
1991-05-02,0.3986,"{""numberLong"":""673135200""}"
1991-05-03,0.3881,"{""numberLong"":""673221600""}"
1991-05-06,0.3692,"{""numberLong"":""673480800""}"
1991-05-07,0.3728,"{""numberLong"":""673567200""}"
1991-05-08,0.3695,"{""numberLong"":""673653600""}"
1991-05-09,0.3608,"{""numberLong"":""673740000""}"
1991-05-10,0.36,"{""numberLong"":""673826400""}"
1991-05-13,0.3602,"{""numberLong"":""674085600""}"
1991-05-14,0.3572,"{""numberLong"":""674172000""}"
1991-05-15,0.3516,"{""numberLong"":""674258400""}"
1991-05-16,0.3421,"{""numberLong"":""674344800""}"
1991-05-17,0.3475,"{""numberLong"":""674431200""}"
1991-05-20,0.3652,"{""numberLong"":""674690400""}"
1991-05-21,0.3945,"{""numberLong"":""674776800""}"
1991-05-22,0.4044,"{""numberLong"":""674863200""}"
1991-05-23,0.3961,"{""numberLong"":""674949600""}"
1991-05-24,0.3946,"{""numberLong"":""675036000""}"
1991-05-27,0.384,"{""numberLong"":""675295200""}"
1991-05-28,0.3643,"{""numberLong"":""675381600""}"
1991-05-29,0.3679,"{""numberLong"":""675468000""}"
1991-05-30,0.358,"{""numberLong"":""675554400""}"
1991-05-31,0.3626,"{""numberLong"":""675640800""}"
1991-06-03,0.3617,"{""numberLong"":""675900000""}"
1991-06-04,0.3586,"{""numberLong"":""675986400""}"
1991-06-05,0.359,"{""numberLong"":""676072800""}"
1991-06-06,0.3588,"{""numberLong"":""676159200""}"
1991-06-07,0.3566,"{""numberLong"":""676245600""}"
1991-06-10,0.3544,"{""numberLong"":""676504800""}"
1991-06-11,0.365,"{""numberLong"":""676591200""}"
1991-06-12,0.3739,"{""numberLong"":""676677600""}"
1991-06-13,0.3786,"{""numberLong"":""676764000""}"
1991-06-14,0.3737,"{""numberLong"":""676850400""}"
1991-06-17,0.3744,"{""numberLong"":""677109600""}"
1991-06-18,0.3617,"{""numberLong"":""677196000""}"
1991-06-19,0.3479,"{""numberLong"":""677282400""}"
1991-06-20,0.3533,"{""numberLong"":""677368800""}"
1991-06-21,0.359,"{""numberLong"":""677455200""}"
1991-06-24,,"{""numberLong"":""677714400""}"
1991-06-25,,"{""numberLong"":""677800800""}"
1991-06-26,,"{""numberLong"":""677887200""}"
1991-06-27,0.3518,"{""numberLong"":""677973600""}"
1991-06-28,0.3587,"{""numberLong"":""678060000""}"
1991-07-01,0.3646,"{""numberLong"":""678319200""}"
1991-07-02,0.3597,"{""numberLong"":""678405600""}"
1991-07-03,0.3578,"{""numberLong"":""678492000""}"
1991-07-04,0.3614,"{""numberLong"":""678578400""}"
1991-07-05,0.3746,"{""numberLong"":""678664800""}"
1991-07-08,0.3695,"{""numberLong"":""678924000""}"
1991-07-09,0.3633,"{""numberLong"":""679010400""}"
1991-07-10,0.3636,"{""numberLong"":""679096800""}"
1991-07-11,0.354,"{""numberLong"":""679183200""}"
1991-07-12,0.3504,"{""numberLong"":""679269600""}"
1991-07-15,0.346,"{""numberLong"":""679528800""}"
1991-07-16,0.3455,"{""numberLong"":""679615200""}"
1991-07-17,0.3451,"{""numberLong"":""679701600""}"
1991-07-18,0.3384,"{""numberLong"":""679788000""}"
1991-07-19,0.3413,"{""numberLong"":""679874400""}"
1991-07-22,0.3291,"{""numberLong"":""680133600""}"
1991-07-23,0.3138,"{""numberLong"":""680220000""}"
1991-07-24,0.3082,"{""numberLong"":""680306400""}"
1991-07-25,0.3011,"{""numberLong"":""680392800""}"
1991-07-26,0.3092,"{""numberLong"":""680479200""}"
1991-07-29,0.2984,"{""numberLong"":""680738400""}"
1991-07-30,0.2893,"{""numberLong"":""680824800""}"
1991-07-31,0.3041,"{""numberLong"":""680911200""}"
1991-08-01,0.3278,"{""numberLong"":""680997600""}"
1991-08-02,0.3211,"{""numberLong"":""681084000""}"
1991-08-05,0.3144,"{""numberLong"":""681343200""}"
1991-08-06,0.3222,"{""numberLong"":""681429600""}"
1991-08-07,0.3248,"{""numberLong"":""681516000""}"
1991-08-08,0.3236,"{""numberLong"":""681602400""}"
1991-08-09,0.3316,"{""numberLong"":""681688800""}"
1991-08-12,0.3622,"{""numberLong"":""681948000""}"
1991-08-13,0.3611,"{""numberLong"":""682034400""}"
1991-08-14,0.3707,"{""numberLong"":""682120800""}"
1991-08-15,0.3731,"{""numberLong"":""682207200""}"
1991-08-16,0.3633,"{""numberLong"":""682293600""}"
1991-08-19,0.3283,"{""numberLong"":""682552800""}"
1991-08-20,0.3305,"{""numberLong"":""682639200""}"
1991-08-21,0.3254,"{""numberLong"":""682725600""}"
1991-08-22,0.3366,"{""numberLong"":""682812000""}"
1991-08-23,0.3475,"{""numberLong"":""682898400""}"
1991-08-26,0.3425,"{""numberLong"":""683157600""}"
1991-08-27,0.3464,"{""numberLong"":""683244000""}"
1991-08-28,0.3349,"{""numberLong"":""683330400""}"
1991-08-29,0.3301,"{""numberLong"":""683416800""}"
1991-08-30,,"{""numberLong"":""683503200""}"
1991-09-02,0.3138,"{""numberLong"":""683762400""}"
1991-09-03,0.3152,"{""numberLong"":""683848800""}"
1991-09-04,0.3081,"{""numberLong"":""683935200""}"
1991-09-05,0.2988,"{""numberLong"":""684021600""}"
1991-09-06,0.3013,"{""numberLong"":""684108000""}"
1991-09-09,0.2971,"{""numberLong"":""684367200""}"
1991-09-10,0.2971,"{""numberLong"":""684453600""}"
1991-09-11,0.3136,"{""numberLong"":""684540000""}"
1991-09-12,0.2947,"{""numberLong"":""684626400""}"
1991-09-13,0.2812,"{""numberLong"":""684712800""}"
1991-09-16,0.2864,"{""numberLong"":""684972000""}"
1991-09-17,0.285,"{""numberLong"":""685058400""}"
1991-09-18,0.2838,"{""numberLong"":""685144800""}"
1991-09-19,0.2816,"{""numberLong"":""685231200""}"
1991-09-20,0.2847,"{""numberLong"":""685317600""}"
1991-09-23,0.294,"{""numberLong"":""685576800""}"
1991-09-24,0.2884,"{""numberLong"":""685663200""}"
1991-09-25,0.2882,"{""numberLong"":""685749600""}"
1991-09-26,0.2891,"{""numberLong"":""685836000""}"
1991-09-27,0.2887,"{""numberLong"":""685922400""}"
1991-09-30,0.2938,"{""numberLong"":""686185200""}"
1991-10-01,0.2874,"{""numberLong"":""686271600""}"
1991-10-02,0.2786,"{""numberLong"":""686358000""}"
1991-10-03,0.2772,"{""numberLong"":""686444400""}"
1991-10-04,0.2786,"{""numberLong"":""686530800""}"
