dt,MK_F_BILESIK,UNIXTIME
1993-08-18,1.0448,"{""numberLong"":""745624800""}"
1993-08-19,1.0915,"{""numberLong"":""745711200""}"
1993-08-20,1.1149,"{""numberLong"":""745797600""}"
1993-08-23,1.1189,"{""numberLong"":""746056800""}"
1993-08-24,1.1371,"{""numberLong"":""746143200""}"
1993-08-25,1.1672,"{""numberLong"":""746229600""}"
1993-08-26,1.1777,"{""numberLong"":""746316000""}"
1993-08-27,1.2021,"{""numberLong"":""746402400""}"
1993-08-30,,"{""numberLong"":""746661600""}"
1993-08-31,1.2357,"{""numberLong"":""746748000""}"
1993-09-01,1.2172,"{""numberLong"":""746834400""}"
1993-09-02,1.2223,"{""numberLong"":""746920800""}"
1993-09-03,1.1655,"{""numberLong"":""747007200""}"
1993-09-06,1.1895,"{""numberLong"":""747266400""}"
1993-09-07,1.2527,"{""numberLong"":""747352800""}"
1993-09-08,1.2725,"{""numberLong"":""747439200""}"
1993-09-09,1.2839,"{""numberLong"":""747525600""}"
1993-09-10,1.2949,"{""numberLong"":""747612000""}"
1993-09-13,1.3555,"{""numberLong"":""747871200""}"
1993-09-14,1.3363,"{""numberLong"":""747957600""}"
1993-09-15,1.3826,"{""numberLong"":""748044000""}"
1993-09-16,1.4027,"{""numberLong"":""748130400""}"
1993-09-17,1.446,"{""numberLong"":""748216800""}"
1993-09-20,1.4127,"{""numberLong"":""748476000""}"
1993-09-21,1.4189,"{""numberLong"":""748562400""}"
1993-09-22,1.4502,"{""numberLong"":""748648800""}"
1993-09-23,1.4887,"{""numberLong"":""748735200""}"
1993-09-24,1.5047,"{""numberLong"":""748821600""}"
1993-09-27,1.5386,"{""numberLong"":""749084400""}"
1993-09-28,1.5777,"{""numberLong"":""749170800""}"
1993-09-29,1.5328,"{""numberLong"":""749257200""}"
1993-09-30,1.508,"{""numberLong"":""749343600""}"
1993-10-01,1.5953,"{""numberLong"":""749430000""}"
1993-10-04,1.6243,"{""numberLong"":""749689200""}"
1993-10-05,1.5863,"{""numberLong"":""749775600""}"
1993-10-06,1.5699,"{""numberLong"":""749862000""}"
1993-10-07,1.5596,"{""numberLong"":""749948400""}"
1993-10-08,1.5439,"{""numberLong"":""750034800""}"
1993-10-11,1.4618,"{""numberLong"":""750294000""}"
1993-10-12,1.5241,"{""numberLong"":""750380400""}"
1993-10-13,1.5361,"{""numberLong"":""750466800""}"
1993-10-14,1.5055,"{""numberLong"":""750553200""}"
1993-10-15,1.5194,"{""numberLong"":""750639600""}"
1993-10-18,1.4928,"{""numberLong"":""750898800""}"
1993-10-19,1.4958,"{""numberLong"":""750985200""}"
1993-10-20,1.4981,"{""numberLong"":""751071600""}"
1993-10-21,1.4827,"{""numberLong"":""751158000""}"
1993-10-22,1.4321,"{""numberLong"":""751244400""}"
1993-10-25,1.4069,"{""numberLong"":""751503600""}"
1993-10-26,1.3955,"{""numberLong"":""751590000""}"
1993-10-27,1.4501,"{""numberLong"":""751676400""}"
1993-10-28,,"{""numberLong"":""751762800""}"
1993-10-29,,"{""numberLong"":""751849200""}"
1993-11-01,1.3935,"{""numberLong"":""752108400""}"
1993-11-02,1.3639,"{""numberLong"":""752194800""}"
1993-11-03,1.3634,"{""numberLong"":""752281200""}"
1993-11-04,1.4137,"{""numberLong"":""752367600""}"
1993-11-05,1.4486,"{""numberLong"":""752454000""}"
1993-11-08,1.5086,"{""numberLong"":""752713200""}"
1993-11-09,1.4715,"{""numberLong"":""752799600""}"
1993-11-10,1.4872,"{""numberLong"":""752886000""}"
1993-11-11,1.5197,"{""numberLong"":""752972400""}"
1993-11-12,1.5178,"{""numberLong"":""753058800""}"
1993-11-15,1.5806,"{""numberLong"":""753318000""}"
1993-11-16,1.5703,"{""numberLong"":""753404400""}"
1993-11-17,1.579,"{""numberLong"":""753490800""}"
1993-11-18,1.6091,"{""numberLong"":""753577200""}"
1993-11-19,1.6531,"{""numberLong"":""753663600""}"
1993-11-22,1.6727,"{""numberLong"":""753922800""}"
1993-11-23,1.6444,"{""numberLong"":""754009200""}"
1993-11-24,1.6722,"{""numberLong"":""754095600""}"
1993-11-25,1.7195,"{""numberLong"":""754182000""}"
1993-11-26,1.7426,"{""numberLong"":""754268400""}"
1993-11-29,1.8426,"{""numberLong"":""754527600""}"
1993-11-30,1.8977,"{""numberLong"":""754614000""}"
1993-12-01,1.8884,"{""numberLong"":""754700400""}"
1993-12-02,1.8676,"{""numberLong"":""754786800""}"
1993-12-03,1.7893,"{""numberLong"":""754873200""}"
1993-12-06,1.8028,"{""numberLong"":""755132400""}"
1993-12-07,1.7382,"{""numberLong"":""755218800""}"
1993-12-08,1.7936,"{""numberLong"":""755305200""}"
1993-12-09,1.7827,"{""numberLong"":""755391600""}"
1993-12-10,1.7592,"{""numberLong"":""755478000""}"
1993-12-13,1.7345,"{""numberLong"":""755737200""}"
1993-12-14,1.8144,"{""numberLong"":""755823600""}"
1993-12-15,1.8583,"{""numberLong"":""755910000""}"
1993-12-16,1.8722,"{""numberLong"":""755996400""}"
1993-12-17,1.9089,"{""numberLong"":""756082800""}"
1993-12-20,1.9218,"{""numberLong"":""756342000""}"
1993-12-21,1.9411,"{""numberLong"":""756428400""}"
1993-12-22,1.9778,"{""numberLong"":""756514800""}"
1993-12-23,1.9594,"{""numberLong"":""756601200""}"
1993-12-24,1.9797,"{""numberLong"":""756687600""}"
1993-12-27,1.9586,"{""numberLong"":""756946800""}"
1993-12-28,1.958,"{""numberLong"":""757033200""}"
1993-12-29,1.9452,"{""numberLong"":""757119600""}"
1993-12-30,2.0175,"{""numberLong"":""757206000""}"
1993-12-31,2.0683,"{""numberLong"":""757292400""}"
1994-01-03,2.1788,"{""numberLong"":""757551600""}"
1994-01-04,2.2394,"{""numberLong"":""757638000""}"
1994-01-05,2.2116,"{""numberLong"":""757724400""}"
1994-01-06,2.2929,"{""numberLong"":""757810800""}"
1994-01-07,2.3685,"{""numberLong"":""757897200""}"
1994-01-10,2.5447,"{""numberLong"":""758156400""}"
1994-01-11,2.5657,"{""numberLong"":""758242800""}"
1994-01-12,2.7267,"{""numberLong"":""758329200""}"
1994-01-13,2.8884,"{""numberLong"":""758415600""}"
1994-01-14,2.8664,"{""numberLong"":""758502000""}"
1994-01-17,2.7593,"{""numberLong"":""758761200""}"
1994-01-18,2.5907,"{""numberLong"":""758847600""}"
1994-01-19,2.5505,"{""numberLong"":""758934000""}"
1994-01-20,2.7025,"{""numberLong"":""759020400""}"
1994-01-21,2.6073,"{""numberLong"":""759106800""}"
1994-01-24,2.4261,"{""numberLong"":""759366000""}"
1994-01-25,2.2727,"{""numberLong"":""759452400""}"
1994-01-26,2.1129,"{""numberLong"":""759538800""}"
1994-01-27,1.9514,"{""numberLong"":""759625200""}"
1994-01-28,1.8562,"{""numberLong"":""759711600""}"
1994-01-31,2.0105,"{""numberLong"":""759970800""}"
1994-02-01,2.0979,"{""numberLong"":""760057200""}"
1994-02-02,1.9463,"{""numberLong"":""760143600""}"
1994-02-03,1.8488,"{""numberLong"":""760230000""}"
1994-02-04,1.7895,"{""numberLong"":""760316400""}"
1994-02-07,1.8212,"{""numberLong"":""760575600""}"
1994-02-08,1.7081,"{""numberLong"":""760662000""}"
1994-02-09,1.5696,"{""numberLong"":""760748400""}"
1994-02-10,1.4088,"{""numberLong"":""760834800""}"
1994-02-11,1.3864,"{""numberLong"":""760921200""}"
1994-02-14,1.5096,"{""numberLong"":""761180400""}"
1994-02-15,1.6433,"{""numberLong"":""761266800""}"
1994-02-16,1.7681,"{""numberLong"":""761353200""}"
1994-02-17,1.9131,"{""numberLong"":""761439600""}"
1994-02-18,1.9275,"{""numberLong"":""761526000""}"
1994-02-21,1.725,"{""numberLong"":""761785200""}"
1994-02-22,1.6318,"{""numberLong"":""761871600""}"
1994-02-23,1.6065,"{""numberLong"":""761958000""}"
1994-02-24,1.6927,"{""numberLong"":""762044400""}"
1994-02-25,1.62,"{""numberLong"":""762130800""}"
1994-02-28,1.5004,"{""numberLong"":""762390000""}"
1994-03-01,1.4603,"{""numberLong"":""762476400""}"
1994-03-02,1.5641,"{""numberLong"":""762562800""}"
1994-03-03,1.5409,"{""numberLong"":""762649200""}"
1994-03-04,1.5592,"{""numberLong"":""762735600""}"
1994-03-07,1.5089,"{""numberLong"":""762994800""}"
1994-03-08,1.4506,"{""numberLong"":""763081200""}"
1994-03-09,1.3705,"{""numberLong"":""763167600""}"
1994-03-10,1.3731,"{""numberLong"":""763254000""}"
1994-03-11,1.4511,"{""numberLong"":""763340400""}"
1994-03-14,,"{""numberLong"":""763599600""}"
1994-03-15,,"{""numberLong"":""763686000""}"
1994-03-16,1.5127,"{""numberLong"":""763772400""}"
1994-03-17,1.513,"{""numberLong"":""763858800""}"
1994-03-18,1.492,"{""numberLong"":""763945200""}"
1994-03-21,1.5586,"{""numberLong"":""764204400""}"
1994-03-22,1.4839,"{""numberLong"":""764290800""}"
1994-03-23,1.3667,"{""numberLong"":""764377200""}"
1994-03-24,1.2981,"{""numberLong"":""764463600""}"
1994-03-25,1.3536,"{""numberLong"":""764550000""}"
1994-03-28,1.4214,"{""numberLong"":""764805600""}"
1994-03-29,1.3842,"{""numberLong"":""764892000""}"
1994-03-30,1.365,"{""numberLong"":""764978400""}"
1994-03-31,1.4087,"{""numberLong"":""765064800""}"
1994-04-01,1.5028,"{""numberLong"":""765151200""}"
1994-04-04,1.6356,"{""numberLong"":""765410400""}"
1994-04-05,1.7501,"{""numberLong"":""765496800""}"
1994-04-06,1.8859,"{""numberLong"":""765583200""}"
1994-04-07,1.8611,"{""numberLong"":""765669600""}"
1994-04-08,2.0035,"{""numberLong"":""765756000""}"
1994-04-11,2.0492,"{""numberLong"":""766015200""}"
1994-04-12,2.03,"{""numberLong"":""766101600""}"
1994-04-13,2.0759,"{""numberLong"":""766188000""}"
1994-04-14,2.2104,"{""numberLong"":""766274400""}"
1994-04-15,2.2591,"{""numberLong"":""766360800""}"
1994-04-18,2.1472,"{""numberLong"":""766620000""}"
1994-04-19,2.1282,"{""numberLong"":""766706400""}"
1994-04-20,2.064,"{""numberLong"":""766792800""}"
1994-04-21,1.9428,"{""numberLong"":""766879200""}"
1994-04-22,1.8473,"{""numberLong"":""766965600""}"
1994-04-25,1.7451,"{""numberLong"":""767224800""}"
1994-04-26,1.6867,"{""numberLong"":""767311200""}"
1994-04-27,1.5977,"{""numberLong"":""767397600""}"
1994-04-28,1.5826,"{""numberLong"":""767484000""}"
1994-04-29,1.5097,"{""numberLong"":""767570400""}"
1994-05-02,1.4193,"{""numberLong"":""767829600""}"
1994-05-03,1.4846,"{""numberLong"":""767916000""}"
1994-05-04,1.5131,"{""numberLong"":""768002400""}"
1994-05-05,1.5901,"{""numberLong"":""768088800""}"
1994-05-06,1.714,"{""numberLong"":""768175200""}"
1994-05-09,1.6504,"{""numberLong"":""768434400""}"
1994-05-10,1.5828,"{""numberLong"":""768520800""}"
1994-05-11,1.5733,"{""numberLong"":""768607200""}"
1994-05-12,1.6336,"{""numberLong"":""768693600""}"
1994-05-13,1.5653,"{""numberLong"":""768780000""}"
1994-05-16,1.5484,"{""numberLong"":""769039200""}"
1994-05-17,1.6033,"{""numberLong"":""769125600""}"
1994-05-18,1.6228,"{""numberLong"":""769212000""}"
1994-05-19,,"{""numberLong"":""769298400""}"
1994-05-20,,"{""numberLong"":""769384800""}"
1994-05-23,,"{""numberLong"":""769644000""}"
1994-05-24,,"{""numberLong"":""769730400""}"
1994-05-25,1.6413,"{""numberLong"":""769816800""}"
1994-05-26,1.6425,"{""numberLong"":""769903200""}"
1994-05-27,1.5825,"{""numberLong"":""769989600""}"
1994-05-30,1.4737,"{""numberLong"":""770248800""}"
1994-05-31,1.4749,"{""numberLong"":""770335200""}"
1994-06-01,1.5523,"{""numberLong"":""770421600""}"
1994-06-02,1.5748,"{""numberLong"":""770508000""}"
1994-06-03,1.6073,"{""numberLong"":""770594400""}"
1994-06-06,1.6808,"{""numberLong"":""770853600""}"
1994-06-07,1.6536,"{""numberLong"":""770940000""}"
1994-06-08,1.71,"{""numberLong"":""771026400""}"
1994-06-09,1.7142,"{""numberLong"":""771112800""}"
1994-06-10,1.739,"{""numberLong"":""771199200""}"
1994-06-13,1.7642,"{""numberLong"":""771458400""}"
1994-06-14,1.7391,"{""numberLong"":""771544800""}"
1994-06-15,1.8001,"{""numberLong"":""771631200""}"
1994-06-16,1.9322,"{""numberLong"":""771717600""}"
1994-06-17,2.0233,"{""numberLong"":""771804000""}"
1994-06-20,1.9929,"{""numberLong"":""772063200""}"
1994-06-21,2.0195,"{""numberLong"":""772149600""}"
1994-06-22,1.9704,"{""numberLong"":""772236000""}"
1994-06-23,1.9341,"{""numberLong"":""772322400""}"
1994-06-24,1.9427,"{""numberLong"":""772408800""}"
1994-06-27,1.9183,"{""numberLong"":""772668000""}"
1994-06-28,1.9105,"{""numberLong"":""772754400""}"
1994-06-29,1.9472,"{""numberLong"":""772840800""}"
1994-06-30,1.9766,"{""numberLong"":""772927200""}"
1994-07-01,1.9375,"{""numberLong"":""773013600""}"
1994-07-04,1.9576,"{""numberLong"":""773272800""}"
1994-07-05,1.9811,"{""numberLong"":""773359200""}"
1994-07-06,2.0509,"{""numberLong"":""773445600""}"
1994-07-07,2.141,"{""numberLong"":""773532000""}"
1994-07-08,2.0424,"{""numberLong"":""773618400""}"
1994-07-11,2.1106,"{""numberLong"":""773877600""}"
1994-07-12,2.1438,"{""numberLong"":""773964000""}"
1994-07-13,2.2013,"{""numberLong"":""774050400""}"
1994-07-14,2.2246,"{""numberLong"":""774136800""}"
1994-07-15,2.268,"{""numberLong"":""774223200""}"
1994-07-18,2.2028,"{""numberLong"":""774482400""}"
1994-07-19,2.1613,"{""numberLong"":""774568800""}"
1994-07-20,2.1765,"{""numberLong"":""774655200""}"
1994-07-21,2.1434,"{""numberLong"":""774741600""}"
1994-07-22,2.1452,"{""numberLong"":""774828000""}"
1994-07-25,2.0826,"{""numberLong"":""775087200""}"
1994-07-26,2.1021,"{""numberLong"":""775173600""}"
1994-07-27,2.1674,"{""numberLong"":""775260000""}"
1994-07-28,2.2427,"{""numberLong"":""775346400""}"
1994-07-29,2.1752,"{""numberLong"":""775432800""}"
1994-08-01,2.2191,"{""numberLong"":""775692000""}"
1994-08-02,2.2252,"{""numberLong"":""775778400""}"
1994-08-03,2.2348,"{""numberLong"":""775864800""}"
1994-08-04,2.2262,"{""numberLong"":""775951200""}"
1994-08-05,2.2136,"{""numberLong"":""776037600""}"
1994-08-08,2.2327,"{""numberLong"":""776296800""}"
1994-08-09,2.2705,"{""numberLong"":""776383200""}"
1994-08-10,2.3955,"{""numberLong"":""776469600""}"
1994-08-11,2.395,"{""numberLong"":""776556000""}"
1994-08-12,2.4439,"{""numberLong"":""776642400""}"
1994-08-15,2.5516,"{""numberLong"":""776901600""}"
1994-08-16,2.5984,"{""numberLong"":""776988000""}"
1994-08-17,2.6208,"{""numberLong"":""777074400""}"
1994-08-18,2.6061,"{""numberLong"":""777160800""}"
1994-08-19,2.6413,"{""numberLong"":""777247200""}"
1994-08-22,2.6783,"{""numberLong"":""777506400""}"
1994-08-23,2.5205,"{""numberLong"":""777592800""}"
1994-08-24,2.5158,"{""numberLong"":""777679200""}"
1994-08-25,2.5642,"{""numberLong"":""777765600""}"
1994-08-26,2.6384,"{""numberLong"":""777852000""}"
1994-08-29,2.6322,"{""numberLong"":""778111200""}"
1994-08-30,,"{""numberLong"":""778197600""}"
1994-08-31,2.5282,"{""numberLong"":""778284000""}"
1994-09-01,2.5796,"{""numberLong"":""778370400""}"
1994-09-02,2.5457,"{""numberLong"":""778456800""}"
1994-09-05,2.5942,"{""numberLong"":""778716000""}"
1994-09-06,2.6117,"{""numberLong"":""778802400""}"
1994-09-07,2.4348,"{""numberLong"":""778888800""}"
1994-09-08,2.42,"{""numberLong"":""778975200""}"
1994-09-09,2.4516,"{""numberLong"":""779061600""}"
1994-09-12,2.4163,"{""numberLong"":""779320800""}"
1994-09-13,2.3317,"{""numberLong"":""779407200""}"
1994-09-14,2.4105,"{""numberLong"":""779493600""}"
1994-09-15,2.4217,"{""numberLong"":""779580000""}"
1994-09-16,2.3686,"{""numberLong"":""779666400""}"
1994-09-19,2.2785,"{""numberLong"":""779925600""}"
1994-09-20,2.3908,"{""numberLong"":""780012000""}"
1994-09-21,2.4343,"{""numberLong"":""780098400""}"
1994-09-22,2.5172,"{""numberLong"":""780184800""}"
1994-09-23,2.577,"{""numberLong"":""780271200""}"
1994-09-26,2.5972,"{""numberLong"":""780534000""}"
1994-09-27,2.6289,"{""numberLong"":""780620400""}"
1994-09-28,2.6106,"{""numberLong"":""780706800""}"
1994-09-29,2.6212,"{""numberLong"":""780793200""}"
1994-09-30,2.6826,"{""numberLong"":""780879600""}"
1994-10-03,2.6374,"{""numberLong"":""781138800""}"
1994-10-04,2.7065,"{""numberLong"":""781225200""}"
1994-10-05,2.6783,"{""numberLong"":""781311600""}"
1994-10-06,2.7522,"{""numberLong"":""781398000""}"
1994-10-07,2.7227,"{""numberLong"":""781484400""}"
1994-10-10,2.6137,"{""numberLong"":""781743600""}"
1994-10-11,2.6465,"{""numberLong"":""781830000""}"
1994-10-12,2.6847,"{""numberLong"":""781916400""}"
1994-10-13,2.675,"{""numberLong"":""782002800""}"
1994-10-14,2.707,"{""numberLong"":""782089200""}"
1994-10-17,2.6125,"{""numberLong"":""782348400""}"
1994-10-18,2.5819,"{""numberLong"":""782434800""}"
1994-10-19,2.4894,"{""numberLong"":""782521200""}"
1994-10-20,2.4927,"{""numberLong"":""782607600""}"
1994-10-21,2.4803,"{""numberLong"":""782694000""}"
1994-10-24,2.3905,"{""numberLong"":""782953200""}"
1994-10-25,2.4735,"{""numberLong"":""783039600""}"
1994-10-26,2.491,"{""numberLong"":""783126000""}"
1994-10-27,2.4856,"{""numberLong"":""783212400""}"
1994-10-28,2.5148,"{""numberLong"":""783298800""}"
1994-10-31,2.489,"{""numberLong"":""783558000""}"
1994-11-01,2.5116,"{""numberLong"":""783644400""}"
1994-11-02,2.5291,"{""numberLong"":""783730800""}"
1994-11-03,2.5221,"{""numberLong"":""783817200""}"
1994-11-04,2.545,"{""numberLong"":""783903600""}"
1994-11-07,2.5746,"{""numberLong"":""784162800""}"
1994-11-08,2.592,"{""numberLong"":""784249200""}"
1994-11-09,2.5535,"{""numberLong"":""784335600""}"
1994-11-10,2.6537,"{""numberLong"":""784422000""}"
1994-11-11,2.6964,"{""numberLong"":""784508400""}"
1994-11-14,2.7003,"{""numberLong"":""784767600""}"
1994-11-15,2.7007,"{""numberLong"":""784854000""}"
1994-11-16,2.7421,"{""numberLong"":""784940400""}"
1994-11-17,2.7001,"{""numberLong"":""785026800""}"
1994-11-18,2.7236,"{""numberLong"":""785113200""}"
1994-11-21,2.68,"{""numberLong"":""785372400""}"
1994-11-22,2.6604,"{""numberLong"":""785458800""}"
1994-11-23,2.6828,"{""numberLong"":""785545200""}"
1994-11-24,2.6696,"{""numberLong"":""785631600""}"
1994-11-25,2.701,"{""numberLong"":""785718000""}"
1994-11-28,2.7332,"{""numberLong"":""785977200""}"
1994-11-29,2.7552,"{""numberLong"":""786063600""}"
1994-11-30,2.8181,"{""numberLong"":""786150000""}"
1994-12-01,2.8427,"{""numberLong"":""786236400""}"
1994-12-02,2.9145,"{""numberLong"":""786322800""}"
1994-12-05,2.8652,"{""numberLong"":""786582000""}"
1994-12-06,2.84,"{""numberLong"":""786668400""}"
1994-12-07,2.8487,"{""numberLong"":""786754800""}"
1994-12-08,2.8867,"{""numberLong"":""786841200""}"
1994-12-09,2.8683,"{""numberLong"":""786927600""}"
1994-12-12,2.8814,"{""numberLong"":""787186800""}"
1994-12-13,2.8414,"{""numberLong"":""787273200""}"
1994-12-14,2.7942,"{""numberLong"":""787359600""}"
1994-12-15,2.7825,"{""numberLong"":""787446000""}"
1994-12-16,2.7875,"{""numberLong"":""787532400""}"
1994-12-19,2.7742,"{""numberLong"":""787791600""}"
1994-12-20,2.8304,"{""numberLong"":""787878000""}"
1994-12-21,2.8182,"{""numberLong"":""787964400""}"
1994-12-22,2.8203,"{""numberLong"":""788050800""}"
1994-12-23,2.8248,"{""numberLong"":""788137200""}"
1994-12-26,2.7738,"{""numberLong"":""788396400""}"
1994-12-27,2.7171,"{""numberLong"":""788482800""}"
1994-12-28,2.7337,"{""numberLong"":""788569200""}"
1994-12-29,2.7785,"{""numberLong"":""788655600""}"
1994-12-30,2.7257,"{""numberLong"":""788742000""}"
1995-01-02,2.5081,"{""numberLong"":""789001200""}"
1995-01-03,2.608,"{""numberLong"":""789087600""}"
1995-01-04,2.6385,"{""numberLong"":""789174000""}"
1995-01-05,2.7163,"{""numberLong"":""789260400""}"
1995-01-06,2.695,"{""numberLong"":""789346800""}"
1995-01-09,2.6868,"{""numberLong"":""789606000""}"
1995-01-10,2.6873,"{""numberLong"":""789692400""}"
1995-01-11,2.7097,"{""numberLong"":""789778800""}"
1995-01-12,2.6673,"{""numberLong"":""789865200""}"
1995-01-13,2.6548,"{""numberLong"":""789951600""}"
1995-01-16,2.5534,"{""numberLong"":""790210800""}"
1995-01-17,2.5486,"{""numberLong"":""790297200""}"
1995-01-18,2.5828,"{""numberLong"":""790383600""}"
1995-01-19,2.591,"{""numberLong"":""790470000""}"
1995-01-20,2.552,"{""numberLong"":""790556400""}"
1995-01-23,2.4644,"{""numberLong"":""790815600""}"
1995-01-24,2.4948,"{""numberLong"":""790902000""}"
1995-01-25,2.4806,"{""numberLong"":""790988400""}"
1995-01-26,2.4781,"{""numberLong"":""791074800""}"
1995-01-27,2.5246,"{""numberLong"":""791161200""}"
1995-01-30,2.5031,"{""numberLong"":""791420400""}"
1995-01-31,2.5229,"{""numberLong"":""791506800""}"
1995-02-01,2.5342,"{""numberLong"":""791593200""}"
1995-02-02,2.5815,"{""numberLong"":""791679600""}"
1995-02-03,2.5463,"{""numberLong"":""791766000""}"
1995-02-06,2.599,"{""numberLong"":""792025200""}"
1995-02-07,2.638,"{""numberLong"":""792111600""}"
1995-02-08,2.6321,"{""numberLong"":""792198000""}"
1995-02-09,2.6704,"{""numberLong"":""792284400""}"
1995-02-10,2.6918,"{""numberLong"":""792370800""}"
1995-02-13,2.6997,"{""numberLong"":""792630000""}"
1995-02-14,2.7349,"{""numberLong"":""792716400""}"
1995-02-15,2.7704,"{""numberLong"":""792802800""}"
1995-02-16,2.7977,"{""numberLong"":""792889200""}"
1995-02-17,2.8214,"{""numberLong"":""792975600""}"
1995-02-20,2.903,"{""numberLong"":""793234800""}"
1995-02-21,2.9149,"{""numberLong"":""793321200""}"
1995-02-22,2.9674,"{""numberLong"":""793407600""}"
1995-02-23,2.9489,"{""numberLong"":""793494000""}"
1995-02-24,2.972,"{""numberLong"":""793580400""}"
1995-02-27,2.9724,"{""numberLong"":""793839600""}"
1995-02-28,2.9123,"{""numberLong"":""793926000""}"
1995-03-01,2.9782,"{""numberLong"":""794012400""}"
1995-03-02,3.0195,"{""numberLong"":""794098800""}"
1995-03-03,,"{""numberLong"":""794185200""}"
1995-03-06,3.1386,"{""numberLong"":""794444400""}"
1995-03-07,3.149,"{""numberLong"":""794530800""}"
1995-03-08,3.2475,"{""numberLong"":""794617200""}"
1995-03-09,3.2396,"{""numberLong"":""794703600""}"
1995-03-10,3.3233,"{""numberLong"":""794790000""}"
1995-03-13,3.2813,"{""numberLong"":""795049200""}"
1995-03-14,3.2972,"{""numberLong"":""795135600""}"
1995-03-15,3.2286,"{""numberLong"":""795222000""}"
1995-03-16,3.2096,"{""numberLong"":""795308400""}"
1995-03-17,3.3802,"{""numberLong"":""795394800""}"
1995-03-20,3.4912,"{""numberLong"":""795654000""}"
1995-03-21,3.5317,"{""numberLong"":""795740400""}"
1995-03-22,3.6008,"{""numberLong"":""795826800""}"
1995-03-23,3.5928,"{""numberLong"":""795913200""}"
1995-03-24,3.6693,"{""numberLong"":""795999600""}"
1995-03-27,3.7397,"{""numberLong"":""796255200""}"
1995-03-28,3.6689,"{""numberLong"":""796341600""}"
1995-03-29,3.7779,"{""numberLong"":""796428000""}"
1995-03-30,3.9496,"{""numberLong"":""796514400""}"
1995-03-31,3.9837,"{""numberLong"":""796600800""}"
1995-04-03,4.1472,"{""numberLong"":""796860000""}"
1995-04-04,4.309,"{""numberLong"":""796946400""}"
1995-04-05,4.3483,"{""numberLong"":""797032800""}"
1995-04-06,4.4294,"{""numberLong"":""797119200""}"
1995-04-07,4.4623,"{""numberLong"":""797205600""}"
1995-04-10,4.5114,"{""numberLong"":""797464800""}"
1995-04-11,4.4305,"{""numberLong"":""797551200""}"
1995-04-12,4.5176,"{""numberLong"":""797637600""}"
1995-04-13,4.6632,"{""numberLong"":""797724000""}"
1995-04-14,4.8203,"{""numberLong"":""797810400""}"
1995-04-17,4.9579,"{""numberLong"":""798069600""}"
1995-04-18,4.947,"{""numberLong"":""798156000""}"
1995-04-19,5.0864,"{""numberLong"":""798242400""}"
1995-04-20,5.2711,"{""numberLong"":""798328800""}"
1995-04-21,5.4654,"{""numberLong"":""798415200""}"
1995-04-24,4.9676,"{""numberLong"":""798674400""}"
1995-04-25,5.0661,"{""numberLong"":""798760800""}"
1995-04-26,5.1227,"{""numberLong"":""798847200""}"
1995-04-27,4.7706,"{""numberLong"":""798933600""}"
1995-04-28,4.6615,"{""numberLong"":""799020000""}"
1995-05-01,4.7079,"{""numberLong"":""799279200""}"
1995-05-02,4.6077,"{""numberLong"":""799365600""}"
1995-05-03,4.8647,"{""numberLong"":""799452000""}"
1995-05-04,5.1462,"{""numberLong"":""799538400""}"
1995-05-05,5.1227,"{""numberLong"":""799624800""}"
1995-05-08,,"{""numberLong"":""799884000""}"
1995-05-09,,"{""numberLong"":""799970400""}"
1995-05-10,,"{""numberLong"":""800056800""}"
1995-05-11,,"{""numberLong"":""800143200""}"
1995-05-12,,"{""numberLong"":""800229600""}"
1995-05-15,5.0253,"{""numberLong"":""800488800""}"
1995-05-16,4.8865,"{""numberLong"":""800575200""}"
1995-05-17,4.9815,"{""numberLong"":""800661600""}"
1995-05-18,4.7182,"{""numberLong"":""800748000""}"
1995-05-19,,"{""numberLong"":""800834400""}"
1995-05-22,4.329,"{""numberLong"":""801093600""}"
1995-05-23,4.5569,"{""numberLong"":""801180000""}"
1995-05-24,4.7296,"{""numberLong"":""801266400""}"
1995-05-25,4.5837,"{""numberLong"":""801352800""}"
1995-05-26,4.65,"{""numberLong"":""801439200""}"
1995-05-29,4.7325,"{""numberLong"":""801698400""}"
1995-05-30,4.7139,"{""numberLong"":""801784800""}"
1995-05-31,4.7371,"{""numberLong"":""801871200""}"
1995-06-01,4.8465,"{""numberLong"":""801957600""}"
1995-06-02,4.8653,"{""numberLong"":""802044000""}"
1995-06-05,5.0676,"{""numberLong"":""802303200""}"
1995-06-06,5.2082,"{""numberLong"":""802389600""}"
1995-06-07,5.2946,"{""numberLong"":""802476000""}"
1995-06-08,5.2722,"{""numberLong"":""802562400""}"
1995-06-09,5.3781,"{""numberLong"":""802648800""}"
1995-06-12,5.3995,"{""numberLong"":""802908000""}"
1995-06-13,5.3083,"{""numberLong"":""802994400""}"
1995-06-14,5.2345,"{""numberLong"":""803080800""}"
1995-06-15,5.0467,"{""numberLong"":""803167200""}"
1995-06-16,5.2489,"{""numberLong"":""803253600""}"
1995-06-19,5.1761,"{""numberLong"":""803512800""}"
1995-06-20,5.1378,"{""numberLong"":""803599200""}"
1995-06-21,5.1919,"{""numberLong"":""803685600""}"
1995-06-22,5.2114,"{""numberLong"":""803772000""}"
1995-06-23,5.3043,"{""numberLong"":""803858400""}"
1995-06-26,5.2183,"{""numberLong"":""804117600""}"
1995-06-27,5.1561,"{""numberLong"":""804204000""}"
