dt,AB_A01,AB_A02,AB_A03,AB_A05,AB_A06,AB_A15,AB_A16,AB_A17,UNIXTIME
1991-05-07,68395.0,27017.0,41378.0,10415.0,5612.0,29923.0,25979.0,15311.0,"{""numberLong"":""673567200""}"
1991-05-08,68663.0,27116.0,41547.0,10418.0,5507.0,29911.0,26041.0,15197.0,"{""numberLong"":""673653600""}"
1991-05-09,68826.0,27343.0,41483.0,10369.0,5603.0,30078.0,26033.0,15213.0,"{""numberLong"":""673740000""}"
1991-05-10,68970.0,27657.0,41313.0,10374.0,5556.0,30155.0,26306.0,15448.0,"{""numberLong"":""673826400""}"
1991-05-13,68917.0,27521.0,41396.0,10435.0,5483.0,30075.0,27458.0,16288.0,"{""numberLong"":""674085600""}"
1991-05-14,68934.0,27407.0,41527.0,10426.0,5521.0,30237.0,27806.0,17472.0,"{""numberLong"":""674172000""}"
1991-05-15,69201.0,27358.0,41843.0,10705.0,5477.0,30546.0,28185.0,17939.0,"{""numberLong"":""674258400""}"
1991-05-16,69502.0,27283.0,42219.0,10699.0,5471.0,30643.0,27811.0,17713.0,"{""numberLong"":""674344800""}"
1991-05-17,69501.0,27407.0,42094.0,10666.0,5441.0,30675.0,27736.0,17481.0,"{""numberLong"":""674431200""}"
1991-05-20,70241.0,28332.0,41909.0,10653.0,5485.0,30774.0,28194.0,17236.0,"{""numberLong"":""674690400""}"
1991-05-21,70335.0,28553.0,41782.0,10574.0,5626.0,30931.0,27485.0,16539.0,"{""numberLong"":""674776800""}"
1991-05-22,70376.0,28501.0,41875.0,10654.0,5460.0,30833.0,26776.0,16118.0,"{""numberLong"":""674863200""}"
1991-05-23,70566.0,28663.0,41903.0,10625.0,5514.0,30907.0,26630.0,15886.0,"{""numberLong"":""674949600""}"
1991-05-24,70439.0,28615.0,41824.0,10547.0,5582.0,30945.0,26743.0,15834.0,"{""numberLong"":""675036000""}"
1991-05-27,70640.0,28639.0,42001.0,10498.0,5546.0,30876.0,26605.0,15814.0,"{""numberLong"":""675295200""}"
1991-05-28,70923.0,28700.0,42223.0,10518.0,5642.0,31205.0,26594.0,15415.0,"{""numberLong"":""675381600""}"
1991-05-29,71187.0,29082.0,42105.0,10499.0,5600.0,31251.0,25802.0,15254.0,"{""numberLong"":""675468000""}"
1991-05-30,71579.0,29134.0,42445.0,10496.0,5693.0,31584.0,26354.0,15270.0,"{""numberLong"":""675554400""}"
1991-05-31,71538.0,29431.0,42107.0,10501.0,5617.0,31600.0,26093.0,15758.0,"{""numberLong"":""675640800""}"
1991-06-03,71489.0,29547.0,41942.0,10489.0,5592.0,31833.0,26645.0,16013.0,"{""numberLong"":""675900000""}"
1991-06-04,72321.0,30858.0,41463.0,10256.0,5614.0,31854.0,26534.0,15858.0,"{""numberLong"":""675986400""}"
1991-06-05,72743.0,31102.0,41641.0,10232.0,5739.0,32121.0,26925.0,15727.0,"{""numberLong"":""676072800""}"
1991-06-06,72966.0,31217.0,41749.0,10292.0,5781.0,32291.0,26806.0,15729.0,"{""numberLong"":""676159200""}"
1991-06-07,73050.0,31332.0,41718.0,10303.0,5765.0,32315.0,26865.0,15849.0,"{""numberLong"":""676245600""}"
1991-06-10,73282.0,31545.0,41737.0,10296.0,5804.0,32468.0,26650.0,15976.0,"{""numberLong"":""676504800""}"
1991-06-11,73298.0,31618.0,41680.0,10305.0,5826.0,32572.0,26329.0,15720.0,"{""numberLong"":""676591200""}"
1991-06-12,73581.0,31908.0,41673.0,10335.0,5841.0,32581.0,26908.0,15740.0,"{""numberLong"":""676677600""}"
1991-06-13,73762.0,32092.0,41670.0,10367.0,5901.0,32756.0,27479.0,16413.0,"{""numberLong"":""676764000""}"
1991-06-14,73741.0,32306.0,41435.0,10357.0,5902.0,32871.0,29049.0,18038.0,"{""numberLong"":""676850400""}"
1991-06-17,74086.0,32586.0,41500.0,10370.0,5803.0,33089.0,29998.0,18757.0,"{""numberLong"":""677109600""}"
1991-06-18,74216.0,32724.0,41492.0,10373.0,5800.0,33089.0,29752.0,18579.0,"{""numberLong"":""677196000""}"
1991-06-19,74463.0,32845.0,41618.0,10493.0,5929.0,33393.0,29825.0,18626.0,"{""numberLong"":""677282400""}"
1991-06-20,74721.0,32908.0,41813.0,10482.0,6003.0,33612.0,30492.0,19394.0,"{""numberLong"":""677368800""}"
1991-06-21,75087.0,33211.0,41876.0,10482.0,5939.0,33570.0,31226.0,20338.0,"{""numberLong"":""677455200""}"
1991-06-24,,,,,,,,,"{""numberLong"":""677714400""}"
1991-06-25,,,,,,,,,"{""numberLong"":""677800800""}"
1991-06-26,,,,,,,,,"{""numberLong"":""677887200""}"
1991-06-27,75103.0,33316.0,41787.0,10523.0,6048.0,33665.0,31685.0,19947.0,"{""numberLong"":""677973600""}"
1991-06-28,75214.0,33291.0,41923.0,10517.0,6159.0,33631.0,29635.0,18736.0,"{""numberLong"":""678060000""}"
1991-07-01,74190.0,32443.0,41747.0,10506.0,6111.0,33689.0,29994.0,18423.0,"{""numberLong"":""678319200""}"
1991-07-02,74054.0,32381.0,41673.0,10513.0,6029.0,33674.0,29508.0,17734.0,"{""numberLong"":""678405600""}"
1991-07-03,74020.0,32471.0,41549.0,10507.0,6081.0,33806.0,28654.0,17341.0,"{""numberLong"":""678492000""}"
1991-07-04,73927.0,32509.0,41418.0,10504.0,6127.0,33689.0,28552.0,17053.0,"{""numberLong"":""678578400""}"
1991-07-05,74140.0,32616.0,41524.0,10490.0,6307.0,33913.0,28600.0,17086.0,"{""numberLong"":""678664800""}"
1991-07-08,74142.0,32757.0,41385.0,10498.0,6306.0,33813.0,28586.0,17163.0,"{""numberLong"":""678924000""}"
1991-07-09,74516.0,32615.0,41901.0,10428.0,6534.0,34195.0,28536.0,16932.0,"{""numberLong"":""679010400""}"
1991-07-10,74845.0,32828.0,42017.0,10411.0,6541.0,34403.0,29120.0,16971.0,"{""numberLong"":""679096800""}"
1991-07-11,74904.0,32953.0,41951.0,10417.0,6624.0,34455.0,30112.0,17842.0,"{""numberLong"":""679183200""}"
1991-07-12,75041.0,33140.0,41901.0,10382.0,6710.0,34489.0,30963.0,19442.0,"{""numberLong"":""679269600""}"
1991-07-15,74998.0,32742.0,42256.0,10374.0,6777.0,34440.0,31629.0,20274.0,"{""numberLong"":""679528800""}"
1991-07-16,75195.0,32660.0,42535.0,10372.0,6912.0,34623.0,31392.0,19851.0,"{""numberLong"":""679615200""}"
1991-07-17,75302.0,32822.0,42480.0,10357.0,6924.0,34656.0,30876.0,19360.0,"{""numberLong"":""679701600""}"
1991-07-18,75432.0,32708.0,42724.0,10437.0,7036.0,34659.0,30519.0,18987.0,"{""numberLong"":""679788000""}"
1991-07-19,75613.0,32730.0,42883.0,10333.0,7130.0,34678.0,30281.0,18882.0,"{""numberLong"":""679874400""}"
1991-07-22,75696.0,32594.0,43102.0,10419.0,7163.0,34800.0,30295.0,18777.0,"{""numberLong"":""680133600""}"
1991-07-23,75924.0,32734.0,43190.0,10480.0,7168.0,34984.0,29726.0,18216.0,"{""numberLong"":""680220000""}"
1991-07-24,76036.0,32891.0,43145.0,10492.0,7191.0,34982.0,29411.0,17924.0,"{""numberLong"":""680306400""}"
1991-07-25,76877.0,33343.0,43534.0,10570.0,7182.0,35089.0,29615.0,17805.0,"{""numberLong"":""680392800""}"
1991-07-26,76725.0,33382.0,43343.0,10572.0,7066.0,35002.0,29629.0,17817.0,"{""numberLong"":""680479200""}"
1991-07-29,77084.0,33516.0,43568.0,10724.0,7018.0,35177.0,29495.0,17833.0,"{""numberLong"":""680738400""}"
1991-07-30,77270.0,33685.0,43585.0,10858.0,6999.0,35396.0,29996.0,17659.0,"{""numberLong"":""680824800""}"
1991-07-31,77367.0,33756.0,43611.0,10775.0,7006.0,35495.0,29650.0,17967.0,"{""numberLong"":""680911200""}"
1991-08-01,77169.0,33710.0,43459.0,10612.0,6961.0,35459.0,29626.0,18084.0,"{""numberLong"":""680997600""}"
1991-08-02,77266.0,33889.0,43377.0,10665.0,6919.0,35496.0,29215.0,18243.0,"{""numberLong"":""681084000""}"
1991-08-05,77712.0,34146.0,43566.0,10774.0,6925.0,35774.0,30022.0,18391.0,"{""numberLong"":""681343200""}"
1991-08-06,77582.0,34045.0,43537.0,10573.0,6942.0,35676.0,29949.0,18258.0,"{""numberLong"":""681429600""}"
1991-08-07,78209.0,34101.0,44108.0,10754.0,6882.0,36064.0,30772.0,18196.0,"{""numberLong"":""681516000""}"
1991-08-08,78719.0,34861.0,43858.0,10704.0,6899.0,35931.0,29666.0,18095.0,"{""numberLong"":""681602400""}"
1991-08-09,79112.0,35076.0,44036.0,10860.0,6839.0,36162.0,30112.0,18117.0,"{""numberLong"":""681688800""}"
1991-08-12,79246.0,35271.0,43975.0,10956.0,6877.0,36262.0,30434.0,18294.0,"{""numberLong"":""681948000""}"
1991-08-13,79448.0,35422.0,44026.0,11048.0,6854.0,36358.0,31305.0,19156.0,"{""numberLong"":""682034400""}"
1991-08-14,79519.0,35407.0,44112.0,11110.0,6822.0,36455.0,32219.0,20801.0,"{""numberLong"":""682120800""}"
1991-08-15,79634.0,35199.0,44435.0,12459.0,6798.0,36809.0,32633.0,21618.0,"{""numberLong"":""682207200""}"
1991-08-16,79627.0,34479.0,45148.0,12437.0,6769.0,36832.0,32958.0,21651.0,"{""numberLong"":""682293600""}"
1991-08-19,79539.0,34523.0,45016.0,12491.0,6682.0,36838.0,33262.0,21421.0,"{""numberLong"":""682552800""}"
1991-08-20,79087.0,34751.0,44336.0,12492.0,6631.0,36701.0,32897.0,20762.0,"{""numberLong"":""682639200""}"
1991-08-21,79899.0,34734.0,45165.0,12999.0,6647.0,37364.0,32178.0,20164.0,"{""numberLong"":""682725600""}"
1991-08-22,80251.0,34663.0,45588.0,13064.0,6607.0,37537.0,32117.0,19831.0,"{""numberLong"":""682812000""}"
1991-08-23,80395.0,34534.0,45861.0,13064.0,6530.0,37354.0,31322.0,19699.0,"{""numberLong"":""682898400""}"
1991-08-26,80629.0,34818.0,45811.0,13162.0,6527.0,37592.0,31580.0,19605.0,"{""numberLong"":""683157600""}"
1991-08-27,80698.0,34811.0,45887.0,13164.0,6653.0,37611.0,31387.0,19228.0,"{""numberLong"":""683244000""}"
1991-08-28,80796.0,34935.0,45861.0,13139.0,6621.0,37733.0,31182.0,19116.0,"{""numberLong"":""683330400""}"
1991-08-29,80796.0,34978.0,45818.0,13015.0,6515.0,37351.0,31290.0,19508.0,"{""numberLong"":""683416800""}"
1991-08-30,,,,,,,,,"{""numberLong"":""683503200""}"
1991-09-02,81785.0,35665.0,46120.0,13091.0,6527.0,37480.0,31857.0,19905.0,"{""numberLong"":""683762400""}"
1991-09-03,81380.0,35547.0,45833.0,13096.0,6464.0,37693.0,31149.0,19555.0,"{""numberLong"":""683848800""}"
1991-09-04,81597.0,35521.0,46076.0,13164.0,6468.0,37779.0,31857.0,19341.0,"{""numberLong"":""683935200""}"
1991-09-05,81970.0,35854.0,46116.0,13161.0,6494.0,37686.0,31447.0,19408.0,"{""numberLong"":""684021600""}"
1991-09-06,82018.0,35833.0,46185.0,13168.0,6509.0,37675.0,31623.0,19613.0,"{""numberLong"":""684108000""}"
1991-09-09,82054.0,35846.0,46208.0,13194.0,6485.0,37434.0,31188.0,19698.0,"{""numberLong"":""684367200""}"
1991-09-10,82101.0,35579.0,46522.0,13058.0,6530.0,37427.0,31388.0,19492.0,"{""numberLong"":""684453600""}"
1991-09-11,82450.0,35650.0,46800.0,13234.0,6538.0,37523.0,32140.0,19434.0,"{""numberLong"":""684540000""}"
1991-09-12,82996.0,35887.0,47109.0,13743.0,6544.0,38023.0,33607.0,20370.0,"{""numberLong"":""684626400""}"
1991-09-13,83824.0,35958.0,47866.0,14251.0,6500.0,38858.0,34716.0,22197.0,"{""numberLong"":""684712800""}"
1991-09-16,83857.0,36054.0,47803.0,14319.0,6382.0,38911.0,35456.0,23341.0,"{""numberLong"":""684972000""}"
1991-09-17,83665.0,35646.0,48019.0,14489.0,6238.0,38605.0,34894.0,22948.0,"{""numberLong"":""685058400""}"
1991-09-18,83936.0,35597.0,48339.0,14774.0,6164.0,38819.0,34533.0,22473.0,"{""numberLong"":""685144800""}"
1991-09-19,83985.0,35771.0,48214.0,14968.0,6050.0,38841.0,34259.0,22064.0,"{""numberLong"":""685231200""}"
1991-09-20,83866.0,35626.0,48240.0,15004.0,6094.0,38942.0,34318.0,21923.0,"{""numberLong"":""685317600""}"
1991-09-23,83961.0,35544.0,48417.0,15226.0,6096.0,39022.0,34326.0,21618.0,"{""numberLong"":""685576800""}"
1991-09-24,83780.0,35373.0,48407.0,15004.0,6008.0,38597.0,33855.0,20981.0,"{""numberLong"":""685663200""}"
1991-09-25,84331.0,35463.0,48868.0,15504.0,6043.0,39030.0,32654.0,20642.0,"{""numberLong"":""685749600""}"
1991-09-26,83681.0,35710.0,47971.0,14405.0,6144.0,38329.0,33041.0,20481.0,"{""numberLong"":""685836000""}"
1991-09-27,83839.0,35847.0,47992.0,14427.0,6103.0,38358.0,33223.0,20909.0,"{""numberLong"":""685922400""}"
1991-09-30,84247.0,36035.0,48212.0,14698.0,6043.0,38550.0,34399.0,21424.0,"{""numberLong"":""686185200""}"
1991-10-01,84392.0,35989.0,48403.0,14677.0,6027.0,38575.0,34481.0,21031.0,"{""numberLong"":""686271600""}"
1991-10-02,85917.0,36577.0,49340.0,15591.0,6067.0,39433.0,34972.0,20910.0,"{""numberLong"":""686358000""}"
1991-10-03,86164.0,36403.0,49761.0,16052.0,5930.0,39501.0,33620.0,20749.0,"{""numberLong"":""686444400""}"
1991-10-04,86272.0,36448.0,49824.0,16181.0,5878.0,39510.0,34073.0,20956.0,"{""numberLong"":""686530800""}"
1991-10-07,85945.0,36271.0,49674.0,16353.0,5623.0,39599.0,34061.0,21068.0,"{""numberLong"":""686790000""}"
1991-10-08,86019.0,36083.0,49936.0,16759.0,5610.0,39894.0,33877.0,20755.0,"{""numberLong"":""686876400""}"
1991-10-09,86135.0,35808.0,50327.0,17222.0,5489.0,40057.0,33452.0,20799.0,"{""numberLong"":""686962800""}"
1991-10-10,86416.0,36082.0,50334.0,17503.0,5456.0,40232.0,34318.0,21279.0,"{""numberLong"":""687049200""}"
1991-10-11,87955.0,36021.0,51934.0,19244.0,5421.0,41488.0,36519.0,22527.0,"{""numberLong"":""687135600""}"
1991-10-14,89054.0,36159.0,52895.0,20023.0,5407.0,42525.0,38567.0,24533.0,"{""numberLong"":""687394800""}"
1991-10-15,89272.0,36522.0,52750.0,20111.0,5225.0,42228.0,37923.0,24911.0,"{""numberLong"":""687481200""}"
1991-10-16,88237.0,36122.0,52115.0,19618.0,5198.0,41324.0,37385.0,24602.0,"{""numberLong"":""687567600""}"
1991-10-17,88269.0,35924.0,52345.0,19871.0,5129.0,41195.0,37201.0,24132.0,"{""numberLong"":""687654000""}"
1991-10-18,88110.0,35642.0,52468.0,20008.0,5151.0,40979.0,36842.0,23822.0,"{""numberLong"":""687740400""}"
1991-10-21,87786.0,35254.0,52532.0,20022.0,5082.0,40425.0,37045.0,23420.0,"{""numberLong"":""687999600""}"
1991-10-22,87938.0,35237.0,52701.0,20005.0,5155.0,40457.0,36310.0,22377.0,"{""numberLong"":""688086000""}"
1991-10-23,85514.0,35280.0,50234.0,17723.0,5077.0,38153.0,34793.0,21688.0,"{""numberLong"":""688172400""}"
1991-10-24,88714.0,35418.0,53296.0,20825.0,5111.0,41377.0,34861.0,21302.0,"{""numberLong"":""688258800""}"
1991-10-25,88797.0,35439.0,53358.0,20852.0,5098.0,41501.0,34682.0,21283.0,"{""numberLong"":""688345200""}"
1991-10-28,90379.0,36848.0,53531.0,20865.0,5105.0,41504.0,34337.0,21056.0,"{""numberLong"":""688604400""}"
1991-10-29,,,,,,,,,"{""numberLong"":""688690800""}"
1991-10-30,90260.0,36515.0,53745.0,20885.0,5220.0,41181.0,35665.0,20988.0,"{""numberLong"":""688777200""}"
1991-10-31,90449.0,36608.0,53841.0,20895.0,5085.0,41135.0,35076.0,20880.0,"{""numberLong"":""688863600""}"
1991-11-01,90230.0,36384.0,53846.0,20721.0,5126.0,41292.0,34958.0,20855.0,"{""numberLong"":""688950000""}"
1991-11-04,90233.0,36283.0,53950.0,20726.0,5117.0,41104.0,35350.0,20844.0,"{""numberLong"":""689209200""}"
1991-11-05,90727.0,36310.0,54417.0,20735.0,5121.0,41246.0,35276.0,20537.0,"{""numberLong"":""689295600""}"
1991-11-06,90804.0,36391.0,54413.0,20844.0,5130.0,41436.0,34728.0,20406.0,"{""numberLong"":""689382000""}"
1991-11-07,91512.0,36936.0,54576.0,20859.0,5149.0,41666.0,34526.0,20312.0,"{""numberLong"":""689468400""}"
1991-11-08,91691.0,37068.0,54623.0,20870.0,5192.0,41813.0,34823.0,20315.0,"{""numberLong"":""689554800""}"
1991-11-11,91775.0,37190.0,54585.0,20908.0,5214.0,41784.0,34977.0,20333.0,"{""numberLong"":""689814000""}"
1991-11-12,92004.0,37299.0,54705.0,21014.0,5182.0,41911.0,35793.0,20132.0,"{""numberLong"":""689900400""}"
1991-11-13,92579.0,37682.0,54897.0,21133.0,5164.0,42171.0,35599.0,20926.0,"{""numberLong"":""689986800""}"
1991-11-14,93532.0,38489.0,55043.0,21206.0,5180.0,42333.0,36532.0,22850.0,"{""numberLong"":""690073200""}"
1991-11-15,92658.0,37651.0,55007.0,21338.0,5177.0,42092.0,37395.0,23871.0,"{""numberLong"":""690159600""}"
1991-11-18,92768.0,37843.0,54925.0,21224.0,5155.0,42008.0,37775.0,23764.0,"{""numberLong"":""690418800""}"
1991-11-19,93119.0,37819.0,55300.0,21236.0,5179.0,42087.0,37224.0,22896.0,"{""numberLong"":""690505200""}"
1991-11-20,92749.0,37703.0,55046.0,21445.0,5188.0,41627.0,36400.0,22268.0,"{""numberLong"":""690591600""}"
1991-11-21,92817.0,37796.0,55021.0,21456.0,5191.0,41696.0,35993.0,21636.0,"{""numberLong"":""690678000""}"
1991-11-22,93458.0,37817.0,55641.0,21469.0,5173.0,42168.0,34803.0,21192.0,"{""numberLong"":""690764400""}"
1991-11-25,93501.0,37758.0,55743.0,21496.0,5148.0,42075.0,34615.0,20944.0,"{""numberLong"":""691023600""}"
1991-11-26,93861.0,37958.0,55903.0,21494.0,5221.0,42266.0,34375.0,20253.0,"{""numberLong"":""691110000""}"
1991-11-27,92965.0,38099.0,54866.0,20983.0,5251.0,41432.0,34460.0,19926.0,"{""numberLong"":""691196400""}"
1991-11-28,93103.0,38345.0,54758.0,20986.0,5267.0,41615.0,34258.0,19812.0,"{""numberLong"":""691282800""}"
1991-11-29,92858.0,38297.0,54561.0,21020.0,5084.0,41461.0,34607.0,20326.0,"{""numberLong"":""691369200""}"
1991-12-02,92715.0,38305.0,54410.0,20886.0,5157.0,41489.0,35476.0,20732.0,"{""numberLong"":""691628400""}"
1991-12-03,93001.0,38295.0,54706.0,20903.0,5182.0,41514.0,35358.0,20396.0,"{""numberLong"":""691714800""}"
1991-12-04,93382.0,38653.0,54729.0,20990.0,5175.0,41734.0,34536.0,20217.0,"{""numberLong"":""691801200""}"
1991-12-05,93826.0,39046.0,54780.0,20879.0,5193.0,41683.0,34357.0,20083.0,"{""numberLong"":""691887600""}"
1991-12-06,93958.0,39061.0,54897.0,20890.0,5174.0,41672.0,34782.0,20253.0,"{""numberLong"":""691974000""}"
1991-12-09,94488.0,39179.0,55309.0,20879.0,5216.0,41848.0,34952.0,20326.0,"{""numberLong"":""692233200""}"
1991-12-10,94534.0,39283.0,55251.0,20872.0,5154.0,41800.0,34744.0,19975.0,"{""numberLong"":""692319600""}"
1991-12-11,94787.0,39426.0,55361.0,21092.0,5257.0,42085.0,34357.0,19862.0,"{""numberLong"":""692406000""}"
1991-12-12,94516.0,39558.0,54958.0,21167.0,5239.0,41571.0,35548.0,20684.0,"{""numberLong"":""692492400""}"
1991-12-13,94952.0,39668.0,55284.0,21211.0,5222.0,42074.0,37416.0,22934.0,"{""numberLong"":""692578800""}"
1991-12-16,95102.0,39778.0,55324.0,21167.0,5191.0,42211.0,38364.0,23931.0,"{""numberLong"":""692838000""}"
1991-12-17,95296.0,39929.0,55367.0,21188.0,5205.0,42364.0,38444.0,23308.0,"{""numberLong"":""692924400""}"
1991-12-18,95684.0,40097.0,55587.0,21093.0,5211.0,42555.0,37006.0,22455.0,"{""numberLong"":""693010800""}"
1991-12-19,96107.0,40266.0,55841.0,21397.0,5247.0,42980.0,36792.0,21920.0,"{""numberLong"":""693097200""}"
1991-12-20,95360.0,39479.0,55881.0,21400.0,5209.0,42550.0,36120.0,21708.0,"{""numberLong"":""693183600""}"
1991-12-23,95532.0,39382.0,56150.0,21417.0,5147.0,42441.0,35515.0,21221.0,"{""numberLong"":""693442800""}"
1991-12-24,95787.0,39401.0,56386.0,21414.0,5137.0,42420.0,34175.0,20456.0,"{""numberLong"":""693529200""}"
1991-12-25,95923.0,39534.0,56389.0,21261.0,5251.0,42463.0,35465.0,20223.0,"{""numberLong"":""693615600""}"
1991-12-26,95968.0,39334.0,56634.0,21269.0,5420.0,42318.0,35059.0,20173.0,"{""numberLong"":""693702000""}"
1991-12-27,96591.0,39525.0,57066.0,21779.0,5397.0,42850.0,36069.0,20707.0,"{""numberLong"":""693788400""}"
1991-12-30,96379.0,38839.0,57540.0,22269.0,5341.0,43368.0,37103.0,21406.0,"{""numberLong"":""694047600""}"
1991-12-31,96789.0,38736.0,58053.0,22904.0,5295.0,43993.0,37244.0,21288.0,"{""numberLong"":""694134000""}"
1992-01-01,,,,,,,,,"{""numberLong"":""694220400""}"
1992-01-02,97038.0,38642.0,58396.0,23131.0,5351.0,44338.0,35904.0,20797.0,"{""numberLong"":""694306800""}"
1992-01-03,96948.0,38472.0,58476.0,23162.0,5392.0,44239.0,35078.0,20447.0,"{""numberLong"":""694393200""}"
1992-01-06,97515.0,38392.0,59123.0,24174.0,5316.0,44966.0,36239.0,20306.0,"{""numberLong"":""694652400""}"
1992-01-07,100375.0,38359.0,62016.0,26842.0,5296.0,47489.0,36247.0,20063.0,"{""numberLong"":""694738800""}"
1992-01-08,100900.0,38483.0,62417.0,26947.0,5469.0,47900.0,36235.0,19878.0,"{""numberLong"":""694825200""}"
1992-01-09,101228.0,38711.0,62517.0,26956.0,5454.0,47532.0,35398.0,19654.0,"{""numberLong"":""694911600""}"
1992-01-10,101328.0,38731.0,62597.0,27068.0,5557.0,47671.0,36471.0,19938.0,"{""numberLong"":""694998000""}"
1992-01-13,100676.0,38691.0,61985.0,27233.0,5500.0,47466.0,38111.0,21319.0,"{""numberLong"":""695257200""}"
1992-01-14,100717.0,38857.0,61860.0,27336.0,5514.0,47486.0,39763.0,23378.0,"{""numberLong"":""695343600""}"
1992-01-15,101284.0,38604.0,62680.0,27816.0,5716.0,48148.0,39556.0,24333.0,"{""numberLong"":""695430000""}"
1992-01-16,100839.0,38727.0,62112.0,27817.0,5729.0,47920.0,39073.0,24052.0,"{""numberLong"":""695516400""}"
1992-01-17,101036.0,38747.0,62289.0,27804.0,5717.0,47878.0,39205.0,23646.0,"{""numberLong"":""695602800""}"
1992-01-20,101218.0,38667.0,62551.0,28045.0,5726.0,47941.0,39397.0,23258.0,"{""numberLong"":""695862000""}"
1992-01-21,101188.0,38424.0,62764.0,28048.0,5720.0,47511.0,38689.0,22142.0,"{""numberLong"":""695948400""}"
1992-01-22,102800.0,40228.0,62572.0,27800.0,5827.0,47452.0,38305.0,21693.0,"{""numberLong"":""696034800""}"
1992-01-23,103147.0,40354.0,62793.0,27846.0,5841.0,47635.0,37161.0,21382.0,"{""numberLong"":""696121200""}"
1992-01-24,103363.0,40617.0,62746.0,27846.0,5832.0,47734.0,37055.0,21222.0,"{""numberLong"":""696207600""}"
1992-01-27,103050.0,40479.0,62571.0,27896.0,5829.0,47581.0,37179.0,21258.0,"{""numberLong"":""696466800""}"
1992-01-28,103328.0,40641.0,62687.0,27945.0,5823.0,47712.0,37523.0,20665.0,"{""numberLong"":""696553200""}"
1992-01-29,104016.0,40729.0,63287.0,28434.0,5873.0,48242.0,36396.0,20250.0,"{""numberLong"":""696639600""}"
1992-01-30,104504.0,40928.0,63576.0,28466.0,5877.0,48496.0,36232.0,20262.0,"{""numberLong"":""696726000""}"
1992-01-31,104271.0,40936.0,63335.0,28501.0,5770.0,48492.0,37398.0,20836.0,"{""numberLong"":""696812400""}"
1992-02-03,103467.0,40148.0,63319.0,28595.0,5770.0,48215.0,37144.0,21134.0,"{""numberLong"":""697071600""}"
1992-02-04,103969.0,40383.0,63586.0,28648.0,5909.0,48450.0,37360.0,20949.0,"{""numberLong"":""697158000""}"
1992-02-05,104999.0,40817.0,64182.0,29025.0,5893.0,49452.0,37061.0,20702.0,"{""numberLong"":""697244400""}"
1992-02-06,105916.0,41601.0,64315.0,29056.0,5933.0,49726.0,37521.0,20696.0,"{""numberLong"":""697330800""}"
1992-02-07,106196.0,41836.0,64360.0,29108.0,5876.0,49742.0,37753.0,20751.0,"{""numberLong"":""697417200""}"
1992-02-10,106699.0,41891.0,64808.0,29171.0,5916.0,49941.0,37858.0,20768.0,"{""numberLong"":""697676400""}"
1992-02-11,106791.0,42074.0,64717.0,29345.0,5862.0,49956.0,38246.0,20413.0,"{""numberLong"":""697762800""}"
1992-02-12,106931.0,42242.0,64689.0,29441.0,5909.0,50137.0,38676.0,20527.0,"{""numberLong"":""697849200""}"
1992-02-13,107080.0,42302.0,64778.0,29484.0,6121.0,50117.0,38702.0,21985.0,"{""numberLong"":""697935600""}"
1992-02-14,107047.0,42443.0,64604.0,29563.0,6048.0,50177.0,40626.0,24348.0,"{""numberLong"":""698022000""}"
1992-02-17,106884.0,42381.0,64503.0,29620.0,6063.0,50227.0,41744.0,25666.0,"{""numberLong"":""698281200""}"
1992-02-18,106947.0,42267.0,64680.0,29619.0,6090.0,50152.0,41377.0,25360.0,"{""numberLong"":""698367600""}"
1992-02-19,107880.0,41949.0,65931.0,30967.0,6014.0,51296.0,42895.0,24726.0,"{""numberLong"":""698454000""}"
1992-02-20,108139.0,42060.0,66079.0,31007.0,6100.0,51403.0,43566.0,24160.0,"{""numberLong"":""698540400""}"
1992-02-21,107987.0,42049.0,65938.0,31007.0,6034.0,51294.0,41758.0,23548.0,"{""numberLong"":""698626800""}"
1992-02-24,107795.0,41642.0,66153.0,30974.0,6056.0,50746.0,40414.0,23074.0,"{""numberLong"":""698886000""}"
1992-02-25,107656.0,41438.0,66218.0,30989.0,6079.0,50514.0,39471.0,22451.0,"{""numberLong"":""698972400""}"
1992-02-26,107947.0,41337.0,66610.0,31146.0,6086.0,50473.0,38813.0,22086.0,"{""numberLong"":""699058800""}"
1992-02-27,107738.0,41269.0,66469.0,31181.0,6083.0,50332.0,38269.0,22024.0,"{""numberLong"":""699145200""}"
1992-02-28,107592.0,41025.0,66567.0,31201.0,5963.0,49958.0,39083.0,22680.0,"{""numberLong"":""699231600""}"
1992-03-02,107398.0,40621.0,66777.0,31203.0,6005.0,49764.0,39505.0,23181.0,"{""numberLong"":""699490800""}"
1992-03-03,107220.0,40263.0,66957.0,31207.0,6194.0,49986.0,39664.0,22884.0,"{""numberLong"":""699577200""}"
1992-03-04,107254.0,40320.0,66934.0,31319.0,6191.0,50198.0,39622.0,22570.0,"{""numberLong"":""699663600""}"
1992-03-05,107895.0,40996.0,66899.0,31317.0,6205.0,50165.0,39590.0,22663.0,"{""numberLong"":""699750000""}"
1992-03-06,107961.0,41150.0,66811.0,31313.0,6259.0,50139.0,39680.0,22692.0,"{""numberLong"":""699836400""}"
1992-03-09,107982.0,41096.0,66886.0,31323.0,6213.0,49861.0,39195.0,22587.0,"{""numberLong"":""700095600""}"
